ano;mes;campo_pai;subconta;valor;filial
2022;out;Disponibilidades entradas;Recebimento Clientes;175000;
2022;out;Disponibilidades entradas;Receita Financeira/Outras;203000;
2022;out;Disponibilidades Saida;Folha;205000;
2022;out;Disponibilidades Saida;Fornecedores;154000;
2022;out;Disponibilidades Saida;Impostos/Operacionais;160000;
2022;out;Disponibilidades Saida;Investimentos;28000;
2022;nov;Disponibilidades entradas;Receita Serviços;420000;
2022;nov;Disponibilidades entradas;Receita Produtos;125000;
2022;nov;Disponibilidades entradas;Recebimento Clientes;180000;
2022;nov;Disponibilidades entradas;Receita Financeira/Outras;219000;
2022;nov;Disponibilidades Saida;Folha;208000;
2022;nov;Disponibilidades Saida;Fornecedores;158000;
2022;nov;Disponibilidades Saida;Impostos/Operacionais;164000;
2022;nov;Disponibilidades Saida;Investimentos;30000;
2022;dez;Disponibilidades entradas;Receita Serviços;450000;
2022;dez;Disponibilidades entradas;Receita Produtos;135000;
2022;dez;Disponibilidades entradas;Recebimento Clientes;190000;
2022;dez;Disponibilidades entradas;Receita Financeira/Outras;237000;
2022;dez;Disponibilidades Saida;Folha;220000;
2022;dez;Disponibilidades Saida;Fornecedores;165000;
2022;dez;Disponibilidades Saida;Impostos/Operacionais;173000;
2022;dez;Disponibilidades Saida;Investimentos;40000;
2023;jan;Disponibilidades entradas;Receita Serviços;384000;
2023;jan;Disponibilidades entradas;Receita Produtos;114000;
2023;jan;Disponibilidades entradas;Recebimento Clientes;168000;
2023;jan;Disponibilidades entradas;Receita Financeira/Outras;150000;
2023;jan;Disponibilidades Saida;Folha;216000;
2023;jan;Disponibilidades Saida;Fornecedores;150000;
2023;jan;Disponibilidades Saida;Impostos/Operacionais;156000;
2023;jan;Disponibilidades Saida;Investimentos;42000;
2023;fev;Disponibilidades entradas;Receita Serviços;396000;
2023;fev;Disponibilidades entradas;Receita Produtos;117600;
2023;fev;Disponibilidades entradas;Recebimento Clientes;174000;
2023;fev;Disponibilidades entradas;Receita Financeira/Outras;176400;
2023;fev;Disponibilidades Saida;Folha;216000;
2023;fev;Disponibilidades Saida;Fornecedores;153600;
2023;fev;Disponibilidades Saida;Impostos/Operacionais;160800;
2023;fev;Disponibilidades Saida;Investimentos;24000;
2023;mar;Disponibilidades entradas;Receita Serviços;420000;
2023;mar;Disponibilidades entradas;Receita Produtos;122400;
2023;mar;Disponibilidades entradas;Recebimento Clientes;180000;
2023;mar;Disponibilidades entradas;Receita Financeira/Outras;205200;
2023;mar;Disponibilidades Saida;Folha;222000;
2023;mar;Disponibilidades Saida;Fornecedores;158400;
2023;mar;Disponibilidades Saida;Impostos/Operacionais;166800;
2023;mar;Disponibilidades Saida;Investimentos;18000;
2023;abr;Disponibilidades entradas;Receita Serviços;408000;
2023;abr;Disponibilidades entradas;Receita Produtos;115200;
2023;abr;Disponibilidades entradas;Recebimento Clientes;177600;
2023;abr;Disponibilidades entradas;Receita Financeira/Outras;168000;
2023;abr;Disponibilidades Saida;Folha;222000;
2023;abr;Disponibilidades Saida;Fornecedores;156000;
2023;abr;Disponibilidades Saida;Impostos/Operacionais;165600;
2023;abr;Disponibilidades Saida;Investimentos;30000;
2023;mai;Disponibilidades entradas;Receita Serviços;426000;
2023;mai;Disponibilidades entradas;Receita Produtos;124800;
2023;mai;Disponibilidades entradas;Recebimento Clientes;184800;
2023;mai;Disponibilidades entradas;Receita Financeira/Outras;201600;
2023;mai;Disponibilidades Saida;Folha;228000;
2023;mai;Disponibilidades Saida;Fornecedores;160800;
2023;mai;Disponibilidades Saida;Impostos/Operacionais;171600;
2023;mai;Disponibilidades Saida;Investimentos;21600;
2023;jun;Disponibilidades entradas;Receita Serviços;444000;
2023;jun;Disponibilidades entradas;Receita Produtos;129600;
2023;jun;Disponibilidades entradas;Recebimento Clientes;192000;
2023;jun;Disponibilidades entradas;Receita Financeira/Outras;205200;
2023;jun;Disponibilidades Saida;Folha;234000;
2023;jun;Disponibilidades Saida;Fornecedores;168000;
2023;jun;Disponibilidades Saida;Impostos/Operacionais;175200;
2023;jun;Disponibilidades Saida;Investimentos;36000;
2023;jul;Disponibilidades entradas;Receita Serviços;456000;
2023;jul;Disponibilidades entradas;Receita Produtos;134400;
2023;jul;Disponibilidades entradas;Recebimento Clientes;198000;
2023;jul;Disponibilidades entradas;Receita Financeira/Outras;224400;
2023;jul;Disponibilidades Saida;Folha;237600;
2023;jul;Disponibilidades Saida;Fornecedores;174000;
2023;jul;Disponibilidades Saida;Impostos/Operacionais;181200;
2023;jul;Disponibilidades Saida;Investimentos;26400;
2023;ago;Disponibilidades entradas;Receita Serviços;468000;
2023;ago;Disponibilidades entradas;Receita Produtos;138000;
2023;ago;Disponibilidades entradas;Recebimento Clientes;204000;
2023;ago;Disponibilidades entradas;Receita Financeira/Outras;237600;
2023;ago;Disponibilidades Saida;Folha;240000;
2023;ago;Disponibilidades Saida;Fornecedores;177600;
2023;ago;Disponibilidades Saida;Impostos/Operacionais;184800;
2023;ago;Disponibilidades Saida;Investimentos;30000;
2023;set;Disponibilidades entradas;Receita Serviços;474000;
2023;set;Disponibilidades entradas;Receita Produtos;141600;
2023;set;Disponibilidades entradas;Recebimento Clientes;206400;
2023;set;Disponibilidades entradas;Receita Financeira/Outras;248400;
2023;set;Disponibilidades Saida;Folha;242400;
2023;set;Disponibilidades Saida;Fornecedores;180000;
2023;set;Disponibilidades Saida;Impostos/Operacionais;187200;
2023;set;Disponibilidades Saida;Investimentos;24000;
2023;out;Disponibilidades entradas;Receita Serviços;486000;
2023;out;Disponibilidades entradas;Receita Produtos;144000;
2023;out;Disponibilidades entradas;Recebimento Clientes;210000;
2023;out;Disponibilidades entradas;Receita Financeira/Outras;243600;
2023;out;Disponibilidades Saida;Folha;246000;
2023;out;Disponibilidades Saida;Fornecedores;184800;
2023;out;Disponibilidades Saida;Impostos/Operacionais;192000;
2023;out;Disponibilidades Saida;Investimentos;33600;
2023;nov;Disponibilidades entradas;Receita Serviços;504000;
2023;nov;Disponibilidades entradas;Receita Produtos;150000;
2023;nov;Disponibilidades entradas;Recebimento Clientes;216000;
2023;nov;Disponibilidades entradas;Receita Financeira/Outras;262800;
2023;nov;Disponibilidades Saida;Folha;249600;
2023;nov;Disponibilidades Saida;Fornecedores;189600;
2023;nov;Disponibilidades Saida;Impostos/Operacionais;196800;
2023;nov;Disponibilidades Saida;Investimentos;36000;
2023;dez;Disponibilidades entradas;Receita Serviços;540000;
2023;dez;Disponibilidades entradas;Receita Produtos;162000;
2023;dez;Disponibilidades entradas;Recebimento Clientes;228000;
2023;dez;Disponibilidades entradas;Receita Financeira/Outras;284400;
2023;dez;Disponibilidades Saida;Folha;264000;
2023;dez;Disponibilidades Saida;Fornecedores;198000;
2023;dez;Disponibilidades Saida;Impostos/Operacionais;207600;
2023;dez;Disponibilidades Saida;Investimentos;48000;
2024;jan;Disponibilidades entradas;Receita Serviços;464000;
2024;jan;Disponibilidades entradas;Receita Produtos;137750;
2024;jan;Disponibilidades entradas;Recebimento Clientes;203000;
2024;jan;Disponibilidades entradas;Receita Financeira/Outras;181250;
2024;jan;Disponibilidades Saida;Folha;261000;
2024;jan;Disponibilidades Saida;Fornecedores;181250;
2024;jan;Disponibilidades Saida;Impostos/Operacionais;188500;
2024;jan;Disponibilidades Saida;Investimentos;50750;
2024;fev;Disponibilidades entradas;Receita Serviços;478500;
2024;fev;Disponibilidades entradas;Receita Produtos;142100;
2024;fev;Disponibilidades entradas;Recebimento Clientes;210250;
2024;fev;Disponibilidades entradas;Receita Financeira/Outras;213150;
2024;fev;Disponibilidades Saida;Folha;261000;
2024;fev;Disponibilidades Saida;Fornecedores;185600;
2024;fev;Disponibilidades Saida;Impostos/Operacionais;194300;
2024;fev;Disponibilidades Saida;Investimentos;29000;
2024;mar;Disponibilidades entradas;Receita Serviços;507500;
2024;mar;Disponibilidades entradas;Receita Produtos;147900;
2024;mar;Disponibilidades entradas;Recebimento Clientes;217500;
2024;mar;Disponibilidades entradas;Receita Financeira/Outras;247950;
2024;mar;Disponibilidades Saida;Folha;268250;
2024;mar;Disponibilidades Saida;Fornecedores;191400;
2024;mar;Disponibilidades Saida;Impostos/Operacionais;201550;
2024;mar;Disponibilidades Saida;Investimentos;21750;
2024;abr;Disponibilidades entradas;Receita Serviços;493000;
2024;abr;Disponibilidades entradas;Receita Produtos;139200;
2024;abr;Disponibilidades entradas;Recebimento Clientes;214600;
2024;abr;Disponibilidades entradas;Receita Financeira/Outras;203000;
2024;abr;Disponibilidades Saida;Folha;268250;
2024;abr;Disponibilidades Saida;Fornecedores;188500;
2024;abr;Disponibilidades Saida;Impostos/Operacionais;200100;
2024;abr;Disponibilidades Saida;Investimentos;36250;
2024;mai;Disponibilidades entradas;Receita Serviços;514750;
2024;mai;Disponibilidades entradas;Receita Produtos;150800;
2024;mai;Disponibilidades entradas;Recebimento Clientes;223300;
2024;mai;Disponibilidades entradas;Receita Financeira/Outras;243600;
2024;mai;Disponibilidades Saida;Folha;275500;
2024;mai;Disponibilidades Saida;Fornecedores;194300;
2024;mai;Disponibilidades Saida;Impostos/Operacionais;207350;
2024;mai;Disponibilidades Saida;Investimentos;26100;
2024;jun;Disponibilidades entradas;Receita Serviços;536500;
2024;jun;Disponibilidades entradas;Receita Produtos;156600;
2024;jun;Disponibilidades entradas;Recebimento Clientes;232000;
2024;jun;Disponibilidades entradas;Receita Financeira/Outras;247950;
2024;jun;Disponibilidades Saida;Folha;282750;
2024;jun;Disponibilidades Saida;Fornecedores;203000;
2024;jun;Disponibilidades Saida;Impostos/Operacionais;211700;
2024;jun;Disponibilidades Saida;Investimentos;43500;
2024;jul;Disponibilidades entradas;Receita Serviços;551000;
2024;jul;Disponibilidades entradas;Receita Produtos;162400;
2024;jul;Disponibilidades entradas;Recebimento Clientes;239250;
2024;jul;Disponibilidades entradas;Receita Financeira/Outras;271150;
2024;jul;Disponibilidades Saida;Folha;287100;
2024;jul;Disponibilidades Saida;Fornecedores;210250;
2024;jul;Disponibilidades Saida;Impostos/Operacionais;218950;
2024;jul;Disponibilidades Saida;Investimentos;31900;
2024;ago;Disponibilidades entradas;Receita Serviços;565500;
2024;ago;Disponibilidades entradas;Receita Produtos;166750;
2024;ago;Disponibilidades entradas;Recebimento Clientes;246500;
2024;ago;Disponibilidades entradas;Receita Financeira/Outras;287100;
2024;ago;Disponibilidades Saida;Folha;290000;
2024;ago;Disponibilidades Saida;Fornecedores;214600;
2024;ago;Disponibilidades Saida;Impostos/Operacionais;223300;
2024;ago;Disponibilidades Saida;Investimentos;36250;
2024;set;Disponibilidades entradas;Receita Serviços;572750;
2024;set;Disponibilidades entradas;Receita Produtos;171100;
2024;set;Disponibilidades entradas;Recebimento Clientes;249400;
2024;set;Disponibilidades entradas;Receita Financeira/Outras;300150;
2024;set;Disponibilidades Saida;Folha;292900;
2024;set;Disponibilidades Saida;Fornecedores;217500;
2024;set;Disponibilidades Saida;Impostos/Operacionais;226200;
2024;set;Disponibilidades Saida;Investimentos;29000;
2024;out;Disponibilidades entradas;Receita Serviços;587250;
2024;out;Disponibilidades entradas;Receita Produtos;174000;
2024;out;Disponibilidades entradas;Recebimento Clientes;253750;
2024;out;Disponibilidades entradas;Receita Financeira/Outras;294350;
2024;out;Disponibilidades Saida;Folha;297250;
2024;out;Disponibilidades Saida;Fornecedores;223300;
2024;out;Disponibilidades Saida;Impostos/Operacionais;232000;
2024;out;Disponibilidades Saida;Investimentos;40600;
2024;nov;Disponibilidades entradas;Receita Serviços;609000;
2024;nov;Disponibilidades entradas;Receita Produtos;181250;
2024;nov;Disponibilidades entradas;Recebimento Clientes;261000;
2024;nov;Disponibilidades entradas;Receita Financeira/Outras;317550;
2024;nov;Disponibilidades Saida;Folha;301600;
2024;nov;Disponibilidades Saida;Fornecedores;229100;
2024;nov;Disponibilidades Saida;Impostos/Operacionais;237800;
2024;nov;Disponibilidades Saida;Investimentos;43500;
2024;dez;Disponibilidades entradas;Receita Serviços;652500;
2024;dez;Disponibilidades entradas;Receita Produtos;195750;
2024;dez;Disponibilidades entradas;Recebimento Clientes;275500;
2024;dez;Disponibilidades entradas;Receita Financeira/Outras;343650;
2024;dez;Disponibilidades Saida;Folha;319000;
2024;dez;Disponibilidades Saida;Fornecedores;239250;
2024;dez;Disponibilidades Saida;Impostos/Operacionais;250850;
2024;dez;Disponibilidades Saida;Investimentos;58000;
2024;jan;Centro de Custos Entradas 1;Receita Serviços;101022,25;Loja Sul
2024;fev;Centro de Custos Entradas 1;Receita Serviços;102703,48;Loja Sul
2024;mar;Centro de Custos Entradas 1;Receita Serviços;113870,45;Loja Sul
2024;abr;Centro de Custos Entradas 1;Receita Serviços;104629,52;Loja Sul
2024;mai;Centro de Custos Entradas 1;Receita Serviços;117904,14;Loja Sul
2024;jun;Centro de Custos Entradas 1;Receita Serviços;130963,59;Loja Sul
2024;jul;Centro de Custos Entradas 1;Receita Serviços;110582,97;Loja Sul
2024;ago;Centro de Custos Entradas 1;Receita Serviços;107503,13;Loja Sul
2024;set;Centro de Custos Entradas 1;Receita Serviços;110938,56;Loja Sul
2024;out;Centro de Custos Entradas 1;Receita Serviços;110397,54;Loja Sul
2024;nov;Centro de Custos Entradas 1;Receita Serviços;119021,89;Loja Sul
2024;dez;Centro de Custos Entradas 1;Receita Serviços;148356,03;Loja Sul
2025;jan;Centro de Custos Entradas 1;Receita Serviços;119674,68;Loja Sul
2025;fev;Centro de Custos Entradas 1;Receita Serviços;135311,32;Loja Sul
2025;mar;Centro de Custos Entradas 1;Receita Serviços;151195,43;Loja Sul
2025;abr;Centro de Custos Entradas 1;Receita Serviços;133571,63;Loja Sul
2025;mai;Centro de Custos Entradas 1;Receita Serviços;137003,94;Loja Sul
2025;jun;Centro de Custos Entradas 1;Receita Serviços;138881,52;Loja Sul
2025;jul;Centro de Custos Entradas 1;Receita Serviços;130785,8;Loja Sul
2025;ago;Centro de Custos Entradas 1;Receita Serviços;139443,56;Loja Sul
2025;set;Centro de Custos Entradas 1;Receita Serviços;134734,33;Loja Sul
2025;out;Centro de Custos Entradas 1;Receita Serviços;164458,87;Loja Sul
2025;nov;Centro de Custos Entradas 1;Receita Serviços;169155,75;Loja Sul
2025;dez;Centro de Custos Entradas 1;Receita Serviços;156978,94;Loja Sul
2026;jan;Centro de Custos Entradas 1;Receita Serviços;138282,18;Loja Sul
2026;fev;Centro de Custos Entradas 1;Receita Serviços;158298,22;Loja Sul
2026;mar;Centro de Custos Entradas 1;Receita Serviços;172921,42;Loja Sul
2026;abr;Centro de Custos Entradas 1;Receita Serviços;173438,6;Loja Sul
2026;mai;Centro de Custos Entradas 1;Receita Serviços;134289,65;Loja Sul
2026;jun;Centro de Custos Entradas 1;Receita Serviços;161082,59;Loja Sul
2026;jul;Centro de Custos Entradas 1;Receita Serviços;199777,66;Loja Sul
2024;jan;Centro de Custos Entradas 2;Receita Produtos;29990,98;Loja Sul
2024;fev;Centro de Custos Entradas 2;Receita Produtos;30499,82;Loja Sul
2024;mar;Centro de Custos Entradas 2;Receita Produtos;33185,1;Loja Sul
2024;abr;Centro de Custos Entradas 2;Receita Produtos;29542,45;Loja Sul
2024;mai;Centro de Custos Entradas 2;Receita Produtos;34540,93;Loja Sul
2024;jun;Centro de Custos Entradas 2;Receita Produtos;38227,21;Loja Sul
2024;jul;Centro de Custos Entradas 2;Receita Produtos;32592,87;Loja Sul
2024;ago;Centro de Custos Entradas 2;Receita Produtos;31699,64;Loja Sul
2024;set;Centro de Custos Entradas 2;Receita Produtos;33141,14;Loja Sul
2024;out;Centro de Custos Entradas 2;Receita Produtos;32710,38;Loja Sul
2024;nov;Centro de Custos Entradas 2;Receita Produtos;35423,18;Loja Sul
2024;dez;Centro de Custos Entradas 2;Receita Produtos;44506,81;Loja Sul
2025;jan;Centro de Custos Entradas 2;Receita Produtos;35528,42;Loja Sul
2025;fev;Centro de Custos Entradas 2;Receita Produtos;40183,36;Loja Sul
2025;mar;Centro de Custos Entradas 2;Receita Produtos;44062,67;Loja Sul
2025;abr;Centro de Custos Entradas 2;Receita Produtos;37714,34;Loja Sul
2025;mai;Centro de Custos Entradas 2;Receita Produtos;40136,37;Loja Sul
2025;jun;Centro de Custos Entradas 2;Receita Produtos;40538,39;Loja Sul
2025;jul;Centro de Custos Entradas 2;Receita Produtos;38547,39;Loja Sul
2025;ago;Centro de Custos Entradas 2;Receita Produtos;41117,97;Loja Sul
2025;set;Centro de Custos Entradas 2;Receita Produtos;40249,75;Loja Sul
2025;out;Centro de Custos Entradas 2;Receita Produtos;48728,56;Loja Sul
2025;nov;Centro de Custos Entradas 2;Receita Produtos;50343,97;Loja Sul
2025;dez;Centro de Custos Entradas 2;Receita Produtos;47093,68;Loja Sul
2026;jan;Centro de Custos Entradas 2;Receita Produtos;41052,52;Loja Sul
2026;fev;Centro de Custos Entradas 2;Receita Produtos;47009,77;Loja Sul
2026;mar;Centro de Custos Entradas 2;Receita Produtos;50394,24;Loja Sul
2026;abr;Centro de Custos Entradas 2;Receita Produtos;48970,9;Loja Sul
2026;mai;Centro de Custos Entradas 2;Receita Produtos;39341,19;Loja Sul
2026;jun;Centro de Custos Entradas 2;Receita Produtos;47018,7;Loja Sul
2026;jul;Centro de Custos Entradas 2;Receita Produtos;58881,84;Loja Sul
2024;jan;Centro de Custos Entradas 3;Receb. Clientes;44197,23;Loja Sul
2024;fev;Centro de Custos Entradas 3;Receb. Clientes;45127,29;Loja Sul
2024;mar;Centro de Custos Entradas 3;Receb. Clientes;48801,62;Loja Sul
2024;abr;Centro de Custos Entradas 3;Receb. Clientes;45544,62;Loja Sul
2024;mai;Centro de Custos Entradas 3;Receb. Clientes;51147,15;Loja Sul
2024;jun;Centro de Custos Entradas 3;Receb. Clientes;56632,9;Loja Sul
2024;jul;Centro de Custos Entradas 3;Receb. Clientes;48016,29;Loja Sul
2024;ago;Centro de Custos Entradas 3;Receb. Clientes;46860,34;Loja Sul
2024;set;Centro de Custos Entradas 3;Receb. Clientes;48307,42;Loja Sul
2024;out;Centro de Custos Entradas 3;Receb. Clientes;47702,64;Loja Sul
2024;nov;Centro de Custos Entradas 3;Receb. Clientes;51009,38;Loja Sul
2024;dez;Centro de Custos Entradas 3;Receb. Clientes;62639,21;Loja Sul
2025;jan;Centro de Custos Entradas 3;Receb. Clientes;52357,67;Loja Sul
2025;fev;Centro de Custos Entradas 3;Receb. Clientes;59454,97;Loja Sul
2025;mar;Centro de Custos Entradas 3;Receb. Clientes;64798,04;Loja Sul
2025;abr;Centro de Custos Entradas 3;Receb. Clientes;58142,94;Loja Sul
2025;mai;Centro de Custos Entradas 3;Receb. Clientes;59432,69;Loja Sul
2025;jun;Centro de Custos Entradas 3;Receb. Clientes;60056,87;Loja Sul
2025;jul;Centro de Custos Entradas 3;Receb. Clientes;56788,57;Loja Sul
2025;ago;Centro de Custos Entradas 3;Receb. Clientes;60783,09;Loja Sul
2025;set;Centro de Custos Entradas 3;Receb. Clientes;58669,12;Loja Sul
2025;out;Centro de Custos Entradas 3;Receb. Clientes;71062,48;Loja Sul
2025;nov;Centro de Custos Entradas 3;Receb. Clientes;72495,32;Loja Sul
2025;dez;Centro de Custos Entradas 3;Receb. Clientes;66280;Loja Sul
2026;jan;Centro de Custos Entradas 3;Receb. Clientes;60498,45;Loja Sul
2026;fev;Centro de Custos Entradas 3;Receb. Clientes;69555,28;Loja Sul
2026;mar;Centro de Custos Entradas 3;Receb. Clientes;74109,18;Loja Sul
2026;abr;Centro de Custos Entradas 3;Receb. Clientes;75496,8;Loja Sul
2026;mai;Centro de Custos Entradas 3;Receb. Clientes;58255,23;Loja Sul
2026;jun;Centro de Custos Entradas 3;Receb. Clientes;69657,34;Loja Sul
2026;jul;Centro de Custos Entradas 3;Receb. Clientes;86745,56;Loja Sul
2024;jan;Centro de Custos Entradas 4;Receita Financ.;2525,56;Loja Sul
2024;fev;Centro de Custos Entradas 4;Receita Financ.;2489,78;Loja Sul
2024;mar;Centro de Custos Entradas 4;Receita Financ.;2928,1;Loja Sul
2024;abr;Centro de Custos Entradas 4;Receita Financ.;2461,87;Loja Sul
2024;mai;Centro de Custos Entradas 4;Receita Financ.;3321,24;Loja Sul
2024;jun;Centro de Custos Entradas 4;Receita Financ.;3539,56;Loja Sul
2024;jul;Centro de Custos Entradas 4;Receita Financ.;3201,09;Loja Sul
2024;ago;Centro de Custos Entradas 4;Receita Financ.;3032,14;Loja Sul
2024;set;Centro de Custos Entradas 4;Receita Financ.;3370,29;Loja Sul
2024;out;Centro de Custos Entradas 4;Receita Financ.;3271,04;Loja Sul
2024;nov;Centro de Custos Entradas 4;Receita Financ.;3684,01;Loja Sul
2024;dez;Centro de Custos Entradas 4;Receita Financ.;4945,2;Loja Sul
2025;jan;Centro de Custos Entradas 4;Receita Financ.;2991,87;Loja Sul
2025;fev;Centro de Custos Entradas 4;Receita Financ.;3280,27;Loja Sul
2025;mar;Centro de Custos Entradas 4;Receita Financ.;3887,88;Loja Sul
2025;abr;Centro de Custos Entradas 4;Receita Financ.;3142,86;Loja Sul
2025;mai;Centro de Custos Entradas 4;Receita Financ.;3859,27;Loja Sul
2025;jun;Centro de Custos Entradas 4;Receita Financ.;3753,55;Loja Sul
