Produto;Mes;Modelo;Previsto;Real;Erro %;Bias;MediaHistorica
1EUFVBCBSRCZZZM - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM   M;2025-04-01 00:00:00;LightGBM (pooled);5776,35;4488,24;28,7;1288,11;12623,19
1EUFVBCBSRCZZZM - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM   M;2025-05-01 00:00:00;LightGBM (pooled);5255,62;4882,89;7,6;372,73;12623,19
1EUFVBCBSRCZZZG - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM   G;2024-12-01 00:00:00;LightGBM (pooled);3846,09;6118,32;37,1;-2272,23;12401,73
1EUFVBCBSRCZZZG - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM   G;2025-01-01 00:00:00;LightGBM (pooled);5241,36;13177,95;60,2;-7936,59;12401,73
1EUFVBCBSRCZZZG - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM   G;2025-02-01 00:00:00;LightGBM (pooled);5681,04;8222,74;30,9;-2541,7;12401,73
1EUFVBCBSRCZZZG - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM   G;2025-03-01 00:00:00;LightGBM (pooled);4364,11;2059,05;111,9;2305,06;12401,73
1EUFVBCBSRCZZZG - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM   G;2025-04-01 00:00:00;LightGBM (pooled);4096,19;4904,34;16,5;-808,15;12401,73
1EUFVBCBSRCZZZG - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM   G;2025-05-01 00:00:00;LightGBM (pooled);4229,2;4882,89;13,4;-653,69;12401,73
0ELVZZVQTAZZP07 - LUVA DE VAQUETA PETROLEIRA PUNHO 07;2024-12-01 00:00:00;Holt;9789,65;7220,44;35,6;2569,21;12785,56
0ELVZZVQTAZZP07 - LUVA DE VAQUETA PETROLEIRA PUNHO 07;2025-01-01 00:00:00;Holt;9533,34;10857,58;12,2;-1324,24;12785,56
0ELVZZVQTAZZP07 - LUVA DE VAQUETA PETROLEIRA PUNHO 07;2025-02-01 00:00:00;Holt;9328,29;10520,9;11,3;-1192,61;12785,56
0ELVZZVQTAZZP07 - LUVA DE VAQUETA PETROLEIRA PUNHO 07;2025-03-01 00:00:00;Holt;9164,26;2918,46;214,0;6245,8;12785,56
0ELVZZVQTAZZP07 - LUVA DE VAQUETA PETROLEIRA PUNHO 07;2025-04-01 00:00:00;Holt;9033,02;16893,3;46,5;-7860,28;12785,56
0ELVZZVQTAZZP07 - LUVA DE VAQUETA PETROLEIRA PUNHO 07;2025-05-01 00:00:00;Holt;8928,04;3325,08;168,5;5602,96;12785,56
1EUFVBCBCRCZZGG - CALCA BRIM CINZA 1/2 ELASTICO C/ REFLETIVO (4) TAM GG;2024-12-01 00:00:00;Ensemble;12809,14;17802,4;28,0;-4993,26;9494,39
1EUFVBCBCRCZZGG - CALCA BRIM CINZA 1/2 ELASTICO C/ REFLETIVO (4) TAM GG;2025-01-01 00:00:00;Ensemble;12669,64;17599,98;28,0;-4930,34;9494,39
1EUFVBCBCRCZZGG - CALCA BRIM CINZA 1/2 ELASTICO C/ REFLETIVO (4) TAM GG;2025-02-01 00:00:00;Ensemble;13845,46;15643,64;11,5;-1798,18;9494,39
1EUFVBCBCRCZZGG - CALCA BRIM CINZA 1/2 ELASTICO C/ REFLETIVO (4) TAM GG;2025-03-01 00:00:00;Ensemble;13405,96;26997,64;50,3;-13591,68;9494,39
1EUFVBCBCRCZZGG - CALCA BRIM CINZA 1/2 ELASTICO C/ REFLETIVO (4) TAM GG;2025-04-01 00:00:00;Ensemble;15239,38;18311,8;16,8;-3072,42;9494,39
1EUFVBCBCRCZZGG - CALCA BRIM CINZA 1/2 ELASTICO C/ REFLETIVO (4) TAM GG;2025-05-01 00:00:00;Ensemble;13339,72;15864,0;15,9;-2524,28;9494,39
1EUFVBCMLCCZZZG - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX G;2024-12-01 00:00:00;ExponentialSmoothing;11019,36;10997,62;0,2;21,74;9370,22
1EUFVBCMLCCZZZG - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX G;2025-01-01 00:00:00;ExponentialSmoothing;11295,41;13246,95;14,7;-1951,54;9370,22
1EUFVBCMLCCZZZG - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX G;2025-02-01 00:00:00;ExponentialSmoothing;14684,51;8226,64;78,5;6457,87;9370,22
1EUFVBCMLCCZZZG - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX G;2025-03-01 00:00:00;ExponentialSmoothing;18655,04;15785,97;18,2;2869,07;9370,22
1EUFVBCMLCCZZZG - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX G;2025-04-01 00:00:00;ExponentialSmoothing;9769,18;14337,78;31,9;-4568,6;9370,22
1EUFVBCMLCCZZZG - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX G;2025-05-01 00:00:00;ExponentialSmoothing;9818,08;12940,72;24,1;-3122,64;9370,22
1EUFVBCMLCCZZZM - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX M;2024-12-01 00:00:00;ExponentialSmoothing;6778,97;8453,0;19,8;-1674,03;8437,02
1EUFVBCMLCCZZZM - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX M;2025-01-01 00:00:00;ExponentialSmoothing;13476,22;8583,9;57,0;4892,32;8437,02
1EUFVBCMLCCZZZM - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX M;2025-02-01 00:00:00;ExponentialSmoothing;11920,75;7677,15;55,3;4243,6;8437,02
1EUFVBCMLCCZZZM - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX M;2025-03-01 00:00:00;ExponentialSmoothing;17142,69;14205,75;20,7;2936,94;8437,02
1EUFVBCMLCCZZZM - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX M;2025-04-01 00:00:00;ExponentialSmoothing;7133,07;11386,53;37,4;-4253,46;8437,02
1EUFVBCMLCCZZZM - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX M;2025-05-01 00:00:00;ExponentialSmoothing;9670,14;7556,25;28,0;2113,89;8437,02
0ELVVKPVCVVD36V - LUVA VOLK PVC 36 VERDE TAM G CA 37127;2024-12-01 00:00:00;LightGBM (pooled);8401,46;7664,41;9,6;737,05;8688,35
0ELVVKPVCVVD36V - LUVA VOLK PVC 36 VERDE TAM G CA 37127;2025-01-01 00:00:00;LightGBM (pooled);9311,36;6496,3;43,3;2815,06;8688,35
0ELVVKPVCVVD36V - LUVA VOLK PVC 36 VERDE TAM G CA 37127;2025-02-01 00:00:00;LightGBM (pooled);11008,79;9915,8;11,0;1092,99;8688,35
0ELVVKPVCVVD36V - LUVA VOLK PVC 36 VERDE TAM G CA 37127;2025-03-01 00:00:00;LightGBM (pooled);11116,11;3891,05;185,7;7225,06;8688,35
0ELVVKPVCVVD36V - LUVA VOLK PVC 36 VERDE TAM G CA 37127;2025-04-01 00:00:00;LightGBM (pooled);10597,1;9697,46;9,3;899,64;8688,35
0ELVVKPVCVVD36V - LUVA VOLK PVC 36 VERDE TAM G CA 37127;2025-05-01 00:00:00;LightGBM (pooled);10583,32;7817,4;35,4;2765,92;8688,35
0EBTMA7B9PPTE42 - BOTA BICO PLASTICO ELASTICO ELETRICISTA PRETA TAM. 42  CA 35.841 70B19-E-BP;2025-02-01 00:00:00;LightGBM (pooled);5824,09;2741,04;112,5;3083,05;12058,09
0EBTMA7B9PPTE42 - BOTA BICO PLASTICO ELASTICO ELETRICISTA PRETA TAM. 42  CA 35.841 70B19-E-BP;2025-04-01 00:00:00;LightGBM (pooled);7155,38;27500,0;74,0;-20344,62;12058,09
1EUFVBCBCRCZZZP - CALCA BRIM CINZA 1/2 ELASTICO C/ REFLETIVO TAM   P;2024-12-01 00:00:00;LightGBM (pooled);6734,55;8351,66;19,4;-1617,11;7256,94
1EUFVBCBCRCZZZP - CALCA BRIM CINZA 1/2 ELASTICO C/ REFLETIVO TAM   P;2025-01-01 00:00:00;LightGBM (pooled);8025,17;10010,51;19,8;-1985,34;7256,94
1EUFVBCBCRCZZZP - CALCA BRIM CINZA 1/2 ELASTICO C/ REFLETIVO TAM   P;2025-02-01 00:00:00;LightGBM (pooled);7858,87;8938,1;12,1;-1079,23;7256,94
1EUFVBCBCRCZZZP - CALCA BRIM CINZA 1/2 ELASTICO C/ REFLETIVO TAM   P;2025-03-01 00:00:00;LightGBM (pooled);7305,68;11742,3;37,8;-4436,62;7256,94
1EUFVBCBCRCZZZP - CALCA BRIM CINZA 1/2 ELASTICO C/ REFLETIVO TAM   P;2025-04-01 00:00:00;LightGBM (pooled);6258,22;11697,6;46,5;-5439,38;7256,94
1EUFVBCBCRCZZZP - CALCA BRIM CINZA 1/2 ELASTICO C/ REFLETIVO TAM   P;2025-05-01 00:00:00;LightGBM (pooled);5943,9;3151,8;88,6;2792,1;7256,94
0EBTMA7B9PPTE40 - BOTA BICO PLASTICO ELASTICO ELETRICISTA PRETA TAM. 40  CA 35.841 70B19-E-BP;2024-12-01 00:00:00;LightGBM (pooled);4952,97;125,26;3854,2;4827,71;10324,25
0EBTMA7B9PPTE40 - BOTA BICO PLASTICO ELASTICO ELETRICISTA PRETA TAM. 40  CA 35.841 70B19-E-BP;2025-02-01 00:00:00;LightGBM (pooled);4998,72;125,26;3890,7;4873,46;10324,25
0EBTMA7B9PPTE40 - BOTA BICO PLASTICO ELASTICO ELETRICISTA PRETA TAM. 40  CA 35.841 70B19-E-BP;2025-03-01 00:00:00;LightGBM (pooled);5832,2;125,26;4556,1;5706,94;10324,25
0EBTMA7B9PPTE40 - BOTA BICO PLASTICO ELASTICO ELETRICISTA PRETA TAM. 40  CA 35.841 70B19-E-BP;2025-04-01 00:00:00;LightGBM (pooled);5803,95;21020,22;72,4;-15216,27;10324,25
1EUFVBCBSRCZZGG - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM  GG;2024-12-01 00:00:00;Ensemble;5185,99;2000,22;159,3;3185,77;6190,82
1EUFVBCBSRCZZGG - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM  GG;2025-01-01 00:00:00;Ensemble;5186,16;5765,36;10,0;-579,2;6190,82
1EUFVBCBSRCZZGG - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM  GG;2025-02-01 00:00:00;Ensemble;5186,3;3817,55;35,9;1368,75;6190,82
1EUFVBCBSRCZZGG - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM  GG;2025-03-01 00:00:00;Ensemble;5186,4;1529,58;239,1;3656,82;6190,82
1EUFVBCBSRCZZGG - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM  GG;2025-04-01 00:00:00;Ensemble;5186,49;3786,57;37,0;1399,92;6190,82
1EUFVBCBSRCZZGG - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM  GG;2025-05-01 00:00:00;Ensemble;5186,56;4647,57;11,6;538,99;6190,82
0EBTMA7B9PPTE41 - BOTA BICO PLASTICO ELASTICO ELETRICISTA PRETA TAM. 41  CA 35.841 70B19-E-BP;2025-02-01 00:00:00;LightGBM (pooled);4451,4;125,26;3453,7;4326,14;10105,56
0EBTMA7B9PPTE41 - BOTA BICO PLASTICO ELASTICO ELETRICISTA PRETA TAM. 41  CA 35.841 70B19-E-BP;2025-03-01 00:00:00;LightGBM (pooled);3778,88;254,08;1387,3;3524,8;10105,56
0EBTMA7B9PPTE41 - BOTA BICO PLASTICO ELASTICO ELETRICISTA PRETA TAM. 41  CA 35.841 70B19-E-BP;2025-04-01 00:00:00;LightGBM (pooled);5008,98;26445,85;81,1;-21436,87;10105,56
0EPRALPFF2AZVZZ - RESPIRADOR PFF2 C/ VALVULA  ALLIANCE CA 39.236;2024-12-01 00:00:00;ARIMA;5587,1;2899,4;92,7;2687,7;5509,23
0EPRALPFF2AZVZZ - RESPIRADOR PFF2 C/ VALVULA  ALLIANCE CA 39.236;2025-01-01 00:00:00;ARIMA;4759,77;3277,72;45,2;1482,05;5509,23
0EPRALPFF2AZVZZ - RESPIRADOR PFF2 C/ VALVULA  ALLIANCE CA 39.236;2025-02-01 00:00:00;ARIMA;5175,31;4557,76;13,5;617,55;5509,23
0EPRALPFF2AZVZZ - RESPIRADOR PFF2 C/ VALVULA  ALLIANCE CA 39.236;2025-03-01 00:00:00;ARIMA;4966,6;6281,76;20,9;-1315,16;5509,23
0EPRALPFF2AZVZZ - RESPIRADOR PFF2 C/ VALVULA  ALLIANCE CA 39.236;2025-04-01 00:00:00;ARIMA;5071,42;4446,08;14,1;625,34;5509,23
0EPRALPFF2AZVZZ - RESPIRADOR PFF2 C/ VALVULA  ALLIANCE CA 39.236;2025-05-01 00:00:00;ARIMA;5018,77;4432,62;13,2;586,15;5509,23
1EUFVBCBSRCZZZP - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM   P;2024-12-01 00:00:00;LightGBM (pooled);2131,97;3592,29;40,7;-1460,32;5321,41
1EUFVBCBSRCZZZP - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM   P;2025-01-01 00:00:00;LightGBM (pooled);2864,84;4294,6;33,3;-1429,76;5321,41
1EUFVBCBSRCZZZP - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM   P;2025-02-01 00:00:00;LightGBM (pooled);2541,97;1941,39;30,9;600,58;5321,41
1EUFVBCBSRCZZZP - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM   P;2025-03-01 00:00:00;LightGBM (pooled);2126,99;1647,24;29,1;479,75;5321,41
1EUFVBCBSRCZZZP - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM   P;2025-04-01 00:00:00;LightGBM (pooled);2123,94;2588,52;17,9;-464,58;5321,41
1EUFVBCBSRCZZZP - CALCA BRIM CINZA 1/2 ELASTICO S/ REFLETIVO TAM   P;2025-05-01 00:00:00;LightGBM (pooled);1916,04;1647,24;16,3;268,8;5321,41
1EUFVBCMLSCZZZG - CAMISA BRIM CINZA MANGA LONGA S/REF POLIMIX G;2024-12-01 00:00:00;LightGBM (pooled);1744,78;2243,28;22,2;-498,5;5253,86
1EUFVBCMLSCZZZG - CAMISA BRIM CINZA MANGA LONGA S/REF POLIMIX G;2025-01-01 00:00:00;LightGBM (pooled);1768,88;5406,88;67,3;-3638,0;5253,86
1EUFVBCMLSCZZZG - CAMISA BRIM CINZA MANGA LONGA S/REF POLIMIX G;2025-02-01 00:00:00;LightGBM (pooled);1939,16;2933,52;33,9;-994,36;5253,86
1EUFVBCMLSCZZZG - CAMISA BRIM CINZA MANGA LONGA S/REF POLIMIX G;2025-03-01 00:00:00;LightGBM (pooled);1779,63;2415,84;26,3;-636,21;5253,86
1EUFVBCMLSCZZZG - CAMISA BRIM CINZA MANGA LONGA S/REF POLIMIX G;2025-04-01 00:00:00;LightGBM (pooled);1765,95;2243,28;21,3;-477,33;5253,86
1EUFVBCMLSCZZZG - CAMISA BRIM CINZA MANGA LONGA S/REF POLIMIX G;2025-05-01 00:00:00;LightGBM (pooled);1779,63;1207,92;47,3;571,71;5253,86
0ELVVKPVCVVD46V - LUVA VOLK PVC 46 VERDE TAM G CA 37127;2024-12-01 00:00:00;LightGBM (pooled);2437,65;2356,35;3,5;81,3;7072,22
0ELVVKPVCVVD46V - LUVA VOLK PVC 46 VERDE TAM G CA 37127;2025-01-01 00:00:00;LightGBM (pooled);2561,36;1948,1;31,5;613,26;7072,22
0ELVVKPVCVVD46V - LUVA VOLK PVC 46 VERDE TAM G CA 37127;2025-02-01 00:00:00;LightGBM (pooled);2874,09;4179,34;31,2;-1305,25;7072,22
0ELVVKPVCVVD46V - LUVA VOLK PVC 46 VERDE TAM G CA 37127;2025-03-01 00:00:00;LightGBM (pooled);2538,94;1788,1;42,0;750,84;7072,22
0ELVVKPVCVVD46V - LUVA VOLK PVC 46 VERDE TAM G CA 37127;2025-04-01 00:00:00;LightGBM (pooled);2486,39;6009,8;58,6;-3523,41;7072,22
0ELVVKPVCVVD46V - LUVA VOLK PVC 46 VERDE TAM G CA 37127;2025-05-01 00:00:00;LightGBM (pooled);2486,39;7708,5;67,7;-5222,11;7072,22
0EIMBCCCFOAMEXG - CAPA DE CHUVA PVC AMARELA TAM EXG / XG;2024-12-01 00:00:00;ARIMA;5253,58;6371,14;17,5;-1117,56;5047,91
0EIMBCCCFOAMEXG - CAPA DE CHUVA PVC AMARELA TAM EXG / XG;2025-01-01 00:00:00;ARIMA;5339,16;4895,54;9,1;443,62;5047,91
0EIMBCCCFOAMEXG - CAPA DE CHUVA PVC AMARELA TAM EXG / XG;2025-02-01 00:00:00;ARIMA;5358,09;3748,11;43,0;1609,98;5047,91
0EIMBCCCFOAMEXG - CAPA DE CHUVA PVC AMARELA TAM EXG / XG;2025-03-01 00:00:00;ARIMA;5362,28;4977,02;7,7;385,26;5047,91
0EIMBCCCFOAMEXG - CAPA DE CHUVA PVC AMARELA TAM EXG / XG;2025-04-01 00:00:00;ARIMA;5363,21;5355,76;0,1;7,45;5047,91
0EIMBCCCFOAMEXG - CAPA DE CHUVA PVC AMARELA TAM EXG / XG;2025-05-01 00:00:00;ARIMA;5363,42;3065,16;75,0;2298,26;5047,91
1EUFVBCMLSCZZZM - CAMISA BRIM CINZA MANGA LONGA S/REF POLIMIX M;2024-12-01 00:00:00;Ensemble;3423,72;1207,92;183,4;2215,8;4767,56
1EUFVBCMLSCZZZM - CAMISA BRIM CINZA MANGA LONGA S/REF POLIMIX M;2025-01-01 00:00:00;Ensemble;3626,36;3623,76;0,1;2,6;4767,56
1EUFVBCMLSCZZZM - CAMISA BRIM CINZA MANGA LONGA S/REF POLIMIX M;2025-02-01 00:00:00;Ensemble;4234,67;2415,84;75,3;1818,83;4767,56
1EUFVBCMLSCZZZM - CAMISA BRIM CINZA MANGA LONGA S/REF POLIMIX M;2025-03-01 00:00:00;Ensemble;3178,34;2070,72;53,5;1107,62;4767,56
1EUFVBCMLSCZZZM - CAMISA BRIM CINZA MANGA LONGA S/REF POLIMIX M;2025-04-01 00:00:00;Ensemble;2335,03;3048,56;23,4;-713,53;4767,56
1EUFVBCMLSCZZZM - CAMISA BRIM CINZA MANGA LONGA S/REF POLIMIX M;2025-05-01 00:00:00;Ensemble;2383,83;517,68;360,5;1866,15;4767,56
1EUFVBCMLCCZZGG - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX GG;2024-12-01 00:00:00;Ensemble;4978,44;4171,05;19,4;807,39;4712,15
1EUFVBCMLCCZZGG - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX GG;2025-01-01 00:00:00;Ensemble;5585,46;5620,17;0,6;-34,71;4712,15
1EUFVBCMLCCZZGG - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX GG;2025-02-01 00:00:00;Ensemble;6113,2;7072,65;13,6;-959,45;4712,15
1EUFVBCMLCCZZGG - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX GG;2025-03-01 00:00:00;Ensemble;6627,75;9490,65;30,2;-2862,9;4712,15
1EUFVBCMLCCZZGG - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX GG;2025-04-01 00:00:00;Ensemble;5610,15;9135,18;38,6;-3525,03;4712,15
1EUFVBCMLCCZZGG - CAMISA BRIM CINZA MANGA LONGA C/REF POLIMIX GG;2025-05-01 00:00:00;Ensemble;5434,03;8093,06;32,9;-2659,03;4712,15
1EUFVBCMCCCZZZG - CAMISA BRIM CINZA MANGA CURTA C/REF POLIMIX G;2024-12-01 00:00:00;LightGBM (pooled);6439,15;5279,98;22,0;1159,17;4711,95
1EUFVBCMCCCZZZG - CAMISA BRIM CINZA MANGA CURTA C/REF POLIMIX G;2025-01-01 00:00:00;LightGBM (pooled);8589,02;5055,3;69,9;3533,72;4711,95
1EUFVBCMCCCZZZG - CAMISA BRIM CINZA MANGA CURTA C/REF POLIMIX G;2025-02-01 00:00:00;LightGBM (pooled);8651,5;5553,06;55,8;3098,44;4711,95
1EUFVBCMCCCZZZG - CAMISA BRIM CINZA MANGA CURTA C/REF POLIMIX G;2025-03-01 00:00:00;LightGBM (pooled);8011,87;11947,31;32,9;-3935,44;4711,95
1EUFVBCMCCCZZZG - CAMISA BRIM CINZA MANGA CURTA C/REF POLIMIX G;2025-04-01 00:00:00;LightGBM (pooled);7244,02;2696,16;168,7;4547,86;4711,95
1EUFVBCMCCCZZZG - CAMISA BRIM CINZA MANGA CURTA C/REF POLIMIX G;2025-05-01 00:00:00;LightGBM (pooled);6797,97;3247,72;109,3;3550,25;4711,95
1EUFVBCMCSCZZZG - CAMISA BRIM CINZA MANGA CURTA S/REF POLIMIX G;2024-12-01 00:00:00;LightGBM (pooled);1804,15;1787,61;0,9;16,54;4184,0
1EUFVBCMCSCZZZG - CAMISA BRIM CINZA MANGA CURTA S/REF POLIMIX G;2025-01-01 00:00:00;LightGBM (pooled);1548,82;1625,1;4,7;-76,28;4184,0
1EUFVBCMCSCZZZG - CAMISA BRIM CINZA MANGA CURTA S/REF POLIMIX G;2025-02-01 00:00:00;LightGBM (pooled);1413,79;2166,8;34,8;-753,01;4184,0
1EUFVBCMCSCZZZG - CAMISA BRIM CINZA MANGA CURTA S/REF POLIMIX G;2025-03-01 00:00:00;LightGBM (pooled);1225,55;650,04;88,5;575,51;4184,0
1EUFVBCMCSCZZZG - CAMISA BRIM CINZA MANGA CURTA S/REF POLIMIX G;2025-04-01 00:00:00;LightGBM (pooled);1031,28;1029,23;0,2;2,05;4184,0
1EUFVBCMCSCZZZG - CAMISA BRIM CINZA MANGA CURTA S/REF POLIMIX G;2025-05-01 00:00:00;LightGBM (pooled);967,59;1895,95;49,0;-928,36;4184,0
0ELVDKNISPAZZZM - LUVA DESCARPACK NITRILICA DESC.AZUL   M S/PO C/100 CA 44052/43653/31410/44049;2024-12-01 00:00:00;ARIMA;5908,5;2177,0;171,4;3731,5;4004,7
0ELVDKNISPAZZZM - LUVA DESCARPACK NITRILICA DESC.AZUL   M S/PO C/100 CA 44052/43653/31410/44049;2025-01-01 00:00:00;ARIMA;6246,45;5825,62;7,2;420,83;4004,7
0ELVDKNISPAZZZM - LUVA DESCARPACK NITRILICA DESC.AZUL   M S/PO C/100 CA 44052/43653/31410/44049;2025-02-01 00:00:00;ARIMA;6190,94;1113,84;455,8;5077,1;4004,7
1EUFVBCMCCCZZZM - CAMISA BRIM CINZA MANGA CURTA C/REF POLIMIX  M;2024-12-01 00:00:00;ExponentialSmoothing;5178,58;6291,04;17,7;-1112,46;3868,94
1EUFVBCMCCCZZZM - CAMISA BRIM CINZA MANGA CURTA C/REF POLIMIX  M;2025-01-01 00:00:00;ExponentialSmoothing;5342,92;3819,56;39,9;1523,36;3868,94
1EUFVBCMCCCZZZM - CAMISA BRIM CINZA MANGA CURTA C/REF POLIMIX  M;2025-02-01 00:00:00;ExponentialSmoothing;7023,16;3927,83;78,8;3095,33;3868,94
1EUFVBCMCCCZZZM - CAMISA BRIM CINZA MANGA CURTA C/REF POLIMIX  M;2025-03-01 00:00:00;ExponentialSmoothing;6096,64;7863,8;22,5;-1767,16;3868,94
1EUFVBCMCCCZZZM - CAMISA BRIM CINZA MANGA CURTA C/REF POLIMIX  M;2025-04-01 00:00:00;ExponentialSmoothing;4391,17;1797,44;144,3;2593,73;3868,94
1EUFVBCMCCCZZZM - CAMISA BRIM CINZA MANGA CURTA C/REF POLIMIX  M;2025-05-01 00:00:00;ExponentialSmoothing;5056,31;2302,97;119,6;2753,34;3868,94
