Produto;Mes;Modelo;Previsto;Real;Erro %;Bias;MediaHistorica
LOJA0513 - Loja 513 (Tipo a, Sortimento a);2015-03-01 00:00:00;Holt;460895,89;460282,0;0,1;613,89;463862,96
LOJA0513 - Loja 513 (Tipo a, Sortimento a);2015-04-01 00:00:00;Holt;461400,52;445098,0;3,7;16302,52;463862,96
LOJA0513 - Loja 513 (Tipo a, Sortimento a);2015-05-01 00:00:00;Holt;461804,22;423675,0;9,0;38129,22;463862,96
LOJA0513 - Loja 513 (Tipo a, Sortimento a);2015-06-01 00:00:00;Holt;462127,18;457131,0;1,1;4996,18;463862,96
LOJA0513 - Loja 513 (Tipo a, Sortimento a);2015-07-01 00:00:00;Holt;462385,55;465641,0;0,7;-3255,45;463862,96
LOJA0788 - Loja 788 (Tipo a, Sortimento c);2015-02-01 00:00:00;ExponentialSmoothing;435193,43;413927,0;5,1;21266,43;453542,64
LOJA0788 - Loja 788 (Tipo a, Sortimento c);2015-03-01 00:00:00;ExponentialSmoothing;473889,93;478885,0;1,0;-4995,07;453542,64
LOJA0788 - Loja 788 (Tipo a, Sortimento c);2015-04-01 00:00:00;ExponentialSmoothing;467748,17;453346,0;3,2;14402,17;453542,64
LOJA0788 - Loja 788 (Tipo a, Sortimento c);2015-05-01 00:00:00;ExponentialSmoothing;469114,31;440500,0;6,5;28614,31;453542,64
LOJA0788 - Loja 788 (Tipo a, Sortimento c);2015-06-01 00:00:00;ExponentialSmoothing;461219,99;476496,0;3,2;-15276,01;453542,64
LOJA0788 - Loja 788 (Tipo a, Sortimento c);2015-07-01 00:00:00;ExponentialSmoothing;473256,4;480421,0;1,5;-7164,6;453542,64
LOJA0383 - Loja 383 (Tipo a, Sortimento c);2015-02-01 00:00:00;Prophet;407778,29;400943,0;1,7;6835,29;437032,76
LOJA0383 - Loja 383 (Tipo a, Sortimento c);2015-03-01 00:00:00;Prophet;411498,53;436211,0;5,7;-24712,47;437032,76
LOJA0383 - Loja 383 (Tipo a, Sortimento c);2015-04-01 00:00:00;Prophet;433460,88;428265,0;1,2;5195,88;437032,76
LOJA0383 - Loja 383 (Tipo a, Sortimento c);2015-05-01 00:00:00;Prophet;439673,97;405159,0;8,5;34514,97;437032,76
LOJA0383 - Loja 383 (Tipo a, Sortimento c);2015-06-01 00:00:00;Prophet;370099,25;425440,0;13,0;-55340,75;437032,76
LOJA0383 - Loja 383 (Tipo a, Sortimento c);2015-07-01 00:00:00;Prophet;436869,6;468042,0;6,7;-31172,4;437032,76
LOJA0756 - Loja 756 (Tipo a, Sortimento c);2015-02-01 00:00:00;Prophet;403696,42;369976,0;9,1;33720,42;414552,2
LOJA0756 - Loja 756 (Tipo a, Sortimento c);2015-03-01 00:00:00;Prophet;397546,35;428978,0;7,3;-31431,65;414552,2
LOJA0756 - Loja 756 (Tipo a, Sortimento c);2015-04-01 00:00:00;Prophet;428781,18;416695,0;2,9;12086,18;414552,2
LOJA0756 - Loja 756 (Tipo a, Sortimento c);2015-05-01 00:00:00;Prophet;432509,76;422708,0;2,3;9801,76;414552,2
LOJA0756 - Loja 756 (Tipo a, Sortimento c);2015-06-01 00:00:00;Prophet;408933,3;462243,0;11,5;-53309,7;414552,2
LOJA0756 - Loja 756 (Tipo a, Sortimento c);2015-07-01 00:00:00;Prophet;415160,5;447377,0;7,2;-32216,5;414552,2
LOJA0698 - Loja 698 (Tipo a, Sortimento a);2015-02-01 00:00:00;Prophet;392307,64;380239,0;3,2;12068,64;387242,56
LOJA0698 - Loja 698 (Tipo a, Sortimento a);2015-03-01 00:00:00;Prophet;404898,6;419646,0;3,5;-14747,4;387242,56
LOJA0698 - Loja 698 (Tipo a, Sortimento a);2015-04-01 00:00:00;Prophet;406465,15;415322,0;2,1;-8856,85;387242,56
LOJA0698 - Loja 698 (Tipo a, Sortimento a);2015-05-01 00:00:00;Prophet;422235,69;408045,0;3,5;14190,69;387242,56
LOJA0698 - Loja 698 (Tipo a, Sortimento a);2015-06-01 00:00:00;Prophet;411060,96;440964,0;6,8;-29903,04;387242,56
LOJA0698 - Loja 698 (Tipo a, Sortimento a);2015-07-01 00:00:00;Prophet;496710,58;456990,0;8,7;39720,58;387242,56
LOJA0586 - Loja 586 (Tipo a, Sortimento c);2015-02-01 00:00:00;Prophet;357169,03;344848,0;3,6;12321,03;377444,24
LOJA0586 - Loja 586 (Tipo a, Sortimento c);2015-03-01 00:00:00;Prophet;352564,11;393091,0;10,3;-40526,89;377444,24
LOJA0586 - Loja 586 (Tipo a, Sortimento c);2015-04-01 00:00:00;Prophet;395771,92;389082,0;1,7;6689,92;377444,24
LOJA0586 - Loja 586 (Tipo a, Sortimento c);2015-05-01 00:00:00;Prophet;405202,69;371005,0;9,2;34197,69;377444,24
LOJA0586 - Loja 586 (Tipo a, Sortimento c);2015-06-01 00:00:00;Prophet;363576,13;403622,0;9,9;-40045,87;377444,24
LOJA0586 - Loja 586 (Tipo a, Sortimento c);2015-07-01 00:00:00;Prophet;372117,61;404647,0;8,0;-32529,39;377444,24
LOJA0320 - Loja 320 (Tipo a, Sortimento c);2015-02-01 00:00:00;Prophet;373040,53;346081,0;7,8;26959,53;375774,72
LOJA0320 - Loja 320 (Tipo a, Sortimento c);2015-03-01 00:00:00;Prophet;352838,12;378151,0;6,7;-25312,88;375774,72
LOJA0320 - Loja 320 (Tipo a, Sortimento c);2015-04-01 00:00:00;Prophet;397408,55;357573,0;11,1;39835,55;375774,72
LOJA0320 - Loja 320 (Tipo a, Sortimento c);2015-05-01 00:00:00;Prophet;408172,96;350675,0;16,4;57497,96;375774,72
LOJA0320 - Loja 320 (Tipo a, Sortimento c);2015-06-01 00:00:00;Prophet;386488,04;381548,0;1,3;4940,04;375774,72
LOJA0320 - Loja 320 (Tipo a, Sortimento c);2015-07-01 00:00:00;Prophet;416733,32;421822,0;1,2;-5088,68;375774,72
LOJA0380 - Loja 380 (Tipo a, Sortimento a);2015-02-01 00:00:00;Holt;358949,81;327848,0;9,5;31101,81;364405,48
LOJA0380 - Loja 380 (Tipo a, Sortimento a);2015-03-01 00:00:00;Holt;358816,73;361900,0;0,9;-3083,27;364405,48
LOJA0380 - Loja 380 (Tipo a, Sortimento a);2015-04-01 00:00:00;Holt;358697,86;356068,0;0,7;2629,86;364405,48
LOJA0380 - Loja 380 (Tipo a, Sortimento a);2015-05-01 00:00:00;Holt;358591,69;352651,0;1,7;5940,69;364405,48
LOJA0380 - Loja 380 (Tipo a, Sortimento a);2015-06-01 00:00:00;Holt;358496,87;380373,0;5,8;-21876,13;364405,48
LOJA0380 - Loja 380 (Tipo a, Sortimento a);2015-07-01 00:00:00;Holt;358412,18;372699,0;3,8;-14286,82;364405,48
LOJA0544 - Loja 544 (Tipo a, Sortimento a);2015-02-01 00:00:00;Holt;357921,49;292367,0;22,4;65554,49;359237,32
LOJA0544 - Loja 544 (Tipo a, Sortimento a);2015-03-01 00:00:00;Holt;359731,08;346829,0;3,7;12902,08;359237,32
LOJA0544 - Loja 544 (Tipo a, Sortimento a);2015-04-01 00:00:00;Holt;361178,76;329874,0;9,5;31304,76;359237,32
LOJA0544 - Loja 544 (Tipo a, Sortimento a);2015-05-01 00:00:00;Holt;362336,9;322763,0;12,3;39573,9;359237,32
LOJA0544 - Loja 544 (Tipo a, Sortimento a);2015-06-01 00:00:00;Holt;363263,41;368265,0;1,4;-5001,59;359237,32
LOJA0544 - Loja 544 (Tipo a, Sortimento a);2015-07-01 00:00:00;Holt;364004,62;352678,0;3,2;11326,62;359237,32
LOJA0336 - Loja 336 (Tipo a, Sortimento a);2015-02-01 00:00:00;Prophet;330422,5;307340,0;7,5;23082,5;352185,92
LOJA0336 - Loja 336 (Tipo a, Sortimento a);2015-03-01 00:00:00;Prophet;308609,12;356524,0;13,4;-47914,88;352185,92
LOJA0336 - Loja 336 (Tipo a, Sortimento a);2015-04-01 00:00:00;Prophet;365067,61;338435,0;7,9;26632,61;352185,92
LOJA0336 - Loja 336 (Tipo a, Sortimento a);2015-05-01 00:00:00;Prophet;366673,83;322865,0;13,6;43808,83;352185,92
LOJA0336 - Loja 336 (Tipo a, Sortimento a);2015-06-01 00:00:00;Prophet;333920,49;349931,0;4,6;-16010,51;352185,92
LOJA0336 - Loja 336 (Tipo a, Sortimento a);2015-07-01 00:00:00;Prophet;342702,13;370573,0;7,5;-27870,87;352185,92
LOJA1033 - Loja 1033 (Tipo a, Sortimento a);2015-02-01 00:00:00;ARIMA;364444,53;322274,0;13,1;42170,53;348863,92
LOJA1033 - Loja 1033 (Tipo a, Sortimento a);2015-03-01 00:00:00;ARIMA;360869,15;370949,0;2,7;-10079,85;348863,92
LOJA1033 - Loja 1033 (Tipo a, Sortimento a);2015-04-01 00:00:00;ARIMA;363195,7;355276,0;2,2;7919,7;348863,92
LOJA1033 - Loja 1033 (Tipo a, Sortimento a);2015-05-01 00:00:00;ARIMA;361681,78;336826,0;7,4;24855,78;348863,92
LOJA1033 - Loja 1033 (Tipo a, Sortimento a);2015-06-01 00:00:00;ARIMA;362666,91;378625,0;4,2;-15958,09;348863,92
LOJA1033 - Loja 1033 (Tipo a, Sortimento a);2015-07-01 00:00:00;ARIMA;362025,87;384722,0;5,9;-22696,13;348863,92
LOJA0546 - Loja 546 (Tipo a, Sortimento a);2015-02-01 00:00:00;ExponentialSmoothing;313553,72;312407,0;0,4;1146,72;341513,96
LOJA0546 - Loja 546 (Tipo a, Sortimento a);2015-03-01 00:00:00;ExponentialSmoothing;354538,59;364612,0;2,8;-10073,41;341513,96
LOJA0546 - Loja 546 (Tipo a, Sortimento a);2015-04-01 00:00:00;ExponentialSmoothing;363472,25;380344,0;4,4;-16871,75;341513,96
LOJA0546 - Loja 546 (Tipo a, Sortimento a);2015-05-01 00:00:00;ExponentialSmoothing;372423,77;346069,0;7,6;26354,77;341513,96
LOJA0546 - Loja 546 (Tipo a, Sortimento a);2015-06-01 00:00:00;ExponentialSmoothing;382991,5;380880,0;0,6;2111,5;341513,96
LOJA0546 - Loja 546 (Tipo a, Sortimento a);2015-07-01 00:00:00;ExponentialSmoothing;371649,84;404162,0;8,0;-32512,16;341513,96
LOJA0467 - Loja 467 (Tipo a, Sortimento c);2015-02-01 00:00:00;Ensemble;331502,27;295267,0;12,3;36235,27;339934,68
LOJA0467 - Loja 467 (Tipo a, Sortimento c);2015-03-01 00:00:00;Ensemble;338100,47;338045,0;0,0;55,47;339934,68
LOJA0467 - Loja 467 (Tipo a, Sortimento c);2015-04-01 00:00:00;Ensemble;344592,81;329628,0;4,5;14964,81;339934,68
LOJA0467 - Loja 467 (Tipo a, Sortimento c);2015-05-01 00:00:00;Ensemble;340927,21;324171,0;5,2;16756,21;339934,68
LOJA0467 - Loja 467 (Tipo a, Sortimento c);2015-06-01 00:00:00;Ensemble;333336,17;357217,0;6,7;-23880,83;339934,68
LOJA0467 - Loja 467 (Tipo a, Sortimento c);2015-07-01 00:00:00;Ensemble;357441,96;358340,0;0,3;-898,04;339934,68
LOJA0470 - Loja 470 (Tipo a, Sortimento c);2015-02-01 00:00:00;ARIMA;322231,86;260607,0;23,6;61624,86;334450,56
LOJA0470 - Loja 470 (Tipo a, Sortimento c);2015-03-01 00:00:00;ARIMA;308267,71;313395,0;1,6;-5127,29;334450,56
LOJA0470 - Loja 470 (Tipo a, Sortimento c);2015-04-01 00:00:00;ARIMA;317331,93;308853,0;2,7;8478,93;334450,56
LOJA0470 - Loja 470 (Tipo a, Sortimento c);2015-05-01 00:00:00;ARIMA;311448,28;293287,0;6,2;18161,28;334450,56
LOJA0470 - Loja 470 (Tipo a, Sortimento c);2015-06-01 00:00:00;ARIMA;315267,4;321522,0;1,9;-6254,6;334450,56
LOJA0470 - Loja 470 (Tipo a, Sortimento c);2015-07-01 00:00:00;ARIMA;312788,39;315784,0;0,9;-2995,61;334450,56
LOJA0768 - Loja 768 (Tipo a, Sortimento c);2015-02-01 00:00:00;Prophet;317936,03;294652,0;7,9;23284,03;327563,16
LOJA0768 - Loja 768 (Tipo a, Sortimento c);2015-03-01 00:00:00;Prophet;315246,68;337811,0;6,7;-22564,32;327563,16
LOJA0768 - Loja 768 (Tipo a, Sortimento c);2015-04-01 00:00:00;Prophet;363197,81;335071,0;8,4;28126,81;327563,16
LOJA0768 - Loja 768 (Tipo a, Sortimento c);2015-05-01 00:00:00;Prophet;356223,69;313072,0;13,8;43151,69;327563,16
LOJA0768 - Loja 768 (Tipo a, Sortimento c);2015-06-01 00:00:00;Prophet;355028,37;348428,0;1,9;6600,37;327563,16
LOJA0768 - Loja 768 (Tipo a, Sortimento c);2015-07-01 00:00:00;Prophet;345432,33;367488,0;6,0;-22055,67;327563,16
LOJA0211 - Loja 211 (Tipo a, Sortimento c);2015-02-01 00:00:00;ARIMA;336080,07;303718,0;10,7;32362,07;325095,96
LOJA0211 - Loja 211 (Tipo a, Sortimento c);2015-03-01 00:00:00;ARIMA;332641,81;357899,0;7,1;-25257,19;325095,96
LOJA0211 - Loja 211 (Tipo a, Sortimento c);2015-04-01 00:00:00;ARIMA;335026,62;329106,0;1,8;5920,62;325095,96
LOJA0211 - Loja 211 (Tipo a, Sortimento c);2015-05-01 00:00:00;ARIMA;333372,5;310513,0;7,4;22859,5;325095,96
LOJA0211 - Loja 211 (Tipo a, Sortimento c);2015-06-01 00:00:00;ARIMA;334519,81;374173,0;10,6;-39653,19;325095,96
LOJA0211 - Loja 211 (Tipo a, Sortimento c);2015-07-01 00:00:00;ARIMA;333724,02;384759,0;13,3;-51034,98;325095,96
LOJA0084 - Loja 84 (Tipo a, Sortimento c);2015-02-01 00:00:00;Prophet;320536,73;306803,0;4,5;13733,73;323684,52
LOJA0084 - Loja 84 (Tipo a, Sortimento c);2015-03-01 00:00:00;Prophet;309668,28;342169,0;9,5;-32500,72;323684,52
LOJA0084 - Loja 84 (Tipo a, Sortimento c);2015-04-01 00:00:00;Prophet;347193,92;333610,0;4,1;13583,92;323684,52
LOJA0084 - Loja 84 (Tipo a, Sortimento c);2015-05-01 00:00:00;Prophet;349838,26;308315,0;13,5;41523,26;323684,52
LOJA0084 - Loja 84 (Tipo a, Sortimento c);2015-06-01 00:00:00;Prophet;344817,74;360589,0;4,4;-15771,26;323684,52
LOJA0084 - Loja 84 (Tipo a, Sortimento c);2015-07-01 00:00:00;Prophet;322049,52;349123,0;7,8;-27073,48;323684,52
LOJA0831 - Loja 831 (Tipo a, Sortimento a);2015-02-01 00:00:00;ExponentialSmoothing;319279,71;283422,0;12,7;35857,71;318478,84
LOJA0831 - Loja 831 (Tipo a, Sortimento a);2015-03-01 00:00:00;ExponentialSmoothing;337835,01;338195,0;0,1;-359,99;318478,84
LOJA0831 - Loja 831 (Tipo a, Sortimento a);2015-04-01 00:00:00;ExponentialSmoothing;337033,17;324837,0;3,8;12196,17;318478,84
LOJA0831 - Loja 831 (Tipo a, Sortimento a);2015-05-01 00:00:00;ExponentialSmoothing;328717,3;303596,0;8,3;25121,3;318478,84
LOJA0831 - Loja 831 (Tipo a, Sortimento a);2015-06-01 00:00:00;ExponentialSmoothing;311170,73;347809,0;10,5;-36638,27;318478,84
LOJA0831 - Loja 831 (Tipo a, Sortimento a);2015-07-01 00:00:00;ExponentialSmoothing;366094,34;324903,0;12,7;41191,34;318478,84
LOJA1014 - Loja 1014 (Tipo a, Sortimento c);2015-02-01 00:00:00;Ensemble;308665,97;287432,0;7,4;21233,97;313377,48
LOJA1014 - Loja 1014 (Tipo a, Sortimento c);2015-03-01 00:00:00;Ensemble;327036,93;342683,0;4,6;-15646,07;313377,48
LOJA1014 - Loja 1014 (Tipo a, Sortimento c);2015-04-01 00:00:00;Ensemble;329517,53;252006,0;30,8;77511,53;313377,48
LOJA1014 - Loja 1014 (Tipo a, Sortimento c);2015-05-01 00:00:00;Ensemble;311903,67;242670,0;28,5;69233,67;313377,48
LOJA1014 - Loja 1014 (Tipo a, Sortimento c);2015-06-01 00:00:00;Ensemble;329826,11;283304,0;16,4;46522,11;313377,48
LOJA1014 - Loja 1014 (Tipo a, Sortimento c);2015-07-01 00:00:00;Ensemble;331167,25;266570,0;24,2;64597,25;313377,48
LOJA0827 - Loja 827 (Tipo a, Sortimento c);2015-02-01 00:00:00;ExponentialSmoothing;288707,48;284661,0;1,4;4046,48;311031,88
LOJA0827 - Loja 827 (Tipo a, Sortimento c);2015-03-01 00:00:00;ExponentialSmoothing;337305,43;354674,0;4,9;-17368,57;311031,88
LOJA0827 - Loja 827 (Tipo a, Sortimento c);2015-04-01 00:00:00;ExponentialSmoothing;371210,03;385828,0;3,8;-14617,97;311031,88
LOJA0827 - Loja 827 (Tipo a, Sortimento c);2015-05-01 00:00:00;ExponentialSmoothing;383926,0;376150,0;2,1;7776,0;311031,88
LOJA0827 - Loja 827 (Tipo a, Sortimento c);2015-06-01 00:00:00;ExponentialSmoothing;375459,31;385480,0;2,6;-10020,69;311031,88
LOJA0827 - Loja 827 (Tipo a, Sortimento c);2015-07-01 00:00:00;ExponentialSmoothing;376974,43;437624,0;13,9;-60649,57;311031,88
LOJA0125 - Loja 125 (Tipo a, Sortimento a);2015-02-01 00:00:00;Ensemble;302253,99;273144,0;10,7;29109,99;297884,72
LOJA0125 - Loja 125 (Tipo a, Sortimento a);2015-03-01 00:00:00;Ensemble;304935,13;313055,0;2,6;-8119,87;297884,72
LOJA0125 - Loja 125 (Tipo a, Sortimento a);2015-04-01 00:00:00;Ensemble;312426,88;307573,0;1,6;4853,88;297884,72
LOJA0125 - Loja 125 (Tipo a, Sortimento a);2015-05-01 00:00:00;Ensemble;304037,83;293166,0;3,7;10871,83;297884,72
LOJA0125 - Loja 125 (Tipo a, Sortimento a);2015-06-01 00:00:00;Ensemble;306696,73;314445,0;2,5;-7748,27;297884,72
LOJA0125 - Loja 125 (Tipo a, Sortimento a);2015-07-01 00:00:00;Ensemble;314944,82;331588,0;5,0;-16643,18;297884,72
LOJA1075 - Loja 1075 (Tipo a, Sortimento c);2015-02-01 00:00:00;Holt;294773,11;270121,0;9,1;24652,11;289071,32
LOJA1075 - Loja 1075 (Tipo a, Sortimento c);2015-03-01 00:00:00;Holt;294163,39;302364,0;2,7;-8200,61;289071,32
LOJA1075 - Loja 1075 (Tipo a, Sortimento c);2015-04-01 00:00:00;Holt;293675,62;293668,0;0,0;7,62;289071,32
LOJA1075 - Loja 1075 (Tipo a, Sortimento c);2015-05-01 00:00:00;Holt;293285,4;290014,0;1,1;3271,4;289071,32
LOJA1075 - Loja 1075 (Tipo a, Sortimento c);2015-06-01 00:00:00;Holt;292973,22;308130,0;4,9;-15156,78;289071,32
LOJA1075 - Loja 1075 (Tipo a, Sortimento c);2015-07-01 00:00:00;Holt;292723,48;313465,0;6,6;-20741,52;289071,32
LOJA0390 - Loja 390 (Tipo a, Sortimento c);2015-02-01 00:00:00;Prophet;239622,47;269645,0;11,1;-30022,53;287925,96
LOJA0390 - Loja 390 (Tipo a, Sortimento c);2015-03-01 00:00:00;Prophet;306263,46;319380,0;4,1;-13116,54;287925,96
LOJA0390 - Loja 390 (Tipo a, Sortimento c);2015-04-01 00:00:00;Prophet;317777,75;305277,0;4,1;12500,75;287925,96
LOJA0390 - Loja 390 (Tipo a, Sortimento c);2015-05-01 00:00:00;Prophet;295667,13;290663,0;1,7;5004,13;287925,96
LOJA0390 - Loja 390 (Tipo a, Sortimento c);2015-06-01 00:00:00;Prophet;295997,67;317523,0;6,8;-21525,33;287925,96
LOJA0390 - Loja 390 (Tipo a, Sortimento c);2015-07-01 00:00:00;Prophet;290639,98;322915,0;10,0;-32275,02;287925,96
LOJA0449 - Loja 449 (Tipo a, Sortimento c);2015-02-01 00:00:00;ARIMA;277096,91;239339,0;15,8;37757,91;287167,4
LOJA0449 - Loja 449 (Tipo a, Sortimento c);2015-03-01 00:00:00;ARIMA;267365,04;284065,0;5,9;-16699,96;287167,4
LOJA0449 - Loja 449 (Tipo a, Sortimento c);2015-04-01 00:00:00;ARIMA;273499,49;270052,0;1,3;3447,49;287167,4
LOJA0449 - Loja 449 (Tipo a, Sortimento c);2015-05-01 00:00:00;ARIMA;269632,66;252694,0;6,7;16938,66;287167,4
LOJA0449 - Loja 449 (Tipo a, Sortimento c);2015-06-01 00:00:00;ARIMA;272070,11;281721,0;3,4;-9650,89;287167,4
LOJA0449 - Loja 449 (Tipo a, Sortimento c);2015-07-01 00:00:00;ARIMA;270533,67;282120,0;4,1;-11586,33;287167,4
LOJA0207 - Loja 207 (Tipo a, Sortimento a);2015-02-01 00:00:00;Prophet;270996,83;247145,0;9,7;23851,83;283311,28
LOJA0207 - Loja 207 (Tipo a, Sortimento a);2015-03-01 00:00:00;Prophet;273176,0;285289,0;4,2;-12113,0;283311,28
LOJA0207 - Loja 207 (Tipo a, Sortimento a);2015-04-01 00:00:00;Prophet;292458,28;282058,0;3,7;10400,28;283311,28
LOJA0207 - Loja 207 (Tipo a, Sortimento a);2015-05-01 00:00:00;Prophet;277974,86;261156,0;6,4;16818,86;283311,28
LOJA0207 - Loja 207 (Tipo a, Sortimento a);2015-06-01 00:00:00;Prophet;296324,71;299807,0;1,2;-3482,29;283311,28
LOJA0207 - Loja 207 (Tipo a, Sortimento a);2015-07-01 00:00:00;Prophet;298928,01;310181,0;3,6;-11252,99;283311,28
LOJA0479 - Loja 479 (Tipo a, Sortimento a);2015-02-01 00:00:00;Prophet;272378,24;255850,0;6,5;16528,24;283133,64
LOJA0479 - Loja 479 (Tipo a, Sortimento a);2015-03-01 00:00:00;Prophet;253786,27;283088,0;10,4;-29301,73;283133,64
LOJA0479 - Loja 479 (Tipo a, Sortimento a);2015-04-01 00:00:00;Prophet;308441,03;290152,0;6,3;18289,03;283133,64
LOJA0479 - Loja 479 (Tipo a, Sortimento a);2015-05-01 00:00:00;Prophet;292363,18;270403,0;8,1;21960,18;283133,64
LOJA0479 - Loja 479 (Tipo a, Sortimento a);2015-06-01 00:00:00;Prophet;282475,99;291383,0;3,1;-8907,01;283133,64
LOJA0479 - Loja 479 (Tipo a, Sortimento a);2015-07-01 00:00:00;Prophet;287925,42;313331,0;8,1;-25405,58;283133,64
LOJA1066 - Loja 1066 (Tipo a, Sortimento a);2015-02-01 00:00:00;Holt;288356,4;250049,0;15,3;38307,4;280175,2
LOJA1066 - Loja 1066 (Tipo a, Sortimento a);2015-03-01 00:00:00;Holt;288701,53;292942,0;1,4;-4240,47;280175,2
LOJA1066 - Loja 1066 (Tipo a, Sortimento a);2015-04-01 00:00:00;Holt;288977,64;276606,0;4,5;12371,64;280175,2
LOJA1066 - Loja 1066 (Tipo a, Sortimento a);2015-05-01 00:00:00;Holt;289198,52;268236,0;7,8;20962,52;280175,2
LOJA1066 - Loja 1066 (Tipo a, Sortimento a);2015-06-01 00:00:00;Holt;289375,23;288447,0;0,3;928,23;280175,2
LOJA1066 - Loja 1066 (Tipo a, Sortimento a);2015-07-01 00:00:00;Holt;289516,6;245923,0;17,7;43593,6;280175,2
LOJA0906 - Loja 906 (Tipo a, Sortimento a);2015-02-01 00:00:00;Prophet;255516,12;245955,0;3,9;9561,12;277613,04
LOJA0906 - Loja 906 (Tipo a, Sortimento a);2015-03-01 00:00:00;Prophet;248127,35;274740,0;9,7;-26612,65;277613,04
LOJA0906 - Loja 906 (Tipo a, Sortimento a);2015-04-01 00:00:00;Prophet;272416,33;258636,0;5,3;13780,33;277613,04
LOJA0906 - Loja 906 (Tipo a, Sortimento a);2015-05-01 00:00:00;Prophet;254244,42;251218,0;1,2;3026,42;277613,04
LOJA0906 - Loja 906 (Tipo a, Sortimento a);2015-06-01 00:00:00;Prophet;267074,8;274355,0;2,7;-7280,2;277613,04
LOJA0906 - Loja 906 (Tipo a, Sortimento a);2015-07-01 00:00:00;Prophet;297952,8;290545,0;2,5;7407,8;277613,04
LOJA0726 - Loja 726 (Tipo a, Sortimento c);2015-02-01 00:00:00;Prophet;278879,96;253212,0;10,1;25667,96;277573,28
LOJA0726 - Loja 726 (Tipo a, Sortimento c);2015-03-01 00:00:00;Prophet;248946,75;302237,0;17,6;-53290,25;277573,28
LOJA0726 - Loja 726 (Tipo a, Sortimento c);2015-04-01 00:00:00;Prophet;331139,7;274902,0;20,5;56237,7;277573,28
LOJA0726 - Loja 726 (Tipo a, Sortimento c);2015-05-01 00:00:00;Prophet;290409,25;255398,0;13,7;35011,25;277573,28
LOJA0726 - Loja 726 (Tipo a, Sortimento c);2015-06-01 00:00:00;Prophet;311237,78;295226,0;5,4;16011,78;277573,28
LOJA0726 - Loja 726 (Tipo a, Sortimento c);2015-07-01 00:00:00;Prophet;282334,8;297658,0;5,1;-15323,2;277573,28
LOJA0713 - Loja 713 (Tipo a, Sortimento c);2015-02-01 00:00:00;ExponentialSmoothing;222422,84;215577,0;3,2;6845,84;277290,48
LOJA0713 - Loja 713 (Tipo a, Sortimento c);2015-03-01 00:00:00;ExponentialSmoothing;272293,38;248064,0;9,8;24229,38;277290,48
