Produto;Filial;DataEvento;MesHorizonte;QtdComprar;ValorCompra;Urgencia;Classe;Fornecedor;CicloDias;FrequenciaAno
PC000430;Loja Sul;11/09/2026;2;10,0;3975,41;🟡 Planejado;A;Fornecedor Alfa;23,0;15,6
PC000430;Loja Sul;26/09/2026;2;10,0;3771,07;🟡 Planejado;A;Fornecedor Alfa;23,0;15,6
PC000430;Loja Sul;10/10/2026;3;15,0;6061,8;🟡 Planejado;A;Fornecedor Alfa;18,0;20,7
PC000430;Loja Sul;25/10/2026;3;13,0;5001,13;🟡 Planejado;A;Fornecedor Alfa;18,0;20,7
PC000430;Loja Sul;09/11/2026;4;23,0;9109,51;🟡 Planejado;A;Fornecedor Alfa;13,0;29,0
PC000430;Loja Sul;25/11/2026;4;19,0;7455,0;🟡 Planejado;A;Fornecedor Alfa;13,0;29,0
PC000430;Loja Sul;20/12/2026;5;12,0;4869,71;🟡 Planejado;A;Fornecedor Alfa;19,0;18,9
PC000430;Loja Sul;05/01/2027;5;12,0;4872,63;🟡 Planejado;A;Fornecedor Alfa;19,0;18,9
PC000430;Loja Sul;22/01/2027;6;12,0;4566,15;🟡 Planejado;A;Fornecedor Alfa;20,0;18,1
PC000335;Loja Sul;18/10/2026;3;13,0;5588,86;🟡 Planejado;A;Fornecedor Delta;18,0;19,8
PC000335;Loja Sul;02/11/2026;3;12,0;5365,04;🟡 Planejado;A;Fornecedor Delta;18,0;19,8
PC000335;Loja Sul;12/11/2026;4;16,0;6836,02;🟡 Planejado;A;Fornecedor Delta;15,0;25,1
PC000335;Loja Sul;27/11/2026;4;16,0;6802,98;🟡 Planejado;A;Fornecedor Delta;15,0;25,1
PC000335;Loja Sul;23/12/2026;5;11,0;4678,44;🟡 Planejado;A;Fornecedor Delta;22,0;16,4
PC000335;Loja Sul;07/01/2027;5;10,0;4431,85;🟡 Planejado;A;Fornecedor Delta;22,0;16,4
PC000335;Loja Sul;20/01/2027;6;11,0;4820,13;🟡 Planejado;A;Fornecedor Delta;21,0;17,6
PC000335;Loja Sul;05/02/2027;6;12,0;5091,66;🟡 Planejado;A;Fornecedor Delta;21,0;17,6
PC000027;Loja Sul;16/08/2026;1;10,0;4006,12;🚨 Urgente (até 7 dias);A;Fornecedor Alfa;23,0;15,7
PC000027;Loja Sul;01/09/2026;1;10,0;4028,17;🔴 Prioritário (até 30 dias);A;Fornecedor Alfa;23,0;15,7
PC000027;Loja Sul;16/09/2026;2;10,0;3852,19;🟡 Planejado;A;Fornecedor Alfa;23,0;15,9
PC000027;Loja Sul;02/10/2026;2;10,0;4060,94;🟡 Planejado;A;Fornecedor Alfa;23,0;15,9
PC000027;Loja Sul;17/10/2026;3;10,0;3836,75;🟡 Planejado;A;Fornecedor Alfa;23,0;15,9
PC000027;Loja Sul;01/11/2026;3;10,0;3818,82;🟡 Planejado;A;Fornecedor Alfa;23,0;15,9
PC000027;Loja Sul;16/11/2026;4;10,0;3830,09;🟡 Planejado;A;Fornecedor Alfa;23,0;15,9
PC000027;Loja Sul;02/12/2026;4;10,0;4078,16;🟡 Planejado;A;Fornecedor Alfa;23,0;15,9
PC000027;Loja Sul;17/12/2026;5;10,0;3827,68;🟡 Planejado;A;Fornecedor Alfa;23,0;16,0
PC000027;Loja Sul;02/01/2027;5;10,0;4079,96;🟡 Planejado;A;Fornecedor Alfa;23,0;16,0
PC000027;Loja Sul;17/01/2027;6;10,0;3826,68;🟡 Planejado;A;Fornecedor Alfa;23,0;16,0
PC000027;Loja Sul;02/02/2027;6;10,0;4080,65;🟡 Planejado;A;Fornecedor Alfa;23,0;16,0
PC000180;Loja Sul;15/08/2026;1;16,0;3974,32;🚨 Urgente (até 7 dias);A;Fornecedor Gamma;14,0;25,8
PC000180;Loja Sul;31/08/2026;1;17,0;4190,33;🔴 Prioritário (até 30 dias);A;Fornecedor Gamma;14,0;25,8
PC000180;Loja Sul;15/09/2026;2;16,0;3968,43;🟡 Planejado;A;Fornecedor Gamma;14,0;25,9
PC000180;Loja Sul;30/09/2026;2;16,0;3945,1;🟡 Planejado;A;Fornecedor Gamma;14,0;25,9
PC000180;Loja Sul;14/10/2026;3;18,0;4532,02;🟡 Planejado;A;Fornecedor Gamma;13,0;28,3
PC000180;Loja Sul;29/10/2026;3;17,0;4309,35;🟡 Planejado;A;Fornecedor Gamma;13,0;28,3
PC000180;Loja Sul;11/11/2026;4;21,0;5176,53;🟡 Planejado;A;Fornecedor Gamma;11,0;32,6
PC000180;Loja Sul;27/11/2026;4;21,0;5295,68;🟡 Planejado;A;Fornecedor Gamma;11,0;32,6
PC000180;Loja Sul;17/12/2026;5;17,0;4168,61;🟡 Planejado;A;Fornecedor Gamma;14,0;26,4
PC000180;Loja Sul;02/01/2027;5;17,0;4290,14;🟡 Planejado;A;Fornecedor Gamma;14,0;26,4
PC000180;Loja Sul;17/01/2027;6;17,0;4113,04;🟡 Planejado;A;Fornecedor Gamma;14,0;26,6
PC000180;Loja Sul;02/02/2027;6;17,0;4326,55;🟡 Planejado;A;Fornecedor Gamma;14,0;26,6
PC000729;Loja Sul;30/08/2026;1;10,0;3618,21;🔴 Prioritário (até 30 dias);A;Fornecedor Alfa;24,0;15,5
PC000729;Loja Sul;14/09/2026;2;10,0;3515,1;🟡 Planejado;A;Fornecedor Alfa;24,0;15,5
PC000729;Loja Sul;30/09/2026;2;10,0;3748,01;🟡 Planejado;A;Fornecedor Alfa;24,0;15,5
PC000729;Loja Sul;12/10/2026;3;12,0;4554,88;🟡 Planejado;A;Fornecedor Alfa;19,0;19,0
PC000729;Loja Sul;27/10/2026;3;12,0;4306,43;🟡 Planejado;A;Fornecedor Alfa;19,0;19,0
PC000729;Loja Sul;09/11/2026;4;14,0;4987,64;🟡 Planejado;A;Fornecedor Alfa;17,0;21,7
PC000729;Loja Sul;25/11/2026;4;14,0;5241,47;🟡 Planejado;A;Fornecedor Alfa;17,0;21,7
PC000729;Loja Sul;16/12/2026;5;11,0;3901,58;🟡 Planejado;A;Fornecedor Alfa;22,0;16,5
PC000729;Loja Sul;01/01/2027;5;11,0;3987,64;🟡 Planejado;A;Fornecedor Alfa;22,0;16,5
PC000729;Loja Sul;17/01/2027;6;10,0;3803,02;🟡 Planejado;A;Fornecedor Alfa;23,0;16,2
PC000729;Loja Sul;02/02/2027;6;11,0;3913,79;🟡 Planejado;A;Fornecedor Alfa;23,0;16,2
PC000903;Loja Sul;04/10/2026;2;10,0;3472,68;🟡 Planejado;A;Fornecedor Delta;23,0;15,8
PC000903;Loja Sul;13/10/2026;3;14,0;4768,41;🟡 Planejado;A;Fornecedor Delta;17,0;21,5
PC000903;Loja Sul;28/10/2026;3;13,0;4570,89;🟡 Planejado;A;Fornecedor Delta;17,0;21,5
PC000903;Loja Sul;09/11/2026;4;17,0;5764,24;🟡 Planejado;A;Fornecedor Delta;14,0;26,3
PC000903;Loja Sul;24/11/2026;4;16,0;5590,66;🟡 Planejado;A;Fornecedor Delta;14,0;26,3
PC000903;Loja Sul;16/12/2026;5;11,0;3954,76;🟡 Planejado;A;Fornecedor Delta;20,0;18,4
PC000903;Loja Sul;01/01/2027;5;12,0;4176,06;🟡 Planejado;A;Fornecedor Delta;20,0;18,4
PC000903;Loja Sul;18/01/2027;6;11,0;3648,72;🟡 Planejado;A;Fornecedor Delta;21,0;17,1
PC000903;Loja Sul;02/02/2027;6;11,0;3626,63;🟡 Planejado;A;Fornecedor Delta;21,0;17,1
PC000673;Loja Sul;16/10/2026;3;13,0;5075,26;🟡 Planejado;A;Fornecedor Gamma;18,0;19,9
PC000673;Loja Sul;01/11/2026;3;13,0;5136,7;🟡 Planejado;A;Fornecedor Gamma;18,0;19,9
PC000673;Loja Sul;12/11/2026;4;15,0;5997,65;🟡 Planejado;A;Fornecedor Gamma;15,0;24,5
PC000673;Loja Sul;28/11/2026;4;16,0;6297,25;🟡 Planejado;A;Fornecedor Gamma;15,0;24,5
PC000673;Loja Sul;23/12/2026;5;11,0;4175,4;🟡 Planejado;A;Fornecedor Gamma;22,0;16,6
PC000673;Loja Sul;07/01/2027;5;10,0;4015,65;🟡 Planejado;A;Fornecedor Gamma;22,0;16,6
PC000673;Loja Sul;22/01/2027;6;11,0;4395,44;🟡 Planejado;A;Fornecedor Gamma;21,0;17,2
PC000673;Loja Sul;06/02/2027;6;11,0;4142,25;🟡 Planejado;A;Fornecedor Gamma;21,0;17,2
PC000945;Loja Sul;11/08/2026;1;25,0;8815,89;🚨 Urgente (até 7 dias);A;Fornecedor Alfa;18,0;20,1
PC000945;Loja Sul;26/08/2026;1;13,0;4701,81;🔴 Prioritário (até 30 dias);A;Fornecedor Alfa;18,0;20,1
PC000945;Loja Sul;11/09/2026;2;12,0;4364,32;🟡 Planejado;A;Fornecedor Alfa;19,0;19,3
PC000945;Loja Sul;26/09/2026;2;12,0;4249,75;🟡 Planejado;A;Fornecedor Alfa;19,0;19,3
PC000945;Loja Sul;10/10/2026;3;20,0;7022,07;🟡 Planejado;A;Fornecedor Alfa;14,0;26,1
PC000945;Loja Sul;26/10/2026;3;17,0;6110,17;🟡 Planejado;A;Fornecedor Alfa;14,0;26,1
PC000945;Loja Sul;09/11/2026;4;20,0;7255,59;🟡 Planejado;A;Fornecedor Alfa;12,0;30,3
PC000945;Loja Sul;25/11/2026;4;20,0;7095,56;🟡 Planejado;A;Fornecedor Alfa;12,0;30,3
PC000945;Loja Sul;19/12/2026;5;13,0;4806,89;🟡 Planejado;A;Fornecedor Alfa;18,0;20,5
PC000945;Loja Sul;04/01/2027;5;14,0;4817,92;🟡 Planejado;A;Fornecedor Alfa;18,0;20,5
PC000945;Loja Sul;17/01/2027;6;15,0;5305,94;🟡 Planejado;A;Fornecedor Alfa;16,0;22,9
PC000945;Loja Sul;01/02/2027;6;14,0;5038,57;🟡 Planejado;A;Fornecedor Alfa;16,0;22,9
PC000899;Loja Sul;25/08/2026;1;19,0;3182,78;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;12,0;29,4
PC000899;Loja Sul;09/09/2026;1;18,0;2986,86;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;12,0;29,4
PC000899;Loja Sul;24/09/2026;2;18,0;3005,34;🟡 Planejado;A;Fornecedor Beta;12,0;29,4
PC000899;Loja Sul;09/10/2026;2;18,0;2993,02;🟡 Planejado;A;Fornecedor Beta;12,0;29,4
PC000899;Loja Sul;24/10/2026;3;18,0;3000,4;🟡 Planejado;A;Fornecedor Beta;12,0;29,4
PC000899;Loja Sul;08/11/2026;3;18,0;2995,48;🟡 Planejado;A;Fornecedor Beta;12,0;29,4
PC000899;Loja Sul;23/11/2026;4;18,0;2998,43;🟡 Planejado;A;Fornecedor Beta;12,0;29,4
PC000899;Loja Sul;08/12/2026;4;18,0;2996,46;🟡 Planejado;A;Fornecedor Beta;12,0;29,4
PC000899;Loja Sul;23/12/2026;5;18,0;2997,64;🟡 Planejado;A;Fornecedor Beta;12,0;29,4
PC000899;Loja Sul;08/01/2027;6;19,0;3196,97;🟡 Planejado;A;Fornecedor Beta;12,0;29,5
PC000899;Loja Sul;24/01/2027;6;19,0;3196,82;🟡 Planejado;A;Fornecedor Beta;12,0;29,5
PC000080;Loja Sul;11/08/2026;1;9,0;3790,86;🚨 Urgente (até 7 dias);A;Fornecedor Alfa;36,0;10,1
PC000080;Loja Sul;27/08/2026;1;7,0;2839,94;🔴 Prioritário (até 30 dias);A;Fornecedor Alfa;36,0;10,1
PC000080;Loja Sul;11/09/2026;2;7,0;3003,29;🟡 Planejado;A;Fornecedor Alfa;34,0;10,7
PC000080;Loja Sul;27/09/2026;2;7,0;3010,36;🟡 Planejado;A;Fornecedor Alfa;34,0;10,7
PC000080;Loja Sul;10/10/2026;3;10,0;4101,63;🟡 Planejado;A;Fornecedor Alfa;27,0;13,7
PC000080;Loja Sul;26/10/2026;3;9,0;3864,92;🟡 Planejado;A;Fornecedor Alfa;27,0;13,7
PC000080;Loja Sul;09/11/2026;4;11,0;4600,31;🟡 Planejado;A;Fornecedor Alfa;23,0;16,0
PC000080;Loja Sul;25/11/2026;4;11,0;4493,83;🟡 Planejado;A;Fornecedor Alfa;23,0;16,0
PC000080;Loja Sul;18/12/2026;5;7,0;3175,86;🟡 Planejado;A;Fornecedor Alfa;32,0;11,3
PC000080;Loja Sul;03/01/2027;5;7,0;3180,22;🟡 Planejado;A;Fornecedor Alfa;32,0;11,3
PC000080;Loja Sul;17/01/2027;6;8,0;3349,31;🟡 Planejado;A;Fornecedor Alfa;30,0;12,1
PC000080;Loja Sul;02/02/2027;6;8,0;3406,87;🟡 Planejado;A;Fornecedor Alfa;30,0;12,1
PC000611;Loja Sul;11/08/2026;1;9,0;3746,92;🚨 Urgente (até 7 dias);A;Fornecedor Alfa;27,0;13,7
PC000611;Loja Sul;27/08/2026;1;9,0;3573,08;🔴 Prioritário (até 30 dias);A;Fornecedor Alfa;27,0;13,7
PC000611;Loja Sul;12/09/2026;2;9,0;3573,08;🟡 Planejado;A;Fornecedor Alfa;27,0;13,7
PC000611;Loja Sul;28/09/2026;2;9,0;3573,08;🟡 Planejado;A;Fornecedor Alfa;27,0;13,7
PC000611;Loja Sul;14/10/2026;3;9,0;3573,08;🟡 Planejado;A;Fornecedor Alfa;27,0;13,7
PC000611;Loja Sul;30/10/2026;3;9,0;3573,08;🟡 Planejado;A;Fornecedor Alfa;27,0;13,7
PC000611;Loja Sul;15/11/2026;4;9,0;3573,08;🟡 Planejado;A;Fornecedor Alfa;27,0;13,7
PC000611;Loja Sul;01/12/2026;4;9,0;3573,08;🟡 Planejado;A;Fornecedor Alfa;27,0;13,7
PC000611;Loja Sul;17/12/2026;5;9,0;3573,08;🟡 Planejado;A;Fornecedor Alfa;27,0;13,7
PC000611;Loja Sul;02/01/2027;5;9,0;3573,08;🟡 Planejado;A;Fornecedor Alfa;27,0;13,7
PC000611;Loja Sul;18/01/2027;6;9,0;3573,08;🟡 Planejado;A;Fornecedor Alfa;27,0;13,7
PC000611;Loja Sul;03/02/2027;6;9,0;3573,08;🟡 Planejado;A;Fornecedor Alfa;27,0;13,7
PC000520;Loja Sul;08/09/2026;1;8,0;3407,08;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;28,0;12,8
PC000520;Loja Sul;23/09/2026;2;8,0;3318,65;🟡 Planejado;A;Fornecedor Beta;28,0;12,9
PC000520;Loja Sul;08/10/2026;2;8,0;3312,28;🟡 Planejado;A;Fornecedor Beta;28,0;12,9
PC000520;Loja Sul;23/10/2026;3;8,0;3321,9;🟡 Planejado;A;Fornecedor Beta;28,0;12,9
PC000520;Loja Sul;07/11/2026;3;8,0;3315,56;🟡 Planejado;A;Fornecedor Beta;28,0;12,9
PC000520;Loja Sul;22/11/2026;4;8,0;3325,13;🟡 Planejado;A;Fornecedor Beta;28,0;12,9
PC000520;Loja Sul;08/12/2026;4;8,0;3540,08;🟡 Planejado;A;Fornecedor Beta;28,0;12,9
PC000520;Loja Sul;23/12/2026;5;8,0;3328,57;🟡 Planejado;A;Fornecedor Beta;28,0;12,9
PC000520;Loja Sul;07/01/2027;5;8,0;3322,07;🟡 Planejado;A;Fornecedor Beta;28,0;12,9
PC000520;Loja Sul;22/01/2027;6;8,0;3331,77;🟡 Planejado;A;Fornecedor Beta;28,0;12,9
PC000520;Loja Sul;06/02/2027;6;8,0;3325,3;🟡 Planejado;A;Fornecedor Beta;28,0;12,9
PC000005;Loja Sul;08/11/2026;3;9,0;3297,01;🟡 Planejado;A;Fornecedor Delta;26,0;14,2
PC000005;Loja Sul;19/11/2026;4;11,0;4070,63;🟡 Planejado;A;Fornecedor Delta;21,0;17,0
PC000005;Loja Sul;05/12/2026;4;11,0;4085,66;🟡 Planejado;A;Fornecedor Delta;21,0;17,0
PC000005;Loja Sul;31/12/2026;5;7,0;2722,64;🟡 Planejado;A;Fornecedor Delta;30,0;12,1
PC000005;Loja Sul;14/01/2027;6;8,0;2925,57;🟡 Planejado;A;Fornecedor Delta;28,0;12,8
PC000005;Loja Sul;30/01/2027;6;8,0;3069,87;🟡 Planejado;A;Fornecedor Delta;28,0;12,8
PC000668;Loja Sul;06/01/2027;5;6,0;2637,72;🟡 Planejado;A;Fornecedor Beta;37,0;9,8
PC000668;Loja Sul;20/01/2027;6;7,0;2846,14;🟡 Planejado;A;Fornecedor Beta;35,0;10,4
PC000668;Loja Sul;05/02/2027;6;7,0;2875,54;🟡 Planejado;A;Fornecedor Beta;35,0;10,4
PC000084;Loja Sul;06/10/2026;2;7,0;2832,78;🟡 Planejado;A;Fornecedor Alfa;33,0;11,2
PC000084;Loja Sul;22/10/2026;3;7,0;2927,74;🟡 Planejado;A;Fornecedor Alfa;33,0;11,2
PC000084;Loja Sul;07/11/2026;3;7,0;2927,74;🟡 Planejado;A;Fornecedor Alfa;33,0;11,2
PC000084;Loja Sul;23/11/2026;4;7,0;2927,74;🟡 Planejado;A;Fornecedor Alfa;33,0;11,2
PC000084;Loja Sul;09/12/2026;5;7,0;2927,74;🟡 Planejado;A;Fornecedor Alfa;33,0;11,2
PC000084;Loja Sul;25/12/2026;5;7,0;2927,74;🟡 Planejado;A;Fornecedor Alfa;33,0;11,2
PC000084;Loja Sul;10/01/2027;6;7,0;2927,74;🟡 Planejado;A;Fornecedor Alfa;33,0;11,2
PC000084;Loja Sul;26/01/2027;6;7,0;2927,74;🟡 Planejado;A;Fornecedor Alfa;33,0;11,2
PC000959;Loja Sul;17/09/2026;2;11,0;3181,83;🟡 Planejado;A;Fornecedor Alfa;21,0;17,3
PC000959;Loja Sul;02/10/2026;2;11,0;3083,15;🟡 Planejado;A;Fornecedor Alfa;21,0;17,3
PC000959;Loja Sul;17/10/2026;3;11,0;3123,0;🟡 Planejado;A;Fornecedor Alfa;21,0;17,4
PC000959;Loja Sul;01/11/2026;3;11,0;3098,88;🟡 Planejado;A;Fornecedor Alfa;21,0;17,4
PC000959;Loja Sul;16/11/2026;4;11,0;3112,06;🟡 Planejado;A;Fornecedor Alfa;21,0;17,4
PC000959;Loja Sul;02/12/2026;4;11,0;3311,02;🟡 Planejado;A;Fornecedor Alfa;21,0;17,4
