Produto;Descricao;Categoria;Emissao;Quantidade;Vlr.Unitario;Vlr.Total;Custo Total;Promocao
LOJA0002;Loja 2 (Tipo a, Sortimento a);Tipo a;15/09/2014;14939,0;8,62;128828,0;83738,2;0
LOJA0002;Loja 2 (Tipo a, Sortimento a);Tipo a;15/10/2014;14625,0;8,3;121397,0;78908,05;1
LOJA0002;Loja 2 (Tipo a, Sortimento a);Tipo a;15/11/2014;14755,0;8,99;132657,0;86227,05;1
LOJA0002;Loja 2 (Tipo a, Sortimento a);Tipo a;15/12/2014;16041,0;9,63;154420,0;100373,0;0
LOJA0002;Loja 2 (Tipo a, Sortimento a);Tipo a;15/01/2015;14383,0;8,86;127498,0;82873,7;1
LOJA0002;Loja 2 (Tipo a, Sortimento a);Tipo a;15/02/2015;13352,0;8,54;114078,0;74150,7;0
LOJA0002;Loja 2 (Tipo a, Sortimento a);Tipo a;15/03/2015;15118,0;8,9;134574,0;87473,1;0
LOJA0002;Loja 2 (Tipo a, Sortimento a);Tipo a;15/04/2015;14013,0;8,64;121012,0;78657,8;0
LOJA0002;Loja 2 (Tipo a, Sortimento a);Tipo a;15/05/2015;13442,0;8,6;115535,0;75097,75;0
LOJA0002;Loja 2 (Tipo a, Sortimento a);Tipo a;15/06/2015;14921,0;8,9;132800,0;86320,0;0
LOJA0002;Loja 2 (Tipo a, Sortimento a);Tipo a;15/07/2015;16773,0;7,98;133765,0;86947,25;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/01/2013;18291,0;9,06;165653,0;107674,45;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/02/2013;18041,0;8,88;160167,0;104108,55;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/03/2013;20354,0;9,29;189179,0;122966,35;1
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/04/2013;18995,0;9,06;172188,0;111922,2;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/05/2013;18863,0;9,03;170374,0;110743,1;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/06/2013;18748,0;9,09;170462,0;110800,3;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/07/2013;21526,0;9,59;206426,0;134176,9;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/08/2013;19711,0;9,05;178302,0;115896,3;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/09/2013;18139,0;9,0;163290,0;106138,5;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/10/2013;18863,0;8,92;168277,0;109380,05;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/11/2013;18656,0;9,09;169580,0;110227,0;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/12/2013;22759,0;9,42;214367,0;139338,55;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/01/2014;18782,0;9,27;174027,0;113117,55;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/02/2014;17436,0;9,02;157254,0;102215,1;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/03/2014;18996,0;9,18;174463,0;113400,95;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/04/2014;18034,0;9,03;162843,0;105847,95;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/05/2014;18282,0;8,94;163497,0;106273,05;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/06/2014;17715,0;9,67;171301,0;111345,65;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/07/2014;19050,0;9,51;181131,0;117735,15;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/08/2014;18372,0;8,85;162649,0;105721,85;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/09/2014;18865,0;9,2;173615,0;112849,75;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/10/2014;18364,0;8,84;162365,0;105537,25;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/11/2014;18736,0;9,51;178244,0;115858,6;1
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/12/2014;22265,0;9,5;211560,0;137514,0;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/01/2015;17864,0;9,39;167795,0;109066,75;1
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/02/2015;17058,0;9,0;153537,0;99799,05;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/03/2015;18655,0;9,48;176835,0;114942,75;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/04/2015;18138,0;9,44;171183,0;111268,95;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/05/2015;17181,0;9,56;164244,0;106758,6;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/06/2015;19133,0;9,93;189918,0;123446,7;0
LOJA0003;Loja 3 (Tipo a, Sortimento a);Tipo a;15/07/2015;18438,0;9,95;183535,0;119297,75;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/01/2013;33390,0;7,03;234713,0;152563,45;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/02/2013;32384,0;7,12;230473,0;149807,45;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/03/2013;36124,0;7,07;255514,0;166084,1;1
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/04/2013;32197,0;7,05;226981,0;147537,65;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/05/2013;32153,0;7,32;235284,0;152934,6;1
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/06/2013;31534,0;7,46;235227,0;152897,55;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/07/2013;31908,0;7,15;228096,0;148262,4;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/08/2013;34544,0;6,9;238263,0;154870,95;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/09/2013;31040,0;7,07;219550,0;142707,5;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/10/2013;32487,0;6,92;224903,0;146186,95;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/11/2013;33775,0;7,07;238938,0;155309,7;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/12/2013;37639,0;7,56;284725,0;185071,25;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/01/2014;33188,0;7,08;234810,0;152626,5;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/02/2014;32133,0;7,0;224948,0;146216,2;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/03/2014;33609,0;7,08;237913,0;154643,45;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/04/2014;32140,0;7,2;231535,0;150497,75;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/05/2014;33047,0;7,25;239720,0;155818,0;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/06/2014;31574,0;7,46;235443,0;153037,95;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/07/2014;34430,0;7,59;261228,0;169798,2;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/08/2014;34404,0;7,51;258473,0;168007,45;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/09/2014;33412,0;7,32;244563,0;158965,95;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/10/2014;34205,0;7,19;245877,0;159820,05;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/11/2014;35119,0;7,44;261404,0;169912,6;1
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/12/2014;38497,0;7,69;296075,0;192448,75;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/01/2015;33910,0;7,28;246786,0;160410,9;1
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/02/2015;31699,0;7,22;228867,0;148763,55;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/03/2015;33822,0;7,38;249584,0;162229,6;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/04/2015;32897,0;7,54;248088,0;161257,2;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/05/2015;31182,0;7,47;232948,0;151416,2;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/06/2015;32866,0;7,57;248643,0;161617,95;0
LOJA0004;Loja 4 (Tipo c, Sortimento c);Tipo c;15/07/2015;34945,0;7,92;276935,0;180007,75;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/01/2013;13213,0;8,28;109442,0;71137,3;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/02/2013;12057,0;8,39;101126,0;65731,9;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/03/2013;13421,0;8,71;116860,0;75959,0;1
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/04/2013;13120,0;8,09;106141,0;68991,65;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/05/2013;13205,0;8,35;110292,0;71689,8;1
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/06/2013;12560,0;8,38;105280,0;68432,0;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/07/2013;16361,0;9,28;151892,0;98729,8;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/08/2013;14565,0;8,65;125969,0;81879,85;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/09/2013;13229,0;8,34;110338,0;71719,7;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/10/2013;13682,0;8,46;115805,0;75273,25;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/11/2013;13521,0;8,84;119567,0;77718,55;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/12/2013;14923,0;9,89;147516,0;95885,4;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/01/2014;13229,0;8,49;112339,0;73020,35;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/02/2014;12452,0;8,63;107503,0;69876,95;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/03/2014;13168,0;8,32;109579,0;71226,35;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/04/2014;13316,0;8,59;114394,0;74356,1;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/05/2014;13226,0;8,52;112680,0;73242,0;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/06/2014;13182,0;8,56;112854,0;73355,1;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/07/2014;14554,0;8,42;122489,0;79617,85;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/08/2014;13136,0;8,41;110536,0;71848,4;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/09/2014;13722,0;8,65;118728,0;77173,2;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/10/2014;13333,0;8,49;113204,0;73582,6;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/11/2014;13470,0;9,15;123304,0;80147,6;1
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/12/2014;15172,0;9,81;148855,0;96755,75;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/01/2015;13321,0;8,94;119043,0;77377,95;1
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/02/2015;12207,0;8,61;105065,0;68292,25;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/03/2015;13824,0;8,8;121681,0;79092,65;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/04/2015;13124,0;8,68;113909,0;74040,85;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/05/2015;12322,0;8,78;108196,0;70327,4;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/06/2015;13887,0;8,93;124041,0;80626,65;0
LOJA0005;Loja 5 (Tipo a, Sortimento a);Tipo a;15/07/2015;14086,0;8,82;124190,0;80723,5;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/01/2013;18116,0;8,41;152265,0;98972,25;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/02/2013;16443,0;8,49;139655,0;90775,75;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/03/2013;18619,0;8,73;162550,0;105657,5;1
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/04/2013;18422,0;8,37;154269,0;100274,85;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/05/2013;18408,0;8,58;157972,0;102681,8;1
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/06/2013;18011,0;8,63;155385,0;101000,25;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/07/2013;19998,0;8,71;174135,0;113187,75;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/08/2013;19093,0;8,37;159836,0;103893,4;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/09/2013;17910,0;8,45;151382,0;98398,3;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/10/2013;18141,0;8,58;155627,0;101157,55;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/11/2013;18802,0;9,06;170431,0;110780,15;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/12/2013;18765,0;9,23;173192,0;112574,8;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/01/2014;14794,0;8,36;123751,0;80438,15;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/02/2014;14075,0;8,4;118179,0;76816,35;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/03/2014;15574,0;8,47;131873,0;85717,45;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/04/2014;15251,0;8,77;133723,0;86919,95;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/05/2014;14963,0;8,6;128694,0;83651,1;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/06/2014;14512,0;8,61;124986,0;81240,9;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/07/2014;15613,0;8,65;134981,0;87737,65;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/08/2014;14070,0;8,43;118651,0;77123,15;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/09/2014;14937,0;8,56;127896,0;83132,4;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/10/2014;14463,0;8,55;123609,0;80345,85;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/11/2014;14895,0;9,1;135491,0;88069,15;1
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/12/2014;15823,0;9,6;151913,0;98743,45;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/01/2015;14455,0;8,64;124836,0;81143,4;1
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/02/2015;12667,0;8,58;108714,0;70664,1;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/03/2015;14330,0;8,63;123638,0;80364,7;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/04/2015;13779,0;8,75;120628,0;78408,2;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/05/2015;12749,0;8,89;113348,0;73676,2;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/06/2015;14127,0;8,88;125511,0;81582,15;0
LOJA0006;Loja 6 (Tipo a, Sortimento a);Tipo a;15/07/2015;13678,0;8,82;120637,0;78414,05;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/01/2013;20936,0;8,98;188032,0;122220,8;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/02/2013;19908,0;8,98;178830,0;116239,5;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/03/2013;22730,0;9,37;213082,0;138503,3;1
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/04/2013;22177,0;8,9;197381,0;128297,65;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/05/2013;23722,0;8,89;210921,0;137098,65;1
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/06/2013;23735,0;8,92;211771,0;137651,15;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/07/2013;30181,0;9,15;276280,0;179582,0;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/08/2013;29852,0;8,65;258366,0;167937,9;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/09/2013;22894,0;8,8;201378,0;130895,7;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/10/2013;23162,0;8,97;207787,0;135061,55;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/11/2013;23099,0;9,45;218175,0;141813,75;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/12/2013;24811,0;10,15;251928,0;163753,2;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/01/2014;21559,0;9,31;200658,0;130427,7;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/02/2014;21250,0;9,1;193342,0;125672,3;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/03/2014;22609,0;9,04;204329,0;132813,85;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/04/2014;23757,0;9,32;221394,0;143906,1;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/05/2014;23778,0;9,11;216630,0;140809,5;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/06/2014;24124,0;9,16;220951,0;143618,15;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/07/2014;29148,0;9,17;267335,0;173767,75;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/08/2014;29829,0;8,98;267965,0;174177,25;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/09/2014;25649,0;9,02;231254,0;150315,1;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/10/2014;23861,0;9,17;218849,0;142251,85;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/11/2014;23552,0;9,73;229206,0;148983,9;1
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/12/2014;25376,0;10,46;265470,0;172555,5;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/01/2015;21881,0;9,72;212718,0;138266,7;1
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/02/2015;21060,0;9,45;199027,0;129367,55;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/03/2015;22311,0;9,66;215557,0;140112,05;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/04/2015;22744,0;9,84;223841,0;145496,65;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/05/2015;22292,0;9,53;212391,0;138054,15;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/06/2015;24973,0;9,51;237395,0;154306,75;0
LOJA0007;Loja 7 (Tipo a, Sortimento c);Tipo a;15/07/2015;28609,0;9,72;277959,0;180673,35;0
LOJA0008;Loja 8 (Tipo a, Sortimento a);Tipo a;15/01/2013;15332,0;7,98;122293,0;79490,45;0
LOJA0008;Loja 8 (Tipo a, Sortimento a);Tipo a;15/02/2013;14535,0;8,24;119828,0;77888,2;0
LOJA0008;Loja 8 (Tipo a, Sortimento a);Tipo a;15/03/2013;15811,0;8,56;135408,0;88015,2;1
LOJA0008;Loja 8 (Tipo a, Sortimento a);Tipo a;15/04/2013;15403,0;8,26;127236,0;82703,4;0
LOJA0008;Loja 8 (Tipo a, Sortimento a);Tipo a;15/05/2013;15297,0;8,29;126886,0;82475,9;1
LOJA0008;Loja 8 (Tipo a, Sortimento a);Tipo a;15/06/2013;14920,0;8,2;122294,0;79491,1;0
LOJA0008;Loja 8 (Tipo a, Sortimento a);Tipo a;15/07/2013;15863,0;8,31;131851,0;85703,15;0
LOJA0008;Loja 8 (Tipo a, Sortimento a);Tipo a;15/08/2013;16574,0;8,0;132623,0;86204,95;0
LOJA0008;Loja 8 (Tipo a, Sortimento a);Tipo a;15/09/2013;15087,0;7,88;118940,0;77311,0;0
LOJA0008;Loja 8 (Tipo a, Sortimento a);Tipo a;15/10/2013;15904,0;7,9;125579,0;81626,35;0
