Produto;Filial;DataEvento;MesHorizonte;QtdComprar;ValorCompra;Urgencia;Classe;Fornecedor;CicloDias;FrequenciaAno
PC000591;Loja Norte;10/09/2026;2;15,0;4676,62;🟡 Planejado;A;Fornecedor Beta;16,0;22,7
PC000591;Loja Norte;26/09/2026;2;15,0;4686,46;🟡 Planejado;A;Fornecedor Beta;16,0;22,7
PC000591;Loja Norte;11/10/2026;3;14,0;4393,56;🟡 Planejado;A;Fornecedor Beta;16,0;22,7
PC000591;Loja Norte;27/10/2026;3;15,0;4686,47;🟡 Planejado;A;Fornecedor Beta;16,0;22,7
PC000591;Loja Norte;11/11/2026;4;14,0;4393,56;🟡 Planejado;A;Fornecedor Beta;16,0;22,7
PC000591;Loja Norte;26/11/2026;4;14,0;4393,56;🟡 Planejado;A;Fornecedor Beta;16,0;22,7
PC000591;Loja Norte;11/12/2026;5;14,0;4393,56;🟡 Planejado;A;Fornecedor Beta;16,0;22,7
PC000591;Loja Norte;27/12/2026;5;15,0;4686,47;🟡 Planejado;A;Fornecedor Beta;16,0;22,7
PC000591;Loja Norte;11/01/2027;6;14,0;4393,56;🟡 Planejado;A;Fornecedor Beta;16,0;22,7
PC000591;Loja Norte;27/01/2027;6;15,0;4686,47;🟡 Planejado;A;Fornecedor Beta;16,0;22,7
PC000673;Loja Norte;14/09/2026;2;9,0;3643,46;🟡 Planejado;A;Fornecedor Gamma;24,0;14,9
PC000673;Loja Norte;30/09/2026;2;10,0;3846,11;🟡 Planejado;A;Fornecedor Gamma;24,0;14,9
PC000673;Loja Norte;10/10/2026;3;14,0;5364,34;🟡 Planejado;A;Fornecedor Gamma;17,0;20,9
PC000673;Loja Norte;26/10/2026;3;14,0;5374,13;🟡 Planejado;A;Fornecedor Gamma;17,0;20,9
PC000673;Loja Norte;09/11/2026;4;17,0;6528,27;🟡 Planejado;A;Fornecedor Gamma;15,0;24,5
PC000673;Loja Norte;25/11/2026;4;16,0;6316,53;🟡 Planejado;A;Fornecedor Gamma;15,0;24,5
PC000673;Loja Norte;18/12/2026;5;11,0;4395,79;🟡 Planejado;A;Fornecedor Gamma;21,0;17,3
PC000673;Loja Norte;03/01/2027;5;11,0;4442,84;🟡 Planejado;A;Fornecedor Gamma;21,0;17,3
PC000673;Loja Norte;17/01/2027;6;12,0;4698,41;🟡 Planejado;A;Fornecedor Gamma;20,0;18,5
PC000673;Loja Norte;01/02/2027;6;11,0;4469,26;🟡 Planejado;A;Fornecedor Gamma;20,0;18,5
PC000656;Loja Norte;03/11/2026;3;14,0;5758,42;🟡 Planejado;A;Fornecedor Alfa;17,0;21,2
PC000656;Loja Norte;16/11/2026;4;14,0;6035,48;🟡 Planejado;A;Fornecedor Alfa;16,0;23,1
PC000656;Loja Norte;02/12/2026;4;15,0;6407,94;🟡 Planejado;A;Fornecedor Alfa;16,0;23,1
PC000656;Loja Norte;23/12/2026;5;12,0;5214,35;🟡 Planejado;A;Fornecedor Alfa;19,0;19,0
PC000656;Loja Norte;08/01/2027;6;14,0;5795,36;🟡 Planejado;A;Fornecedor Alfa;18,0;20,0
PC000656;Loja Norte;24/01/2027;6;13,0;5541,91;🟡 Planejado;A;Fornecedor Alfa;18,0;20,0
PC000149;Loja Norte;07/09/2026;1;9,0;3371,47;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;27,0;13,8
PC000149;Loja Norte;23/09/2026;2;9,0;3323,4;🟡 Planejado;A;Fornecedor Beta;27,0;13,5
PC000149;Loja Norte;08/10/2026;2;8,0;3204,42;🟡 Planejado;A;Fornecedor Beta;27,0;13,5
PC000149;Loja Norte;20/10/2026;3;10,0;3720,77;🟡 Planejado;A;Fornecedor Beta;24,0;15,3
PC000149;Loja Norte;05/11/2026;3;10,0;3869,65;🟡 Planejado;A;Fornecedor Beta;24,0;15,3
PC000149;Loja Norte;19/11/2026;4;11,0;4037,94;🟡 Planejado;A;Fornecedor Beta;22,0;16,3
PC000149;Loja Norte;05/12/2026;4;11,0;4124,09;🟡 Planejado;A;Fornecedor Beta;22,0;16,3
PC000149;Loja Norte;24/12/2026;5;9,0;3575,52;🟡 Planejado;A;Fornecedor Beta;25,0;14,5
PC000149;Loja Norte;09/01/2027;6;9,0;3594,58;🟡 Planejado;A;Fornecedor Beta;25,0;14,4
PC000149;Loja Norte;25/01/2027;6;9,0;3629,45;🟡 Planejado;A;Fornecedor Beta;25,0;14,4
PC000668;Loja Norte;01/11/2026;3;10,0;4183,54;🟡 Planejado;A;Fornecedor Beta;23,0;16,0
PC000668;Loja Norte;13/11/2026;4;11,0;4773,97;🟡 Planejado;A;Fornecedor Beta;20,0;18,4
PC000668;Loja Norte;28/11/2026;4;11,0;4765,1;🟡 Planejado;A;Fornecedor Beta;20,0;18,4
PC000668;Loja Norte;21/12/2026;5;8,0;3449,09;🟡 Planejado;A;Fornecedor Beta;28,0;13,2
PC000668;Loja Norte;05/01/2027;5;8,0;3419,5;🟡 Planejado;A;Fornecedor Beta;28,0;13,2
PC000668;Loja Norte;20/01/2027;6;9,0;3777,58;🟡 Planejado;A;Fornecedor Beta;27,0;13,7
PC000668;Loja Norte;05/02/2027;6;9,0;3780,7;🟡 Planejado;A;Fornecedor Beta;27,0;13,7
PC000855;Loja Norte;03/09/2026;1;9,0;3736,78;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;26,0;14,0
PC000855;Loja Norte;19/09/2026;2;9,0;3664,93;🟡 Planejado;A;Fornecedor Beta;27,0;13,8
PC000855;Loja Norte;04/10/2026;2;8,0;3515,77;🟡 Planejado;A;Fornecedor Beta;27,0;13,8
PC000855;Loja Norte;13/10/2026;3;11,0;4691,08;🟡 Planejado;A;Fornecedor Beta;20,0;18,2
PC000855;Loja Norte;29/10/2026;3;12,0;4965,03;🟡 Planejado;A;Fornecedor Beta;20,0;18,2
PC000855;Loja Norte;12/11/2026;4;12,0;5167,5;🟡 Planejado;A;Fornecedor Beta;19,0;19,7
PC000855;Loja Norte;27/11/2026;4;12,0;5017,85;🟡 Planejado;A;Fornecedor Beta;19,0;19,7
PC000855;Loja Norte;19/12/2026;5;10,0;3958,71;🟡 Planejado;A;Fornecedor Beta;25,0;14,8
PC000855;Loja Norte;03/01/2027;5;9,0;3773,65;🟡 Planejado;A;Fornecedor Beta;25,0;14,8
PC000855;Loja Norte;16/01/2027;6;10,0;4213,7;🟡 Planejado;A;Fornecedor Beta;23,0;16,2
PC000855;Loja Norte;01/02/2027;6;11,0;4412,18;🟡 Planejado;A;Fornecedor Beta;23,0;16,2
PC000635;Loja Norte;17/12/2026;5;9,0;3722,41;🟡 Planejado;A;Fornecedor Alfa;25,0;14,4
PC000635;Loja Norte;02/01/2027;5;9,0;3948,3;🟡 Planejado;A;Fornecedor Alfa;25,0;14,4
PC000635;Loja Norte;18/01/2027;6;9,0;3948,3;🟡 Planejado;A;Fornecedor Alfa;25,0;14,4
PC000635;Loja Norte;03/02/2027;6;9,0;3948,3;🟡 Planejado;A;Fornecedor Alfa;25,0;14,4
PC000168;Loja Norte;13/09/2026;2;15,0;3523,23;🟡 Planejado;A;Fornecedor Delta;15,0;24,0
PC000168;Loja Norte;29/09/2026;2;16,0;3664,33;🟡 Planejado;A;Fornecedor Delta;15,0;24,0
PC000168;Loja Norte;11/10/2026;3;18,0;4172,11;🟡 Planejado;A;Fornecedor Delta;13,0;28,7
PC000168;Loja Norte;26/10/2026;3;18,0;4102,75;🟡 Planejado;A;Fornecedor Delta;13,0;28,7
PC000168;Loja Norte;09/11/2026;4;24,0;5648,21;🟡 Planejado;A;Fornecedor Delta;10,0;34,8
PC000168;Loja Norte;24/11/2026;4;21,0;4982,9;🟡 Planejado;A;Fornecedor Delta;10,0;34,8
PC000168;Loja Norte;15/12/2026;5;17,0;3986,9;🟡 Planejado;A;Fornecedor Delta;14,0;26,3
PC000168;Loja Norte;31/12/2026;5;17,0;4022,48;🟡 Planejado;A;Fornecedor Delta;14,0;26,3
PC000168;Loja Norte;16/01/2027;6;16,0;3779,13;🟡 Planejado;A;Fornecedor Delta;14,0;25,7
PC000168;Loja Norte;31/01/2027;6;16,0;3677,48;🟡 Planejado;A;Fornecedor Delta;14,0;25,7
PC000875;Loja Norte;25/08/2026;1;12,0;4050,47;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;19,0;19,0
PC000875;Loja Norte;10/09/2026;2;13,0;4151,5;🟡 Planejado;A;Fornecedor Delta;19,0;19,0
PC000875;Loja Norte;26/09/2026;2;13,0;4152,89;🟡 Planejado;A;Fornecedor Delta;19,0;19,0
PC000875;Loja Norte;12/10/2026;3;13,0;4151,85;🟡 Planejado;A;Fornecedor Delta;19,0;19,0
PC000875;Loja Norte;28/10/2026;3;13,0;4152,38;🟡 Planejado;A;Fornecedor Delta;19,0;19,0
PC000875;Loja Norte;13/11/2026;4;13,0;4152,01;🟡 Planejado;A;Fornecedor Delta;19,0;19,0
PC000875;Loja Norte;29/11/2026;4;13,0;4152,21;🟡 Planejado;A;Fornecedor Delta;19,0;19,0
PC000875;Loja Norte;15/12/2026;5;13,0;4152,07;🟡 Planejado;A;Fornecedor Delta;19,0;19,0
PC000875;Loja Norte;30/12/2026;5;12,0;3892,64;🟡 Planejado;A;Fornecedor Delta;19,0;19,0
PC000875;Loja Norte;15/01/2027;6;13,0;4152,1;🟡 Planejado;A;Fornecedor Delta;19,0;19,0
PC000875;Loja Norte;30/01/2027;6;12,0;3892,62;🟡 Planejado;A;Fornecedor Delta;19,0;19,0
PC000099;Loja Norte;25/08/2026;1;9,0;3031,55;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;27,0;13,3
PC000099;Loja Norte;09/09/2026;1;8,0;2890,94;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;27,0;13,3
PC000099;Loja Norte;24/09/2026;2;8,0;2996,79;🟡 Planejado;A;Fornecedor Beta;27,0;13,5
PC000099;Loja Norte;10/10/2026;3;9,0;3157,9;🟡 Planejado;A;Fornecedor Beta;27,0;13,5
PC000099;Loja Norte;26/10/2026;3;9,0;3140,19;🟡 Planejado;A;Fornecedor Beta;27,0;13,5
PC000099;Loja Norte;10/11/2026;4;8,0;2962,89;🟡 Planejado;A;Fornecedor Beta;27,0;13,6
PC000099;Loja Norte;25/11/2026;4;8,0;2952,82;🟡 Planejado;A;Fornecedor Beta;27,0;13,6
PC000099;Loja Norte;10/12/2026;5;8,0;2962,33;🟡 Planejado;A;Fornecedor Beta;27,0;13,6
PC000099;Loja Norte;25/12/2026;5;8,0;2957,28;🟡 Planejado;A;Fornecedor Beta;27,0;13,6
PC000099;Loja Norte;09/01/2027;6;8,0;2962,05;🟡 Planejado;A;Fornecedor Beta;27,0;13,6
PC000099;Loja Norte;25/01/2027;6;9,0;3156,81;🟡 Planejado;A;Fornecedor Beta;27,0;13,6
PC000665;Loja Norte;03/01/2027;5;7,0;3275,12;🟡 Planejado;A;Fornecedor Gamma;31,0;11,7
PC000665;Loja Norte;18/01/2027;6;8,0;3392,97;🟡 Planejado;A;Fornecedor Gamma;31,0;12,0
PC000665;Loja Norte;02/02/2027;6;7,0;3291,88;🟡 Planejado;A;Fornecedor Gamma;31,0;12,0
PC000300;Loja Norte;12/08/2026;1;11,0;3517,88;🚨 Urgente (até 7 dias);A;Fornecedor Delta;21,0;17,5
PC000300;Loja Norte;28/08/2026;1;11,0;3680,5;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;21,0;17,5
PC000300;Loja Norte;13/09/2026;2;11,0;3435,95;🟡 Planejado;A;Fornecedor Delta;22,0;16,9
PC000300;Loja Norte;29/09/2026;2;11,0;3565,42;🟡 Planejado;A;Fornecedor Delta;22,0;16,9
PC000300;Loja Norte;15/10/2026;3;11,0;3445,26;🟡 Planejado;A;Fornecedor Delta;22,0;16,7
PC000300;Loja Norte;30/10/2026;3;10,0;3292,51;🟡 Planejado;A;Fornecedor Delta;22,0;16,7
PC000300;Loja Norte;15/11/2026;4;11,0;3454,71;🟡 Planejado;A;Fornecedor Delta;22,0;16,6
PC000300;Loja Norte;30/11/2026;4;10,0;3269,28;🟡 Planejado;A;Fornecedor Delta;22,0;16,6
PC000300;Loja Norte;16/12/2026;5;11,0;3459,93;🟡 Planejado;A;Fornecedor Delta;22,0;16,5
PC000300;Loja Norte;31/12/2026;5;10,0;3258,5;🟡 Planejado;A;Fornecedor Delta;22,0;16,5
PC000300;Loja Norte;16/01/2027;6;11,0;3462,73;🟡 Planejado;A;Fornecedor Delta;22,0;16,5
PC000300;Loja Norte;01/02/2027;6;11,0;3470,4;🟡 Planejado;A;Fornecedor Delta;22,0;16,5
PC000440;Loja Norte;30/09/2026;2;11,0;3483,66;🟡 Planejado;A;Fornecedor Delta;20,0;17,9
PC000440;Loja Norte;11/10/2026;3;15,0;4604,85;🟡 Planejado;A;Fornecedor Delta;16,0;23,2
PC000440;Loja Norte;26/10/2026;3;14,0;4367,96;🟡 Planejado;A;Fornecedor Delta;16,0;23,2
PC000440;Loja Norte;09/11/2026;4;22,0;6859,67;🟡 Planejado;A;Fornecedor Delta;12,0;30,3
PC000440;Loja Norte;25/11/2026;4;20,0;6095,5;🟡 Planejado;A;Fornecedor Delta;12,0;30,3
PC000440;Loja Norte;21/12/2026;5;13,0;3835,91;🟡 Planejado;A;Fornecedor Delta;19,0;19,1
PC000440;Loja Norte;05/01/2027;5;12,0;3597,34;🟡 Planejado;A;Fornecedor Delta;19,0;19,1
PC000440;Loja Norte;18/01/2027;6;13,0;4110,77;🟡 Planejado;A;Fornecedor Delta;17,0;21,0
PC000440;Loja Norte;02/02/2027;6;13,0;3960,66;🟡 Planejado;A;Fornecedor Delta;17,0;21,0
PC000773;Loja Norte;26/09/2026;2;6,0;2494,96;🟡 Planejado;A;Fornecedor Beta;37,0;9,9
PC000773;Loja Norte;10/10/2026;3;11,0;4355,19;🟡 Planejado;A;Fornecedor Beta;26,0;13,9
PC000773;Loja Norte;25/10/2026;3;9,0;3448,12;🟡 Planejado;A;Fornecedor Beta;26,0;13,9
PC000773;Loja Norte;09/11/2026;4;12,0;4702,02;🟡 Planejado;A;Fornecedor Beta;22,0;16,4
PC000773;Loja Norte;24/11/2026;4;10,0;4054,85;🟡 Planejado;A;Fornecedor Beta;22,0;16,4
PC000773;Loja Norte;17/12/2026;5;7,0;2805,57;🟡 Planejado;A;Fornecedor Beta;33,0;11,1
PC000773;Loja Norte;02/01/2027;5;7,0;2925,43;🟡 Planejado;A;Fornecedor Beta;33,0;11,1
PC000773;Loja Norte;15/01/2027;6;8,0;3152,3;🟡 Planejado;A;Fornecedor Beta;30,0;12,3
PC000773;Loja Norte;31/01/2027;6;8,0;3251,91;🟡 Planejado;A;Fornecedor Beta;30,0;12,3
PC000153;Loja Norte;26/09/2026;2;9,0;2821,58;🟡 Planejado;A;Fornecedor Gamma;26,0;14,0
PC000153;Loja Norte;10/10/2026;3;14,0;4327,15;🟡 Planejado;A;Fornecedor Gamma;20,0;18,4
PC000153;Loja Norte;25/10/2026;3;11,0;3591,38;🟡 Planejado;A;Fornecedor Gamma;20,0;18,4
PC000153;Loja Norte;09/11/2026;4;16,0;5215,75;🟡 Planejado;A;Fornecedor Gamma;16,0;22,5
PC000153;Loja Norte;24/11/2026;4;14,0;4377,37;🟡 Planejado;A;Fornecedor Gamma;16,0;22,5
PC000153;Loja Norte;18/12/2026;5;10,0;3109,27;🟡 Planejado;A;Fornecedor Gamma;24,0;15,0
PC000153;Loja Norte;03/01/2027;5;10,0;3111,38;🟡 Planejado;A;Fornecedor Gamma;24,0;15,0
PC000153;Loja Norte;17/01/2027;6;10,0;3285,62;🟡 Planejado;A;Fornecedor Gamma;23,0;16,0
PC000153;Loja Norte;02/02/2027;6;11,0;3336,65;🟡 Planejado;A;Fornecedor Gamma;23,0;16,0
PC000312;Loja Norte;06/10/2026;2;6,0;2561,32;🟡 Planejado;A;Fornecedor Gamma;36,0;10,0
PC000312;Loja Norte;21/10/2026;3;6,0;2607,94;🟡 Planejado;A;Fornecedor Gamma;36,0;10,2
PC000312;Loja Norte;06/11/2026;3;7,0;2700,55;🟡 Planejado;A;Fornecedor Gamma;36,0;10,2
PC000312;Loja Norte;21/11/2026;4;6,0;2590,21;🟡 Planejado;A;Fornecedor Gamma;36,0;10,3
PC000312;Loja Norte;06/12/2026;4;6,0;2552,15;🟡 Planejado;A;Fornecedor Gamma;36,0;10,3
PC000312;Loja Norte;21/12/2026;5;6,0;2580,31;🟡 Planejado;A;Fornecedor Gamma;35,0;10,3
PC000312;Loja Norte;06/01/2027;5;7,0;2732,78;🟡 Planejado;A;Fornecedor Gamma;35,0;10,3
PC000312;Loja Norte;21/01/2027;6;6,0;2575,86;🟡 Planejado;A;Fornecedor Gamma;35,0;10,3
PC000312;Loja Norte;06/02/2027;6;7,0;2737,82;🟡 Planejado;A;Fornecedor Gamma;35,0;10,3
PC000621;Loja Norte;10/09/2026;2;15,0;3299,32;🟡 Planejado;A;Fornecedor Gamma;17,0;21,6
PC000621;Loja Norte;25/09/2026;2;13,0;2847,28;🟡 Planejado;A;Fornecedor Gamma;17,0;21,6
PC000621;Loja Norte;10/10/2026;3;21,0;4412,52;🟡 Planejado;A;Fornecedor Gamma;13,0;27,4
PC000621;Loja Norte;26/10/2026;3;18,0;3844,96;🟡 Planejado;A;Fornecedor Gamma;13,0;27,4
PC000621;Loja Norte;09/11/2026;4;24,0;5162,0;🟡 Planejado;A;Fornecedor Gamma;11,0;34,0
PC000621;Loja Norte;25/11/2026;4;22,0;4772,79;🟡 Planejado;A;Fornecedor Gamma;11,0;34,0
PC000621;Loja Norte;19/12/2026;5;15,0;3110,85;🟡 Planejado;A;Fornecedor Gamma;16,0;22,7
PC000621;Loja Norte;03/01/2027;5;14,0;2993,39;🟡 Planejado;A;Fornecedor Gamma;16,0;22,7
PC000621;Loja Norte;17/01/2027;6;15,0;3190,55;🟡 Planejado;A;Fornecedor Gamma;15,0;23,9
PC000621;Loja Norte;01/02/2027;6;15,0;3142,16;🟡 Planejado;A;Fornecedor Gamma;15,0;23,9
PC000876;Loja Norte;10/10/2026;3;14,0;3494,41;🟡 Planejado;A;Fornecedor Beta;16,0;22,6
PC000876;Loja Norte;26/10/2026;3;15,0;3678,15;🟡 Planejado;A;Fornecedor Beta;16,0;22,6
PC000876;Loja Norte;09/11/2026;4;19,0;4671,95;🟡 Planejado;A;Fornecedor Beta;13,0;27,2
PC000876;Loja Norte;25/11/2026;4;18,0;4428,38;🟡 Planejado;A;Fornecedor Beta;13,0;27,2
PC000876;Loja Norte;16/12/2026;5;13,0;3233,19;🟡 Planejado;A;Fornecedor Beta;18,0;20,5
PC000876;Loja Norte;01/01/2027;5;13,0;3342,46;🟡 Planejado;A;Fornecedor Beta;18,0;20,5
PC000876;Loja Norte;16/01/2027;6;14,0;3436,41;🟡 Planejado;A;Fornecedor Beta;17,0;21,3
PC000876;Loja Norte;01/02/2027;6;14,0;3466,71;🟡 Planejado;A;Fornecedor Beta;17,0;21,3
PC000600;Loja Norte;19/01/2027;6;6,0;2440,92;🟡 Planejado;A;Fornecedor Gamma;39,0;9,4
PC000600;Loja Norte;04/02/2027;6;6,0;2481,79;🟡 Planejado;A;Fornecedor Gamma;39,0;9,4
PC000210;Loja Norte;02/10/2026;2;7,0;3191,36;🟡 Planejado;A;Fornecedor Beta;33,0;11,0
PC000210;Loja Norte;17/10/2026;3;7,0;3162,28;🟡 Planejado;A;Fornecedor Beta;33,0;11,2
PC000210;Loja Norte;02/11/2026;3;7,0;3299,3;🟡 Planejado;A;Fornecedor Beta;33,0;11,2
PC000210;Loja Norte;17/11/2026;4;7,0;3142,98;🟡 Planejado;A;Fornecedor Beta;32,0;11,3
PC000210;Loja Norte;03/12/2026;4;7,0;3319,77;🟡 Planejado;A;Fornecedor Beta;32,0;11,3
PC000210;Loja Norte;18/12/2026;5;7,0;3134,04;🟡 Planejado;A;Fornecedor Beta;32,0;11,3
PC000210;Loja Norte;02/01/2027;5;7,0;3120,44;🟡 Planejado;A;Fornecedor Beta;32,0;11,3
PC000210;Loja Norte;17/01/2027;6;7,0;3129,69;🟡 Planejado;A;Fornecedor Beta;32,0;11,3
PC000210;Loja Norte;01/02/2027;6;7,0;3123,91;🟡 Planejado;A;Fornecedor Beta;32,0;11,3
PC000295;Loja Norte;14/09/2026;2;6,0;2316,71;🟡 Planejado;A;Fornecedor Alfa;35,0;10,3
PC000295;Loja Norte;30/09/2026;2;7,0;2450,19;🟡 Planejado;A;Fornecedor Alfa;35,0;10,3
PC000295;Loja Norte;10/10/2026;3;9,0;3197,84;🟡 Planejado;A;Fornecedor Alfa;26,0;13,9
PC000295;Loja Norte;26/10/2026;3;9,0;3310,31;🟡 Planejado;A;Fornecedor Alfa;26,0;13,9
PC000295;Loja Norte;09/11/2026;4;13,0;4833,27;🟡 Planejado;A;Fornecedor Alfa;20,0;18,1
PC000295;Loja Norte;25/11/2026;4;12,0;4309,92;🟡 Planejado;A;Fornecedor Alfa;20,0;18,1
PC000295;Loja Norte;17/12/2026;5;8,0;3057,87;🟡 Planejado;A;Fornecedor Alfa;28,0;13,2
