_ProdutoUnico;n_periodos;modelo_escolhido;ultimo_real;previsao;var_pct_proximo_mes;status;rank
PC000954;48;ARIMA;16497,53;[17753.94, 18211.08, 18377.41];7,6;ok;"{""ARIMA"": 4152300.523262626, ""ExponentialSmoothing"": 5356336.038156214, ""SARIMAX"": 8522093.816422464, ""Holt"": 7610307.914272863, ""Prophet"": 6610789.110216887, ""Croston"": 4722012.183029835, ""TSB"": 4722012.183029835, ""Ensemble"": 4494773.7726180665}"
PC000650;48;SARIMAX;14720,03;[18151.56, 17580.1, 24173.15];23,3;ok;"{""ARIMA"": 9800491.019872522, ""ExponentialSmoothing"": 8874200.154491743, ""SARIMAX"": 7799470.395351671, ""Holt"": 10689896.697645158, ""Prophet"": 7870649.296920712, ""Croston"": 10873391.464967277, ""TSB"": 10873391.464967277, ""Ensemble"": 7864372.794688441}"
PC000979;48;Holt;18616,86;[19281.63, 19281.65, 19281.67];3,6;ok;"{""ARIMA"": 5557655.775600486, ""ExponentialSmoothing"": 4985623.947564488, ""SARIMAX"": 13408205.249673037, ""Holt"": 3683348.931272015, ""Prophet"": 4520692.626039774, ""Croston"": 4956571.852365376, ""TSB"": 4956571.852365376}"
PC000055;48;Ensemble;18144,8;[16962.33, 17595.14, 19301.89];-6,5;ok;"{""ARIMA"": 2433871.4997024867, ""ExponentialSmoothing"": 2559230.71684045, ""SARIMAX"": 4751715.546619979, ""Holt"": 8969732.50194999, ""Prophet"": 3295063.322948841, ""Croston"": 3158976.813527432, ""TSB"": 3158976.813527432, ""Ensemble"": 1636427.710096755}"
PC000105;48;Ensemble;17437,54;[15728.47, 17141.28, 20750.32];-9,8;ok;"{""ARIMA"": 3621046.1055683703, ""ExponentialSmoothing"": 2274380.419955347, ""SARIMAX"": 3920109.155193334, ""Holt"": 2976031.3357864916, ""Prophet"": 2537258.5587885478, ""Croston"": 2712146.658081252, ""TSB"": 2712146.658081252, ""Ensemble"": 1870695.546364828}"
PC000792;48;SARIMAX;13963,1;[14515.1, 15310.92, 19133.52];4,0;ok;"{""ARIMA"": 12149209.184020728, ""ExponentialSmoothing"": 10872330.95906682, ""SARIMAX"": 7510291.767410851, ""Holt"": 11826638.869046548, ""Prophet"": 11087029.783599123, ""Croston"": 11729725.836415237, ""TSB"": 11729725.836415237}"
PC000699;48;Croston;17640,46;[17934.77, 17934.77, 17934.77];1,7;ok;"{""ARIMA"": 4141417.310001426, ""ExponentialSmoothing"": 4546408.184892167, ""SARIMAX"": 4815126.3379370505, ""Holt"": 3676018.8116678274, ""Prophet"": 4343745.83988469, ""Croston"": 3501939.0051569105, ""TSB"": 3501939.0051569105, ""Ensemble"": 3542674.3183393995}"
PC000173;48;ARIMA;16573,02;[16993.18, 17168.42, 17241.5];2,5;ok;"{""ARIMA"": 1659948.991250922, ""ExponentialSmoothing"": 2364765.8015803457, ""SARIMAX"": 11012057.533970822, ""Holt"": 10260008.03951869, ""Prophet"": 2184548.383030951, ""Croston"": 5640918.001493554, ""TSB"": 5640918.001493554}"
PC000680;48;SARIMAX;14901,17;[16954.78, 17022.86, 21514.74];13,8;ok;"{""ARIMA"": 5676850.95303183, ""ExponentialSmoothing"": 3901271.200923916, ""SARIMAX"": 3397449.196617902, ""Holt"": 6697890.211602096, ""Prophet"": 3803714.4126060153, ""Croston"": 6912299.933163826, ""TSB"": 6912299.933163826, ""Ensemble"": 3639801.2111070547}"
PC000943;48;SARIMAX;16635,34;[19237.54, 19620.72, 25116.73];15,6;ok;"{""ARIMA"": 2373233.6606196375, ""ExponentialSmoothing"": 2949115.6464825966, ""SARIMAX"": 1687196.5881650967, ""Holt"": 5947818.928229892, ""Prophet"": 3171870.0891178306, ""Croston"": 3021933.927565502, ""TSB"": 3021933.927565502}"
PC000448;48;Prophet;15428,61;[14184.14, 14415.68, 21221.56];-8,1;ok;"{""ARIMA"": 2024590.935084447, ""ExponentialSmoothing"": 843959.2095584999, ""SARIMAX"": 2740900.7920487677, ""Holt"": 2877948.4324170635, ""Prophet"": 795793.5833797416, ""Croston"": 2475280.3296412244, ""TSB"": 2475280.3296412244}"
PC000545;48;SARIMAX;15680,29;[14934.26, 15645.03, 23232.99];-4,8;ok;"{""ARIMA"": 2152614.0549568622, ""ExponentialSmoothing"": 1392913.033292709, ""SARIMAX"": 953841.7242416153, ""Holt"": 4494180.474864627, ""Prophet"": 2366474.3765838942, ""Croston"": 4646916.2492843745, ""TSB"": 4646916.2492843745}"
PC000328;48;ARIMA;14327,94;[15844.48, 16213.7, 16303.6];10,6;ok;"{""ARIMA"": 2046799.7508120507, ""ExponentialSmoothing"": 2402031.2977227666, ""SARIMAX"": 3424470.0338088963, ""Holt"": 4508372.869179331, ""Prophet"": 3393919.6305578644, ""Croston"": 2686582.599452998, ""TSB"": 2686582.599452998}"
PC000054;48;Prophet;13763,27;[14798.56, 15366.09, 19632.89];7,5;ok;"{""ARIMA"": 3150552.657430737, ""ExponentialSmoothing"": 2748251.3792576836, ""SARIMAX"": 5570974.869956926, ""Holt"": 3457571.1526256637, ""Prophet"": 1987502.954294889, ""Croston"": 3463095.9811472795, ""TSB"": 3463095.9811472795}"
PC000390;48;ExponentialSmoothing;15024,49;[13447.79, 15780.83, 19734.16];-10,5;ok;"{""ARIMA"": 3954526.451850751, ""ExponentialSmoothing"": 1920539.6503034458, ""SARIMAX"": 3533268.1582303424, ""Holt"": 6524345.705732924, ""Prophet"": 3460331.36224148, ""Croston"": 4191801.2787004053, ""TSB"": 4191801.2787004053}"
PC000449;48;Prophet;16071,32;[14719.08, 14013.4, 20909.04];-8,4;ok;"{""ARIMA"": 3023074.737695707, ""ExponentialSmoothing"": 3444074.448136385, ""SARIMAX"": 6996150.300135826, ""Holt"": 6315927.671021837, ""Prophet"": 2819687.7152016647, ""Croston"": 3171164.337485267, ""TSB"": 3171164.337485267, ""Ensemble"": 2832235.2290571216}"
PC000686;48;ARIMA;12190,57;[14478.26, 15278.01, 15557.59];18,8;ok;"{""ARIMA"": 6159601.460323566, ""ExponentialSmoothing"": 7148277.426764472, ""SARIMAX"": 8231874.888368783, ""Holt"": 13913239.10873381, ""Prophet"": 7510947.289329705, ""Croston"": 9291910.474621737, ""TSB"": 9291910.474621737, ""Ensemble"": 6492733.914322293}"
PC000235;48;Ensemble;15349,21;[16123.27, 16170.7, 16188.82];5,0;ok;"{""ARIMA"": 1351799.2612751964, ""ExponentialSmoothing"": 4203537.418890736, ""SARIMAX"": 2716665.943609066, ""Holt"": 1581967.5765150806, ""Prophet"": 3958197.7466214933, ""Croston"": 1304816.6108724214, ""TSB"": 1304816.6108724214, ""Ensemble"": 1298028.419583955}"
PC000385;48;Ensemble;16345,84;[15930.04, 15870.94, 15845.49];-2,5;ok;"{""ARIMA"": 2114965.529655669, ""ExponentialSmoothing"": 3572302.1835677065, ""SARIMAX"": 7777477.990026821, ""Holt"": 2628322.734470745, ""Prophet"": 3371315.156591617, ""Croston"": 2298246.9983464624, ""TSB"": 2298246.9983464624, ""Ensemble"": 2090056.677726269}"
PC000278;48;ARIMA;13749,0;[14328.26, 14629.87, 14786.91];4,2;ok;"{""ARIMA"": 1598814.4825443737, ""ExponentialSmoothing"": 2085305.5416745523, ""SARIMAX"": 17208364.384015437, ""Holt"": 4022300.2820566627, ""Prophet"": 1978788.4170256874, ""Croston"": 2251294.0056374087, ""TSB"": 2251294.0056374087}"
PC000905;48;Prophet;13417,92;[14251.6, 14051.61, 18594.52];6,2;ok;"{""ARIMA"": 3624465.163422815, ""ExponentialSmoothing"": 1564017.1111455671, ""SARIMAX"": 1665878.8865199045, ""Holt"": 3501007.5513934405, ""Prophet"": 904940.9772347229, ""Croston"": 3983372.925913157, ""TSB"": 3983372.925913157}"
PC000835;48;SARIMAX;13450,92;[15788.45, 15977.19, 20165.61];17,4;ok;"{""ARIMA"": 2038542.7712862976, ""ExponentialSmoothing"": 2117889.905993926, ""SARIMAX"": 1497544.1752397388, ""Holt"": 2819015.2338026105, ""Prophet"": 2005014.3465132092, ""Croston"": 2237471.824387438, ""TSB"": 2237471.824387438}"
PC000028;48;Ensemble;13064,26;[13853.89, 14248.0, 14839.81];6,0;ok;"{""ARIMA"": 1745518.4397591806, ""ExponentialSmoothing"": 4538690.39263398, ""SARIMAX"": 1670044.1507302, ""Holt"": 2584429.239941811, ""Prophet"": 2615176.536165388, ""Croston"": 2001239.9839779518, ""TSB"": 2001239.9839779518, ""Ensemble"": 1487392.552793247}"
PC000313;48;Croston;11605,18;[13816.05, 13816.05, 13816.05];19,1;ok;"{""ARIMA"": 2604129.799148919, ""ExponentialSmoothing"": 4248287.915855399, ""SARIMAX"": 6698193.003912367, ""Holt"": 1972494.345507132, ""Prophet"": 3037899.528405978, ""Croston"": 1939624.743342502, ""TSB"": 1939624.743342502, ""Ensemble"": 1941919.7331343063}"
PC000996;48;ExponentialSmoothing;10653,22;[13641.76, 14175.13, 18475.58];28,1;ok;"{""ARIMA"": 3380057.3927412853, ""ExponentialSmoothing"": 2695333.318074482, ""SARIMAX"": 2875171.846285771, ""Holt"": 3544306.1617883644, ""Prophet"": 3120372.8059480637, ""Croston"": 3537807.461816708, ""TSB"": 3537807.461816708, ""Ensemble"": 2788586.9058206473}"
PC000591;48;Ensemble;14799,47;[13802.53, 13802.54, 13802.54];-6,7;ok;"{""ARIMA"": 1425740.5644652366, ""ExponentialSmoothing"": 6424383.274307615, ""SARIMAX"": 9592162.046308784, ""Holt"": 895124.2177877864, ""Prophet"": 2728851.7112702783, ""Croston"": 901372.4073496744, ""TSB"": 901372.4073496744, ""Ensemble"": 894384.9164998495}"
PC000239;48;Prophet;10327,23;[11956.56, 11645.34, 15403.79];15,8;ok;"{""ARIMA"": 2041343.6673210764, ""ExponentialSmoothing"": 1933491.5300201282, ""SARIMAX"": 2304577.8094973136, ""Holt"": 3536483.3702885224, ""Prophet"": 1703070.9565421946, ""Croston"": 3387015.505650273, ""TSB"": 3387015.505650273, ""Ensemble"": 1732325.722991082}"
PC000673;48;Ensemble;11637,88;[11522.74, 11904.02, 16633.33];-1,0;ok;"{""ARIMA"": 4412087.66462358, ""ExponentialSmoothing"": 3537837.992055288, ""SARIMAX"": 3416680.3270915695, ""Holt"": 8178327.052808183, ""Prophet"": 3176862.511954837, ""Croston"": 4716793.276772215, ""TSB"": 4716793.276772215, ""Ensemble"": 3148530.5775084067}"
PC000551;48;Prophet;11136,62;[12342.2, 11543.25, 15612.47];10,8;ok;"{""ARIMA"": 537085.4970777164, ""ExponentialSmoothing"": 739122.0104837138, ""SARIMAX"": 1029776.257155652, ""Holt"": 3223179.8886183784, ""Prophet"": 487433.3420850928, ""Croston"": 1378142.4058571626, ""TSB"": 1378142.4058571626}"
PC000749;48;ExponentialSmoothing;11501,12;[11838.18, 12512.81, 16873.27];2,9;ok;"{""ARIMA"": 2755115.4272851124, ""ExponentialSmoothing"": 481386.38250087184, ""SARIMAX"": 1171665.016783029, ""Holt"": 6485060.325552907, ""Prophet"": 880402.3137341682, ""Croston"": 2704129.620276815, ""TSB"": 2704129.620276815}"
PC000716;48;ARIMA;11827,92;[12150.67, 12309.25, 12387.17];2,7;ok;"{""ARIMA"": 2141633.2541484083, ""ExponentialSmoothing"": 3685038.350699965, ""SARIMAX"": 4904662.499002396, ""Holt"": 3913141.7084562625, ""Prophet"": 3592602.0313581037, ""Croston"": 2978549.446956729, ""TSB"": 2978549.446956729}"
PC000687;48;Prophet;11585,79;[11820.64, 11921.26, 15942.15];2,0;ok;"{""ARIMA"": 4651363.687990157, ""ExponentialSmoothing"": 1772507.8487836097, ""SARIMAX"": 2937882.980439212, ""Holt"": 5110602.54722236, ""Prophet"": 1617178.633288785, ""Croston"": 3513753.759979244, ""TSB"": 3513753.759979244}"
PC000656;48;SARIMAX;11678,32;[11054.08, 13397.51, 16045.55];-5,3;ok;"{""ARIMA"": 1947333.3753406166, ""ExponentialSmoothing"": 1927871.9779831376, ""SARIMAX"": 1376838.5588063232, ""Holt"": 2036357.6408099355, ""Prophet"": 2383094.221499721, ""Croston"": 1930306.1203319, ""TSB"": 1930306.1203319}"
PC000361;48;Prophet;12029,15;[10615.66, 11265.13, 14536.74];-11,8;ok;"{""ARIMA"": 3085526.4983593724, ""ExponentialSmoothing"": 2297356.031358301, ""SARIMAX"": 3757873.9758532066, ""Holt"": 4428388.304843163, ""Prophet"": 2086026.0482183022, ""Croston"": 3795623.7222959143, ""TSB"": 3795623.7222959143}"
PC000862;48;Ensemble;12321,73;[12453.94, 13173.76, 14680.74];1,1;ok;"{""ARIMA"": 3186793.411455631, ""ExponentialSmoothing"": 2410294.92491249, ""SARIMAX"": 2098060.0087464186, ""Holt"": 2954802.3319179513, ""Prophet"": 3166735.6850883015, ""Croston"": 2299144.3170625386, ""TSB"": 2299144.3170625386, ""Ensemble"": 1851142.5696223325}"
PC000066;48;Ensemble;12290,21;[12733.71, 12584.5, 13944.81];3,6;ok;"{""ARIMA"": 1421137.9824575698, ""ExponentialSmoothing"": 3916894.601482224, ""SARIMAX"": 3028915.228987936, ""Holt"": 5309361.934029306, ""Prophet"": 1328520.245959196, ""Croston"": 1173598.6526306744, ""TSB"": 1173598.6526306744, ""Ensemble"": 898661.3872609427}"
PC000149;48;Ensemble;10716,66;[12113.8, 11925.1, 13500.68];13,0;ok;"{""ARIMA"": 4731035.237301726, ""ExponentialSmoothing"": 4737195.118286861, ""SARIMAX"": 4829308.546596876, ""Holt"": 5068546.206945281, ""Prophet"": 4159705.0179157634, ""Croston"": 4374643.904469796, ""TSB"": 4374643.904469796, ""Ensemble"": 4103401.6780256163}"
PC000751;48;Ensemble;11221,05;[12342.81, 12202.21, 14265.56];10,0;ok;"{""ARIMA"": 1610372.7249696546, ""ExponentialSmoothing"": 1723278.6541958235, ""SARIMAX"": 1739122.8867634581, ""Holt"": 3880993.344582357, ""Prophet"": 2190843.7479589214, ""Croston"": 2082162.48468358, ""TSB"": 2082162.48468358, ""Ensemble"": 1459836.414690488}"
PC000571;48;Prophet;9482,09;[11289.19, 11232.74, 15736.88];19,1;ok;"{""ARIMA"": 3079522.2571566836, ""ExponentialSmoothing"": 1835244.1519481412, ""SARIMAX"": 7547654.2673505815, ""Holt"": 5755640.973094019, ""Prophet"": 1594282.2232969785, ""Croston"": 3644231.296844537, ""TSB"": 3644231.296844537}"
