Produto;n_periodos;modelo_escolhido;ultimo_real;previsao;var_pct_proximo_mes;status;rank;_ProdutoUnico
PC000855;48;SARIMAX (c/ sazonalidade+promoção);13328,74;[14642.28];9,9;ok;"{""ARIMA"": 4158957.678935535, ""ExponentialSmoothing"": 3260914.391518127, ""SARIMAX"": 2292256.2389486176, ""Holt"": 3208349.058553037, ""Prophet"": 3627195.878118769, ""Croston"": 2611956.709539488, ""TSB"": 2611956.709539488, ""Ensemble"": 2227377.123840669, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 875207.7076096226}";PC000855
PC000027;48;ARIMA;12108,47;[12372.93];2,2;ok;"{""ARIMA"": 2525768.8165236292, ""ExponentialSmoothing"": 4177585.164015446, ""SARIMAX"": 5381933.813686609, ""Holt"": 3786202.4776656996, ""Prophet"": 4006678.2392296777, ""Croston"": 3081209.3259042767, ""TSB"": 3081209.3259042767, ""Ensemble"": 2853710.18518419, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 5031599.881953164}";PC000027
PC000180;48;Ensemble;11403,56;[12079.54];5,9;ok;"{""ARIMA"": 1750668.1949437943, ""ExponentialSmoothing"": 2522047.09553186, ""SARIMAX"": 3697304.480323881, ""Holt"": 1733878.0493083477, ""Prophet"": 1820562.5881305195, ""Croston"": 1924043.6680411312, ""TSB"": 1924043.6680411312, ""Ensemble"": 1592578.1869602266, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 3119223.6021781936}";PC000180
PC000729;48;Ensemble;10648,24;[11300.7];6,1;ok;"{""ARIMA"": 3347076.5761168753, ""ExponentialSmoothing"": 2996575.295946418, ""SARIMAX"": 5332849.735662587, ""Holt"": 6317522.316489053, ""Prophet"": 2803554.3864168567, ""Croston"": 3147114.2917602, ""TSB"": 3147114.2917602, ""Ensemble"": 2682318.04853716, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 3359093.3290843368}";PC000729
PC000903;48;ExponentialSmoothing;10169,78;[12066.66];18,7;ok;"{""ARIMA"": 2991521.945067599, ""ExponentialSmoothing"": 2223659.623444319, ""SARIMAX"": 9145880.225316903, ""Holt"": 7189340.744074984, ""Prophet"": 2772596.141224419, ""Croston"": 3262529.125543762, ""TSB"": 3262529.125543762, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 8057354.72188526}";PC000903
PC000673;48;Prophet;10373,89;[10192.61];-1,7;ok;"{""ARIMA"": 1367326.0788194945, ""ExponentialSmoothing"": 957346.9190115081, ""SARIMAX"": 1771286.175495303, ""Holt"": 2337617.6865338366, ""Prophet"": 673879.0527045059, ""Croston"": 1885491.6926888868, ""TSB"": 1885491.6926888868, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2152777.0160290827}";PC000673
PC000425;48;SARIMAX (c/ sazonalidade+promoção);11740,81;[10988.37];-6,4;ok;"{""ARIMA"": 1183738.1110204386, ""ExponentialSmoothing"": 795430.3364513988, ""SARIMAX"": 1318519.3100348806, ""Holt"": 829377.0312559387, ""Prophet"": 779731.1735596036, ""Croston"": 656921.5191746288, ""TSB"": 656921.5191746288, ""Ensemble"": 525618.8701749156, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 490593.45515268605}";PC000425
PC000945;48;Prophet;12282,75;[12147.22];-1,1;ok;"{""ARIMA"": 1616940.071788532, ""ExponentialSmoothing"": 1515654.2035579125, ""SARIMAX"": 1459053.7270309534, ""Holt"": 2311720.472602923, ""Prophet"": 926190.7158813573, ""Croston"": 1623364.8350519163, ""TSB"": 1623364.8350519163, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1447848.6808608193}";PC000945
PC000899;48;ARIMA;11086,35;[11143.88];0,5;ok;"{""ARIMA"": 626150.7860993182, ""ExponentialSmoothing"": 977457.0731569001, ""SARIMAX"": 958715.8075436627, ""Holt"": 1050360.591599815, ""Prophet"": 1143868.006053803, ""Croston"": 960049.9345282306, ""TSB"": 960049.9345282306, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1238892.6497991725}";PC000899
PC000080;48;ExponentialSmoothing;9180,5;[9520.8];3,7;ok;"{""ARIMA"": 1082802.4890723152, ""ExponentialSmoothing"": 519487.6064156165, ""SARIMAX"": 2307266.1710673296, ""Holt"": 1166603.6477169094, ""Prophet"": 575655.3588849979, ""Croston"": 1109152.5609351194, ""TSB"": 1109152.5609351194, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 3259592.464843685}";PC000080
PC000611;48;Croston;10647,61;[11230.44];5,5;ok;"{""ARIMA"": 460733.25027972047, ""ExponentialSmoothing"": 833375.7460830915, ""SARIMAX"": 901499.4384133628, ""Holt"": 475911.57365741255, ""Prophet"": 472691.0806671428, ""Croston"": 456904.8099158385, ""TSB"": 456904.8099158385, ""Ensemble"": 458125.85647596954, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1026216.9570010722}";PC000611
PC000520;48;Holt;10584,1;[10479.53];-1,0;ok;"{""ARIMA"": 1325382.4073855693, ""ExponentialSmoothing"": 2145041.47610496, ""SARIMAX"": 1278173.1580987491, ""Holt"": 652797.0613486388, ""Prophet"": 2671922.1040573535, ""Croston"": 659925.9134732689, ""TSB"": 659925.9134732689, ""Ensemble"": 654872.8308887418, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1396748.037313544}";PC000520
PC000005;48;Prophet;8967,38;[8895.23];-0,8;ok;"{""ARIMA"": 1021594.050755448, ""ExponentialSmoothing"": 166775.29879620523, ""SARIMAX"": 269131.84681575163, ""Holt"": 2794493.2917292616, ""Prophet"": 83438.73132966315, ""Croston"": 834165.0326287621, ""TSB"": 834165.0326287621, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 355896.55069290526}";PC000005
PC000668;48;Prophet;6860,43;[7533.09];9,8;ok;"{""ARIMA"": 2431110.9760914133, ""ExponentialSmoothing"": 1969076.3835205424, ""SARIMAX"": 2832607.3832194037, ""Holt"": 5063326.638590631, ""Prophet"": 1576434.5676796895, ""Croston"": 3092069.231213033, ""TSB"": 3092069.231213033, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2996196.3032199102}";PC000668
PC000665;48;SARIMAX (c/ sazonalidade+promoção);7977,83;[9275.59];16,3;ok;"{""ARIMA"": 1852853.509734422, ""ExponentialSmoothing"": 1038391.725466347, ""SARIMAX"": 1185161.0615491418, ""Holt"": 2115275.0149203674, ""Prophet"": 1150072.0996335575, ""Croston"": 2074673.6397932274, ""TSB"": 2074673.6397932274, ""Ensemble"": 1002998.3533976855, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 899974.8553074747}";PC000665
PC000084;48;Croston;9436,63;[10048.18];6,5;ok;"{""ARIMA"": 333789.5583974024, ""ExponentialSmoothing"": 970364.182278393, ""SARIMAX"": 643413.0204124193, ""Holt"": 573967.5144728236, ""Prophet"": 429884.2416710415, ""Croston"": 254558.31422481188, ""TSB"": 254558.31422481188, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 830535.0341869364}";PC000084
PC000312;48;SARIMAX (c/ sazonalidade+promoção);8163,42;[8531.82];4,5;ok;"{""ARIMA"": 1691964.2340035809, ""ExponentialSmoothing"": 576439.7719304016, ""SARIMAX"": 541597.5361538158, ""Holt"": 2062012.942881856, ""Prophet"": 517867.9410758123, ""Croston"": 1731851.9847155258, ""TSB"": 1731851.9847155258, ""Ensemble"": 465846.6392437506, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 347833.027959207}";PC000312
PC000371;48;SARIMAX (c/ sazonalidade+promoção);8020,15;[9398.09];17,2;ok;"{""ARIMA"": 1451385.792427541, ""ExponentialSmoothing"": 779055.7602988197, ""SARIMAX"": 556838.8557101913, ""Holt"": 1773257.9727254363, ""Prophet"": 1252272.1578157134, ""Croston"": 1699240.8532057346, ""TSB"": 1699240.8532057346, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 522993.5488337952}";PC000371
PC000959;48;ARIMA;8703,61;[9136.12];5,0;ok;"{""ARIMA"": 406432.6519082842, ""ExponentialSmoothing"": 722070.041958618, ""SARIMAX"": 459880.04613055306, ""Holt"": 1376508.041408988, ""Prophet"": 1048141.5285443539, ""Croston"": 563449.5177776976, ""TSB"": 563449.5177776976, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 629197.1540828884}";PC000959
PC000378;48;SARIMAX (c/ sazonalidade+promoção);8050,13;[8036.05];-0,2;ok;"{""ARIMA"": 1124764.7637887553, ""ExponentialSmoothing"": 1389763.6843106023, ""SARIMAX"": 1181449.1819796588, ""Holt"": 1198341.775848795, ""Prophet"": 1035430.3472716259, ""Croston"": 1163702.7641007847, ""TSB"": 1163702.7641007847, ""Ensemble"": 1033174.4123569006, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 855457.4628684847}";PC000378
PC000547;48;ExponentialSmoothing;7622,79;[8143.04];6,8;ok;"{""ARIMA"": 1897192.0092971073, ""ExponentialSmoothing"": 1699606.1169088075, ""SARIMAX"": 1775590.1535913423, ""Holt"": 4021122.8041760526, ""Prophet"": 1844674.0317801076, ""Croston"": 2928783.1695090956, ""TSB"": 2928783.1695090956, ""Ensemble"": 1753794.2578725228, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1734069.3449289997}";PC000547
PC000354;48;Ensemble;9526,25;[8040.93];-15,6;ok;"{""ARIMA"": 553825.3144754306, ""ExponentialSmoothing"": 640295.2610906378, ""SARIMAX"": 994454.2890058375, ""Holt"": 1004990.1025916627, ""Prophet"": 586300.0034181367, ""Croston"": 989960.2266195193, ""TSB"": 989960.2266195193, ""Ensemble"": 517569.75968189066, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 994248.5494310233}";PC000354
PC000295;48;Ensemble;7944,59;[8826.44];11,1;ok;"{""ARIMA"": 744138.294826578, ""ExponentialSmoothing"": 437140.6354982078, ""SARIMAX"": 387771.03330598207, ""Holt"": 1129546.1082896274, ""Prophet"": 399107.7285491102, ""Croston"": 864785.540256259, ""TSB"": 864785.540256259, ""Ensemble"": 376194.6887487877, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 670239.1045640913}";PC000295
PC000785;48;ARIMA;8455,29;[8502.79];0,6;ok;"{""ARIMA"": 962647.6613303949, ""ExponentialSmoothing"": 1789024.9466452375, ""SARIMAX"": 2052630.0708401694, ""Holt"": 1285639.6129347913, ""Prophet"": 1958242.4201963004, ""Croston"": 1482461.7942462687, ""TSB"": 1482461.7942462687, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1641858.10450939}";PC000785
PC000683;48;Ensemble;6612,85;[8365.81];26,5;ok;"{""ARIMA"": 962588.3339607334, ""ExponentialSmoothing"": 935023.2548163891, ""SARIMAX"": 1329517.3256172833, ""Holt"": 1301120.2817070105, ""Prophet"": 1061689.6044056434, ""Croston"": 976225.705429283, ""TSB"": 976225.705429283, ""Ensemble"": 903511.5791908274, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1144012.2988474679}";PC000683
PC000441;48;ExponentialSmoothing;6643,49;[7189.19];8,2;ok;"{""ARIMA"": 890658.4338486763, ""ExponentialSmoothing"": 299786.50073721475, ""SARIMAX"": 856364.4683087231, ""Holt"": 1110303.14756875, ""Prophet"": 426086.54067791376, ""Croston"": 1239275.882512244, ""TSB"": 1239275.882512244, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 825001.13907299}";PC000441
PC000373;48;SARIMAX;6819,91;[8380.28];22,9;ok;"{""ARIMA"": 655996.2474662588, ""ExponentialSmoothing"": 374120.3946434902, ""SARIMAX"": 137459.8631264679, ""Holt"": 698898.5714133023, ""Prophet"": 768341.298047471, ""Croston"": 630564.2612869507, ""TSB"": 630564.2612869507, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 302434.9155637601}";PC000373
PC000206;48;Prophet;6968,71;[8074.61];15,9;ok;"{""ARIMA"": 809428.3778002182, ""ExponentialSmoothing"": 833222.5381870278, ""SARIMAX"": 620959.6724830681, ""Holt"": 1166932.7957724475, ""Prophet"": 540738.620313448, ""Croston"": 871712.2649715544, ""TSB"": 871712.2649715544, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1137136.5338718127}";PC000206
PC000996;48;SARIMAX (c/ sazonalidade+promoção);6816,0;[7642.63];12,1;ok;"{""ARIMA"": 814475.1613760041, ""ExponentialSmoothing"": 844412.2867104867, ""SARIMAX"": 551962.8568020395, ""Holt"": 891689.7679431774, ""Prophet"": 1069882.3058774092, ""Croston"": 809688.0741076976, ""TSB"": 809688.0741076976, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 535935.9836686334}";PC000996
PC000473;48;Croston;6641,36;[7961.63];19,9;ok;"{""ARIMA"": 437870.2002748821, ""ExponentialSmoothing"": 558268.9378306865, ""SARIMAX"": 600685.305489489, ""Holt"": 422962.0342112179, ""Prophet"": 561808.9202197329, ""Croston"": 418957.2497735989, ""TSB"": 418957.2497735989, ""Ensemble"": 420150.4876296983, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 666671.5776222309}";PC000473
PC000006;48;Prophet;6834,43;[7061.47];3,3;ok;"{""ARIMA"": 678415.9437136102, ""ExponentialSmoothing"": 387329.53528878087, ""SARIMAX"": 788979.3843891606, ""Holt"": 1304833.2880759444, ""Prophet"": 287602.1213481315, ""Croston"": 914188.939683434, ""TSB"": 914188.939683434, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 575328.7211838173}";PC000006
PC000099;48;ARIMA;7230,97;[7423.01];2,7;ok;"{""ARIMA"": 751622.4639412846, ""ExponentialSmoothing"": 1153272.6311339147, ""SARIMAX"": 1488135.3473066008, ""Holt"": 1523954.4369864387, ""Prophet"": 1410399.0555138553, ""Croston"": 1115411.950983497, ""TSB"": 1115411.950983497, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1670785.2359433465}";PC000099
PC000604;48;Ensemble;6787,92;[7286.9];7,4;ok;"{""ARIMA"": 458695.8473869254, ""ExponentialSmoothing"": 524205.0346078703, ""SARIMAX"": 389631.55080742756, ""Holt"": 1299617.5452821478, ""Prophet"": 399958.68375333765, ""Croston"": 500145.0936964024, ""TSB"": 500145.0936964024, ""Ensemble"": 367510.13127676124, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1258077.8539571706}";PC000604
PC000946;48;ARIMA;6345,77;[6959.36];9,7;ok;"{""ARIMA"": 486833.9932440238, ""ExponentialSmoothing"": 593262.5006360671, ""SARIMAX"": 893541.6201392905, ""Holt"": 991252.8355079464, ""Prophet"": 586476.1340199007, ""Croston"": 553234.4857942589, ""TSB"": 553234.4857942589, ""Ensemble"": 524087.4131257571, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1095310.920722824}";PC000946
PC000875;48;ARIMA;6164,4;[6742.5];9,4;ok;"{""ARIMA"": 461124.84559847455, ""ExponentialSmoothing"": 697434.5507534898, ""SARIMAX"": 731159.4845674037, ""Holt"": 623900.2679051794, ""Prophet"": 884296.853482756, ""Croston"": 624249.4707934976, ""TSB"": 624249.4707934976, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 652388.9227719088}";PC000875
PC000773;48;Holt;7852,42;[7684.33];-2,1;ok;"{""ARIMA"": 652804.3795549608, ""ExponentialSmoothing"": 1390323.26940652, ""SARIMAX"": 867056.6142585082, ""Holt"": 125836.96767226444, ""Prophet"": 1520160.568123467, ""Croston"": 314115.15775720665, ""TSB"": 314115.15775720665, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 844108.2720068031}";PC000773
PC000255;48;SARIMAX;6318,19;[6538.45];3,5;ok;"{""ARIMA"": 724218.6518672919, ""ExponentialSmoothing"": 651138.9378555831, ""SARIMAX"": 497436.95847393037, ""Holt"": 881564.7796369713, ""Prophet"": 675981.2864189661, ""Croston"": 735520.3186161806, ""TSB"": 735520.3186161806, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 559194.246582131}";PC000255
PC000771;48;Ensemble;6649,57;[7313.15];10,0;ok;"{""ARIMA"": 674591.950194429, ""ExponentialSmoothing"": 584515.8925973758, ""SARIMAX"": 1346374.5536624454, ""Holt"": 407786.8805308055, ""Prophet"": 449873.8557600456, ""Croston"": 406742.36471278634, ""TSB"": 406742.36471278634, ""Ensemble"": 404967.4944117351, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 882186.917935494}";PC000771
PC000819;48;SARIMAX;7375,41;[7168.25];-2,8;ok;"{""ARIMA"": 417875.1873408802, ""ExponentialSmoothing"": 161697.0334692384, ""SARIMAX"": 120486.71465292216, ""Holt"": 813834.9159499082, ""Prophet"": 245943.7755305582, ""Croston"": 356457.87663300795, ""TSB"": 356457.87663300795, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 438569.32660981425}";PC000819
PC000245;48;ARIMA;5656,57;[6040.82];6,8;ok;"{""ARIMA"": 410244.17844093964, ""ExponentialSmoothing"": 1025359.3109673522, ""SARIMAX"": 1363551.320546758, ""Holt"": 2662768.714860986, ""Prophet"": 427156.2726264735, ""Croston"": 559699.6099590188, ""TSB"": 559699.6099590188, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1140359.8811612625}";PC000245
PC000032;48;SARIMAX;6110,08;[6564.4];7,4;ok;"{""ARIMA"": 274103.88340290036, ""ExponentialSmoothing"": 113543.5572837402, ""SARIMAX"": 86300.70297267607, ""Holt"": 270427.539066654, ""Prophet"": 197440.89158140155, ""Croston"": 212046.66880805566, ""TSB"": 212046.66880805566, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 138388.72046921507}";PC000032
PC000506;48;SARIMAX;5282,6;[6048.56];14,5;ok;"{""ARIMA"": 273112.0138783389, ""ExponentialSmoothing"": 78651.58507310614, ""SARIMAX"": 68631.7166423367, ""Holt"": 486835.71472013294, ""Prophet"": 116894.52541022825, ""Croston"": 445528.4265881395, ""TSB"": 445528.4265881395, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 108542.7903898252}";PC000506
PC000883;48;ExponentialSmoothing;6101,04;[5338.72];-12,5;ok;"{""ARIMA"": 655508.2583510537, ""ExponentialSmoothing"": 598101.8456462837, ""SARIMAX"": 668366.6889159471, ""Holt"": 936764.2786614602, ""Prophet"": 606276.4464868427, ""Croston"": 765765.4739231515, ""TSB"": 765765.4739231515, ""Ensemble"": 605194.7197086865, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 634352.136679215}";PC000883
PC000920;48;Holt;4850,08;[6473.73];33,5;ok;"{""ARIMA"": 828136.3923716155, ""ExponentialSmoothing"": 1189809.2039801588, ""SARIMAX"": 1178830.8870029782, ""Holt"": 629537.3768184077, ""Prophet"": 643270.5584851073, ""Croston"": 1154860.4196704389, ""TSB"": 1154860.4196704389, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1291608.3577479888}";PC000920
PC000983;48;ARIMA;6748,49;[6443.01];-4,5;ok;"{""ARIMA"": 95107.40931095344, ""ExponentialSmoothing"": 207808.2561123343, ""SARIMAX"": 186195.95996527412, ""Holt"": 412751.17440097727, ""Prophet"": 324425.9609407611, ""Croston"": 173922.50430534504, ""TSB"": 173922.50430534504, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 243923.1469296425}";PC000983
PC000348;48;SARIMAX;5291,52;[5454.04];3,1;ok;"{""ARIMA"": 328368.073991294, ""ExponentialSmoothing"": 232390.14740626377, ""SARIMAX"": 164918.92405592292, ""Holt"": 581993.2323240025, ""Prophet"": 236986.80851758822, ""Croston"": 534390.0089911735, ""TSB"": 534390.0089911735, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 193052.7074948548}";PC000348
PC000860;48;SARIMAX;5175,17;[5514.73];6,6;ok;"{""ARIMA"": 427707.6778547939, ""ExponentialSmoothing"": 392404.6476513239, ""SARIMAX"": 306979.76038005255, ""Holt"": 407986.43200803705, ""Prophet"": 546353.7491787442, ""Croston"": 404776.9050192232, ""TSB"": 404776.9050192232, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 547208.4562840232}";PC000860
PC000833;48;Croston;5348,33;[6055.35];13,2;ok;"{""ARIMA"": 596795.7292862082, ""ExponentialSmoothing"": 665123.4230411128, ""SARIMAX"": 705459.5879970886, ""Holt"": 703237.6174000808, ""Prophet"": 751936.7645171098, ""Croston"": 483356.5119415655, ""TSB"": 483356.5119415655, ""Ensemble"": 511446.34622026695, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 721454.9871338122}";PC000833
PC000058;48;ExponentialSmoothing;5205,49;[4890.34];-6,1;ok;"{""ARIMA"": 221927.5067453035, ""ExponentialSmoothing"": 42815.87285041805, ""SARIMAX"": 88829.29234057931, ""Holt"": 1061450.5162003043, ""Prophet"": 83629.38210223369, ""Croston"": 486238.1824959514, ""TSB"": 486238.1824959514, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 457318.86961358367}";PC000058
PC000834;48;Ensemble;5029,27;[5532.6];10,0;ok;"{""ARIMA"": 457152.77345605195, ""ExponentialSmoothing"": 458542.21183335717, ""SARIMAX"": 450970.8390303512, ""Holt"": 849595.5861101988, ""Prophet"": 589094.3643965701, ""Croston"": 548036.8419911034, ""TSB"": 548036.8419911034, ""Ensemble"": 432077.45111539663, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 466829.72536931187}";PC000834
PC000723;48;Ensemble;5395,57;[5965.36];10,6;ok;"{""ARIMA"": 594144.3383280871, ""ExponentialSmoothing"": 748887.8509303484, ""SARIMAX"": 745999.9462691735, ""Holt"": 523612.78445906175, ""Prophet"": 627788.7406229364, ""Croston"": 517854.95226190495, ""TSB"": 517854.95226190495, ""Ensemble"": 512099.4380962469, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 735418.6443417538}";PC000723
PC000015;48;Ensemble;5139,47;[5572.92];8,4;ok;"{""ARIMA"": 1659511.3456020895, ""ExponentialSmoothing"": 535815.894713178, ""SARIMAX"": 344306.40391278703, ""Holt"": 945958.5196237685, ""Prophet"": 525252.323243016, ""Croston"": 343448.9341426, ""TSB"": 343448.9341426, ""Ensemble"": 248040.52871956458, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 585472.3875777827}";PC000015
PC000007;48;ExponentialSmoothing;5846,38;[5013.47];-14,2;ok;"{""ARIMA"": 534199.5352083399, ""ExponentialSmoothing"": 431521.64346653037, ""SARIMAX"": 547817.8728586705, ""Holt"": 919397.7399067259, ""Prophet"": 483633.9603109092, ""Croston"": 576272.8425078635, ""TSB"": 576272.8425078635, ""Ensemble"": 458225.5354442244, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 572362.1408386902}";PC000007
