Produto;Mes;Modelo;Previsto;Real;Erro %;Bias;MediaHistorica
PC000378;2026-05-01 00:00:00;Ensemble;9097,89;10398,08;12,5;-1300,19;9327,92
PC000378;2026-06-01 00:00:00;Ensemble;9077,4;9056,39;0,2;21,01;9327,92
PC000378;2026-07-01 00:00:00;Ensemble;8257,37;9391,81;12,1;-1134,44;9327,92
PC000378;2026-08-01 00:00:00;Ensemble;8840,63;8050,13;9,8;790,5;9327,92
PC000354;2026-03-01 00:00:00;LightGBM (pooled);9167,05;10121,64;9,4;-954,59;9129,32
PC000354;2026-04-01 00:00:00;LightGBM (pooled);8690,96;8335,47;4,3;355,49;9129,32
PC000354;2026-05-01 00:00:00;LightGBM (pooled);8786,21;8930,86;1,6;-144,65;9129,32
PC000354;2026-06-01 00:00:00;LightGBM (pooled);8429,32;7740,08;8,9;689,24;9129,32
PC000354;2026-07-01 00:00:00;LightGBM (pooled);8292,68;8335,47;0,5;-42,79;9129,32
PC000354;2026-08-01 00:00:00;LightGBM (pooled);8187,57;9526,25;14,1;-1338,68;9129,32
PC000295;2026-03-01 00:00:00;ExponentialSmoothing;9846,95;9079,54;8,5;767,41;9079,54
PC000295;2026-04-01 00:00:00;ExponentialSmoothing;9968,11;10781,95;7,5;-813,84;9079,54
PC000295;2026-05-01 00:00:00;ExponentialSmoothing;8622,02;9647,01;10,6;-1024,99;9079,54
PC000295;2026-06-01 00:00:00;ExponentialSmoothing;8612,04;8512,07;1,2;99,97;9079,54
PC000295;2026-07-01 00:00:00;ExponentialSmoothing;8607,15;9079,54;5,2;-472,39;9079,54
PC000295;2026-08-01 00:00:00;ExponentialSmoothing;8240,98;7944,59;3,7;296,39;9079,54
PC000785;2026-03-01 00:00:00;LightGBM (pooled);9664,56;9300,82;3,9;363,74;8908,25
PC000785;2026-04-01 00:00:00;LightGBM (pooled);9432,56;7187,0;31,2;2245,56;8908,25
PC000785;2026-05-01 00:00:00;LightGBM (pooled);9329,75;8032,53;16,1;1297,22;8908,25
PC000785;2026-06-01 00:00:00;LightGBM (pooled);9001,03;8878,06;1,4;122,97;8908,25
PC000785;2026-07-01 00:00:00;LightGBM (pooled);8590,41;7187,0;19,5;1403,41;8908,25
PC000785;2026-08-01 00:00:00;LightGBM (pooled);8503,38;8455,29;0,6;48,09;8908,25
PC000683;2026-03-01 00:00:00;LightGBM (pooled);8941,41;8974,58;0,4;-33,17;8648,44
PC000683;2026-04-01 00:00:00;LightGBM (pooled);8690,96;8974,58;3,2;-283,62;8648,44
PC000683;2026-05-01 00:00:00;LightGBM (pooled);8761,94;9446,93;7,3;-684,99;8648,44
PC000683;2026-06-01 00:00:00;LightGBM (pooled);8388,65;8502,23;1,3;-113,58;8648,44
PC000683;2026-07-01 00:00:00;LightGBM (pooled);8292,68;8974,58;7,6;-681,9;8648,44
PC000683;2026-08-01 00:00:00;LightGBM (pooled);8187,57;6612,85;23,8;1574,72;8648,44
PC000441;2026-03-01 00:00:00;Prophet;8440,18;7972,19;5,9;467,99;8320,18
PC000441;2026-04-01 00:00:00;Prophet;8405,34;8636,54;2,7;-231,2;8320,18
PC000441;2026-05-01 00:00:00;Prophet;8622,95;8636,54;0,2;-13,59;8320,18
PC000441;2026-06-01 00:00:00;Prophet;8866,95;9300,89;4,7;-433,94;8320,18
PC000441;2026-07-01 00:00:00;Prophet;7557,09;7307,84;3,4;249,25;8320,18
PC000441;2026-08-01 00:00:00;Prophet;7925,66;6643,49;19,3;1282,17;8320,18
PC000373;2026-03-01 00:00:00;ExponentialSmoothing;8424,88;8679,89;2,9;-255,01;8251,8
PC000373;2026-04-01 00:00:00;ExponentialSmoothing;8238,77;9299,88;11,4;-1061,11;8251,8
PC000373;2026-05-01 00:00:00;ExponentialSmoothing;7901,5;8679,89;9,0;-778,39;8251,8
PC000373;2026-06-01 00:00:00;ExponentialSmoothing;7918,8;8059,9;1,8;-141,1;8251,8
PC000373;2026-07-01 00:00:00;ExponentialSmoothing;7654,15;8059,9;5,0;-405,75;8251,8
PC000373;2026-08-01 00:00:00;ExponentialSmoothing;7333,04;6819,91;7,5;513,13;8251,8
PC000996;2026-03-01 00:00:00;LightGBM (pooled);8427,04;8913,23;5,5;-486,19;8139,25
PC000996;2026-04-01 00:00:00;LightGBM (pooled);8428,5;9437,54;10,7;-1009,04;8139,25
PC000996;2026-05-01 00:00:00;LightGBM (pooled);8371,75;7340,31;14,1;1031,44;8139,25
PC000996;2026-06-01 00:00:00;LightGBM (pooled);8259,54;7864,61;5,0;394,93;8139,25
PC000996;2026-07-01 00:00:00;LightGBM (pooled);8154,43;7864,61;3,7;289,82;8139,25
PC000996;2026-08-01 00:00:00;LightGBM (pooled);8057,92;6816,0;18,2;1241,92;8139,25
PC000206;2026-03-01 00:00:00;LightGBM (pooled);8737,14;9291,61;6,0;-554,47;8102,51
PC000206;2026-04-01 00:00:00;LightGBM (pooled);8654,12;9291,61;6,9;-637,49;8102,51
PC000206;2026-05-01 00:00:00;LightGBM (pooled);8597,37;8130,16;5,7;467,21;8102,51
PC000206;2026-06-01 00:00:00;LightGBM (pooled);8388,65;9291,61;9,7;-902,96;8102,51
PC000206;2026-07-01 00:00:00;LightGBM (pooled);8292,68;7549,43;9,8;743,25;8102,51
PC000206;2026-08-01 00:00:00;LightGBM (pooled);8187,57;6968,71;17,5;1218,86;8102,51
PC000473;2026-03-01 00:00:00;ExponentialSmoothing;8022,32;7848,88;2,2;173,44;8021,38
PC000473;2026-04-01 00:00:00;ExponentialSmoothing;8228,24;7848,88;4,8;379,36;8021,38
PC000473;2026-05-01 00:00:00;ExponentialSmoothing;7832,18;8452,64;7,3;-620,46;8021,38
PC000473;2026-06-01 00:00:00;ExponentialSmoothing;7231,21;8452,64;14,5;-1221,43;8021,38
PC000473;2026-07-01 00:00:00;ExponentialSmoothing;7636,1;8452,64;9,7;-816,54;8021,38
PC000473;2026-08-01 00:00:00;ExponentialSmoothing;7436,35;6641,36;12,0;794,99;8021,38
PC000006;2026-03-01 00:00:00;Ensemble;8221,75;8937,33;8,0;-715,58;7948,47
PC000006;2026-04-01 00:00:00;Ensemble;8130,64;8937,33;9,0;-806,69;7948,47
PC000006;2026-05-01 00:00:00;Ensemble;8210,77;7360,16;11,6;850,61;7948,47
PC000006;2026-06-01 00:00:00;Ensemble;7412,04;6834,43;8,5;577,61;7948,47
PC000006;2026-07-01 00:00:00;Ensemble;6596,09;7360,16;10,4;-764,07;7948,47
PC000006;2026-08-01 00:00:00;Ensemble;6812,35;6834,43;0,3;-22,08;7948,47
PC000099;2026-03-01 00:00:00;ExponentialSmoothing;8304,1;8545,69;2,8;-241,59;7778,77
PC000099;2026-04-01 00:00:00;ExponentialSmoothing;8298,95;7230,97;14,8;1067,98;7778,77
PC000099;2026-05-01 00:00:00;ExponentialSmoothing;8250,0;6573,61;25,5;1676,39;7778,77
PC000099;2026-06-01 00:00:00;ExponentialSmoothing;8019,96;6573,61;22,0;1446,35;7778,77
PC000099;2026-07-01 00:00:00;ExponentialSmoothing;7322,99;7888,33;7,2;-565,34;7778,77
PC000099;2026-08-01 00:00:00;ExponentialSmoothing;6524,66;7230,97;9,8;-706,31;7778,77
PC000604;2026-03-01 00:00:00;Ensemble;7310,15;7096,46;3,0;213,69;7537,24
PC000604;2026-04-01 00:00:00;Ensemble;7715,27;8022,09;3,8;-306,82;7537,24
PC000604;2026-05-01 00:00:00;Ensemble;7147,57;8639,17;17,3;-1491,6;7537,24
PC000604;2026-06-01 00:00:00;Ensemble;7425,23;7405,01;0,3;20,22;7537,24
PC000604;2026-07-01 00:00:00;Ensemble;7038,23;6787,92;3,7;250,31;7537,24
PC000604;2026-08-01 00:00:00;Ensemble;6403,28;6787,92;5,7;-384,64;7537,24
PC000875;2026-03-01 00:00:00;LightGBM (pooled);6820,82;7285,2;6,4;-464,38;7325,23
PC000875;2026-04-01 00:00:00;LightGBM (pooled);6580,6;6164,4;6,8;416,2;7325,23
PC000875;2026-05-01 00:00:00;LightGBM (pooled);6565,98;6724,8;2,4;-158,82;7325,23
PC000875;2026-06-01 00:00:00;LightGBM (pooled);6342,35;6724,8;5,7;-382,45;7325,23
PC000875;2026-07-01 00:00:00;LightGBM (pooled);6246,55;7845,6;20,4;-1599,05;7325,23
PC000875;2026-08-01 00:00:00;LightGBM (pooled);6153,78;6164,4;0,2;-10,62;7325,23
PC000946;2026-03-01 00:00:00;LightGBM (pooled);8111,31;7092,33;14,4;1018,98;7261,19
PC000946;2026-04-01 00:00:00;LightGBM (pooled);7841,78;7838,89;0,0;2,89;7261,19
PC000946;2026-05-01 00:00:00;LightGBM (pooled);7538,36;8212,17;8,2;-673,81;7261,19
PC000946;2026-06-01 00:00:00;LightGBM (pooled);7395,67;7092,33;4,3;303,34;7261,19
PC000946;2026-07-01 00:00:00;LightGBM (pooled);7395,67;8212,17;9,9;-816,5;7261,19
PC000946;2026-08-01 00:00:00;LightGBM (pooled);7061,95;6345,77;11,3;716,18;7261,19
PC000773;2026-03-01 00:00:00;LightGBM (pooled);7339,06;7852,42;6,5;-513,36;7120,15
PC000773;2026-04-01 00:00:00;LightGBM (pooled);7312,52;7852,42;6,9;-539,9;7120,15
PC000773;2026-05-01 00:00:00;LightGBM (pooled);6938,05;7852,42;11,6;-914,37;7120,15
