Produto;Mes;Modelo;Previsto;Real;Erro %;Bias;MediaHistorica
PC000425;2026-08-01 00:00:00;Prophet;38415,04;32869,98;16,9;5545,06;39649,29
PC000295;2026-03-01 00:00:00;SARIMAX;45111,61;40262,0;12,0;4849,61;38999,68
PC000295;2026-04-01 00:00:00;SARIMAX;46775,02;40710,07;14,9;6064,95;38999,68
PC000295;2026-05-01 00:00:00;SARIMAX;41551,11;37126,58;11,9;4424,53;38999,68
PC000295;2026-06-01 00:00:00;SARIMAX;44438,46;38500,33;15,4;5938,13;38999,68
PC000295;2026-07-01 00:00:00;SARIMAX;41845,65;39845,32;5,0;2000,33;38999,68
PC000295;2026-08-01 00:00:00;SARIMAX;40647,5;35484,3;14,6;5163,2;38999,68
PC000210;2026-03-01 00:00:00;Prophet;39791,08;36628,77;8,6;3162,31;37684,92
PC000210;2026-04-01 00:00:00;Prophet;39746,14;38152,4;4,2;1593,74;37684,92
PC000210;2026-05-01 00:00:00;Prophet;39681,56;36606,86;8,4;3074,7;37684,92
PC000210;2026-06-01 00:00:00;Prophet;36394,23;38718,98;6,0;-2324,75;37684,92
PC000210;2026-07-01 00:00:00;Prophet;34478,71;35331,41;2,4;-852,7;37684,92
PC000210;2026-08-01 00:00:00;Prophet;33043,7;38821,15;14,9;-5777,45;37684,92
PC000819;2026-03-01 00:00:00;ExponentialSmoothing;37738,06;39785,16;5,1;-2047,1;37272,62
PC000819;2026-04-01 00:00:00;ExponentialSmoothing;35744,65;38279,42;6,6;-2534,77;37272,62
PC000819;2026-05-01 00:00:00;ExponentialSmoothing;37074,5;34748,44;6,7;2326,06;37272,62
PC000819;2026-06-01 00:00:00;ExponentialSmoothing;35696,2;31844,13;12,1;3852,07;37272,62
PC000819;2026-07-01 00:00:00;ExponentialSmoothing;30588,36;34330,34;10,9;-3741,98;37272,62
PC000819;2026-08-01 00:00:00;ExponentialSmoothing;34453,51;32723,18;5,3;1730,33;37272,62
PC000357;2026-03-01 00:00:00;Prophet;37535,75;32246,46;16,4;5289,29;35843,1
PC000357;2026-04-01 00:00:00;Prophet;37691,03;41384,03;8,9;-3693,0;35843,1
PC000357;2026-05-01 00:00:00;Prophet;37138,0;35639,36;4,2;1498,64;35843,1
PC000357;2026-06-01 00:00:00;Prophet;34343,93;38293,25;10,3;-3949,32;35843,1
PC000357;2026-07-01 00:00:00;Prophet;35920,42;37252,14;3,6;-1331,72;35843,1
PC000357;2026-08-01 00:00:00;Prophet;33344,45;33422,35;0,2;-77,9;35843,1
PC000600;2026-03-01 00:00:00;SARIMAX;34998,99;40814,25;14,2;-5815,26;34819,24
PC000600;2026-04-01 00:00:00;SARIMAX;37882,59;35984,3;5,3;1898,29;34819,24
PC000600;2026-05-01 00:00:00;SARIMAX;36996,59;37218,13;0,6;-221,54;34819,24
PC000600;2026-06-01 00:00:00;SARIMAX;35583,38;33852,66;5,1;1730,72;34819,24
PC000600;2026-07-01 00:00:00;SARIMAX;35552,23;28724,24;23,8;6827,99;34819,24
PC000600;2026-08-01 00:00:00;SARIMAX;35128,43;33712,2;4,2;1416,23;34819,24
PC000007;2026-03-01 00:00:00;ExponentialSmoothing;35513,99;39922,58;11,0;-4408,59;33707,96
PC000007;2026-04-01 00:00:00;ExponentialSmoothing;37214,26;36202,34;2,8;1011,92;33707,96
PC000007;2026-05-01 00:00:00;ExponentialSmoothing;38596,81;33377,06;15,6;5219,75;33707,96
PC000007;2026-06-01 00:00:00;ExponentialSmoothing;32257,15;32716,46;1,4;-459,31;33707,96
PC000007;2026-07-01 00:00:00;ExponentialSmoothing;31847,18;33129,75;3,9;-1282,57;33707,96
PC000007;2026-08-01 00:00:00;ExponentialSmoothing;34220,8;34620,85;1,2;-400,05;33707,96
PC000773;2026-03-01 00:00:00;Prophet;35073,54;33828,58;3,7;1244,96;33693,62
PC000773;2026-04-01 00:00:00;Prophet;36933,14;36627,89;0,8;305,25;33693,62
PC000773;2026-05-01 00:00:00;Prophet;35538,86;34534,76;2,9;1004,1;33693,62
PC000773;2026-06-01 00:00:00;Prophet;32532,35;33096,99;1,7;-564,64;33693,62
PC000773;2026-07-01 00:00:00;Prophet;31517,23;31761,85;0,8;-244,62;33693,62
PC000773;2026-08-01 00:00:00;Prophet;32404,51;29591,51;9,5;2813,0;33693,62
PC000855;2026-03-01 00:00:00;SARIMAX;36026,28;39557,92;8,9;-3531,64;32863,65
PC000855;2026-04-01 00:00:00;SARIMAX;34838,72;35696,06;2,4;-857,34;32863,65
PC000855;2026-05-01 00:00:00;SARIMAX;33906,35;33472,49;1,3;433,86;32863,65
PC000855;2026-06-01 00:00:00;SARIMAX;32897,61;32378,2;1,6;519,41;32863,65
PC000855;2026-07-01 00:00:00;SARIMAX;32526,55;32091,89;1,4;434,66;32863,65
PC000855;2026-08-01 00:00:00;SARIMAX;30499,94;31349,29;2,7;-849,35;32863,65
PC000016;2026-03-01 00:00:00;ExponentialSmoothing;33138,27;31844,2;4,1;1294,07;32846,54
PC000016;2026-04-01 00:00:00;ExponentialSmoothing;33068,06;39302,54;15,9;-6234,48;32846,54
PC000016;2026-05-01 00:00:00;ExponentialSmoothing;35651,11;33879,64;5,2;1771,47;32846,54
PC000016;2026-06-01 00:00:00;ExponentialSmoothing;33794,73;32525,15;3,9;1269,58;32846,54
PC000016;2026-07-01 00:00:00;ExponentialSmoothing;30322,04;31165,72;2,7;-843,68;32846,54
PC000016;2026-08-01 00:00:00;ExponentialSmoothing;31031,0;29135,22;6,5;1895,78;32846,54
PC000146;2026-03-01 00:00:00;ExponentialSmoothing;30652,58;32465,43;5,6;-1812,85;31565,38
PC000146;2026-04-01 00:00:00;ExponentialSmoothing;30972,38;30342,56;2,1;629,82;31565,38
PC000146;2026-05-01 00:00:00;ExponentialSmoothing;29943,79;31781,15;5,8;-1837,36;31565,38
PC000146;2026-06-01 00:00:00;ExponentialSmoothing;28795,75;30342,56;5,1;-1546,81;31565,38
PC000146;2026-07-01 00:00:00;ExponentialSmoothing;29365,43;28886,31;1,7;479,12;31565,38
PC000146;2026-08-01 00:00:00;ExponentialSmoothing;25335,88;30342,56;16,5;-5006,68;31565,38
PC000591;2026-03-01 00:00:00;ExponentialSmoothing;30558,64;32329,36;5,5;-1770,72;31361,09
PC000591;2026-04-01 00:00:00;ExponentialSmoothing;30167,71;32354,74;6,8;-2187,03;31361,09
PC000591;2026-05-01 00:00:00;ExponentialSmoothing;30807,99;34014,27;9,4;-3206,28;31361,09
PC000591;2026-06-01 00:00:00;ExponentialSmoothing;30808,41;32252,58;4,5;-1444,17;31361,09
PC000591;2026-07-01 00:00:00;ExponentialSmoothing;26918,18;27941,55;3,7;-1023,37;31361,09
PC000591;2026-08-01 00:00:00;ExponentialSmoothing;25075,22;28768,66;12,8;-3693,44;31361,09
PC000673;2026-03-01 00:00:00;Prophet;31133,32;29092,58;7,0;2040,74;30686,09
PC000673;2026-04-01 00:00:00;Prophet;30235,73;27225,57;11,1;3010,16;30686,09
PC000673;2026-05-01 00:00:00;Prophet;32784,64;29666,49;10,5;3118,15;30686,09
PC000673;2026-06-01 00:00:00;Prophet;29196,58;29739,13;1,8;-542,55;30686,09
PC000673;2026-07-01 00:00:00;Prophet;30531,29;27978,01;9,1;2553,28;30686,09
PC000673;2026-08-01 00:00:00;Prophet;28612,7;25464,45;12,4;3148,25;30686,09
PC000896;2026-03-01 00:00:00;Prophet;34108,7;31574,02;8,0;2534,68;30430,7
PC000896;2026-04-01 00:00:00;Prophet;33271,1;29894,9;11,3;3376,2;30430,7
PC000896;2026-05-01 00:00:00;Prophet;31781,26;32693,44;2,8;-912,18;30430,7
PC000896;2026-06-01 00:00:00;Prophet;28369,83;31603,02;10,2;-3233,19;30430,7
PC000896;2026-07-01 00:00:00;Prophet;31011,37;31430,02;1,3;-418,65;30430,7
PC000896;2026-08-01 00:00:00;Prophet;27083,38;28324,02;4,4;-1240,64;30430,7
PC000588;2026-03-01 00:00:00;Prophet;30372,11;30516,34;0,5;-144,23;29415,58
PC000588;2026-04-01 00:00:00;Prophet;30068,03;30568,8;1,6;-500,77;29415,58
PC000588;2026-05-01 00:00:00;Prophet;29337,97;28630,44;2,5;707,53;29415,58
PC000588;2026-06-01 00:00:00;Prophet;29691,97;28279,07;5,0;1412,9;29415,58
PC000588;2026-07-01 00:00:00;Prophet;27048,28;28942,68;6,5;-1894,4;29415,58
PC000588;2026-08-01 00:00:00;Prophet;30205,07;23249,55;29,9;6955,52;29415,58
PC000547;2026-03-01 00:00:00;ExponentialSmoothing;29542,08;30520,9;3,2;-978,82;28900,41
PC000547;2026-04-01 00:00:00;ExponentialSmoothing;29766,45;26916,61;10,6;2849,84;28900,41
PC000547;2026-05-01 00:00:00;ExponentialSmoothing;27654,32;27923,58;1,0;-269,26;28900,41
PC000547;2026-06-01 00:00:00;ExponentialSmoothing;27181,59;27452,98;1,0;-271,39;28900,41
PC000547;2026-07-01 00:00:00;ExponentialSmoothing;26929,33;26408,42;2,0;520,91;28900,41
PC000547;2026-08-01 00:00:00;ExponentialSmoothing;26515,61;25890,84;2,4;624,77;28900,41
PC000875;2026-03-01 00:00:00;ExponentialSmoothing;28417,08;29087,03;2,3;-669,95;28858,49
PC000875;2026-04-01 00:00:00;ExponentialSmoothing;28200,28;26044,91;8,3;2155,37;28858,49
PC000875;2026-05-01 00:00:00;ExponentialSmoothing;27770,26;30073,27;7,7;-2303,01;28858,49
PC000875;2026-06-01 00:00:00;ExponentialSmoothing;26837,07;30028,8;10,6;-3191,73;28858,49
PC000875;2026-07-01 00:00:00;ExponentialSmoothing;25995,69;28167,52;7,7;-2171,83;28858,49
PC000875;2026-08-01 00:00:00;ExponentialSmoothing;24548,96;25978,19;5,5;-1429,23;28858,49
PC000520;2026-03-01 00:00:00;ExponentialSmoothing;29044,25;28361,52;2,4;682,73;28746,83
PC000520;2026-04-01 00:00:00;ExponentialSmoothing;28617,57;29622,81;3,4;-1005,24;28746,83
PC000520;2026-05-01 00:00:00;ExponentialSmoothing;28015,16;31576,47;11,3;-3561,31;28746,83
PC000520;2026-06-01 00:00:00;ExponentialSmoothing;26346,37;26387,97;0,2;-41,6;28746,83
PC000520;2026-07-01 00:00:00;ExponentialSmoothing;26081,92;26418,83;1,3;-336,91;28746,83
PC000520;2026-08-01 00:00:00;ExponentialSmoothing;24765,83;27710,98;10,6;-2945,15;28746,83
PC000665;2026-03-01 00:00:00;ExponentialSmoothing;28552,24;32859,74;13,1;-4307,5;28458,27
PC000665;2026-04-01 00:00:00;ExponentialSmoothing;29511,92;31270,38;5,6;-1758,46;28458,27
PC000665;2026-05-01 00:00:00;ExponentialSmoothing;27893,83;26045,72;7,1;1848,11;28458,27
PC000665;2026-06-01 00:00:00;ExponentialSmoothing;28188,02;27148,07;3,8;1039,95;28458,27
PC000665;2026-07-01 00:00:00;ExponentialSmoothing;26704,11;25710,7;3,9;993,41;28458,27
PC000665;2026-08-01 00:00:00;ExponentialSmoothing;27134,63;24285,74;11,7;2848,89;28458,27
PC000668;2026-03-01 00:00:00;ExponentialSmoothing;27973,22;24549,97;13,9;3423,25;27506,11
PC000668;2026-04-01 00:00:00;ExponentialSmoothing;26351,23;26788,79;1,6;-437,56;27506,11
PC000668;2026-05-01 00:00:00;ExponentialSmoothing;25647,29;28896,24;11,2;-3248,95;27506,11
PC000668;2026-06-01 00:00:00;ExponentialSmoothing;26620,2;27551,06;3,4;-930,86;27506,11
PC000668;2026-07-01 00:00:00;ExponentialSmoothing;26319,52;26920,15;2,2;-600,63;27506,11
PC000668;2026-08-01 00:00:00;ExponentialSmoothing;23524,99;20538,41;14,5;2986,58;27506,11
PC000903;2026-03-01 00:00:00;ExponentialSmoothing;27976,38;35380,3;20,9;-7403,92;27338,34
PC000903;2026-04-01 00:00:00;ExponentialSmoothing;30053,56;32029,51;6,2;-1975,95;27338,34
PC000903;2026-05-01 00:00:00;ExponentialSmoothing;24833,6;31516,06;21,2;-6682,46;27338,34
PC000903;2026-06-01 00:00:00;ExponentialSmoothing;24461,48;32638,42;25,1;-8176,94;27338,34
PC000903;2026-07-01 00:00:00;ExponentialSmoothing;24219,09;32611,68;25,7;-8392,59;27338,34
PC000903;2026-08-01 00:00:00;ExponentialSmoothing;23149,74;31486,48;26,5;-8336,74;27338,34
PC000015;2026-03-01 00:00:00;SARIMAX;30309,47;25815,82;17,4;4493,65;26665,42
PC000015;2026-04-01 00:00:00;SARIMAX;32040,77;26897,77;19,1;5143,0;26665,42
PC000015;2026-05-01 00:00:00;SARIMAX;28803,59;29390,71;2,0;-587,12;26665,42
PC000015;2026-06-01 00:00:00;SARIMAX;28736,6;25358,52;13,3;3378,08;26665,42
PC000015;2026-07-01 00:00:00;SARIMAX;28441,32;23003,15;23,6;5438,17;26665,42
PC000015;2026-08-01 00:00:00;SARIMAX;27107,39;23755,46;14,1;3351,93;26665,42
PC000853;2026-03-01 00:00:00;Prophet;29000,26;27746,2;4,5;1254,06;26356,38
PC000853;2026-04-01 00:00:00;Prophet;28156,96;25556,16;10,2;2600,8;26356,38
PC000853;2026-05-01 00:00:00;Prophet;27623,04;29944,85;7,8;-2321,81;26356,38
PC000853;2026-06-01 00:00:00;Prophet;28301,05;32569,11;13,1;-4268,06;26356,38
PC000853;2026-07-01 00:00:00;Prophet;23043,63;31844,84;27,6;-8801,21;26356,38
PC000853;2026-08-01 00:00:00;Prophet;23763,77;28284,38;16,0;-4520,61;26356,38
PC000901;2026-03-01 00:00:00;ExponentialSmoothing;25689,13;24560,55;4,6;1128,58;26060,32
PC000901;2026-04-01 00:00:00;ExponentialSmoothing;26339,7;29426,92;10,5;-3087,22;26060,32
PC000901;2026-05-01 00:00:00;ExponentialSmoothing;25433,08;27893,01;8,8;-2459,93;26060,32
PC000901;2026-06-01 00:00:00;ExponentialSmoothing;24638,53;24504,73;0,5;133,8;26060,32
PC000901;2026-07-01 00:00:00;ExponentialSmoothing;23680,41;28463,42;16,8;-4783,01;26060,32
PC000901;2026-08-01 00:00:00;ExponentialSmoothing;23791,89;24397,91;2,5;-606,02;26060,32
PC000996;2026-03-01 00:00:00;Prophet;26020,25;27322,2;4,8;-1301,95;25895,11
PC000996;2026-04-01 00:00:00;Prophet;26178,96;26164,42;0,1;14,54;25895,11
PC000996;2026-05-01 00:00:00;Prophet;26930,8;27279,44;1,3;-348,64;25895,11
PC000996;2026-06-01 00:00:00;Prophet;25740,81;25712,88;0,1;27,93;25895,11
PC000996;2026-07-01 00:00:00;Prophet;21788,45;27091,12;19,6;-5302,67;25895,11
PC000996;2026-08-01 00:00:00;Prophet;22531,58;20739,4;8,6;1792,18;25895,11
PC000080;2026-03-01 00:00:00;ExponentialSmoothing;24066,25;24357,08;1,2;-290,83;25850,49
PC000080;2026-04-01 00:00:00;ExponentialSmoothing;24578,41;22834,3;7,6;1744,11;25850,49
PC000080;2026-05-01 00:00:00;ExponentialSmoothing;25851,09;41010,64;37,0;-15159,55;25850,49
PC000080;2026-06-01 00:00:00;ExponentialSmoothing;23574,26;36269,2;35,0;-12694,94;25850,49
PC000080;2026-07-01 00:00:00;ExponentialSmoothing;23070,68;37887,06;39,1;-14816,38;25850,49
PC000080;2026-08-01 00:00:00;ExponentialSmoothing;22818,95;33974,07;32,8;-11155,12;25850,49
PC000312;2026-03-01 00:00:00;ExponentialSmoothing;26845,7;26517,39;1,2;328,31;25599,82
PC000312;2026-04-01 00:00:00;ExponentialSmoothing;25325,78;25147,11;0,7;178,67;25599,82
PC000312;2026-05-01 00:00:00;ExponentialSmoothing;23569,62;24486,25;3,7;-916,63;25599,82
PC000312;2026-06-01 00:00:00;ExponentialSmoothing;23437,21;25837,11;9,3;-2399,9;25599,82
PC000312;2026-07-01 00:00:00;ExponentialSmoothing;23971,75;23115,97;3,7;855,78;25599,82
PC000312;2026-08-01 00:00:00;ExponentialSmoothing;22134,95;21774,82;1,7;360,13;25599,82
PC000378;2026-03-01 00:00:00;ExponentialSmoothing;26449,67;25819,09;2,4;630,58;25383,61
PC000378;2026-04-01 00:00:00;ExponentialSmoothing;27094,17;28502,46;4,9;-1408,29;25383,61
PC000378;2026-05-01 00:00:00;ExponentialSmoothing;25418,48;26557,81;4,3;-1139,33;25383,61
PC000378;2026-06-01 00:00:00;ExponentialSmoothing;26364,44;23867,87;10,5;2496,57;25383,61
PC000378;2026-07-01 00:00:00;ExponentialSmoothing;22788,44;24714,74;7,8;-1926,3;25383,61
PC000378;2026-08-01 00:00:00;ExponentialSmoothing;24424,54;22536,27;8,4;1888,27;25383,61
PC000099;2026-03-01 00:00:00;Ensemble;27048,92;27280,87;0,9;-231,95;25292,42
PC000099;2026-04-01 00:00:00;Ensemble;26977,02;23029,09;17,1;3947,93;25292,42
PC000099;2026-05-01 00:00:00;Ensemble;26178,45;22323,07;17,3;3855,38;25292,42
PC000099;2026-06-01 00:00:00;Ensemble;25990,08;23575,74;10,2;2414,34;25292,42
PC000099;2026-07-01 00:00:00;Ensemble;23638,7;23060,11;2,5;578,59;25292,42
PC000099;2026-08-01 00:00:00;Ensemble;22258,12;22451,41;0,9;-193,29;25292,42
PC000027;2026-03-01 00:00:00;Prophet;24185,24;26632,72;9,2;-2447,48;24884,8
PC000027;2026-04-01 00:00:00;Prophet;26471,98;24681,92;7,3;1790,06;24884,8
PC000027;2026-05-01 00:00:00;Prophet;25990,29;23446,28;10,9;2544,01;24884,8
PC000027;2026-06-01 00:00:00;Prophet;24433,68;20766,82;17,7;3666,86;24884,8
PC000027;2026-07-01 00:00:00;Prophet;24122,63;21495,48;12,2;2627,15;24884,8
PC000027;2026-08-01 00:00:00;Prophet;21358,0;23354,92;8,6;-1996,92;24884,8
PC000785;2026-03-01 00:00:00;ExponentialSmoothing;23204,96;24657,33;5,9;-1452,37;24741,85
PC000785;2026-04-01 00:00:00;ExponentialSmoothing;26611,04;25114,2;6,0;1496,84;24741,85
PC000785;2026-05-01 00:00:00;ExponentialSmoothing;23598,54;20831,87;13,3;2766,67;24741,85
PC000785;2026-06-01 00:00:00;ExponentialSmoothing;21948,69;21677,4;1,3;271,29;24741,85
PC000785;2026-07-01 00:00:00;ExponentialSmoothing;22844,96;21001,1;8,8;1843,86;24741,85
PC000785;2026-08-01 00:00:00;ExponentialSmoothing;20459,71;23297,67;12,2;-2837,96;24741,85
PC000730;2026-03-01 00:00:00;SARIMAX;28019,18;24839,13;12,8;3180,05;24376,96
PC000730;2026-04-01 00:00:00;SARIMAX;26067,14;25428,53;2,5;638,61;24376,96
PC000730;2026-05-01 00:00:00;SARIMAX;28366,27;26540,84;6,9;1825,43;24376,96
PC000730;2026-06-01 00:00:00;SARIMAX;24221,77;22309,57;8,6;1912,2;24376,96
PC000730;2026-07-01 00:00:00;SARIMAX;22848,09;22311,12;2,4;536,97;24376,96
PC000730;2026-08-01 00:00:00;SARIMAX;25981,28;22380,69;16,1;3600,59;24376,96
PC000690;2026-03-01 00:00:00;ExponentialSmoothing;24539,3;23788,04;3,2;751,26;24346,46
PC000690;2026-04-01 00:00:00;ExponentialSmoothing;26098,09;22524,79;15,9;3573,3;24346,46
PC000690;2026-05-01 00:00:00;ExponentialSmoothing;23545,42;25682,91;8,3;-2137,49;24346,46
PC000690;2026-06-01 00:00:00;ExponentialSmoothing;24118,72;21261,55;13,4;2857,17;24346,46
PC000690;2026-07-01 00:00:00;ExponentialSmoothing;20719,42;25682,91;19,3;-4963,49;24346,46
PC000690;2026-08-01 00:00:00;ExponentialSmoothing;22724,87;23156,42;1,9;-431,55;24346,46
PC000699;2026-03-01 00:00:00;ExponentialSmoothing;22505,32;23647,61;4,8;-1142,29;24218,17
PC000699;2026-04-01 00:00:00;ExponentialSmoothing;24275,87;28312,3;14,3;-4036,43;24218,17
PC000699;2026-05-01 00:00:00;ExponentialSmoothing;23525,93;24535,56;4,1;-1009,63;24218,17
PC000699;2026-06-01 00:00:00;ExponentialSmoothing;21237,08;23768,58;10,7;-2531,5;24218,17
PC000699;2026-07-01 00:00:00;ExponentialSmoothing;23047,04;20758,82;11,0;2288,22;24218,17
PC000699;2026-08-01 00:00:00;ExponentialSmoothing;20747,23;23059,75;10,0;-2312,52;24218,17
PC000430;2026-03-01 00:00:00;Ensemble;22715,31;24708,6;8,1;-1993,29;23624,98
PC000430;2026-04-01 00:00:00;Ensemble;23873,19;26055,33;8,4;-2182,14;23624,98
PC000430;2026-05-01 00:00:00;Ensemble;22932,63;22081,08;3,9;851,55;23624,98
PC000430;2026-06-01 00:00:00;Ensemble;21546,76;22663,74;4,9;-1116,98;23624,98
PC000430;2026-07-01 00:00:00;Ensemble;20744,8;19373,84;7,1;1370,96;23624,98
PC000430;2026-08-01 00:00:00;Ensemble;20995,03;21259,28;1,2;-264,25;23624,98
PC000729;2026-03-01 00:00:00;ExponentialSmoothing;23690,24;20994,81;12,8;2695,43;23449,44
PC000729;2026-04-01 00:00:00;ExponentialSmoothing;21176,9;26713,63;20,7;-5536,73;23449,44
PC000729;2026-05-01 00:00:00;ExponentialSmoothing;22528,89;25232,09;10,7;-2703,2;23449,44
PC000729;2026-06-01 00:00:00;ExponentialSmoothing;21980,8;23264,79;5,5;-1283,99;23449,44
PC000729;2026-07-01 00:00:00;ExponentialSmoothing;21460,82;19715,38;8,9;1745,44;23449,44
PC000729;2026-08-01 00:00:00;ExponentialSmoothing;20614,22;19619,08;5,1;995,14;23449,44
PC000802;2026-03-01 00:00:00;SARIMAX;26647,64;29592,06;10,0;-2944,42;23352,46
PC000802;2026-04-01 00:00:00;SARIMAX;27459,4;28537,98;3,8;-1078,58;23352,46
PC000802;2026-05-01 00:00:00;SARIMAX;26056,68;28059,4;7,1;-2002,72;23352,46
PC000802;2026-06-01 00:00:00;SARIMAX;25585,11;25951,23;1,4;-366,12;23352,46
PC000802;2026-07-01 00:00:00;SARIMAX;24130,76;23945,83;0,8;184,93;23352,46
PC000802;2026-08-01 00:00:00;SARIMAX;23373,32;21837,66;7,0;1535,66;23352,46
PC000235;2026-03-01 00:00:00;Prophet;23652,04;24488,62;3,4;-836,58;22791,91
PC000235;2026-04-01 00:00:00;Prophet;25168,44;22890,58;10,0;2277,86;22791,91
PC000235;2026-05-01 00:00:00;Prophet;20546,86;23787,63;13,6;-3240,77;22791,91
PC000235;2026-06-01 00:00:00;Prophet;22897,55;21867,3;4,7;1030,25;22791,91
PC000235;2026-07-01 00:00:00;Prophet;21159,35;23016,81;8,1;-1857,46;22791,91
PC000235;2026-08-01 00:00:00;Prophet;20028,65;21909,26;8,6;-1880,61;22791,91
PC000883;2026-03-01 00:00:00;Prophet;23904,11;24447,52;2,2;-543,41;22450,27
PC000883;2026-04-01 00:00:00;Prophet;24181,29;23787,64;1,7;393,65;22450,27
PC000883;2026-05-01 00:00:00;Prophet;21951,24;32342,49;32,1;-10391,25;22450,27
PC000883;2026-06-01 00:00:00;Prophet;22345,66;27369,36;18,4;-5023,7;22450,27
PC000883;2026-07-01 00:00:00;Prophet;20855,17;27075,31;23,0;-6220,14;22450,27
PC000883;2026-08-01 00:00:00;Prophet;21144,75;26105,68;19,0;-4960,93;22450,27
PC000899;2026-03-01 00:00:00;Ensemble;23695,17;23712,18;0,1;-17,01;22441,56
PC000899;2026-04-01 00:00:00;Ensemble;23529,66;23162,69;1,6;366,97;22441,56
PC000899;2026-05-01 00:00:00;Ensemble;22834,9;22007,33;3,8;827,57;22441,56
PC000899;2026-06-01 00:00:00;Ensemble;22367,1;21821,88;2,5;545,22;22441,56
PC000899;2026-07-01 00:00:00;Ensemble;22445,82;19902,72;12,8;2543,1;22441,56
PC000899;2026-08-01 00:00:00;Ensemble;20885,55;20112,03;3,8;773,52;22441,56
PC000006;2026-03-01 00:00:00;SARIMAX;23970,09;22864,92;4,8;1105,17;22268,25
PC000006;2026-04-01 00:00:00;SARIMAX;24636,16;26270,97;6,2;-1634,81;22268,25
PC000006;2026-05-01 00:00:00;SARIMAX;25529,83;21237,18;20,2;4292,65;22268,25
PC000006;2026-06-01 00:00:00;SARIMAX;24006,25;20711,45;15,9;3294,8;22268,25
