Produto;Mes;Modelo;Previsto;Real;Erro %;Bias;MediaHistorica
7c1bd920dbdf - Health Beauty - 7c1bd920;2018-03-01 00:00:00;ARIMA;650,83;589,9;10,3;60,93;790,3
7c1bd920dbdf - Health Beauty - 7c1bd920;2018-04-01 00:00:00;ARIMA;667,6;648,89;2,9;18,71;790,3
7c1bd920dbdf - Health Beauty - 7c1bd920;2018-05-01 00:00:00;ARIMA;665,18;235,96;181,9;429,22;790,3
7c1bd920dbdf - Health Beauty - 7c1bd920;2018-06-01 00:00:00;ARIMA;665,53;353,94;88,0;311,59;790,3
7c1bd920dbdf - Health Beauty - 7c1bd920;2018-07-01 00:00:00;ARIMA;665,48;117,98;464,1;547,5;790,3
7c1bd920dbdf - Health Beauty - 7c1bd920;2018-08-01 00:00:00;ARIMA;665,49;176,97;276,0;488,52;790,3
08574b074924 - Garden Tools - 08574b07;2018-03-01 00:00:00;Média Móvel;563,0;101,0;457,4;462,0;861,11
8c591ab0ca51 - Garden Tools - 8c591ab0;2018-03-01 00:00:00;Média Móvel;1433,28;560,0;155,9;873,28;856,03
8c591ab0ca51 - Garden Tools - 8c591ab0;2018-04-01 00:00:00;Média Móvel;1433,28;770,0;86,1;663,28;856,03
8c591ab0ca51 - Garden Tools - 8c591ab0;2018-05-01 00:00:00;Média Móvel;1433,28;880,0;62,9;553,28;856,03
8c591ab0ca51 - Garden Tools - 8c591ab0;2018-06-01 00:00:00;Média Móvel;1433,28;969,9;47,8;463,38;856,03
8c591ab0ca51 - Garden Tools - 8c591ab0;2018-07-01 00:00:00;Média Móvel;1433,28;499,95;186,7;933,33;856,03
8c591ab0ca51 - Garden Tools - 8c591ab0;2018-08-01 00:00:00;Média Móvel;1433,28;199,98;616,7;1233,3;856,03
35afc973633a - Home Confort - 35afc973;2018-03-01 00:00:00;Média Móvel;494,46;955,9;48,3;-461,44;777,98
35afc973633a - Home Confort - 35afc973;2018-04-01 00:00:00;Média Móvel;494,46;695,2;28,9;-200,74;777,98
35afc973633a - Home Confort - 35afc973;2018-05-01 00:00:00;Média Móvel;494,46;1123,9;56,0;-629,44;777,98
35afc973633a - Home Confort - 35afc973;2018-06-01 00:00:00;Média Móvel;494,46;323,7;52,8;170,76;777,98
35afc973633a - Home Confort - 35afc973;2018-07-01 00:00:00;Média Móvel;494,46;781,0;36,7;-286,54;777,98
35afc973633a - Home Confort - 35afc973;2018-08-01 00:00:00;Média Móvel;494,46;233,7;111,6;260,76;777,98
a50acd33ba7a - Auto - a50acd33;2018-03-01 00:00:00;ARIMA;720,67;351,9;104,8;368,77;586,5
a50acd33ba7a - Auto - a50acd33;2018-04-01 00:00:00;ARIMA;703,75;703,8;0,0;-0,05;586,5
aba86c093ccd - Office Furniture - aba86c09;2018-03-01 00:00:00;Média Móvel;309,6;583,0;46,9;-273,4;509,97
aba86c093ccd - Office Furniture - aba86c09;2018-04-01 00:00:00;Média Móvel;309,6;116,6;165,5;193,0;509,97
386486367c1f - Bed Bath Table - 38648636;2018-04-01 00:00:00;Média Móvel;567,85;113,57;400,0;454,28;482,6
386486367c1f - Bed Bath Table - 38648636;2018-05-01 00:00:00;Média Móvel;567,85;113,57;400,0;454,28;482,6
154e7e31ebfa - Health Beauty - 154e7e31;2018-03-01 00:00:00;Média Móvel;415,83;191,92;116,7;223,91;434,27
154e7e31ebfa - Health Beauty - 154e7e31;2018-05-01 00:00:00;Média Móvel;415,83;143,94;188,9;271,89;434,27
154e7e31ebfa - Health Beauty - 154e7e31;2018-06-01 00:00:00;Média Móvel;415,83;71,97;477,8;343,86;434,27
154e7e31ebfa - Health Beauty - 154e7e31;2018-07-01 00:00:00;Média Móvel;415,83;71,97;477,8;343,86;434,27
154e7e31ebfa - Health Beauty - 154e7e31;2018-08-01 00:00:00;Média Móvel;415,83;47,98;766,7;367,85;434,27
8aa6223e400a - Baby - 8aa6223e;2018-03-01 00:00:00;Média Móvel;859,5;339,8;152,9;519,7;433,95
8aa6223e400a - Baby - 8aa6223e;2018-04-01 00:00:00;Média Móvel;859,5;1359,2;36,8;-499,7;433,95
8aa6223e400a - Baby - 8aa6223e;2018-05-01 00:00:00;Média Móvel;859,5;1359,2;36,8;-499,7;433,95
11fd9d7ba552 - Cool Stuff - 11fd9d7b;2018-03-01 00:00:00;Média Móvel;233,17;419,7;44,4;-186,53;431,36
11fd9d7ba552 - Cool Stuff - 11fd9d7b;2018-04-01 00:00:00;Média Móvel;233,17;279,8;16,7;-46,63;431,36
11fd9d7ba552 - Cool Stuff - 11fd9d7b;2018-05-01 00:00:00;Média Móvel;233,17;355,7;34,4;-122,53;431,36
11fd9d7ba552 - Cool Stuff - 11fd9d7b;2018-07-01 00:00:00;Média Móvel;233,17;229,8;1,5;3,37;431,36
11fd9d7ba552 - Cool Stuff - 11fd9d7b;2018-08-01 00:00:00;Média Móvel;233,17;99,0;135,5;134,17;431,36
f35927953ed8 - Books General Interest - f3592795;2018-03-01 00:00:00;Média Móvel;493,33;690,0;28,5;-196,67;410,83
f35927953ed8 - Books General Interest - f3592795;2018-04-01 00:00:00;Média Móvel;493,33;345,0;43,0;148,33;410,83
f35927953ed8 - Books General Interest - f3592795;2018-06-01 00:00:00;Média Móvel;493,33;345,0;43,0;148,33;410,83
f35927953ed8 - Books General Interest - f3592795;2018-07-01 00:00:00;Média Móvel;493,33;115,0;329,0;378,33;410,83
f35927953ed8 - Books General Interest - f3592795;2018-08-01 00:00:00;Média Móvel;493,33;115,0;329,0;378,33;410,83
777d2e438a1b - Bed Bath Table - 777d2e43;2018-03-01 00:00:00;Média Móvel;256,3;349,5;26,7;-93,2;376,38
777d2e438a1b - Bed Bath Table - 777d2e43;2018-04-01 00:00:00;Média Móvel;256,3;69,9;266,7;186,4;376,38
777d2e438a1b - Bed Bath Table - 777d2e43;2018-05-01 00:00:00;Média Móvel;256,3;489,3;47,6;-233,0;376,38
777d2e438a1b - Bed Bath Table - 777d2e43;2018-06-01 00:00:00;Média Móvel;256,3;279,6;8,3;-23,3;376,38
777d2e438a1b - Bed Bath Table - 777d2e43;2018-07-01 00:00:00;Média Móvel;256,3;278,2;7,9;-21,9;376,38
777d2e438a1b - Bed Bath Table - 777d2e43;2018-08-01 00:00:00;Média Móvel;256,3;68,5;274,2;187,8;376,38
130482add9fd - Computers Accessories - 130482ad;2018-05-01 00:00:00;Média Móvel;245,0;105,0;133,3;140,0;402,5
130482add9fd - Computers Accessories - 130482ad;2018-06-01 00:00:00;Média Móvel;245,0;105,0;133,3;140,0;402,5
130482add9fd - Computers Accessories - 130482ad;2018-08-01 00:00:00;Média Móvel;245,0;105,0;133,3;140,0;402,5
473795a355d2 - Perfumery - 473795a3;2018-03-01 00:00:00;Média Móvel;742,6;255,5;190,6;487,1;348,21
473795a355d2 - Perfumery - 473795a3;2018-04-01 00:00:00;Média Móvel;742,6;169,7;337,6;572,9;348,21
880be32f4db1 - Toys - 880be32f;2018-03-01 00:00:00;Média Móvel;89,8;449,0;80,0;-359,2;289,98
880be32f4db1 - Toys - 880be32f;2018-05-01 00:00:00;Média Móvel;89,8;134,7;33,3;-44,9;289,98
d017a2151d54 - Fashion Bags Accessories - d017a215;2018-03-01 00:00:00;Média Móvel;245,0;343,0;28,6;-98,0;310,33
d017a2151d54 - Fashion Bags Accessories - d017a215;2018-04-01 00:00:00;Média Móvel;245,0;294,0;16,7;-49,0;310,33
d017a2151d54 - Fashion Bags Accessories - d017a215;2018-05-01 00:00:00;Média Móvel;245,0;539,0;54,5;-294,0;310,33
d017a2151d54 - Fashion Bags Accessories - d017a215;2018-06-01 00:00:00;Média Móvel;245,0;588,0;58,3;-343,0;310,33
d017a2151d54 - Fashion Bags Accessories - d017a215;2018-07-01 00:00:00;Média Móvel;245,0;343,0;28,6;-98,0;310,33
d017a2151d54 - Fashion Bags Accessories - d017a215;2018-08-01 00:00:00;Média Móvel;245,0;980,0;75,0;-735,0;310,33
22c5ddc22ea8 - Perfumery - 22c5ddc2;2018-03-01 00:00:00;Média Móvel;170,97;56,99;200,0;113,98;238,12
22c5ddc22ea8 - Perfumery - 22c5ddc2;2018-06-01 00:00:00;Média Móvel;170,97;54,99;210,9;115,98;238,12
68a058d125ba - Office Furniture - 68a058d1;2018-03-01 00:00:00;Média Móvel;199,98;359,97;44,4;-159,99;194,15
68a058d125ba - Office Furniture - 68a058d1;2018-04-01 00:00:00;Média Móvel;199,98;119,99;66,7;79,99;194,15
68a058d125ba - Office Furniture - 68a058d1;2018-06-01 00:00:00;Média Móvel;199,98;139,99;42,9;59,99;194,15
7340a3839a1d - Bed Bath Table - 7340a383;2018-03-01 00:00:00;Média Móvel;93,2;139,8;33,3;-46,6;161,31
7340a3839a1d - Bed Bath Table - 7340a383;2018-04-01 00:00:00;Média Móvel;93,2;69,9;33,3;23,3;161,31
7340a3839a1d - Bed Bath Table - 7340a383;2018-05-01 00:00:00;Média Móvel;93,2;349,5;73,3;-256,3;161,31
7340a3839a1d - Bed Bath Table - 7340a383;2018-06-01 00:00:00;Média Móvel;93,2;69,9;33,3;23,3;161,31
7340a3839a1d - Bed Bath Table - 7340a383;2018-07-01 00:00:00;Média Móvel;93,2;206,9;55,0;-113,7;161,31
7340a3839a1d - Bed Bath Table - 7340a383;2018-08-01 00:00:00;Média Móvel;93,2;137,0;32,0;-43,8;161,31
4520766ec412 - Auto - 4520766e;2018-06-01 00:00:00;Média Móvel;146,67;109,96;33,4;36,71;149,91
4520766ec412 - Auto - 4520766e;2018-07-01 00:00:00;Média Móvel;146,67;198,43;26,1;-51,76;149,91
4520766ec412 - Auto - 4520766e;2018-08-01 00:00:00;Média Móvel;146,67;59,98;144,5;86,69;149,91
72172e982e8b - Sports Leisure - 72172e98;2018-03-01 00:00:00;Média Móvel;59,15;37,49;57,8;21,66;126,0
72172e982e8b - Sports Leisure - 72172e98;2018-04-01 00:00:00;Média Móvel;59,15;35,49;66,7;23,66;126,0
d5b703c271f4 - Toys - d5b703c2;2018-03-01 00:00:00;Média Móvel;68,53;34,9;96,4;33,63;115,14
4ac50dbde931 - Health Beauty - 4ac50dbd;2018-03-01 00:00:00;Média Móvel;48,93;104,29;53,1;-55,36;88,37
4ac50dbde931 - Health Beauty - 4ac50dbd;2018-05-01 00:00:00;Média Móvel;48,93;61,8;20,8;-12,87;88,37
4ac50dbde931 - Health Beauty - 4ac50dbd;2018-08-01 00:00:00;Média Móvel;48,93;42,49;15,1;6,44;88,37
