Produto;n_periodos;modelo_escolhido;ultimo_real;previsao;var_pct_proximo_mes;status;rank;_ProdutoUnico
PC000773;48;Prophet;13417,39;[18125.53];35,1;ok;"{""ARIMA"": 5813963.361316353, ""ExponentialSmoothing"": 4440688.666067898, ""SARIMAX"": 7178078.245891015, ""Holt"": 9870470.733009566, ""Prophet"": 2826179.654747642, ""Croston"": 5396392.607619605, ""TSB"": 5396392.607619605, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 3811946.0829958827}";PC000773
PC000883;48;Ensemble;12569,93;[14975.95];19,1;ok;"{""ARIMA"": 4733484.471812704, ""ExponentialSmoothing"": 2178117.2387375995, ""SARIMAX"": 2218183.279598535, ""Holt"": 7170080.481643631, ""Prophet"": 2138620.3666419196, ""Croston"": 5171195.105748384, ""TSB"": 5171195.105748384, ""Ensemble"": 1962934.0969553974, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2663658.615115819}";PC000883
PC000802;48;SARIMAX;11728,03;[13838.07];18,0;ok;"{""ARIMA"": 3181000.9220093177, ""ExponentialSmoothing"": 3089241.492213018, ""SARIMAX"": 1647392.851121772, ""Holt"": 8865132.577842401, ""Prophet"": 3198764.2664093524, ""Croston"": 4745779.968971901, ""TSB"": 4745779.968971901, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2369993.875182642}";PC000802
PC000903;48;Croston;15886,43;[15544.93];-2,1;ok;"{""ARIMA"": 1037872.5904676737, ""ExponentialSmoothing"": 3274137.600184391, ""SARIMAX"": 5703937.429096349, ""Holt"": 738026.5557402623, ""Prophet"": 2060981.6437454429, ""Croston"": 487544.66103898804, ""TSB"": 487544.66103898804, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 4972113.398665678}";PC000903
PC000460;48;Croston;14426,52;[15393.69];6,7;ok;"{""ARIMA"": 3573458.3527533584, ""ExponentialSmoothing"": 3658270.89603959, ""SARIMAX"": 4057549.7939781616, ""Holt"": 4116883.923383447, ""Prophet"": 3857120.231808156, ""Croston"": 3537956.890058446, ""TSB"": 3537956.890058446, ""Ensemble"": 3546644.7627228233, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 4013303.2403019764}";PC000460
PC000520;48;ExponentialSmoothing;13874,2;[12688.02];-8,5;ok;"{""ARIMA"": 967416.8064321569, ""ExponentialSmoothing"": 331495.4937819827, ""SARIMAX"": 2050570.7625548046, ""Holt"": 1059799.0232594397, ""Prophet"": 628272.3967825727, ""Croston"": 1593796.5074087412, ""TSB"": 1593796.5074087412, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1391304.0099215657}";PC000520
PC000080;48;ARIMA;13639,18;[13868.26];1,7;ok;"{""ARIMA"": 886931.9949966321, ""ExponentialSmoothing"": 1368726.216832111, ""SARIMAX"": 1535177.5250665164, ""Holt"": 3114474.54720423, ""Prophet"": 1491971.6093459486, ""Croston"": 2772589.165612442, ""TSB"": 2772589.165612442, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2101004.5435073916}";PC000080
PC000015;48;Prophet;13305,54;[13659.2];2,7;ok;"{""ARIMA"": 7417157.89560591, ""ExponentialSmoothing"": 5320895.640158666, ""SARIMAX"": 10235968.005575454, ""Holt"": 16984478.889976468, ""Prophet"": 4649422.259547935, ""Croston"": 6605677.340431832, ""TSB"": 6605677.340431832, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 8737638.715409713}";PC000015
PC000785;48;SARIMAX;12339,3;[11956.98];-3,1;ok;"{""ARIMA"": 3020071.567206016, ""ExponentialSmoothing"": 2902470.5337756593, ""SARIMAX"": 2455251.0769533906, ""Holt"": 5733784.292207136, ""Prophet"": 2862277.4165056013, ""Croston"": 4084899.2740950813, ""TSB"": 4084899.2740950813, ""Ensemble"": 2665075.914908707, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 3395426.074334129}";PC000785
PC000335;48;SARIMAX;11969,73;[13330.5];11,4;ok;"{""ARIMA"": 2266172.625408262, ""ExponentialSmoothing"": 1539622.0005690625, ""SARIMAX"": 1046604.9292517571, ""Holt"": 2184892.016508686, ""Prophet"": 1294819.5470487655, ""Croston"": 2142849.8748347647, ""TSB"": 2142849.8748347647, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1757641.2199741686}";PC000335
PC000900;48;ExponentialSmoothing;12291,3;[11928.27];-3,0;ok;"{""ARIMA"": 1276718.9443980688, ""ExponentialSmoothing"": 105253.5883993884, ""SARIMAX"": 826543.3407717977, ""Holt"": 1145102.7320467178, ""Prophet"": 434038.4332720954, ""Croston"": 1354043.8041293395, ""TSB"": 1354043.8041293395, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 607515.2981471422}";PC000900
PC000450;48;ExponentialSmoothing;11920,75;[11465.3];-3,8;ok;"{""ARIMA"": 1529961.4628097245, ""ExponentialSmoothing"": 730593.5274202313, ""SARIMAX"": 1163305.4426374638, ""Holt"": 2776965.8349883696, ""Prophet"": 1117652.0399406892, ""Croston"": 1426689.8939605833, ""TSB"": 1426689.8939605833, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1639085.8606656075}";PC000450
PC000032;48;Croston;12894,06;[12717.31];-1,4;ok;"{""ARIMA"": 1384917.6951333052, ""ExponentialSmoothing"": 3243056.919596165, ""SARIMAX"": 3008328.233977333, ""Holt"": 1090614.1347515157, ""Prophet"": 2885165.292351552, ""Croston"": 1019643.7406538428, ""TSB"": 1019643.7406538428, ""Ensemble"": 1023097.5993385204, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 7605197.481635519}";PC000032
PC000591;48;SARIMAX (c/ sazonalidade+promoção);8838,29;[11001.72];24,5;ok;"{""ARIMA"": 2453069.7241761545, ""ExponentialSmoothing"": 1779978.595366717, ""SARIMAX"": 1456898.080890016, ""Holt"": 3488305.03227704, ""Prophet"": 2222652.9590343954, ""Croston"": 2912185.974322265, ""TSB"": 2912185.974322265, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1041208.8216012662}";PC000591
PC000884;48;SARIMAX;10745,25;[9937.85];-7,5;ok;"{""ARIMA"": 985429.0501516802, ""ExponentialSmoothing"": 929883.6087055284, ""SARIMAX"": 664243.4541365885, ""Holt"": 1068972.4048837796, ""Prophet"": 1399117.6537504161, ""Croston"": 933150.8161235033, ""TSB"": 933150.8161235033, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 858269.5031713861}";PC000884
PC000641;48;ARIMA;10170,06;[10621.5];4,4;ok;"{""ARIMA"": 756904.0183223598, ""ExponentialSmoothing"": 1393157.1707170578, ""SARIMAX"": 2100731.8186338735, ""Holt"": 4115734.5562507263, ""Prophet"": 1612954.5980607122, ""Croston"": 2344367.1791963284, ""TSB"": 2344367.1791963284, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1479013.8064055003}";PC000641
PC000378;48;SARIMAX;10488,27;[10506.2];0,2;ok;"{""ARIMA"": 1363826.5890437348, ""ExponentialSmoothing"": 1315177.962971983, ""SARIMAX"": 945604.8228660104, ""Holt"": 2137624.139325986, ""Prophet"": 1184327.163702934, ""Croston"": 1574338.4077175504, ""TSB"": 1574338.4077175504, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1013957.4996671773}";PC000378
PC000146;48;Ensemble;10936,06;[11256.32];2,9;ok;"{""ARIMA"": 869057.7806127731, ""ExponentialSmoothing"": 1275940.9520904906, ""SARIMAX"": 1265606.41701911, ""Holt"": 1066353.5950673062, ""Prophet"": 1328160.0935001222, ""Croston"": 709155.6081406772, ""TSB"": 709155.6081406772, ""Ensemble"": 675421.5682692005, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2862391.351311632}";PC000146
PC000370;48;Ensemble;10718,12;[11118.98];3,7;ok;"{""ARIMA"": 1295452.424396898, ""ExponentialSmoothing"": 1524595.2035754677, ""SARIMAX"": 1300093.981896214, ""Holt"": 2149900.800590906, ""Prophet"": 1554921.8460469453, ""Croston"": 1456211.8696259465, ""TSB"": 1456211.8696259465, ""Ensemble"": 1157042.9387125417, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1614706.584973501}";PC000370
PC000336;48;Ensemble;10112,64;[10599.28];4,8;ok;"{""ARIMA"": 736262.794535794, ""ExponentialSmoothing"": 862363.0101012812, ""SARIMAX"": 2106012.1729561207, ""Holt"": 1829454.8084350154, ""Prophet"": 668766.6064003701, ""Croston"": 1000570.9712136895, ""TSB"": 1000570.9712136895, ""Ensemble"": 508881.4653459243, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1802437.147654811}";PC000336
PC000540;48;Ensemble;8058,99;[9959.84];23,6;ok;"{""ARIMA"": 1754576.8942681572, ""ExponentialSmoothing"": 2684930.321441908, ""SARIMAX"": 3361194.560903775, ""Holt"": 2029264.09068916, ""Prophet"": 2361135.2934958143, ""Croston"": 1767840.8986523654, ""TSB"": 1767840.8986523654, ""Ensemble"": 1726621.9602669484, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 3711710.121037954}";PC000540
PC000727;48;Prophet;8872,95;[9875.5];11,3;ok;"{""ARIMA"": 1711185.3082629784, ""ExponentialSmoothing"": 1432170.1577132174, ""SARIMAX"": 1186024.3791834016, ""Holt"": 1709760.5952882692, ""Prophet"": 950786.1013811844, ""Croston"": 1461016.2793355535, ""TSB"": 1461016.2793355535, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 7749702.947157268}";PC000727
PC000856;48;ARIMA;10873,23;[10567.65];-2,8;ok;"{""ARIMA"": 450121.39799324126, ""ExponentialSmoothing"": 741642.7147256816, ""SARIMAX"": 893509.8525466486, ""Holt"": 1526101.7862787498, ""Prophet"": 868456.9013500571, ""Croston"": 861909.21260772, ""TSB"": 861909.21260772, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 982346.461157606}";PC000856
PC000875;48;Ensemble;8638,25;[9758.88];13,0;ok;"{""ARIMA"": 1215347.9168920044, ""ExponentialSmoothing"": 1907618.2833109929, ""SARIMAX"": 2809549.0432887548, ""Holt"": 1205802.9817081084, ""Prophet"": 1059167.3223496848, ""Croston"": 1140133.8865886356, ""TSB"": 1140133.8865886356, ""Ensemble"": 886220.3437810456, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 4827272.168439328}";PC000875
PC000091;48;ARIMA;8059,73;[8637.37];7,2;ok;"{""ARIMA"": 588739.5367250236, ""ExponentialSmoothing"": 650203.2014053946, ""SARIMAX"": 992173.3086528118, ""Holt"": 1428257.1161479943, ""Prophet"": 1161380.366996702, ""Croston"": 1335527.6538112806, ""TSB"": 1335527.6538112806, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 797176.9851350744}";PC000091
PC000587;48;ARIMA;8248,61;[8758.82];6,2;ok;"{""ARIMA"": 766721.2069112224, ""ExponentialSmoothing"": 1366809.991910823, ""SARIMAX"": 1140512.4777495598, ""Holt"": 1485562.1313434436, ""Prophet"": 1338395.115709633, ""Croston"": 1233857.1346417717, ""TSB"": 1233857.1346417717, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1393020.8110988403}";PC000587
PC000006;48;Ensemble;9107,74;[9294.37];2,0;ok;"{""ARIMA"": 1525065.3351046452, ""ExponentialSmoothing"": 1792868.4022000323, ""SARIMAX"": 2534664.7981743473, ""Holt"": 1781496.1429156756, ""Prophet"": 1280002.4175782574, ""Croston"": 1423063.8196713617, ""TSB"": 1423063.8196713617, ""Ensemble"": 1162862.7350440468, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 3652832.7851013}";PC000006
PC000334;15;Holt;26618,22;[26431.55];-0,7;ok;"{""ARIMA"": 27474742.719557807, ""ExponentialSmoothing"": 220827588.72780368, ""SARIMAX"": Infinity, ""Holt"": 4821573.928618744, ""Prophet"": 46159900372.81397, ""Croston"": 26036961.71448708, ""TSB"": 26036961.71448708, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 16757465.858895198}";PC000334
PC000860;48;ARIMA;8858,34;[8908.41];0,6;ok;"{""ARIMA"": 453703.12540184526, ""ExponentialSmoothing"": 975995.1882735112, ""SARIMAX"": 921968.6727792225, ""Holt"": 2692748.25652268, ""Prophet"": 847280.8768614974, ""Croston"": 858483.1659227157, ""TSB"": 858483.1659227157, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 886025.7783766799}";PC000860
PC000371;48;SARIMAX (c/ sazonalidade+promoção);7340,86;[7812.36];6,4;ok;"{""ARIMA"": 2399100.4405284137, ""ExponentialSmoothing"": 884425.9763021137, ""SARIMAX"": 1132624.691261741, ""Holt"": 2780814.7078748136, ""Prophet"": 1847262.195190041, ""Croston"": 2515811.424975234, ""TSB"": 2515811.424975234, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 657885.5644896635}";PC000371
PC000719;48;Prophet;7346,78;[8161.06];11,1;ok;"{""ARIMA"": 1009012.465108873, ""ExponentialSmoothing"": 6141905.73764884, ""SARIMAX"": 2459159.444999482, ""Holt"": 4903604.257148818, ""Prophet"": 600825.175485942, ""Croston"": 1523054.2573859778, ""TSB"": 1523054.2573859778, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 3872066.063284848}";PC000719
PC000030;48;Holt;9477,55;[9032.7];-4,7;ok;"{""ARIMA"": 1581898.7071889334, ""ExponentialSmoothing"": 1453909.715853543, ""SARIMAX"": 3108310.743011594, ""Holt"": 1174298.0366549678, ""Prophet"": 1395469.1263358572, ""Croston"": 1176437.6488645424, ""TSB"": 1176437.6488645424, ""Ensemble"": 1175701.4014867975, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 3318258.046171458}";PC000030
PC000408;48;Ensemble;7808,6;[8055.16];3,2;ok;"{""ARIMA"": 3094765.6779909874, ""ExponentialSmoothing"": 2909596.1335944925, ""SARIMAX"": 2883861.7130337027, ""Holt"": 3531523.6894763135, ""Prophet"": 3148952.5350232194, ""Croston"": 3058907.8909383095, ""TSB"": 3058907.8909383095, ""Ensemble"": 2779371.39745924, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 3041775.6213317737}";PC000408
PC000729;48;Ensemble;6878,64;[7612.25];10,7;ok;"{""ARIMA"": 1300097.0332476792, ""ExponentialSmoothing"": 1163131.5659672034, ""SARIMAX"": 1544985.232150336, ""Holt"": 1676637.0366108438, ""Prophet"": 1246850.9632830645, ""Croston"": 1512126.4297187477, ""TSB"": 1512126.4297187477, ""Ensemble"": 1129817.750946871, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1427726.153823426}";PC000729
PC000761;48;Prophet;6800,51;[8832.55];29,9;ok;"{""ARIMA"": 1426229.2954338684, ""ExponentialSmoothing"": 1801679.043837298, ""SARIMAX"": 1079253.3352187488, ""Holt"": 1882064.1568979307, ""Prophet"": 769389.512918187, ""Croston"": 1639480.464292014, ""TSB"": 1639480.464292014, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1432299.9082140706}";PC000761
PC000843;48;Ensemble;7131,02;[7708.4];8,1;ok;"{""ARIMA"": 1067307.017211548, ""ExponentialSmoothing"": 1929128.7661253924, ""SARIMAX"": 881400.8186885435, ""Holt"": 1101830.8594929809, ""Prophet"": 1175940.8460101516, ""Croston"": 1313890.929413651, ""TSB"": 1313890.929413651, ""Ensemble"": 863869.6762719988, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1077521.681267711}";PC000843
PC000600;48;SARIMAX;8248,01;[7124.53];-13,6;ok;"{""ARIMA"": 825102.4657621555, ""ExponentialSmoothing"": 808842.7855267059, ""SARIMAX"": 727660.0691654942, ""Holt"": 963211.9805127367, ""Prophet"": 907234.1231246148, ""Croston"": 957886.7702424732, ""TSB"": 957886.7702424732, ""Ensemble"": 744018.4940603037, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 738055.9137680462}";PC000600
PC000665;48;SARIMAX (c/ sazonalidade+promoção);7600,52;[6661.98];-12,3;ok;"{""ARIMA"": 378193.1528068306, ""ExponentialSmoothing"": 427304.35681932577, ""SARIMAX"": 518177.61038240255, ""Holt"": 1350894.537641914, ""Prophet"": 529635.5949285008, ""Croston"": 590090.0761113884, ""TSB"": 590090.0761113884, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 346618.4241869784}";PC000665
PC000027;48;ARIMA;7603,17;[7659.61];0,7;ok;"{""ARIMA"": 852961.2064765185, ""ExponentialSmoothing"": 5524948.870762148, ""SARIMAX"": 3045032.485831216, ""Holt"": 1495978.3565500043, ""Prophet"": 1643572.4222451185, ""Croston"": 1491629.94364691, ""TSB"": 1491629.94364691, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2063994.9313038988}";PC000027
PC000477;48;SARIMAX;5770,37;[6732.12];16,7;ok;"{""ARIMA"": 1556846.0417275757, ""ExponentialSmoothing"": 792909.6080891729, ""SARIMAX"": 719520.8105557269, ""Holt"": 2052819.7569885433, ""Prophet"": 954621.1018028726, ""Croston"": 1782204.167855061, ""TSB"": 1782204.167855061, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 877315.4609894241}";PC000477
PC000939;48;Prophet;5775,52;[7058.63];22,2;ok;"{""ARIMA"": 1419447.924386341, ""ExponentialSmoothing"": 597366.1346055843, ""SARIMAX"": 911632.5328516248, ""Holt"": 1295506.066831948, ""Prophet"": 469083.8594426867, ""Croston"": 1368483.3077480143, ""TSB"": 1368483.3077480143, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 911171.0348698725}";PC000939
PC000410;48;Ensemble;6125,68;[7190.07];17,4;ok;"{""ARIMA"": 859013.8028794643, ""ExponentialSmoothing"": 1070307.649636056, ""SARIMAX"": 954610.2846870638, ""Holt"": 985825.0962401461, ""Prophet"": 867943.662328554, ""Croston"": 974723.4158149846, ""TSB"": 974723.4158149846, ""Ensemble"": 829623.8920331114, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 937161.9290194934}";PC000410
PC000260;48;Prophet;6099,91;[7105.04];16,5;ok;"{""ARIMA"": 810020.523498606, ""ExponentialSmoothing"": 291926.70176751516, ""SARIMAX"": 282896.7128175147, ""Holt"": 1006902.9512149985, ""Prophet"": 175746.8984301006, ""Croston"": 1037041.1079907212, ""TSB"": 1037041.1079907212, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 288813.00302328094}";PC000260
PC000755;48;Holt;7853,55;[7756.45];-1,2;ok;"{""ARIMA"": 447686.59449268784, ""ExponentialSmoothing"": 541301.44334645, ""SARIMAX"": 567708.996264449, ""Holt"": 227481.39303124472, ""Prophet"": 311937.4616476199, ""Croston"": 244862.26361019016, ""TSB"": 244862.26361019016, ""Ensemble"": 238270.63462360657, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 511002.9170400855}";PC000755
PC000059;48;ARIMA;7379,94;[7304.79];-1,0;ok;"{""ARIMA"": 26734.897603574515, ""ExponentialSmoothing"": 515882.3482542398, ""SARIMAX"": 538573.1583599948, ""Holt"": 153783.41571664353, ""Prophet"": 468413.3190306316, ""Croston"": 222673.032235637, ""TSB"": 222673.032235637, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 539960.041710515}";PC000059
PC000590;48;SARIMAX (c/ sazonalidade+promoção);7150,28;[6845.75];-4,3;ok;"{""ARIMA"": 542171.1731325964, ""ExponentialSmoothing"": 638458.623995781, ""SARIMAX"": 669405.4346276802, ""Holt"": 413397.0570088774, ""Prophet"": 559316.8018306362, ""Croston"": 425553.68598097627, ""TSB"": 425553.68598097627, ""Ensemble"": 408479.4558293505, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 171160.75173172212}";PC000590
PC000937;48;ARIMA;7329,14;[7207.36];-1,7;ok;"{""ARIMA"": 188371.2345513856, ""ExponentialSmoothing"": 443401.81887952564, ""SARIMAX"": 474233.7153827893, ""Holt"": 233521.20672025144, ""Prophet"": 442655.48948889895, ""Croston"": 228932.69033075124, ""TSB"": 228932.69033075124, ""Ensemble"": 206712.9512055352, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 565729.5859992864}";PC000937
PC000833;48;Prophet;6543,29;[6747.25];3,1;ok;"{""ARIMA"": 349710.7887318031, ""ExponentialSmoothing"": 262194.92574134615, ""SARIMAX"": 505598.5035506571, ""Holt"": 1358374.2020530773, ""Prophet"": 159121.47187542304, ""Croston"": 675894.7531174732, ""TSB"": 675894.7531174732, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 688477.7386255733}";PC000833
PC000457;48;Ensemble;6553,91;[6541.65];-0,2;ok;"{""ARIMA"": 333227.46023310185, ""ExponentialSmoothing"": 408868.08469134034, ""SARIMAX"": 406978.1145373822, ""Holt"": 723588.8492918316, ""Prophet"": 379940.7720413017, ""Croston"": 416480.2189405163, ""TSB"": 416480.2189405163, ""Ensemble"": 272121.49381794204, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 457789.9928200271}";PC000457
