Produto;Categoria;Emissao;Quantidade;Vlr.Total;Filial;_periodo_val
PC000006;Arrefecimento;01/08/2024;13;6834,43;Loja Sul;2024-08
PC000006;Arrefecimento;01/09/2024;13;6834,43;Loja Sul;2024-09
PC000006;Arrefecimento;01/10/2024;12;6308,7;Loja Sul;2024-10
PC000006;Arrefecimento;01/11/2024;20;10514,51;Loja Sul;2024-11
PC000006;Arrefecimento;01/12/2024;21;11040,23;Loja Sul;2024-12
PC000006;Arrefecimento;01/01/2025;13;6834,43;Loja Sul;2025-01
PC000006;Arrefecimento;01/02/2025;14;7360,16;Loja Sul;2025-02
PC000006;Arrefecimento;01/03/2025;15;7885,88;Loja Sul;2025-03
PC000006;Arrefecimento;01/04/2025;16;8411,61;Loja Sul;2025-04
PC000006;Arrefecimento;01/05/2025;16;8411,61;Loja Sul;2025-05
PC000006;Arrefecimento;01/06/2025;14;7360,16;Loja Sul;2025-06
PC000006;Arrefecimento;01/07/2025;11;5782,98;Loja Sul;2025-07
PC000006;Arrefecimento;01/08/2025;13;6834,43;Loja Sul;2025-08
PC000006;Arrefecimento;01/09/2025;13;6834,43;Loja Sul;2025-09
PC000006;Arrefecimento;01/10/2025;11;5782,98;Loja Sul;2025-10
PC000006;Arrefecimento;01/11/2025;16;8411,61;Loja Sul;2025-11
PC000006;Arrefecimento;01/12/2025;23;12091,68;Loja Sul;2025-12
PC000006;Arrefecimento;01/01/2026;16;8411,61;Loja Sul;2026-01
PC000006;Arrefecimento;01/02/2026;16;8411,61;Loja Sul;2026-02
PC000006;Arrefecimento;01/03/2026;17;8937,33;Loja Sul;2026-03
PC000006;Arrefecimento;01/04/2026;17;8937,33;Loja Sul;2026-04
PC000006;Arrefecimento;01/05/2026;14;7360,16;Loja Sul;2026-05
PC000006;Arrefecimento;01/06/2026;13;6834,43;Loja Sul;2026-06
PC000006;Arrefecimento;01/07/2026;14;7360,16;Loja Sul;2026-07
PC000006;Arrefecimento;01/08/2026;13;6834,43;Loja Sul;2026-08
PC000007;Arrefecimento;01/09/2022;9;4783,4;Loja Sul;2022-09
PC000007;Arrefecimento;01/10/2022;9;4783,4;Loja Sul;2022-10
PC000007;Arrefecimento;01/11/2022;11;5846,38;Loja Sul;2022-11
PC000007;Arrefecimento;01/12/2022;12;6377,87;Loja Sul;2022-12
PC000007;Arrefecimento;01/01/2023;9;4783,4;Loja Sul;2023-01
PC000007;Arrefecimento;01/02/2023;11;5846,38;Loja Sul;2023-02
PC000007;Arrefecimento;01/03/2023;9;4783,4;Loja Sul;2023-03
PC000007;Arrefecimento;01/04/2023;9;4783,4;Loja Sul;2023-04
PC000007;Arrefecimento;01/05/2023;9;4783,4;Loja Sul;2023-05
PC000007;Arrefecimento;01/06/2023;10;5314,89;Loja Sul;2023-06
PC000007;Arrefecimento;01/07/2023;8;4251,91;Loja Sul;2023-07
PC000007;Arrefecimento;01/08/2023;11;5846,38;Loja Sul;2023-08
PC000007;Arrefecimento;01/09/2023;8;4251,91;Loja Sul;2023-09
PC000007;Arrefecimento;01/10/2023;9;4783,4;Loja Sul;2023-10
PC000007;Arrefecimento;01/11/2023;14;7440,85;Loja Sul;2023-11
PC000007;Arrefecimento;01/12/2023;17;9035,31;Loja Sul;2023-12
PC000007;Arrefecimento;01/01/2024;9;4783,4;Loja Sul;2024-01
PC000007;Arrefecimento;01/02/2024;9;4783,4;Loja Sul;2024-02
PC000007;Arrefecimento;01/03/2024;10;5314,89;Loja Sul;2024-03
PC000007;Arrefecimento;01/04/2024;10;5314,89;Loja Sul;2024-04
PC000007;Arrefecimento;01/05/2024;9;4783,4;Loja Sul;2024-05
PC000007;Arrefecimento;01/06/2024;10;5314,89;Loja Sul;2024-06
PC000007;Arrefecimento;01/07/2024;10;5314,89;Loja Sul;2024-07
PC000007;Arrefecimento;01/08/2024;8;4251,91;Loja Sul;2024-08
PC000007;Arrefecimento;01/09/2024;8;4251,91;Loja Sul;2024-09
PC000007;Arrefecimento;01/10/2024;9;4783,4;Loja Sul;2024-10
PC000007;Arrefecimento;01/11/2024;14;7440,85;Loja Sul;2024-11
PC000007;Arrefecimento;01/12/2024;15;7972,34;Loja Sul;2024-12
PC000007;Arrefecimento;01/01/2025;12;6377,87;Loja Sul;2025-01
PC000007;Arrefecimento;01/02/2025;10;5314,89;Loja Sul;2025-02
PC000007;Arrefecimento;01/03/2025;12;6377,87;Loja Sul;2025-03
PC000007;Arrefecimento;01/04/2025;11;5846,38;Loja Sul;2025-04
PC000007;Arrefecimento;01/05/2025;12;6377,87;Loja Sul;2025-05
PC000007;Arrefecimento;01/06/2025;10;5314,89;Loja Sul;2025-06
PC000007;Arrefecimento;01/07/2025;10;5314,89;Loja Sul;2025-07
PC000007;Arrefecimento;01/08/2025;11;5846,38;Loja Sul;2025-08
PC000007;Arrefecimento;01/09/2025;9;4783,4;Loja Sul;2025-09
PC000007;Arrefecimento;01/10/2025;11;5846,38;Loja Sul;2025-10
PC000007;Arrefecimento;01/11/2025;14;7440,85;Loja Sul;2025-11
PC000007;Arrefecimento;01/12/2025;17;9035,31;Loja Sul;2025-12
PC000007;Arrefecimento;01/01/2026;9;4783,4;Loja Sul;2026-01
PC000007;Arrefecimento;01/02/2026;10;5314,89;Loja Sul;2026-02
PC000007;Arrefecimento;01/03/2026;12;6377,87;Loja Sul;2026-03
PC000007;Arrefecimento;01/04/2026;12;6377,87;Loja Sul;2026-04
PC000007;Arrefecimento;01/05/2026;9;4783,4;Loja Sul;2026-05
PC000007;Arrefecimento;01/06/2026;9;4783,4;Loja Sul;2026-06
PC000007;Arrefecimento;01/07/2026;10;5314,89;Loja Sul;2026-07
PC000007;Arrefecimento;01/08/2026;11;5846,38;Loja Sul;2026-08
PC000011;Arrefecimento;01/09/2022;3;519,11;Loja Sul;2022-09
PC000011;Arrefecimento;01/10/2022;4;692,15;Loja Sul;2022-10
PC000011;Arrefecimento;01/11/2022;6;1038,22;Loja Sul;2022-11
PC000011;Arrefecimento;01/12/2022;5;865,18;Loja Sul;2022-12
PC000011;Arrefecimento;01/01/2023;4;692,15;Loja Sul;2023-01
PC000011;Arrefecimento;01/02/2023;4;692,15;Loja Sul;2023-02
PC000011;Arrefecimento;01/03/2023;4;692,15;Loja Sul;2023-03
PC000011;Arrefecimento;01/04/2023;4;692,15;Loja Sul;2023-04
PC000011;Arrefecimento;01/05/2023;4;692,15;Loja Sul;2023-05
PC000011;Arrefecimento;01/06/2023;4;692,15;Loja Sul;2023-06
PC000011;Arrefecimento;01/07/2023;4;692,15;Loja Sul;2023-07
PC000011;Arrefecimento;01/08/2023;4;692,15;Loja Sul;2023-08
PC000011;Arrefecimento;01/09/2023;4;692,15;Loja Sul;2023-09
PC000011;Arrefecimento;01/10/2023;4;692,15;Loja Sul;2023-10
PC000011;Arrefecimento;01/11/2023;6;1038,22;Loja Sul;2023-11
PC000011;Arrefecimento;01/12/2023;5;865,18;Loja Sul;2023-12
PC000011;Arrefecimento;01/01/2024;4;692,15;Loja Sul;2024-01
PC000011;Arrefecimento;01/02/2024;4;692,15;Loja Sul;2024-02
PC000011;Arrefecimento;01/03/2024;5;865,18;Loja Sul;2024-03
PC000011;Arrefecimento;01/04/2024;4;692,15;Loja Sul;2024-04
PC000011;Arrefecimento;01/05/2024;4;692,15;Loja Sul;2024-05
PC000011;Arrefecimento;01/06/2024;4;692,15;Loja Sul;2024-06
PC000011;Arrefecimento;01/07/2024;4;692,15;Loja Sul;2024-07
PC000011;Arrefecimento;01/08/2024;3;519,11;Loja Sul;2024-08
PC000011;Arrefecimento;01/09/2024;4;692,15;Loja Sul;2024-09
PC000011;Arrefecimento;01/10/2024;4;692,15;Loja Sul;2024-10
PC000011;Arrefecimento;01/11/2024;5;865,18;Loja Sul;2024-11
PC000011;Arrefecimento;01/12/2024;6;1038,22;Loja Sul;2024-12
PC000011;Arrefecimento;01/01/2025;4;692,15;Loja Sul;2025-01
PC000011;Arrefecimento;01/02/2025;5;865,18;Loja Sul;2025-02
PC000011;Arrefecimento;01/03/2025;4;692,15;Loja Sul;2025-03
PC000011;Arrefecimento;01/04/2025;4;692,15;Loja Sul;2025-04
PC000011;Arrefecimento;01/05/2025;4;692,15;Loja Sul;2025-05
PC000011;Arrefecimento;01/06/2025;4;692,15;Loja Sul;2025-06
PC000011;Arrefecimento;01/07/2025;4;692,15;Loja Sul;2025-07
PC000011;Arrefecimento;01/08/2025;3;519,11;Loja Sul;2025-08
PC000011;Arrefecimento;01/09/2025;4;692,15;Loja Sul;2025-09
PC000011;Arrefecimento;01/10/2025;3;519,11;Loja Sul;2025-10
PC000011;Arrefecimento;01/11/2025;5;865,18;Loja Sul;2025-11
PC000011;Arrefecimento;01/12/2025;6;1038,22;Loja Sul;2025-12
PC000011;Arrefecimento;01/01/2026;4;692,15;Loja Sul;2026-01
PC000011;Arrefecimento;01/02/2026;4;692,15;Loja Sul;2026-02
PC000011;Arrefecimento;01/03/2026;4;692,15;Loja Sul;2026-03
PC000011;Arrefecimento;01/04/2026;5;865,18;Loja Sul;2026-04
PC000011;Arrefecimento;01/05/2026;3;519,11;Loja Sul;2026-05
PC000011;Arrefecimento;01/06/2026;4;692,15;Loja Sul;2026-06
PC000011;Arrefecimento;01/07/2026;4;692,15;Loja Sul;2026-07
PC000011;Arrefecimento;01/08/2026;4;692,15;Loja Sul;2026-08
PC000014;Arrefecimento;01/09/2022;9;426,39;Loja Sul;2022-09
PC000014;Arrefecimento;01/10/2022;11;521,14;Loja Sul;2022-10
PC000014;Arrefecimento;01/11/2022;15;710,64;Loja Sul;2022-11
PC000014;Arrefecimento;01/12/2022;15;710,64;Loja Sul;2022-12
PC000014;Arrefecimento;01/01/2023;10;473,76;Loja Sul;2023-01
PC000014;Arrefecimento;01/02/2023;11;521,14;Loja Sul;2023-02
PC000014;Arrefecimento;01/03/2023;13;615,89;Loja Sul;2023-03
PC000014;Arrefecimento;01/04/2023;13;615,89;Loja Sul;2023-04
PC000014;Arrefecimento;01/05/2023;12;568,51;Loja Sul;2023-05
PC000014;Arrefecimento;01/06/2023;11;521,14;Loja Sul;2023-06
PC000014;Arrefecimento;01/07/2023;12;568,51;Loja Sul;2023-07
PC000014;Arrefecimento;01/08/2023;10;473,76;Loja Sul;2023-08
PC000014;Arrefecimento;01/09/2023;9;426,39;Loja Sul;2023-09
PC000014;Arrefecimento;01/10/2023;11;521,14;Loja Sul;2023-10
PC000014;Arrefecimento;01/11/2023;14;663,27;Loja Sul;2023-11
PC000014;Arrefecimento;01/12/2023;19;900,15;Loja Sul;2023-12
PC000014;Arrefecimento;01/01/2024;13;615,89;Loja Sul;2024-01
PC000014;Arrefecimento;01/02/2024;12;568,51;Loja Sul;2024-02
PC000014;Arrefecimento;01/03/2024;10;473,76;Loja Sul;2024-03
PC000014;Arrefecimento;01/04/2024;11;521,14;Loja Sul;2024-04
PC000014;Arrefecimento;01/05/2024;14;663,27;Loja Sul;2024-05
PC000014;Arrefecimento;01/06/2024;12;568,51;Loja Sul;2024-06
PC000014;Arrefecimento;01/07/2024;12;568,51;Loja Sul;2024-07
PC000014;Arrefecimento;01/08/2024;10;473,76;Loja Sul;2024-08
PC000014;Arrefecimento;01/09/2024;11;521,14;Loja Sul;2024-09
PC000014;Arrefecimento;01/10/2024;10;473,76;Loja Sul;2024-10
PC000014;Arrefecimento;01/11/2024;15;710,64;Loja Sul;2024-11
PC000014;Arrefecimento;01/12/2024;17;805,4;Loja Sul;2024-12
PC000014;Arrefecimento;01/01/2025;12;568,51;Loja Sul;2025-01
PC000014;Arrefecimento;01/02/2025;13;615,89;Loja Sul;2025-02
PC000014;Arrefecimento;01/03/2025;14;663,27;Loja Sul;2025-03
PC000014;Arrefecimento;01/04/2025;12;568,51;Loja Sul;2025-04
PC000014;Arrefecimento;01/05/2025;13;615,89;Loja Sul;2025-05
PC000014;Arrefecimento;01/06/2025;13;615,89;Loja Sul;2025-06
PC000014;Arrefecimento;01/07/2025;11;521,14;Loja Sul;2025-07
PC000014;Arrefecimento;01/08/2025;11;521,14;Loja Sul;2025-08
PC000014;Arrefecimento;01/09/2025;11;521,14;Loja Sul;2025-09
PC000014;Arrefecimento;01/10/2025;13;615,89;Loja Sul;2025-10
PC000014;Arrefecimento;01/11/2025;14;663,27;Loja Sul;2025-11
PC000014;Arrefecimento;01/12/2025;17;805,4;Loja Sul;2025-12
PC000014;Arrefecimento;01/01/2026;13;615,89;Loja Sul;2026-01
PC000014;Arrefecimento;01/02/2026;11;521,14;Loja Sul;2026-02
PC000014;Arrefecimento;01/03/2026;13;615,89;Loja Sul;2026-03
PC000014;Arrefecimento;01/04/2026;12;568,51;Loja Sul;2026-04
PC000014;Arrefecimento;01/05/2026;12;568,51;Loja Sul;2026-05
PC000014;Arrefecimento;01/06/2026;13;615,89;Loja Sul;2026-06
PC000014;Arrefecimento;01/07/2026;13;615,89;Loja Sul;2026-07
PC000014;Arrefecimento;01/08/2026;10;473,76;Loja Sul;2026-08
PC000015;Arrefecimento;01/09/2022;9;4205,02;Loja Sul;2022-09
PC000015;Arrefecimento;01/10/2022;9;4205,02;Loja Sul;2022-10
PC000015;Arrefecimento;01/11/2022;14;6541,14;Loja Sul;2022-11
PC000015;Arrefecimento;01/12/2022;17;7942,81;Loja Sul;2022-12
PC000015;Arrefecimento;01/01/2023;14;6541,14;Loja Sul;2023-01
PC000015;Arrefecimento;01/02/2023;12;5606,69;Loja Sul;2023-02
PC000015;Arrefecimento;01/03/2023;13;6073,92;Loja Sul;2023-03
PC000015;Arrefecimento;01/04/2023;12;5606,69;Loja Sul;2023-04
PC000015;Arrefecimento;01/05/2023;10;4672,24;Loja Sul;2023-05
PC000015;Arrefecimento;01/06/2023;10;4672,24;Loja Sul;2023-06
PC000015;Arrefecimento;01/07/2023;11;5139,47;Loja Sul;2023-07
PC000015;Arrefecimento;01/08/2023;10;4672,24;Loja Sul;2023-08
PC000015;Arrefecimento;01/09/2023;9;4205,02;Loja Sul;2023-09
PC000015;Arrefecimento;01/10/2023;11;5139,47;Loja Sul;2023-10
PC000015;Arrefecimento;01/11/2023;17;7942,81;Loja Sul;2023-11
PC000015;Arrefecimento;01/12/2023;17;7942,81;Loja Sul;2023-12
PC000015;Arrefecimento;01/01/2024;12;5606,69;Loja Sul;2024-01
PC000015;Arrefecimento;01/02/2024;11;5139,47;Loja Sul;2024-02
PC000015;Arrefecimento;01/03/2024;12;5606,69;Loja Sul;2024-03
PC000015;Arrefecimento;01/04/2024;12;5606,69;Loja Sul;2024-04
PC000015;Arrefecimento;01/05/2024;11;5139,47;Loja Sul;2024-05
PC000015;Arrefecimento;01/06/2024;10;4672,24;Loja Sul;2024-06
PC000015;Arrefecimento;01/07/2024;10;4672,24;Loja Sul;2024-07
PC000015;Arrefecimento;01/08/2024;12;5606,69;Loja Sul;2024-08
PC000015;Arrefecimento;01/09/2024;10;4672,24;Loja Sul;2024-09
PC000015;Arrefecimento;01/10/2024;11;5139,47;Loja Sul;2024-10
PC000015;Arrefecimento;01/11/2024;16;7475,59;Loja Sul;2024-11
PC000015;Arrefecimento;01/12/2024;17;7942,81;Loja Sul;2024-12
PC000015;Arrefecimento;01/01/2025;11;5139,47;Loja Sul;2025-01
PC000015;Arrefecimento;01/02/2025;12;5606,69;Loja Sul;2025-02
PC000015;Arrefecimento;01/03/2025;13;6073,92;Loja Sul;2025-03
PC000015;Arrefecimento;01/04/2025;14;6541,14;Loja Sul;2025-04
PC000015;Arrefecimento;01/05/2025;12;5606,69;Loja Sul;2025-05
PC000015;Arrefecimento;01/06/2025;10;4672,24;Loja Sul;2025-06
PC000015;Arrefecimento;01/07/2025;11;5139,47;Loja Sul;2025-07
PC000015;Arrefecimento;01/08/2025;11;5139,47;Loja Sul;2025-08
PC000015;Arrefecimento;01/09/2025;11;5139,47;Loja Sul;2025-09
PC000015;Arrefecimento;01/10/2025;9;4205,02;Loja Sul;2025-10
PC000015;Arrefecimento;01/11/2025;13;6073,92;Loja Sul;2025-11
PC000015;Arrefecimento;01/12/2025;17;7942,81;Loja Sul;2025-12
PC000015;Arrefecimento;01/01/2026;13;6073,92;Loja Sul;2026-01
PC000015;Arrefecimento;01/02/2026;14;6541,14;Loja Sul;2026-02
PC000015;Arrefecimento;01/03/2026;12;5606,69;Loja Sul;2026-03
PC000015;Arrefecimento;01/04/2026;14;6541,14;Loja Sul;2026-04
PC000015;Arrefecimento;01/05/2026;14;6541,14;Loja Sul;2026-05
PC000015;Arrefecimento;01/06/2026;12;5606,69;Loja Sul;2026-06
PC000015;Arrefecimento;01/07/2026;11;5139,47;Loja Sul;2026-07
PC000015;Arrefecimento;01/08/2026;11;5139,47;Loja Sul;2026-08
PC000016;Arrefecimento;01/09/2022;3;2022,56;Loja Sul;2022-09
PC000016;Arrefecimento;01/10/2022;3;2022,56;Loja Sul;2022-10
PC000016;Arrefecimento;01/11/2022;4;2696,74;Loja Sul;2022-11
PC000016;Arrefecimento;01/12/2022;5;3370,93;Loja Sul;2022-12
PC000016;Arrefecimento;01/01/2023;3;2022,56;Loja Sul;2023-01
PC000016;Arrefecimento;01/02/2023;4;2696,74;Loja Sul;2023-02
PC000016;Arrefecimento;01/03/2023;3;2022,56;Loja Sul;2023-03
PC000016;Arrefecimento;01/04/2023;4;2696,74;Loja Sul;2023-04
PC000016;Arrefecimento;01/05/2023;4;2696,74;Loja Sul;2023-05
PC000016;Arrefecimento;01/06/2023;4;2696,74;Loja Sul;2023-06
PC000016;Arrefecimento;01/07/2023;3;2022,56;Loja Sul;2023-07
PC000016;Arrefecimento;01/08/2023;4;2696,74;Loja Sul;2023-08
PC000016;Arrefecimento;01/09/2023;3;2022,56;Loja Sul;2023-09
PC000016;Arrefecimento;01/10/2023;3;2022,56;Loja Sul;2023-10
PC000016;Arrefecimento;01/11/2023;5;3370,93;Loja Sul;2023-11
PC000016;Arrefecimento;01/12/2023;5;3370,93;Loja Sul;2023-12
PC000016;Arrefecimento;01/01/2024;3;2022,56;Loja Sul;2024-01
PC000016;Arrefecimento;01/02/2024;3;2022,56;Loja Sul;2024-02
PC000016;Arrefecimento;01/03/2024;4;2696,74;Loja Sul;2024-03
PC000016;Arrefecimento;01/04/2024;5;3370,93;Loja Sul;2024-04
PC000016;Arrefecimento;01/05/2024;4;2696,74;Loja Sul;2024-05
PC000016;Arrefecimento;01/06/2024;4;2696,74;Loja Sul;2024-06
PC000016;Arrefecimento;01/07/2024;4;2696,74;Loja Sul;2024-07
PC000016;Arrefecimento;01/08/2024;3;2022,56;Loja Sul;2024-08
PC000016;Arrefecimento;01/09/2024;4;2696,74;Loja Sul;2024-09
PC000016;Arrefecimento;01/10/2024;3;2022,56;Loja Sul;2024-10
PC000016;Arrefecimento;01/11/2024;5;3370,93;Loja Sul;2024-11
PC000016;Arrefecimento;01/12/2024;5;3370,93;Loja Sul;2024-12
PC000016;Arrefecimento;01/01/2025;4;2696,74;Loja Sul;2025-01
PC000016;Arrefecimento;01/02/2025;4;2696,74;Loja Sul;2025-02
PC000016;Arrefecimento;01/03/2025;4;2696,74;Loja Sul;2025-03
PC000016;Arrefecimento;01/04/2025;4;2696,74;Loja Sul;2025-04
PC000016;Arrefecimento;01/05/2025;5;3370,93;Loja Sul;2025-05
PC000016;Arrefecimento;01/06/2025;4;2696,74;Loja Sul;2025-06
PC000016;Arrefecimento;01/07/2025;4;2696,74;Loja Sul;2025-07
PC000016;Arrefecimento;01/08/2025;4;2696,74;Loja Sul;2025-08
PC000016;Arrefecimento;01/09/2025;3;2022,56;Loja Sul;2025-09
PC000016;Arrefecimento;01/10/2025;4;2696,74;Loja Sul;2025-10
PC000016;Arrefecimento;01/11/2025;5;3370,93;Loja Sul;2025-11
PC000016;Arrefecimento;01/12/2025;5;3370,93;Loja Sul;2025-12
PC000016;Arrefecimento;01/01/2026;4;2696,74;Loja Sul;2026-01
PC000016;Arrefecimento;01/02/2026;4;2696,74;Loja Sul;2026-02
PC000016;Arrefecimento;01/03/2026;4;2696,74;Loja Sul;2026-03
PC000016;Arrefecimento;01/04/2026;4;2696,74;Loja Sul;2026-04
PC000016;Arrefecimento;01/05/2026;4;2696,74;Loja Sul;2026-05
PC000016;Arrefecimento;01/06/2026;4;2696,74;Loja Sul;2026-06
PC000016;Arrefecimento;01/07/2026;4;2696,74;Loja Sul;2026-07
PC000016;Arrefecimento;01/08/2026;4;2696,74;Loja Sul;2026-08
PC000022;Arrefecimento;01/09/2022;2;385,39;Loja Sul;2022-09
PC000022;Arrefecimento;01/10/2022;2;385,39;Loja Sul;2022-10
PC000022;Arrefecimento;01/11/2022;3;578,09;Loja Sul;2022-11
PC000022;Arrefecimento;01/12/2022;4;770,78;Loja Sul;2022-12
PC000022;Arrefecimento;01/01/2023;3;578,09;Loja Sul;2023-01
PC000022;Arrefecimento;01/02/2023;3;578,09;Loja Sul;2023-02
PC000022;Arrefecimento;01/03/2023;3;578,09;Loja Sul;2023-03
PC000022;Arrefecimento;01/04/2023;2;385,39;Loja Sul;2023-04
PC000022;Arrefecimento;01/05/2023;2;385,39;Loja Sul;2023-05
PC000022;Arrefecimento;01/06/2023;3;578,09;Loja Sul;2023-06
PC000022;Arrefecimento;01/07/2023;3;578,09;Loja Sul;2023-07
PC000022;Arrefecimento;01/08/2023;2;385,39;Loja Sul;2023-08
PC000022;Arrefecimento;01/09/2023;2;385,39;Loja Sul;2023-09
PC000022;Arrefecimento;01/10/2023;2;385,39;Loja Sul;2023-10
PC000022;Arrefecimento;01/11/2023;4;770,78;Loja Sul;2023-11
PC000022;Arrefecimento;01/12/2023;4;770,78;Loja Sul;2023-12
PC000022;Arrefecimento;01/01/2024;3;578,09;Loja Sul;2024-01
PC000022;Arrefecimento;01/02/2024;3;578,09;Loja Sul;2024-02
PC000022;Arrefecimento;01/03/2024;3;578,09;Loja Sul;2024-03
PC000022;Arrefecimento;01/04/2024;3;578,09;Loja Sul;2024-04
PC000022;Arrefecimento;01/05/2024;3;578,09;Loja Sul;2024-05
PC000022;Arrefecimento;01/06/2024;3;578,09;Loja Sul;2024-06
PC000022;Arrefecimento;01/07/2024;3;578,09;Loja Sul;2024-07
