Produto;Mes;Modelo;Previsto;Real;Erro %;Bias;MediaHistorica
PC000996;2026-03-01 00:00:00;SARIMAX;15461,94;15138,79;2,1;323,15;14057,45
PC000996;2026-04-01 00:00:00;SARIMAX;15490,3;13456,7;15,1;2033,6;14057,45
PC000996;2026-05-01 00:00:00;SARIMAX;15543,91;16260,18;4,4;-716,27;14057,45
PC000996;2026-06-01 00:00:00;SARIMAX;14625,49;14578,09;0,3;47,4;14057,45
PC000996;2026-07-01 00:00:00;SARIMAX;12559,91;15138,79;17,0;-2578,88;14057,45
PC000996;2026-08-01 00:00:00;SARIMAX;13070,89;10653,22;22,7;2417,67;14057,45
PC000591;2026-03-01 00:00:00;LightGBM (pooled);12520,96;13812,84;9,4;-1291,88;13601,42
PC000591;2026-04-01 00:00:00;LightGBM (pooled);12194,46;12826,21;4,9;-631,75;13601,42
PC000591;2026-05-01 00:00:00;LightGBM (pooled);11539,05;14799,47;22,0;-3260,42;13601,42
PC000591;2026-06-01 00:00:00;LightGBM (pooled);11539,73;14306,16;19,3;-2766,43;13601,42
PC000591;2026-07-01 00:00:00;LightGBM (pooled);11290,34;12332,89;8,5;-1042,55;13601,42
PC000591;2026-08-01 00:00:00;LightGBM (pooled);10910,38;14799,47;26,3;-3889,09;13601,42
PC000673;2026-03-01 00:00:00;LightGBM (pooled);14438,39;12284,43;17,5;2153,96;13500,56
PC000673;2026-04-01 00:00:00;LightGBM (pooled);13517,16;11637,88;16,1;1879,28;13500,56
PC000673;2026-05-01 00:00:00;LightGBM (pooled);13136,92;11637,88;12,9;1499,04;13500,56
PC000673;2026-06-01 00:00:00;LightGBM (pooled);13094,66;12930,98;1,3;163,68;13500,56
PC000673;2026-07-01 00:00:00;LightGBM (pooled);12251,68;12930,98;5,3;-679,3;13500,56
PC000673;2026-08-01 00:00:00;LightGBM (pooled);11547,15;11637,88;0,8;-90,73;13500,56
PC000656;2026-03-01 00:00:00;LightGBM (pooled);12607,56;11063,68;14,0;1543,88;12995,43
PC000656;2026-04-01 00:00:00;LightGBM (pooled);13271,38;14136,92;6,1;-865,54;12995,43
PC000656;2026-05-01 00:00:00;LightGBM (pooled);13006,03;12907,62;0,8;98,41;12995,43
PC000656;2026-06-01 00:00:00;LightGBM (pooled);12345,99;12292,97;0,4;53,02;12995,43
PC000656;2026-07-01 00:00:00;LightGBM (pooled);11681,04;11063,68;5,6;617,36;12995,43
PC000656;2026-08-01 00:00:00;LightGBM (pooled);11494,1;11678,32;1,6;-184,22;12995,43
PC000149;2026-03-01 00:00:00;LightGBM (pooled);12007,27;15003,32;20,0;-2996,05;12332,66
PC000149;2026-04-01 00:00:00;LightGBM (pooled);12038,69;15717,76;23,4;-3679,07;12332,66
PC000149;2026-05-01 00:00:00;LightGBM (pooled);11478,55;10716,66;7,1;761,89;12332,66
PC000149;2026-06-01 00:00:00;LightGBM (pooled);11466,68;10716,66;7,0;750,02;12332,66
PC000149;2026-07-01 00:00:00;LightGBM (pooled);11217,28;12859,99;12,8;-1642,71;12332,66
PC000149;2026-08-01 00:00:00;LightGBM (pooled);10910,38;10716,66;1,8;193,72;12332,66
PC000751;2026-03-01 00:00:00;LightGBM (pooled);13088,77;11669,89;12,2;1418,88;12279,03
PC000751;2026-04-01 00:00:00;LightGBM (pooled);12672,66;13914,1;8,9;-1241,44;12279,03
PC000751;2026-05-01 00:00:00;LightGBM (pooled);12109,31;10323,36;17,3;1785,95;12279,03
PC000751;2026-06-01 00:00:00;LightGBM (pooled);11967,65;11669,89;2,6;297,76;12279,03
PC000751;2026-07-01 00:00:00;LightGBM (pooled);11266,19;12567,57;10,4;-1301,38;12279,03
PC000751;2026-08-01 00:00:00;LightGBM (pooled);11195,4;11221,05;0,2;-25,65;12279,03
PC000668;2026-03-01 00:00:00;Prophet;12239,41;10335,83;18,4;1903,58;12111,21
PC000668;2026-04-01 00:00:00;Prophet;12532,12;11812,38;6,1;719,74;12111,21
PC000668;2026-05-01 00:00:00;Prophet;12557,84;11812,38;6,3;745,46;12111,21
PC000668;2026-06-01 00:00:00;Prophet;12147,51;11812,38;2,8;335,13;12111,21
PC000668;2026-07-01 00:00:00;Prophet;10989,6;13288,93;17,3;-2299,33;12111,21
PC000668;2026-08-01 00:00:00;Prophet;10695,72;9597,56;11,4;1098,16;12111,21
PC000855;2026-03-01 00:00:00;ExponentialSmoothing;12341,87;14819,97;16,7;-2478,1;11966,43
PC000855;2026-04-01 00:00:00;ExponentialSmoothing;12642,71;12242,58;3,3;400,13;11966,43
PC000855;2026-05-01 00:00:00;ExponentialSmoothing;12117,0;11598,23;4,5;518,77;11966,43
PC000855;2026-06-01 00:00:00;ExponentialSmoothing;11034,66;9665,2;14,2;1369,46;11966,43
PC000855;2026-07-01 00:00:00;ExponentialSmoothing;11804,67;12242,58;3,6;-437,91;11966,43
PC000855;2026-08-01 00:00:00;ExponentialSmoothing;11512,15;11598,23;0,7;-86,08;11966,43
PC000168;2026-03-01 00:00:00;LightGBM (pooled);12220,77;10907,01;12,0;1313,76;11841,9
PC000168;2026-04-01 00:00:00;LightGBM (pooled);11741,66;10543,45;11,4;1198,21;11841,9
PC000168;2026-05-01 00:00:00;LightGBM (pooled);11710,0;11997,72;2,4;-287,72;11841,9
PC000168;2026-06-01 00:00:00;LightGBM (pooled);11638,21;13088,42;11,1;-1450,21;11841,9
PC000168;2026-07-01 00:00:00;LightGBM (pooled);11397,43;9089,18;25,4;2308,25;11841,9
PC000168;2026-08-01 00:00:00;LightGBM (pooled);11320,83;11270,58;0,4;50,25;11841,9
PC000635;2026-03-01 00:00:00;LightGBM (pooled);12254,75;14292,76;14,3;-2038,01;11732,38
PC000635;2026-04-01 00:00:00;LightGBM (pooled);11763,54;12250,94;4,0;-487,4;11732,38
PC000635;2026-05-01 00:00:00;LightGBM (pooled);11571,74;12250,94;5,5;-679,2;11732,38
PC000635;2026-06-01 00:00:00;LightGBM (pooled);11561,61;12250,94;5,6;-689,33;11732,38
PC000635;2026-07-01 00:00:00;LightGBM (pooled);11320,83;10209,11;10,9;1111,72;11732,38
PC000635;2026-08-01 00:00:00;LightGBM (pooled);10955,45;11570,33;5,3;-614,88;11732,38
PC000875;2026-03-01 00:00:00;LightGBM (pooled);11544,5;12147,32;5,0;-602,82;11406,91
PC000875;2026-04-01 00:00:00;LightGBM (pooled);10975,86;9717,86;12,9;1258,0;11406,91
PC000875;2026-05-01 00:00:00;LightGBM (pooled);11137,46;11661,43;4,5;-523,97;11406,91
PC000875;2026-06-01 00:00:00;LightGBM (pooled);11226,72;12633,22;11,1;-1406,5;11406,91
PC000875;2026-07-01 00:00:00;LightGBM (pooled);10288,3;11175,54;7,9;-887,24;11406,91
PC000875;2026-08-01 00:00:00;LightGBM (pooled);10230,17;11175,54;8,5;-945,37;11406,91
PC000099;2026-03-01 00:00:00;Prophet;11179,27;10647,64;5,0;531,63;11035,37
PC000099;2026-04-01 00:00:00;Prophet;11578,71;10021,31;15,5;1557,4;11035,37
PC000099;2026-05-01 00:00:00;Prophet;11828,11;9394,97;25,9;2433,14;11035,37
PC000099;2026-06-01 00:00:00;Prophet;9997,93;10647,64;6,1;-649,71;11035,37
PC000099;2026-07-01 00:00:00;Prophet;10102,45;9394,97;7,5;707,48;11035,37
PC000099;2026-08-01 00:00:00;Prophet;9764,39;10021,31;2,6;-256,92;11035,37
PC000665;2026-03-01 00:00:00;LightGBM (pooled);12022,53;13456,88;10,7;-1434,35;10573,26
PC000665;2026-04-01 00:00:00;LightGBM (pooled);10868,64;12665,3;14,2;-1796,66;10573,26
PC000665;2026-05-01 00:00:00;LightGBM (pooled);10410,64;8707,39;19,6;1703,25;10573,26
PC000665;2026-06-01 00:00:00;LightGBM (pooled);10625,91;8707,39;22,0;1918,52;10573,26
PC000665;2026-07-01 00:00:00;LightGBM (pooled);10141,89;9498,97;6,8;642,92;10573,26
PC000665;2026-08-01 00:00:00;LightGBM (pooled);10121,31;8707,39;16,2;1413,92;10573,26
PC000300;2026-03-01 00:00:00;LightGBM (pooled);10143,94;11285,67;10,1;-1141,73;9830,18
PC000300;2026-04-01 00:00:00;LightGBM (pooled);10615,67;10345,2;2,6;270,47;9830,18
PC000300;2026-05-01 00:00:00;LightGBM (pooled);10327,79;8934,49;15,6;1393,3;9830,18
PC000300;2026-06-01 00:00:00;LightGBM (pooled);10265,03;7994,02;28,4;2271,01;9830,18
PC000300;2026-07-01 00:00:00;LightGBM (pooled);10121,31;8934,49;13,3;1186,82;9830,18
PC000300;2026-08-01 00:00:00;LightGBM (pooled);10210,7;10815,43;5,6;-604,73;9830,18
PC000440;2026-03-01 00:00:00;SARIMAX;10473,84;9153,47;14,4;1320,37;9713,88
PC000440;2026-04-01 00:00:00;SARIMAX;10196,72;10025,22;1,7;171,5;9713,88
PC000440;2026-05-01 00:00:00;SARIMAX;9373,46;10461,1;10,4;-1087,64;9713,88
PC000440;2026-06-01 00:00:00;SARIMAX;9504,25;8717,59;9,0;786,66;9713,88
PC000440;2026-07-01 00:00:00;SARIMAX;10177,94;9153,47;11,2;1024,47;9713,88
PC000440;2026-08-01 00:00:00;SARIMAX;8643,24;7845,83;10,2;797,41;9713,88
PC000773;2026-03-01 00:00:00;Prophet;10677,09;8321,7;28,3;2355,39;9675,63
PC000773;2026-04-01 00:00:00;Prophet;10469,84;9708,65;7,8;761,19;9675,63
PC000773;2026-05-01 00:00:00;Prophet;8569,65;8321,7;3,0;247,95;9675,63
PC000773;2026-06-01 00:00:00;Prophet;9048,28;9708,65;6,8;-660,37;9675,63
PC000773;2026-07-01 00:00:00;Prophet;8833,03;8321,7;6,1;511,33;9675,63
PC000773;2026-08-01 00:00:00;Prophet;9222,66;8321,7;10,8;900,96;9675,63
PC000153;2026-03-01 00:00:00;ExponentialSmoothing;8213,81;7922,41;3,7;291,4;9167,36
PC000153;2026-04-01 00:00:00;ExponentialSmoothing;9125,19;11091,37;17,7;-1966,18;9167,36
PC000153;2026-05-01 00:00:00;ExponentialSmoothing;8726,15;11091,37;21,3;-2365,22;9167,36
PC000153;2026-06-01 00:00:00;ExponentialSmoothing;9000,95;8978,73;0,2;22,22;9167,36
PC000153;2026-07-01 00:00:00;ExponentialSmoothing;8614,8;8978,73;4,1;-363,93;9167,36
PC000153;2026-08-01 00:00:00;ExponentialSmoothing;7795,16;8450,57;7,8;-655,41;9167,36
PC000312;2026-03-01 00:00:00;LightGBM (pooled);8514,85;8717,45;2,3;-202,6;8877,11
PC000312;2026-04-01 00:00:00;LightGBM (pooled);8486,14;9388,02;9,6;-901,88;8877,11
PC000312;2026-05-01 00:00:00;LightGBM (pooled);8067,71;8046,88;0,3;20,83;8877,11
PC000312;2026-06-01 00:00:00;LightGBM (pooled);7918,97;8717,45;9,2;-798,48;8877,11
PC000312;2026-07-01 00:00:00;LightGBM (pooled);7682,67;8717,45;11,9;-1034,78;8877,11
PC000312;2026-08-01 00:00:00;LightGBM (pooled);7446,13;7376,3;0,9;69,83;8877,11
PC000876;2026-03-01 00:00:00;Prophet;8696,74;10375,11;16,2;-1678,37;8807,77
PC000876;2026-04-01 00:00:00;Prophet;9085,35;9659,58;5,9;-574,23;8807,77
PC000876;2026-05-01 00:00:00;Prophet;8610,38;7513,01;14,6;1097,37;8807,77
PC000876;2026-06-01 00:00:00;Prophet;8736,36;9659,58;9,6;-923,22;8807,77
PC000876;2026-07-01 00:00:00;Prophet;8747,64;7870,77;11,1;876,87;8807,77
PC000876;2026-08-01 00:00:00;Prophet;7533,76;7870,77;4,3;-337,01;8807,77
PC000600;2026-03-01 00:00:00;LightGBM (pooled);8761,79;9088,43;3,6;-326,64;8799,91
PC000600;2026-04-01 00:00:00;LightGBM (pooled);8890,66;9845,8;9,7;-955,14;8799,91
PC000600;2026-05-01 00:00:00;LightGBM (pooled);8304,2;9845,8;15,7;-1541,6;8799,91
PC000600;2026-06-01 00:00:00;LightGBM (pooled);7918,97;8331,07;4,9;-412,1;8799,91
PC000600;2026-07-01 00:00:00;LightGBM (pooled);7878,3;7573,7;4,0;304,6;8799,91
PC000600;2026-08-01 00:00:00;LightGBM (pooled);7578,06;7573,7;0,1;4,36;8799,91
PC000621;2026-03-01 00:00:00;ExponentialSmoothing;9874,43;11374,33;13,2;-1499,9;8769,7
PC000621;2026-04-01 00:00:00;ExponentialSmoothing;8793,28;9367,09;6,1;-573,81;8769,7
PC000621;2026-05-01 00:00:00;ExponentialSmoothing;8677,56;8698,01;0,2;-20,45;8769,7
PC000621;2026-06-01 00:00:00;ExponentialSmoothing;9339,69;10036,17;6,9;-696,48;8769,7
PC000621;2026-07-01 00:00:00;ExponentialSmoothing;7722,71;7025,32;9,9;697,39;8769,7
PC000621;2026-08-01 00:00:00;ExponentialSmoothing;7373,37;8363,47;11,8;-990,1;8769,7
PC000210;2026-03-01 00:00:00;LightGBM (pooled);8863,38;9100,53;2,6;-237,15;8768,29
PC000210;2026-04-01 00:00:00;LightGBM (pooled);8730,7;7280,42;19,9;1450,28;8768,29
PC000210;2026-05-01 00:00:00;LightGBM (pooled);8733,19;9100,53;4,0;-367,34;8768,29
PC000210;2026-06-01 00:00:00;LightGBM (pooled);8271,03;8493,83;2,6;-222,8;8768,29
PC000210;2026-07-01 00:00:00;LightGBM (pooled);7878,3;8493,83;7,2;-615,53;8768,29
PC000210;2026-08-01 00:00:00;LightGBM (pooled);7682,67;7280,42;5,5;402,25;8768,29
PC000295;2026-03-01 00:00:00;SARIMAX;10274,47;10150,74;1,2;123,73;8700,64
PC000295;2026-04-01 00:00:00;SARIMAX;10653,23;9553,64;11,5;1099,59;8700,64
PC000295;2026-05-01 00:00:00;SARIMAX;10006,89;7762,33;28,9;2244,56;8700,64
PC000295;2026-06-01 00:00:00;SARIMAX;9575,89;8956,54;6,9;619,35;8700,64
PC000295;2026-07-01 00:00:00;SARIMAX;9344,8;7762,33;20,4;1582,47;8700,64
PC000295;2026-08-01 00:00:00;SARIMAX;8967,51;7165,23;25,2;1802,28;8700,64
PC000896;2026-03-01 00:00:00;LightGBM (pooled);8724,22;8167,72;6,8;556,5;8522,34
PC000896;2026-04-01 00:00:00;LightGBM (pooled);9047,02;8167,72;10,8;879,3;8522,34
PC000896;2026-05-01 00:00:00;LightGBM (pooled);8304,2;8167,72;1,7;136,48;8522,34
PC000896;2026-06-01 00:00:00;LightGBM (pooled);7918,97;8167,72;3,0;-248,75;8522,34
PC000896;2026-07-01 00:00:00;LightGBM (pooled);7878,3;9128,63;13,7;-1250,33;8522,34
PC000896;2026-08-01 00:00:00;LightGBM (pooled);7578,06;7687,26;1,4;-109,2;8522,34
PC000853;2026-03-01 00:00:00;LightGBM (pooled);8500,96;8691,22;2,2;-190,26;8173,88
PC000853;2026-04-01 00:00:00;LightGBM (pooled);8680,55;7966,95;9,0;713,6;8173,88
PC000853;2026-05-01 00:00:00;LightGBM (pooled);8368,73;8691,22;3,7;-322,49;8173,88
PC000853;2026-06-01 00:00:00;LightGBM (pooled);7918,97;7966,95;0,6;-47,98;8173,88
PC000853;2026-07-01 00:00:00;LightGBM (pooled);7682,67;7242,68;6,1;439,99;8173,88
PC000853;2026-08-01 00:00:00;LightGBM (pooled);7446,13;6518,41;14,2;927,72;8173,88
PC000802;2026-03-01 00:00:00;SARIMAX;7950,61;8162,52;2,6;-211,91;7994,08
PC000802;2026-04-01 00:00:00;SARIMAX;8537,85;7618,35;12,1;919,5;7994,08
PC000802;2026-05-01 00:00:00;SARIMAX;8039,49;8162,52;1,5;-123,03;7994,08
PC000802;2026-06-01 00:00:00;SARIMAX;6731,25;7074,18;4,8;-342,93;7994,08
PC000802;2026-07-01 00:00:00;SARIMAX;7358,09;7618,35;3,4;-260,26;7994,08
PC000802;2026-08-01 00:00:00;SARIMAX;7044,65;6530,01;7,9;514,64;7994,08
PC000425;2026-03-01 00:00:00;LightGBM (pooled);7704,58;8793,69;12,4;-1089,11;7589,79
PC000425;2026-04-01 00:00:00;LightGBM (pooled);7615,5;8793,69;13,4;-1178,19;7589,79
PC000425;2026-05-01 00:00:00;LightGBM (pooled);7624,58;7328,07;4,0;296,51;7589,79
PC000425;2026-06-01 00:00:00;LightGBM (pooled);7036,3;7328,07;4,0;-291,77;7589,79
PC000425;2026-07-01 00:00:00;LightGBM (pooled);6981,51;6595,27;5,9;386,24;7589,79
PC000425;2026-08-01 00:00:00;LightGBM (pooled);6844,35;5129,65;33,4;1714,7;7589,79
PC000683;2026-03-01 00:00:00;ExponentialSmoothing;8094,45;7058,42;14,7;1036,03;7575,52
PC000683;2026-04-01 00:00:00;ExponentialSmoothing;7472,66;6515,47;14,7;957,19;7575,52
PC000683;2026-05-01 00:00:00;ExponentialSmoothing;6807,14;7601,38;10,4;-794,24;7575,52
PC000683;2026-06-01 00:00:00;ExponentialSmoothing;7461,65;7058,42;5,7;403,23;7575,52
PC000683;2026-07-01 00:00:00;ExponentialSmoothing;6839,07;6515,47;5,0;323,6;7575,52
PC000683;2026-08-01 00:00:00;ExponentialSmoothing;5883,78;6515,47;9,7;-631,69;7575,52
PC000207;2026-03-01 00:00:00;LightGBM (pooled);7791,76;6790,84;14,7;1000,92;7574,4
PC000207;2026-04-01 00:00:00;LightGBM (pooled);7377,17;7835,58;5,9;-458,41;7574,4
PC000207;2026-05-01 00:00:00;LightGBM (pooled);7092,63;7835,58;9,5;-742,95;7574,4
PC000207;2026-06-01 00:00:00;LightGBM (pooled);7022,18;6268,47;12,0;753,71;7574,4
PC000207;2026-07-01 00:00:00;LightGBM (pooled);6844,35;7313,21;6,4;-468,86;7574,4
PC000207;2026-08-01 00:00:00;LightGBM (pooled);6661,73;6790,84;1,9;-129,11;7574,4
PC000255;2026-03-01 00:00:00;ExponentialSmoothing;7469,4;6587,31;13,4;882,09;7504,22
PC000255;2026-04-01 00:00:00;ExponentialSmoothing;8014,08;8107,46;1,2;-93,38;7504,22
PC000255;2026-05-01 00:00:00;ExponentialSmoothing;7208,14;6587,31;9,4;620,83;7504,22
PC000255;2026-06-01 00:00:00;ExponentialSmoothing;6922,12;6587,31;5,1;334,81;7504,22
PC000255;2026-07-01 00:00:00;ExponentialSmoothing;6853,14;6587,31;4,0;265,83;7504,22
PC000255;2026-08-01 00:00:00;ExponentialSmoothing;6069,81;6587,31;7,9;-517,5;7504,22
PC000007;2026-03-01 00:00:00;LightGBM (pooled);8127,6;9596,07;15,3;-1468,47;7494,07
PC000007;2026-04-01 00:00:00;LightGBM (pooled);8000,58;8156,66;1,9;-156,08;7494,07
PC000007;2026-05-01 00:00:00;LightGBM (pooled);7651,91;8636,46;11,4;-984,55;7494,07
PC000007;2026-06-01 00:00:00;LightGBM (pooled);7486,8;9116,27;17,9;-1629,47;7494,07
PC000007;2026-07-01 00:00:00;LightGBM (pooled);6995,63;6717,25;4,1;278,38;7494,07
PC000007;2026-08-01 00:00:00;LightGBM (pooled);6981,51;7676,86;9,1;-695,35;7494,07
PC000043;2026-03-01 00:00:00;LightGBM (pooled);6943,08;7345,26;5,5;-402,18;7420,21
PC000043;2026-04-01 00:00:00;LightGBM (pooled);6742,8;7082,93;4,8;-340,13;7420,21
PC000043;2026-05-01 00:00:00;LightGBM (pooled);6735,57;7082,93;4,9;-347,36;7420,21
PC000043;2026-06-01 00:00:00;LightGBM (pooled);6582,05;6558,27;0,4;23,78;7420,21
PC000043;2026-07-01 00:00:00;LightGBM (pooled);6420,6;6820,6;5,9;-400,0;7420,21
PC000043;2026-08-01 00:00:00;LightGBM (pooled);6230,49;6295,94;1,0;-65,45;7420,21
PC000176;2026-03-01 00:00:00;LightGBM (pooled);8193,49;6720,05;21,9;1473,44;7416,06
PC000176;2026-04-01 00:00:00;LightGBM (pooled);7490,68;7392,06;1,3;98,62;7416,06
PC000176;2026-05-01 00:00:00;LightGBM (pooled);7092,63;8064,06;12,0;-971,43;7416,06
PC000176;2026-06-01 00:00:00;LightGBM (pooled);7036,3;8064,06;12,7;-1027,76;7416,06
PC000176;2026-07-01 00:00:00;LightGBM (pooled);6844,35;6384,05;7,2;460,3;7416,06
PC000176;2026-08-01 00:00:00;LightGBM (pooled);6661,73;5712,04;16,6;949,69;7416,06
PC000016;2026-03-01 00:00:00;LightGBM (pooled);7788,95;7436,16;4,7;352,79;7307,4
PC000016;2026-04-01 00:00:00;LightGBM (pooled);7490,68;8788,19;14,8;-1297,51;7307,4
PC000016;2026-05-01 00:00:00;LightGBM (pooled);7092,63;7436,16;4,6;-343,53;7307,4
PC000016;2026-06-01 00:00:00;LightGBM (pooled);7022,18;6760,15;3,9;262,03;7307,4
PC000016;2026-07-01 00:00:00;LightGBM (pooled);6844,35;7436,16;8,0;-591,81;7307,4
PC000016;2026-08-01 00:00:00;LightGBM (pooled);6661,73;6084,13;9,5;577,6;7307,4
PC000334;2026-03-01 00:00:00;LightGBM (pooled);7041,57;6806,89;3,4;234,68;6746,11
PC000334;2026-04-01 00:00:00;LightGBM (pooled);6595,76;7657,75;13,9;-1061,99;6746,11
PC000334;2026-05-01 00:00:00;LightGBM (pooled);6631,4;8508,61;22,1;-1877,21;6746,11
PC000334;2026-06-01 00:00:00;LightGBM (pooled);6606,15;6806,89;2,9;-200,74;6746,11
PC000334;2026-07-01 00:00:00;LightGBM (pooled);6420,6;5956,02;7,8;464,58;6746,11
PC000334;2026-08-01 00:00:00;LightGBM (pooled);6230,49;6806,89;8,5;-576,4;6746,11
PC000860;2026-03-01 00:00:00;SARIMAX;6311,89;7406,62;14,8;-1094,73;6730,62
PC000860;2026-04-01 00:00:00;SARIMAX;6299,81;6172,18;2,1;127,63;6730,62
PC000860;2026-05-01 00:00:00;SARIMAX;5687,83;7406,62;23,2;-1718,79;6730,62
PC000860;2026-06-01 00:00:00;SARIMAX;5688,28;5554,96;2,4;133,32;6730,62
PC000860;2026-07-01 00:00:00;SARIMAX;5461,3;5554,96;1,7;-93,66;6730,62
PC000860;2026-08-01 00:00:00;SARIMAX;5918,0;5554,96;6,5;363,04;6730,62
PC000059;2026-03-01 00:00:00;LightGBM (pooled);7551,0;7040,15;7,3;510,85;6687,26
PC000059;2026-04-01 00:00:00;LightGBM (pooled);7041,63;5558,01;26,7;1483,62;6687,26
PC000059;2026-05-01 00:00:00;LightGBM (pooled);6910,26;7040,15;1,8;-129,89;6687,26
PC000059;2026-06-01 00:00:00;LightGBM (pooled);6885,01;7040,15;2,2;-155,14;6687,26
PC000059;2026-07-01 00:00:00;LightGBM (pooled);6661,73;6669,61;0,1;-7,88;6687,26
PC000059;2026-08-01 00:00:00;LightGBM (pooled);6565,49;7040,15;6,7;-474,66;6687,26
PC000886;2026-03-01 00:00:00;LightGBM (pooled);7158,22;7183,57;0,4;-25,35;6670,46
PC000886;2026-04-01 00:00:00;LightGBM (pooled);7224,25;7183,57;0,6;40,68;6670,46
PC000886;2026-05-01 00:00:00;LightGBM (pooled);6918,19;6784,48;2,0;133,71;6670,46
PC000886;2026-06-01 00:00:00;LightGBM (pooled);6885,01;7183,57;4,2;-298,56;6670,46
PC000886;2026-07-01 00:00:00;LightGBM (pooled);6661,73;6385,39;4,3;276,34;6670,46
PC000886;2026-08-01 00:00:00;LightGBM (pooled);6565,49;5587,22;17,5;978,27;6670,46
PC000473;2026-03-01 00:00:00;LightGBM (pooled);7348,38;7631,6;3,7;-283,22;6586,8
PC000473;2026-04-01 00:00:00;LightGBM (pooled);7232,18;6995,64;3,4;236,54;6586,8
PC000473;2026-05-01 00:00:00;LightGBM (pooled);6918,19;6359,67;8,8;558,52;6586,8
PC000473;2026-06-01 00:00:00;LightGBM (pooled);6885,01;6359,67;8,3;525,34;6586,8
PC000473;2026-07-01 00:00:00;LightGBM (pooled);6661,73;6995,64;4,8;-333,91;6586,8
PC000473;2026-08-01 00:00:00;LightGBM (pooled);6565,49;6359,67;3,2;205,82;6586,8
PC000015;2026-03-01 00:00:00;LightGBM (pooled);6200,21;6903,59;10,2;-703,38;6347,26
PC000015;2026-04-01 00:00:00;LightGBM (pooled);6234,24;5841,5;6,7;392,74;6347,26
PC000015;2026-05-01 00:00:00;LightGBM (pooled);5718,57;5310,45;7,7;408,12;6347,26
PC000015;2026-06-01 00:00:00;LightGBM (pooled);5658,72;5841,5;3,1;-182,78;6347,26
PC000015;2026-07-01 00:00:00;LightGBM (pooled);5397,19;6372,54;15,3;-975,35;6347,26
PC000015;2026-08-01 00:00:00;LightGBM (pooled);5172,95;5310,45;2,6;-137,5;6347,26
PC000477;2026-03-01 00:00:00;LightGBM (pooled);5881,37;6373,44;7,7;-492,07;6236,86
PC000477;2026-04-01 00:00:00;LightGBM (pooled);5948,44;6373,44;6,7;-425,0;6236,86
