Produto;Fornecedor;Classe;Volatilidade;EstoqueAtual;DemandaPrevMes(un);CoberturaDias;MinDias;MaxDias;LeadTimeDias;GiroAtual;GiroAlvo;Status;QtdSugerida;CustoUnitario;ValorSugerido
PC008601;Não informado;A;Baixa;135,0;304,1;13,3;15;30;15;27,4;16,22;🚨 RUPTURA IMINENTE;169,0;7152,32;1209296,62
PC002501;Não informado;A;Baixa;575,0;238,5;72,3;15;30;15;5,05;16,22;🟡 Estoque excessivo;0,0;2432,07;0,0
PC008574;Não informado;A;Baixa;324,0;153,5;63,3;15;30;15;5,76;16,22;🟡 Estoque excessivo;0,0;3100,85;0,0
PC006844;Não informado;A;Baixa;399,0;209,6;57,1;15;30;15;6,39;16,22;🟡 Estoque excessivo;0,0;2780,23;0,0
PC008500;Não informado;A;Baixa;395,0;303,8;39,0;15;30;15;9,36;16,22;🟡 Estoque excessivo;0,0;1752,63;0,0
PC001709;Não informado;A;Baixa;273,0;95,3;86,0;15;30;15;4,25;16,22;🟡 Estoque excessivo;0,0;5836,68;0,0
PC008017;Não informado;A;Baixa;325,0;211,8;46,0;15;30;15;7,93;16,22;🟡 Estoque excessivo;0,0;3563,11;0,0
PC000728;Não informado;A;Baixa;100,0;88,0;34,1;15;30;15;10,7;16,22;🟡 Estoque excessivo;0,0;5016,71;0,0
PC000980;Não informado;A;Baixa;317,0;108,6;87,6;15;30;15;4,17;16,22;🟡 Estoque excessivo;0,0;4488,57;0,0
PC005784;Não informado;A;Baixa;63,0;71,9;26,3;15;30;15;13,88;16,22;🟢 OK;0,0;6888,82;0,0
PC005037;Não informado;A;Baixa;298,0;151,9;58,9;15;30;15;6,2;16,22;🟡 Estoque excessivo;0,0;3104,09;0,0
PC007876;Não informado;A;Baixa;63,0;123,3;15,3;15;30;15;23,81;16,22;🟢 OK;0,0;5290,46;0,0
PC000927;Não informado;A;Baixa;137,0;426,3;9,6;15;30;15;37,86;16,22;🚨 RUPTURA IMINENTE;289,0;1847,29;534343,11
PC003652;Não informado;A;Baixa;544,0;236,7;69,0;15;30;15;5,29;16,22;🟡 Estoque excessivo;0,0;1564,9;0,0
PC006125;Não informado;A;Baixa;292,0;95,2;92,0;15;30;15;3,97;16,22;🟡 Estoque excessivo;0,0;4471,57;0,0
PC005447;Não informado;A;Baixa;285,0;108,4;78,9;15;30;15;4,63;16,22;🟡 Estoque excessivo;0,0;3826,64;0,0
PC005103;Não informado;A;Baixa;156,0;104,6;44,7;15;30;15;8,16;16,22;🟡 Estoque excessivo;0,0;7291,12;0,0
PC008197;Não informado;A;Baixa;526,0;184,9;85,3;15;30;15;4,28;16,22;🟡 Estoque excessivo;0,0;2040,24;0,0
PC005633;Não informado;A;Baixa;277,0;94,0;88,4;15;30;15;4,13;16,22;🟡 Estoque excessivo;0,0;4882,18;0,0
PC002817;Não informado;A;Média;419,0;244,2;51,5;15;30;15;7,09;16,22;🟡 Estoque excessivo;0,0;2994,94;0,0
PC002818;Não informado;A;Baixa;93,0;157,4;17,7;15;30;15;20,59;16,22;🟢 OK;0,0;2198,9;0,0
PC006530;Não informado;A;Baixa;79,0;109,5;21,6;15;30;15;16,86;16,22;🟢 OK;0,0;4141,0;0,0
PC002366;Não informado;A;Baixa;215,0;91,5;70,5;15;30;15;5,18;16,22;🟡 Estoque excessivo;0,0;3917,85;0,0
PC006637;Não informado;A;Baixa;200,0;155,5;38,6;15;30;15;9,46;16,22;🟡 Estoque excessivo;0,0;2371,72;0,0
PC000555;Não informado;A;Baixa;218,0;250,0;26,2;15;30;15;13,95;16,22;🟢 OK;0,0;1672,16;0,0
PC004673;Não informado;A;Média;303,0;236,1;38,5;15;30;15;9,48;16,22;🟡 Estoque excessivo;0,0;3313,91;0,0
PC008273;Não informado;A;Baixa;64,0;121,8;15,8;15;30;15;23,16;16,22;🟢 OK;0,0;5650,82;0,0
PC001432;Não informado;A;Baixa;107,0;60,1;53,4;15;30;15;6,84;16,22;🟡 Estoque excessivo;0,0;7002,39;0,0
PC004935;Não informado;A;Média;627,0;341,2;55,1;15;30;15;6,62;16,22;🟡 Estoque excessivo;0,0;2151,93;0,0
PC008508;Não informado;A;Média;182,0;91,3;59,8;15;30;15;6,1;16,22;🟡 Estoque excessivo;0,0;8601,82;0,0
PC008252;Não informado;A;Baixa;180,0;92,5;58,4;15;30;15;6,25;16,22;🟡 Estoque excessivo;0,0;3670,11;0,0
PC003737;Não informado;A;Baixa;381,0;141,1;81,0;15;30;15;4,5;16,22;🟡 Estoque excessivo;0,0;2791,87;0,0
PC006829;Não informado;A;Baixa;236,0;71,2;99,4;15;30;15;3,67;16,22;🟡 Estoque excessivo;0,0;5704,49;0,0
PC008647;Não informado;A;Baixa;216,0;97,4;66,5;15;30;15;5,49;16,22;🟡 Estoque excessivo;0,0;3793,54;0,0
PC000124;Não informado;A;Baixa;123,0;58,2;63,4;15;30;15;5,76;16,22;🟡 Estoque excessivo;0,0;6381,78;0,0
PC006098;Não informado;A;Baixa;204,0;317,8;19,3;15;30;15;18,95;16,22;🟢 OK;0,0;1115,74;0,0
PC002257;Não informado;A;Baixa;228,0;70,3;97,3;15;30;15;3,75;16,22;🟡 Estoque excessivo;0,0;4957,91;0,0
PC003418;Não informado;A;Baixa;267,0;144,4;55,5;15;30;15;6,58;16,22;🟡 Estoque excessivo;0,0;3729,15;0,0
PC008269;Não informado;A;Baixa;66,0;169,6;11,7;15;30;15;31,27;16,22;🚨 RUPTURA IMINENTE;104,0;3449,23;357422,8
PC006652;Não informado;A;Média;122,0;111,1;32,9;15;30;15;11,08;16,22;🟡 Estoque excessivo;0,0;4353,95;0,0
PC001389;Não informado;A;Baixa;85,0;117,1;21,8;15;30;15;16,77;16,22;🟢 OK;0,0;5068,46;0,0
PC009988;Não informado;A;Baixa;142,0;48,7;87,5;15;30;15;4,17;16,22;🟡 Estoque excessivo;0,0;5875,32;0,0
PC005756;Não informado;A;Baixa;84,0;59,8;42,2;15;30;15;8,66;16,22;🟡 Estoque excessivo;0,0;6733,05;0,0
PC002381;Não informado;A;Baixa;100,0;51,2;58,6;15;30;15;6,23;16,22;🟡 Estoque excessivo;0,0;8699,79;0,0
PC005556;Não informado;A;Baixa;243,0;77,5;94,0;15;30;15;3,88;16,22;🟡 Estoque excessivo;0,0;6395,12;0,0
PC007705;Não informado;A;Baixa;136,0;114,4;35,7;15;30;15;10,24;16,22;🟡 Estoque excessivo;0,0;3886,64;0,0
PC008729;Não informado;A;Baixa;130,0;77,7;50,2;15;30;15;7,28;16,22;🟡 Estoque excessivo;0,0;6811,41;0,0
PC009212;Não informado;A;Baixa;270,0;88,1;92,0;15;30;15;3,97;16,22;🟡 Estoque excessivo;0,0;4693,11;0,0
PC000943;Não informado;A;Baixa;74,0;59,0;37,6;15;30;15;9,7;16,22;🟡 Estoque excessivo;0,0;5989,82;0,0
PC007834;Não informado;A;Baixa;53,0;108,3;14,7;15;30;15;24,85;16,22;🚨 RUPTURA IMINENTE;55,0;5776,13;319159,36
PC006552;Não informado;A;Média;184,0;111,5;49,5;15;30;15;7,38;16,22;🟡 Estoque excessivo;0,0;4459,46;0,0
PC000572;Não informado;A;Baixa;47,0;87,5;16,1;15;30;15;22,64;16,22;🟢 OK;0,0;5315,29;0,0
PC005191;Não informado;A;Baixa;167,0;64,4;77,8;15;30;15;4,69;16,22;🟡 Estoque excessivo;0,0;5094,22;0,0
PC006555;Não informado;A;Baixa;697,0;402,5;51,9;15;30;15;7,03;16,22;🟡 Estoque excessivo;0,0;1385,7;0,0
PC002750;Não informado;A;Baixa;57,0;80,8;21,2;15;30;15;17,24;16,22;🟢 OK;0,0;4318,13;0,0
PC009026;Não informado;A;Média;168,0;131,1;38,5;15;30;15;9,49;16,22;🟡 Estoque excessivo;0,0;4662,77;0,0
PC003838;Não informado;A;Baixa;559,0;349,3;48,0;15;30;15;7,6;16,22;🟡 Estoque excessivo;0,0;1242,83;0,0
PC003055;Não informado;A;Baixa;116,0;73,4;47,4;15;30;15;7,7;16,22;🟡 Estoque excessivo;0,0;7204,26;0,0
PC002244;Não informado;A;Baixa;86,0;57,9;44,6;15;30;15;8,19;16,22;🟡 Estoque excessivo;0,0;6321,19;0,0
PC002317;Não informado;A;Média;170,0;92,3;55,3;15;30;15;6,6;16,22;🟡 Estoque excessivo;0,0;5479,57;0,0
PC002157;Não informado;A;Baixa;95,0;218,7;13,0;15;30;15;28,0;16,22;🚨 RUPTURA IMINENTE;124,0;2558,83;316419,03
PC003544;Não informado;A;Baixa;34,0;49,4;20,7;15;30;15;17,67;16,22;🟢 OK;0,0;7279,94;0,0
PC009908;Não informado;A;Baixa;97,0;77,1;37,7;15;30;15;9,67;16,22;🟡 Estoque excessivo;0,0;4476,96;0,0
PC004676;Não informado;A;Baixa;93,0;47,6;58,7;15;30;15;6,22;16,22;🟡 Estoque excessivo;0,0;5546,46;0,0
PC002094;Não informado;A;Baixa;993,0;302,8;98,4;15;30;15;3,71;16,22;🟡 Estoque excessivo;0,0;796,5;0,0
PC008397;Não informado;A;Baixa;145,0;49,5;87,9;15;30;15;4,15;16,22;🟡 Estoque excessivo;0,0;6823,51;0,0
PC008292;Não informado;A;Baixa;759,0;379,9;59,9;15;30;15;6,09;16,22;🟡 Estoque excessivo;0,0;1043,32;0,0
PC007156;Não informado;A;Baixa;193,0;59,8;96,9;15;30;15;3,77;16,22;🟡 Estoque excessivo;0,0;6074,24;0,0
PC000821;Não informado;A;Baixa;964,0;395,7;73,1;15;30;15;4,99;16,22;🟡 Estoque excessivo;0,0;770,91;0,0
PC003142;Não informado;A;Baixa;661,0;290,8;68,2;15;30;15;5,35;16,22;🟡 Estoque excessivo;0,0;928,96;0,0
PC001357;Não informado;A;Baixa;28,0;241,3;3,5;15;30;15;104,85;16,22;🚨 RUPTURA IMINENTE;213,0;5606,05;1195750,9
PC003501;Não informado;A;Média;324,0;205,0;47,4;15;30;15;7,7;16,22;🟡 Estoque excessivo;0,0;2590,42;0,0
PC009647;Não informado;A;Baixa;66,0;99,7;19,9;15;30;15;18,38;16,22;🟢 OK;0,0;5073,13;0,0
PC000258;Não informado;A;Baixa;91,0;66,1;41,3;15;30;15;8,84;16,22;🟡 Estoque excessivo;0,0;4795,92;0,0
PC004063;Não informado;A;Baixa;499,0;230,8;64,8;15;30;15;5,63;16,22;🟡 Estoque excessivo;0,0;1651,69;0,0
PC007633;Não informado;A;Baixa;111,0;93,2;35,7;15;30;15;10,21;16,22;🟡 Estoque excessivo;0,0;5078,92;0,0
PC005500;Não informado;A;Baixa;88,0;45,0;58,7;15;30;15;6,22;16,22;🟡 Estoque excessivo;0,0;5629,46;0,0
PC005848;Não informado;A;Baixa;120,0;35,0;102,9;15;30;15;3,55;16,22;🟡 Estoque excessivo;0,0;8228,15;0,0
PC004852;Não informado;A;Baixa;113,0;33,0;102,8;15;30;15;3,55;16,22;🟡 Estoque excessivo;0,0;6905,41;0,0
PC008820;Não informado;A;Baixa;87,0;47,2;55,3;15;30;15;6,6;16,22;🟡 Estoque excessivo;0,0;5700,24;0,0
PC006574;Não informado;A;Baixa;510,0;203,5;75,2;15;30;15;4,85;16,22;🟡 Estoque excessivo;0,0;1447,68;0,0
PC000532;Não informado;A;Baixa;86,0;93,3;27,7;15;30;15;13,2;16,22;🟢 OK;0,0;4758,3;0,0
PC007188;Não informado;A;Baixa;148,0;73,1;60,7;15;30;15;6,01;16,22;🟡 Estoque excessivo;0,0;3220,39;0,0
PC006460;Não informado;A;Baixa;101,0;34,4;88,0;15;30;15;4,15;16,22;🟡 Estoque excessivo;0,0;8542,4;0,0
PC002182;Não informado;A;Baixa;743,0;271,7;82,0;15;30;15;4,45;16,22;🟡 Estoque excessivo;0,0;1190,95;0,0
PC000005;Não informado;A;Baixa;108,0;124,5;26,0;15;30;15;14,03;16,22;🟢 OK;0,0;2141,14;0,0
PC002247;Não informado;A;Baixa;233,0;108,7;64,3;15;30;15;5,68;16,22;🟡 Estoque excessivo;0,0;3584,73;0,0
PC001415;Não informado;A;Baixa;62,0;65,6;28,3;15;30;15;12,88;16,22;🟢 OK;0,0;3321,42;0,0
PC000260;Não informado;A;Baixa;105,0;55,3;57,0;15;30;15;6,4;16,22;🟡 Estoque excessivo;0,0;5154,15;0,0
PC002415;Não informado;A;Baixa;33,0;69,3;14,3;15;30;15;25,54;16,22;🚨 RUPTURA IMINENTE;36,0;4404,87;159786,11
PC008479;Não informado;A;Baixa;190,0;201,1;28,3;15;30;15;12,88;16,22;🟢 OK;0,0;1445,41;0,0
PC001430;Não informado;A;Baixa;690,0;308,3;67,1;15;30;15;5,44;16,22;🟡 Estoque excessivo;0,0;924,03;0,0
PC009754;Não informado;A;Baixa;124,0;73,3;50,7;15;30;15;7,19;16,22;🟡 Estoque excessivo;0,0;3222,66;0,0
PC006989;Não informado;A;Média;116,0;82,0;42,5;15;30;15;8,6;16,22;🟡 Estoque excessivo;0,0;4650,27;0,0
PC004258;Não informado;A;Baixa;342,0;299,7;34,2;15;30;15;10,66;16,22;🟡 Estoque excessivo;0,0;697,13;0,0
PC001173;Não informado;A;Baixa;282,0;393,7;21,5;15;30;15;16,98;16,22;🟢 OK;0,0;700,94;0,0
PC001741;Não informado;A;Baixa;50,0;31,1;48,2;15;30;15;7,58;16,22;🟡 Estoque excessivo;0,0;7233,64;0,0
PC001005;Não informado;A;Baixa;139,0;121,1;34,4;15;30;15;10,6;16,22;🟡 Estoque excessivo;0,0;2109,34;0,0
PC008623;Não informado;A;Média;39,0;89,7;13,0;15;30;15;27,99;16,22;🚨 RUPTURA IMINENTE;51,0;4051,07;205536,92
PC009093;Não informado;A;Baixa;323,0;106,6;90,9;15;30;15;4,01;16,22;🟡 Estoque excessivo;0,0;2135,83;0,0
PC001340;Não informado;A;Baixa;95,0;37,2;76,6;15;30;15;4,76;16,22;🟡 Estoque excessivo;0,0;7620,08;0,0
PC007294;Não informado;A;Baixa;123,0;167,3;22,0;15;30;15;16,55;16,22;🟢 OK;0,0;5140,49;0,0
PC003012;Não informado;A;Baixa;16,0;52,5;9,1;15;30;15;39,94;16,22;🚨 RUPTURA IMINENTE;37,0;8474,19;309511,41
PC002309;Não informado;A;Baixa;60,0;113,3;15,9;15;30;15;22,98;16,22;🟢 OK;0,0;2038,23;0,0
PC005000;Não informado;A;Baixa;390,0;211,2;55,4;15;30;15;6,59;16,22;🟡 Estoque excessivo;0,0;1128,36;0,0
PC006398;Não informado;A;Baixa;317,0;256,3;37,1;15;30;15;9,84;16,22;🟡 Estoque excessivo;0,0;3145,84;0,0
PC006801;Não informado;A;Baixa;29,0;54,3;16,0;15;30;15;22,8;16,22;🟢 OK;0,0;3491,59;0,0
PC006068;Não informado;A;Baixa;37,0;38,3;29,0;15;30;15;12,6;16,22;🟢 OK;0,0;5625,66;0,0
PC000282;Não informado;A;Baixa;118,0;49,2;72,0;15;30;15;5,07;16,22;🟡 Estoque excessivo;0,0;5104,59;0,0
PC007856;Não informado;A;Baixa;953,0;287,7;99,4;15;30;15;3,67;16,22;🟡 Estoque excessivo;0,0;950,29;0,0
PC005748;Não informado;A;Baixa;119,0;55,7;64,1;15;30;15;5,69;16,22;🟡 Estoque excessivo;0,0;3704,09;0,0
PC007623;Não informado;A;Baixa;51,0;37,3;41,0;15;30;15;8,91;16,22;🟡 Estoque excessivo;0,0;6046,77;0,0
PC005709;Não informado;A;Baixa;119,0;44,2;80,7;15;30;15;4,52;16,22;🟡 Estoque excessivo;0,0;6358,85;0,0
PC008132;Não informado;A;Baixa;82,0;72,4;34,0;15;30;15;10,74;16,22;🟡 Estoque excessivo;0,0;4761,73;0,0
PC002592;Não informado;A;Baixa;481,0;277,9;51,9;15;30;15;7,03;16,22;🟡 Estoque excessivo;0,0;645,78;0,0
PC004924;Não informado;A;Baixa;116,0;35,2;98,8;15;30;15;3,7;16,22;🟡 Estoque excessivo;0,0;5864,64;0,0
PC007614;Não informado;A;Baixa;116,0;53,1;65,5;15;30;15;5,57;16,22;🟡 Estoque excessivo;0,0;4480,53;0,0
PC002049;Não informado;A;Baixa;152,0;118,6;38,5;15;30;15;9,49;16,22;🟡 Estoque excessivo;0,0;1717,79;0,0
PC009543;Não informado;A;Média;50,0;89,5;16,8;15;30;15;21,78;16,22;🟢 OK;0,0;4570,48;0,0
PC003452;Não informado;A;Baixa;45,0;142,2;9,5;15;30;15;38,44;16,22;🚨 RUPTURA IMINENTE;97,0;2274,13;220947,38
PC002906;Não informado;A;Baixa;67,0;62,5;32,1;15;30;15;11,36;16,22;🟡 Estoque excessivo;0,0;4004,34;0,0
PC004999;Não informado;A;Baixa;217,0;70,4;92,5;15;30;15;3,95;16,22;🟡 Estoque excessivo;0,0;3112,43;0,0
PC000216;Não informado;A;Baixa;144,0;51,6;83,7;15;30;15;4,36;16,22;🟡 Estoque excessivo;0,0;4260,91;0,0
PC001460;Não informado;A;Baixa;75,0;53,4;42,1;15;30;15;8,67;16,22;🟡 Estoque excessivo;0,0;7421,09;0,0
PC006682;Não informado;A;Baixa;35,0;74,5;14,1;15;30;15;25,89;16,22;🚨 RUPTURA IMINENTE;39,0;4433,99;175019,43
PC003004;Não informado;A;Baixa;145,0;48,9;88,9;15;30;15;4,1;16,22;🟡 Estoque excessivo;0,0;5112,11;0,0
PC001304;Não informado;A;Baixa;67,0;49,3;40,7;15;30;15;8,96;16,22;🟡 Estoque excessivo;0,0;6655,2;0,0
PC009133;Não informado;A;Baixa;61,0;38,6;47,3;15;30;15;7,71;16,22;🟡 Estoque excessivo;0,0;5490,1;0,0
PC009474;Não informado;A;Baixa;121,0;86,9;41,8;15;30;15;8,74;16,22;🟡 Estoque excessivo;0,0;3471,89;0,0
PC005332;Não informado;A;Baixa;139,0;90,7;46,0;15;30;15;7,94;16,22;🟡 Estoque excessivo;0,0;2414,35;0,0
PC000155;Não informado;A;Baixa;831,0;437,8;56,9;15;30;15;6,41;16,22;🟡 Estoque excessivo;0,0;686,11;0,0
PC003672;Não informado;A;Baixa;32,0;31,3;30,6;15;30;15;11,91;16,22;🟡 Estoque excessivo;0,0;7102,85;0,0
PC000986;Não informado;A;Baixa;120,0;77,9;46,2;15;30;15;7,9;16,22;🟡 Estoque excessivo;0,0;4042,08;0,0
PC008628;Não informado;A;Baixa;19,0;35,7;15,9;15;30;15;22,89;16,22;🟢 OK;0,0;6164,69;0,0
PC000303;Não informado;A;Baixa;308,0;115,0;80,3;15;30;15;4,54;16,22;🟡 Estoque excessivo;0,0;1851,29;0,0
PC009473;Não informado;A;Baixa;79,0;67,8;35,0;15;30;15;10,44;16,22;🟡 Estoque excessivo;0,0;2750,53;0,0
PC008943;Não informado;A;Baixa;50,0;38,4;39,1;15;30;15;9,34;16,22;🟡 Estoque excessivo;0,0;5405,23;0,0
PC002484;Não informado;A;Baixa;80,0;89,7;26,7;15;30;15;13,65;16,22;🟢 OK;0,0;1969,71;0,0
PC007943;Não informado;A;Baixa;204,0;120,4;50,8;15;30;15;7,18;16,22;🟡 Estoque excessivo;0,0;5169,93;0,0
PC003003;Não informado;A;Baixa;47,0;283,4;5,0;15;30;15;73,36;16,22;🚨 RUPTURA IMINENTE;236,0;2379,26;562443,84
PC005581;Não informado;A;Baixa;142,0;42,6;100,1;15;30;15;3,65;16,22;🟡 Estoque excessivo;0,0;4350,58;0,0
PC005374;Não informado;A;Baixa;327,0;123,2;79,6;15;30;15;4,58;16,22;🟡 Estoque excessivo;0,0;1511,14;0,0
PC004717;Não informado;A;Baixa;315,0;99,1;95,4;15;30;15;3,83;16,22;🟡 Estoque excessivo;0,0;2122,57;0,0
PC009247;Não informado;A;Baixa;522,0;365,5;42,8;15;30;15;8,52;16,22;🟡 Estoque excessivo;0,0;1053,33;0,0
PC008645;Não informado;A;Baixa;285,0;90,7;94,2;15;30;15;3,87;16,22;🟡 Estoque excessivo;0,0;1937,49;0,0
PC005933;Não informado;A;Média;98,0;64,8;45,4;15;30;15;8,04;16,22;🟡 Estoque excessivo;0,0;5655,92;0,0
PC000653;Não informado;A;Baixa;38,0;74,7;15,3;15;30;15;23,92;16,22;🟢 OK;0,0;4800,33;0,0
PC004783;Não informado;A;Baixa;37,0;26,6;41,7;15;30;15;8,75;16,22;🟡 Estoque excessivo;0,0;6199,35;0,0
PC008903;Não informado;A;Baixa;408,0;203,1;60,3;15;30;15;6,06;16,22;🟡 Estoque excessivo;0,0;972,42;0,0
PC005115;Não informado;A;Baixa;273,0;140,5;58,3;15;30;15;6,26;16,22;🟡 Estoque excessivo;0,0;1986,82;0,0
PC007508;Não informado;A;Baixa;38,0;45,2;25,2;15;30;15;14,47;16,22;🟢 OK;0,0;4401,47;0,0
PC002695;Não informado;A;Baixa;42,0;76,7;16,4;15;30;15;22,22;16,22;🟢 OK;0,0;4409,89;0,0
PC007810;Não informado;A;Baixa;100,0;41,6;72,0;15;30;15;5,07;16,22;🟡 Estoque excessivo;0,0;4055,74;0,0
PC000920;Não informado;A;Baixa;122,0;68,7;53,3;15;30;15;6,85;16,22;🟡 Estoque excessivo;0,0;4709,95;0,0
PC006607;Não informado;A;Baixa;440,0;170,0;77,7;15;30;15;4,7;16,22;🟡 Estoque excessivo;0,0;1310,85;0,0
PC003119;Não informado;A;Baixa;292,0;102,8;85,2;15;30;15;4,28;16,22;🟡 Estoque excessivo;0,0;1695,84;0,0
PC002224;Não informado;A;Baixa;265,0;186,4;42,7;15;30;15;8,56;16,22;🟡 Estoque excessivo;0,0;891,06;0,0
PC002823;Não informado;A;Baixa;70,0;35,7;58,8;15;30;15;6,21;16,22;🟡 Estoque excessivo;0,0;4197,79;0,0
PC000089;Não informado;A;Baixa;99,0;63,4;46,9;15;30;15;7,79;16,22;🟡 Estoque excessivo;0,0;5248,06;0,0
PC002689;Não informado;A;Baixa;88,0;95,6;27,6;15;30;15;13,22;16,22;🟢 OK;0,0;2188,03;0,0
PC009644;Não informado;A;Baixa;707,0;258,4;82,1;15;30;15;4,45;16,22;🟡 Estoque excessivo;0,0;749,45;0,0
PC000394;Não informado;A;Baixa;325,0;135,7;71,9;15;30;15;5,08;16,22;🟡 Estoque excessivo;0,0;1753,86;0,0
PC000130;Não informado;A;Baixa;143,0;83,4;51,5;15;30;15;7,09;16,22;🟡 Estoque excessivo;0,0;1940,12;0,0
PC005650;Não informado;A;Baixa;204,0;175,0;35,0;15;30;15;10,44;16,22;🟡 Estoque excessivo;0,0;1432,88;0,0
PC002842;Não informado;A;Baixa;45,0;37,9;35,6;15;30;15;10,25;16,22;🟡 Estoque excessivo;0,0;4646,02;0,0
PC009167;Não informado;A;Baixa;411,0;135,0;91,4;15;30;15;4,0;16,22;🟡 Estoque excessivo;0,0;1559,43;0,0
PC006104;Não informado;A;Baixa;64,0;32,0;60,1;15;30;15;6,08;16,22;🟡 Estoque excessivo;0,0;4633,65;0,0
PC007513;Não informado;A;Baixa;120,0;61,7;58,4;15;30;15;6,25;16,22;🟡 Estoque excessivo;0,0;3351,0;0,0
PC002836;Não informado;A;Baixa;154,0;45,1;102,4;15;30;15;3,56;16,22;🟡 Estoque excessivo;0,0;4052,95;0,0
PC003225;Não informado;A;Baixa;53,0;41,8;38,0;15;30;15;9,59;16,22;🟡 Estoque excessivo;0,0;4306,14;0,0
PC002996;Não informado;A;Baixa;140,0;84,4;49,8;15;30;15;7,33;16,22;🟡 Estoque excessivo;0,0;1695,59;0,0
PC005912;Não informado;A;Baixa;68,0;32,3;63,1;15;30;15;5,79;16,22;🟡 Estoque excessivo;0,0;6235,17;0,0
PC004920;Não informado;A;Baixa;438,0;285,3;46,1;15;30;15;7,93;16,22;🟡 Estoque excessivo;0,0;1069,28;0,0
