Vencimento;Valor;Filial
2026-09-02;39053,78;Loja Norte
2026-09-05;1186,71;Loja Norte
2026-08-31;22933,76;Loja Norte
2026-09-09;15429,65;Loja Norte
2026-09-10;102064,48;Loja Norte
2026-09-12;21273,26;Loja Norte
2026-09-10;10058,15;Loja Norte
2026-09-15;34566,23;Loja Norte
2026-09-20;46229,75;Loja Norte
2026-09-15;10999,94;Loja Norte
2026-09-16;1037,29;Loja Norte
2026-09-15;24928,73;Loja Norte
2026-09-14;25898,95;Loja Norte
2026-09-24;20566,15;Loja Norte
2026-09-23;12368,12;Loja Norte
2026-09-24;46833,37;Loja Norte
2026-09-22;38924,13;Loja Norte
2026-09-27;8131,77;Loja Norte
2026-10-01;3114,44;Loja Norte
2026-09-29;1734,3;Loja Norte
2026-09-30;39783,15;Loja Norte
2026-10-04;58150,81;Loja Norte
2026-10-04;50883,6;Loja Norte
2026-10-06;38798,94;Loja Norte
2026-10-06;5021,77;Loja Norte
2026-10-09;3600,23;Loja Norte
2026-10-05;37179,49;Loja Norte
2026-10-07;7243,76;Loja Norte
2026-10-11;7586,62;Loja Norte
2026-10-05;16357,73;Loja Norte
2026-10-14;13000,36;Loja Norte
2026-10-17;19353,05;Loja Norte
2026-10-16;7133,95;Loja Norte
2026-10-13;31076,02;Loja Norte
2026-10-14;1455,05;Loja Norte
2026-10-14;8506,21;Loja Norte
2026-10-17;13014,03;Loja Norte
2026-10-18;64863,53;Loja Norte
2026-10-20;45552,72;Loja Norte
2026-10-19;29530,46;Loja Norte
2026-10-19;52538,35;Loja Norte
2026-10-25;38088,86;Loja Norte
2026-10-27;11131,19;Loja Norte
2026-10-28;7303,11;Loja Norte
2026-10-31;23193,58;Loja Norte
2026-10-29;113613,54;Loja Norte
2026-11-01;10594,11;Loja Norte
2026-11-04;2388,2;Loja Norte
2026-11-02;84486,93;Loja Norte
2026-11-07;5205,59;Loja Norte
2026-11-03;56627,43;Loja Norte
2026-11-09;4017,08;Loja Norte
2026-11-13;11676,83;Loja Norte
2026-11-13;29388,26;Loja Norte
2026-11-10;59106,45;Loja Norte
2026-11-11;32987,9;Loja Norte
2026-11-22;52859,29;Loja Norte
2026-11-20;6655,97;Loja Norte
2026-11-22;16801,58;Loja Norte
2026-11-22;72801,45;Loja Norte
2026-11-27;359,36;Loja Norte
2026-11-26;22685,25;Loja Norte
2026-11-28;7330,28;Loja Norte
2026-11-29;63609,36;Loja Norte
2026-11-26;12075,55;Loja Norte
2026-11-26;12976,08;Loja Norte
2026-12-04;10002,66;Loja Norte
2026-12-03;27591,33;Loja Norte
2026-12-01;35826,39;Loja Norte
2026-11-30;969,76;Loja Norte
2026-11-30;3101,82;Loja Norte
2026-12-02;46979,53;Loja Norte
2026-12-09;21190,08;Loja Norte
2026-12-07;24167,69;Loja Norte
2026-12-13;40355,01;Loja Norte
2026-12-09;10753,97;Loja Norte
2026-12-13;40638,15;Loja Norte
2026-12-20;24705,87;Loja Norte
2026-12-16;3919,78;Loja Norte
2026-12-19;2279,91;Loja Norte
2026-12-14;4848,11;Loja Norte
2026-12-17;43314,83;Loja Norte
2026-12-14;1907,74;Loja Norte
2026-12-19;19639,45;Loja Norte
2026-12-25;75234,2;Loja Norte
2026-12-24;2962,17;Loja Norte
2026-12-23;50390,74;Loja Norte
2026-12-26;1090,51;Loja Norte
2026-12-31;10971,75;Loja Norte
2026-12-30;48902,86;Loja Norte
2026-12-31;23663,11;Loja Norte
2027-01-01;23949,15;Loja Norte
2027-01-07;6965,79;Loja Norte
2027-01-06;74757,98;Loja Norte
2027-01-06;44970,33;Loja Norte
2027-01-10;16341,01;Loja Norte
2027-01-04;108,01;Loja Norte
2027-01-14;21836,07;Loja Norte
2027-01-14;44748,66;Loja Norte
2027-01-12;11118,09;Loja Norte
2027-01-14;23183,63;Loja Norte
2027-01-12;25933,77;Loja Norte
2027-01-14;1640,52;Loja Norte
2027-01-12;11919,77;Loja Norte
2027-01-22;49062,09;Loja Norte
2027-01-22;20244,0;Loja Norte
2027-01-18;15859,66;Loja Norte
2027-01-19;18745,82;Loja Norte
2027-01-21;21957,71;Loja Norte
2027-01-23;16611,81;Loja Norte
2027-01-30;30238,87;Loja Norte
2027-01-26;19599,53;Loja Norte
2027-01-30;78723,71;Loja Norte
2027-01-26;3412,02;Loja Norte
2027-01-27;12166,98;Loja Norte
2026-08-06;1633,9;Loja Sul
2026-08-03;14284,08;Loja Sul
2026-08-09;32623,32;Loja Sul
2026-08-05;4383,09;Loja Sul
2026-08-04;12409,37;Loja Sul
2026-08-08;5097,72;Loja Sul
2026-08-06;72124,23;Loja Sul
2026-08-09;48426,54;Loja Sul
2026-08-10;3717,49;Loja Sul
2026-08-13;161,79;Loja Sul
2026-08-14;41040,77;Loja Sul
2026-08-14;5604,01;Loja Sul
2026-08-11;79295,76;Loja Sul
2026-08-13;19481,39;Loja Sul
2026-08-14;19009,88;Loja Sul
2026-08-21;2567,53;Loja Sul
2026-08-17;66238,1;Loja Sul
2026-08-20;2653,94;Loja Sul
2026-08-20;16724,3;Loja Sul
2026-08-17;46576,97;Loja Sul
2026-08-20;8397,01;Loja Sul
2026-08-21;33033,19;Loja Sul
2026-08-28;29347,34;Loja Sul
2026-08-27;2442,88;Loja Sul
2026-08-28;51879,17;Loja Sul
2026-08-30;48609,04;Loja Sul
2026-08-25;6156,12;Loja Sul
2026-08-29;49840,93;Loja Sul
2026-09-02;53665,52;Loja Sul
2026-09-03;68114,6;Loja Sul
2026-09-03;11409,24;Loja Sul
2026-09-04;48130,89;Loja Sul
2026-09-13;50809,57;Loja Sul
2026-09-13;2144,26;Loja Sul
2026-09-10;12624,23;Loja Sul
2026-09-10;50771,4;Loja Sul
2026-09-07;5746,38;Loja Sul
2026-09-09;32626,39;Loja Sul
2026-09-10;45637,59;Loja Sul
2026-09-13;12585,8;Loja Sul
2026-09-20;52850,36;Loja Sul
2026-09-18;36074,89;Loja Sul
2026-09-15;40688,81;Loja Sul
2026-09-15;13657,82;Loja Sul
2026-09-19;25206,31;Loja Sul
2026-09-21;17192,83;Loja Sul
2026-09-26;14769,16;Loja Sul
2026-09-22;21052,75;Loja Sul
2026-09-25;71226,33;Loja Sul
2026-09-22;14639,44;Loja Sul
2026-09-24;15179,23;Loja Sul
2026-09-21;18277,48;Loja Sul
2026-09-26;15220,72;Loja Sul
2026-10-01;63260,46;Loja Sul
2026-10-01;60654,67;Loja Sul
2026-09-29;9421,91;Loja Sul
2026-10-02;1343,67;Loja Sul
2026-10-01;8951,99;Loja Sul
2026-10-03;33179,22;Loja Sul
2026-09-30;5239,56;Loja Sul
2026-10-07;26744,07;Loja Sul
2026-10-11;13795,7;Loja Sul
2026-10-08;3150,7;Loja Sul
2026-10-06;16180,68;Loja Sul
2026-10-07;1601,64;Loja Sul
2026-10-06;29326,58;Loja Sul
2026-10-07;62587,35;Loja Sul
2026-10-17;5012,0;Loja Sul
2026-10-15;43416,97;Loja Sul
2026-10-17;3511,85;Loja Sul
2026-10-13;128710,41;Loja Sul
2026-10-12;51565,56;Loja Sul
2026-10-15;27043,99;Loja Sul
2026-10-23;3221,81;Loja Sul
2026-10-23;13469,71;Loja Sul
2026-10-21;109102,18;Loja Sul
2026-10-19;5450,15;Loja Sul
2026-10-22;49551,29;Loja Sul
2026-11-01;1251,97;Loja Sul
2026-10-27;32503,85;Loja Sul
2026-10-27;106076,55;Loja Sul
2026-10-29;8752,06;Loja Sul
2026-10-29;9285,26;Loja Sul
2026-10-26;7331,65;Loja Sul
2026-10-31;4513,63;Loja Sul
2026-11-05;89140,62;Loja Sul
2026-11-04;105286,96;Loja Sul
2026-11-07;6245,43;Loja Sul
2026-11-02;26128,36;Loja Sul
2026-11-11;131184,09;Loja Sul
2026-11-11;5531,74;Loja Sul
2026-11-12;29458,73;Loja Sul
2026-11-09;12744,37;Loja Sul
2026-11-11;19444,33;Loja Sul
2026-11-21;1692,5;Loja Sul
2026-11-22;111028,77;Loja Sul
2026-11-22;56592,17;Loja Sul
2026-11-19;39748,34;Loja Sul
2026-11-25;16396,04;Loja Sul
2026-11-29;40724,98;Loja Sul
2026-11-23;22913,12;Loja Sul
2026-11-25;97888,81;Loja Sul
2026-11-28;14989,96;Loja Sul
2026-11-30;26210,83;Loja Sul
2026-12-06;35010,72;Loja Sul
2026-12-01;37584,64;Loja Sul
2026-12-04;2175,48;Loja Sul
2026-12-03;13610,96;Loja Sul
2026-11-30;465,95;Loja Sul
2026-12-06;27297,76;Loja Sul
2026-11-30;49585,52;Loja Sul
2026-12-11;6775,32;Loja Sul
2026-12-07;6981,87;Loja Sul
2026-12-11;17487,48;Loja Sul
2026-12-11;51390,32;Loja Sul
2026-12-13;76372,94;Loja Sul
2026-12-12;17055,24;Loja Sul
2026-12-15;33389,67;Loja Sul
2026-12-16;40062,11;Loja Sul
2026-12-15;1781,28;Loja Sul
2026-12-18;44531,88;Loja Sul
2026-12-19;17131,26;Loja Sul
2026-12-19;35442,31;Loja Sul
2026-12-19;21203,77;Loja Sul
2026-12-21;21735,94;Loja Sul
2026-12-27;156208,01;Loja Sul
2026-12-24;13819,19;Loja Sul
2026-12-22;21319,87;Loja Sul
2026-12-26;7008,5;Loja Sul
2026-12-29;23481,22;Loja Sul
2026-12-29;39708,0;Loja Sul
2026-12-28;20594,94;Loja Sul
2027-01-01;59549,44;Loja Sul
2026-12-29;30654,22;Loja Sul
2027-01-02;16638,54;Loja Sul
2027-01-07;36374,68;Loja Sul
2027-01-05;80374,04;Loja Sul
2027-01-08;14350,87;Loja Sul
2027-01-04;52226,61;Loja Sul
2027-01-14;6112,02;Loja Sul
2027-01-16;56609,32;Loja Sul
2027-01-11;29343,98;Loja Sul
2027-01-11;21899,77;Loja Sul
2027-01-17;69846,87;Loja Sul
2027-01-11;907,06;Loja Sul
2027-01-14;806,87;Loja Sul
2027-01-22;32089,71;Loja Sul
2027-01-22;3657,64;Loja Sul
2027-01-19;90098,19;Loja Sul
2027-01-18;39127,8;Loja Sul
2027-01-26;138098,59;Loja Sul
2027-01-31;8014,84;Loja Sul
2027-01-30;16545,99;Loja Sul
2027-01-31;10125,67;Loja Sul
2027-01-29;1088,75;Loja Sul
2027-01-28;33597,72;Loja Sul
