Ano;mês;Filial;disponibilidades saldo;contas a receber saldo;estoque inicial do mês de mercadorias para revenda saldo;estoque final do mês de mercadorias para revenda saldo;Outros AC;Ativo NC;contas a pagar de fornecedores saldo;Passivos Financeiros;Outros PC;Passivo NC;Aporte;despesas administrativas;CMV (custo da mercadoria vendida);provisão para contribuição social;despesas comerciais;despesas com depreciações e amortizações;despesas financeiras líquidas;devoluções de vendas;provisão para imposto de renda;receitas não operacionais;receita bruta de vendas;pró-labore/distribuição de lucro;Disponibilidades entradas;Disponibilidades Saida;Centro de Custos Entradas 3;Centro de Custos Entradas 2;Centro de Custos Entradas 1;numero de vendas;impostos sobre vendas;Centro de Custos Entradas 4;Centro de Custos Saidas 1;Centro de Custos Saidas 3;Centro de Custos Saidas 4;despesas não operacionais;Centro de Custos Saidas 2;Data
2024;abr;Loja Centro;9774692,69;16403783,43;0,0;7660899,43;936567,1;0,0;11555733,4;0,0;5015110,859999999;0,0;0,0;598079,6100000001;4429122,05;61805,5;562104,7100000001;62360,49;40640,34;62421,81;186511,9;24523,38;6156466,75;0,0;6103950,63;5174084,76;1503135,88;975007,04;3453150,17;0,0;0,0;172657,54;1878919,85;1401572,78;253908,2;0,0;1639683,93;2024-04-01
2024;abr;Loja Norte;6625623,01;11004058,17;0,0;5133228,07;635832,78;0,0;8052976,56;0,0;3388854,89;0,0;0,0;380362,1400000001;2882208,45;40237,11;354413,24;39611,29;25451,12;39736,39;119354,25;16553,04;4061637,96;0,0;3975669,65;3410662,6100000003;979033,48;635048,67;2249131,11;0,0;0,0;112456,39;1223792,0;912882,43;165377,36;0,0;1108610,82;2024-04-01
2024;abr;Loja Sul;7564798,49;12833834,97;0,0;5984296,21;728413,88;0,0;9052511,0;0,0;3894245,53;0,0;0,0;461856,70999999996;3417741,9699999997;48152,98;433222,07000000007;48050,55;31359,47;47878,31;144357,73;18993,33;4783206,08;0,0;4499583,15;3820284,2300000004;1108050,58;718735,36;2545521,29;0,0;0,0;127275,92;1385063,1;1033182,27;187170,75;0,0;1214868,11;2024-04-01
2024;mai;(Todas as filiais);16434726,66;0,0;0,0;0,0;0,0;81206825,48;0,0;14501228,03;0,0;42536899,67;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2024-05-01
2024;mai;Loja Centro;9862485,92;16571638,06;0,0;7750407,43;951350,91;0,0;11373175,23;0,0;5024465,87;0,0;0,0;607556,77;4353664,35;62232,43;565656,8099999999;63610,09;40931,99;63336,82;189859,51;24216,559999999998;6018121,9399999995;0,0;6159103,58;4997293,56;1498423,26;1011922,15;3454157,55;0,0;0,0;194600,62;1848704,16;1391392,92;175140,34;0,0;1582056,14;2024-05-01
2024;mai;Loja Norte;6305769,63;10486820,74;0,0;4949271,41;601056,16;0,0;7800167,26;0,0;3194175,83;0,0;0,0;354016,29;2786964,3799999994;38463,3;335539,88;37004,57;24568,210000000003;37486,39;111697,75;15381,42;3934005,57;0,0;3646643,36;3031133,7399999998;887177,02;599132,67;2045115,93;0,0;0,0;115217,74;1094569,05;823807,1499999999;103696,02;0,0;1009061,52;2024-05-01
2024;mai;Loja Sul;7644073,63;12932302,49;0,0;5968015,9;732552,3;0,0;8582311,0;0,0;3892882,7;0,0;0,0;463234,67;3343016,5700000003;48034,54;435434,98000000004;47786,01;31068,97;47667,3;143832,19;18768,5;4654526,84;0,0;4961884,44;4016684,03;1207156,8;815222,72;2782731,48;0,0;0,0;156773,44;1489349,14;1120931,27;141096,29;0,0;1265307,33;2024-05-01
2024;jun;Loja Norte;6146048,45;10363914,41;0,0;4755347,6;581942,13;0,0;7838996,63;0,0;3252984,91;0,0;0,0;353419,12;2701234,42;37062,23;328910,99999999994;36077,13;24068,02;36591,81;108362,36;15102,769999999999;3805862,09;0,0;3740895,2699999996;3131331,3;906883,73;612146,6;2097168,57;0,0;0,0;124696,37;1105264,45;827531,5;170040,77;0,0;1028494,58;2024-06-01
2024;jun;Loja Centro;9405830,23;15788533,15;0,0;7330396,79;899833,23;0,0;11075500,28;0,0;4942135,88;0,0;0,0;571667,3800000001;4170773,9099999997;59761,49;538613,24;60058,14;38812,69;59889,81;180146,33;23281,760000000002;5771392,92;0,0;5747836,13;4707887,3;1393414,88;940554,93;3222271,79;0,0;0,0;191594,53;1698224,2;1271491,03;261265,21;0,0;1476906,86;2024-06-01
2024;jun;(Todas as filiais);15788313,65;0,0;0,0;0,0;0,0;78012817,69;0,0;13930857,11;0,0;40863843,07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2024-06-01
2024;jun;Loja Sul;7168227,35;12024569,18;0,0;5722063,4;698479,91;0,0;8688005,24;0,0;3810133,85;0,0;0,0;443330,39;3205439,71;45733,85;414713,49;46242,14;29781,510000000002;45991,58;138646,7;17796,97;4477901,21;0,0;5230957,7;4301803,18;1268110,86;855974,89;2932506,57;0,0;0,0;174365,38;1545510,18;1157151,14;237770,81;0,0;1361371,05;2024-06-01
2024;jul;Loja Norte;6038205,26;10102597,57;0,0;4672023,51;580160,07;0,0;7025275,2;0,0;2933862,67;0,0;0,0;341052,35000000003;2605512,1700000004;35314,26;317986,52999999997;35260,1;23316,28;35313,26;106062,37;14753,6;3671725,7;0,0;3920996,41;3218110,7800000003;951418,09;645811,13;2191145,04;0,0;0,0;132622,15;1141701,76;870691,76;126855,7;0,0;1078861,56;2024-07-01
2024;jul;Loja Centro;9158764,78;15491418,22;0,0;7170540,77;876139,13;0,0;10048054,62;0,0;4486018,21;0,0;0,0;557454,9299999999;4019806,4600000004;58087,89;521000,15;57673,37;37475,3;57860,81;173662,87;22063,78;5545792,609999999;0,0;6268186,95;5033445,58;1520957,22;1032407,19;3502810,31;0,0;0,0;212012,22999999998;1825148,58;1391906,27;202794,37;0,0;1613596,36;2024-07-01
2024;jul;(Todas as filiais);15243198,13;0,0;0,0;0,0;0,0;75319306,8;0,0;13449873,16;0,0;39452978,37;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2024-07-01
2024;jul;Loja Sul;7214475,77;12038189,72;0,0;5721021,72;695661,87;0,0;7994917,56;0,0;3546760,75;0,0;0,0;431920,22;3135651,02;45153,24;408263,4199999999;45668,24;29354,309999999998;45410,41;136034,01;17572,19;4373802,34;0,0;4298189,850000001;3459697,68;1042943,16;707937,05;2401929,68;0,0;0,0;145379,96000000002;1251531,83;954451,01;139059,04;0,0;1114655,8;2024-07-01
2024;ago;Loja Sul;7183533,48;12007777,23;0,0;5603242,36;687331,48;0,0;7839703,64;0,0;3404375,21;0,0;0,0;407620,10000000003;3032877,89;42545,42;380123,32;42503,86;27718,5;42765,28;127415,15;16868,84;4242318,649999999;0,0;4009750,85;3231208,62;973796,64;658744,75;2234004,0;0,0;0,0;143205,46;1145643,07;882145,29;143205,46;0,0;1060214,8;2024-08-01
2024;ago;Loja Norte;6083589,86;10302297,42;0,0;4759703,84;579785,6;0,0;6894522,71;0,0;2911633,2699999996;0,0;0,0;329099,59;2507840,52;34184,19;310687,15;34180,75;22129,41;33535,18;102157,91;14334,66;3552099,4400000004;0,0;4270138,12;3479350,87;1037033,47;701522,75;2379076,83;0,0;0,0;152505,07;1220039,36;939430,41;152504,83;0,0;1167376,27;2024-08-01
2024;ago;Loja Centro;9154071,68;15371001,32;0,0;7209718,73;884030,38;0,0;10136793,89;0,0;4311072,9399999995;0,0;0,0;524748,95;3897616,9200000004;54658,65;492124,93000000005;54698,25;35539,49;54952,48;164471,28;21682,35;5421996,3;0,0;6160578,16;4967828,22;1496140,42;1012094,94;3432322,15;0,0;0,0;220020,65000000002;1760165,24;1355327,23;220020,66;0,0;1632315,09;2024-08-01
2024;ago;(Todas as filiais);14801228,06;0,0;0,0;0,0;0,0;73135510,1;0,0;13059905,9;0,0;38309066,92;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2024-08-01
2024;set;Loja Sul;6797283,79;11516205,31;0,0;5331977,4;662417,01;0,0;8137243,86;0,0;3459171,45;0,0;0,0;394670,64;2953884,1;41241,45;370323,54000000004;40916,09;26657,289999999997;41151,42;122519,64;16729,96;4159265,8;0,0;4052398,44;3244752,86;981707,72;673497,22;2254503,37;0,0;0,0;142690,13;1152935,96;890386,15;114152,02;0,0;1087278,73;2024-09-01
2024;set;Loja Norte;5924184,27;9690175,56;0,0;4616543,31;551057,71;0,0;7357211,17;0,0;2968097,34;0,0;0,0;320100,17;2482978,85;32760,42;299594,5;33766,78;21554,8;32927,15;99769,78;14230,21;3523107,67;0,0;4205793,239999999;3432064,16;1018868,19;698990,95;2339842,78;0,0;0,0;148091,32;1196577,87;924089,8200000001;118472,96;0,0;1192923,51;2024-09-01
2024;set;Loja Centro;8662653,06;14664254,65;0,0;6809954,71;836106,56;0,0;10529191,17;0,0;4427949,79;0,0;0,0;501936,22;3824320,21;52607,29;470656,79000000004;52141,16;34131,66;52562,26;157773,42;21188,27;5343516,899999999;0,0;6043089,63;4848717,38;1463959,69;1004344,52;3362000,61;0,0;0,0;212784,81;1719301,5;1327777,4500000002;170227,81;0,0;1631410,62;2024-09-01
2024;set;(Todas as filiais);14568402,95;0,0;0,0;0,0;0,0;71985066,42;0,0;12854486,2;0,0;37706470,07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2024-09-01
2024;out;Loja Sul;6924278,82;11713850,18;0,0;5393496,93;669940,04;0,0;8371339,25;0,0;3572903,87;0,0;0,0;401649,38;2995269,7;41988,05;377319,92;42356,21;27065,97;41909,28;125300,88;16804,420000000002;4199236,47;0,0;4022013,67;3262216,9699999997;970830,9;665712,58;2246780,12;0,0;0,0;138690,07;1137259,15;887616,78;155332,9;0,0;1082008,14;2024-10-01
2024;out;Loja Norte;5854281,97;9889457,16;0,0;4601561,74;558039,74;0,0;7406687,76;0,0;3013581,41;0,0;0,0;321194,49;2512828,14;33305,88;303087,32999999996;33231,66;21709,35;34012,05;99880,88;14205,69;3574119,3499999996;0,0;4741464,850000001;3911758,85;1144491,58;784794,11;2648680,39;0,0;0,0;163498,77000000002;1340690,05;1046392,23;183118,73;0,0;1341557,84;2024-10-01
2024;out;Loja Centro;8915984,49;14865458,5;0,0;7012440,58;854304,54;0,0;10681326,22;0,0;4541652,35;0,0;0,0;516413,80000000005;3873594,4699999997;53775,12;481954,45;53503,84;35109,21;53309,03;161944,04;21656,73;5398520,21;0,0;5956553,8100000005;4826019,4799999995;1437788,83;985912,28;3327454,22;0,0;0,0;205398,47999999998;1684266,9;1314549,71;230046,2;0,0;1597156,67;2024-10-01
2024;out;(Todas as filiais);14712752,13;0,0;0,0;0,0;0,0;72698342,56;0,0;12981855,52;0,0;38080088,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2024-10-01
2024;nov;Loja Sul;9555962,57;15988815,14;0,0;7492813,95;919650,57;0,0;12013442,36;0,0;5074319,300000001;0,0;0,0;550326,3099999999;4175797,3800000004;57848,31;521594,75999999995;57687,41;37550,58;57756,24;174412,58;23862,68;5880222,4399999995;0,0;6036653,87;4857587,25;1444943,71;1003433,11;3371535,41;0,0;0,0;216741,64;1669712,94;1316504,1800000002;240823,86;0,0;1630546,27;2024-11-01
2024;nov;Loja Centro;12241398,23;20657286,63;0,0;9633452,97;1173049,62;0,0;15478768,21;0,0;6518408,28;0,0;0,0;720928,28;5473570,1899999995;74600,87;674572,29;74768,49;48781,67;75862,11;223574,11;30519,239999999998;7653368,39;0,0;8546537,05;6864218,32;2045713,58;1420634,48;4773332,04;0,0;0,0;306856,94999999995;2363935,74;1863872,6099999999;340952,31;0,0;2295457,66;2024-11-01
2024;nov;(Todas as filiais);20631441,04;0,0;0,0;0,0;0,0;101943554,8;0,0;18204196,2;0,0;53398994,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2024-11-01
2024;nov;Loja Norte;7953275,89;13319141,09;0,0;6187961,96;763597,71;0,0;10594189,0;0,0;4195040,720000001;0,0;0,0;443742,02;3470368,5999999996;46256,11;411149,16;46226,75;29752,910000000003;44747,43;138061,92;19553,82;4956674,14;0,0;6633520,52;5430576,49;1587810,73;1102646,52;3704891,92;0,0;0,0;238171,35;1834803,59;1446672,1;264635,23;0,0;1884465,57;2024-11-01
2024;dez;(Todas as filiais);24619690,91;0,0;0,0;0,0;0,0;121650245,2;0,0;21723272,29;0,0;63721541,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2024-12-01
2024;dez;Loja Centro;14600062,5;24478989,08;0,0;11367458,2;1392630,9;0,0;18035037,28;0,0;7687813,82;0,0;0,0;865473,64;6508725,97;89679,29;811108,04;89955,61;58438,02;90976,86;270973,88;36546,46;9096978,0;0,0;10571897,6;8442774,04;2495230,31;1772927,02;5909756,23;0,0;0,0;393984,04;2889214,06;2271973,08;525311,56;0,0;2756275,34;2024-12-01
2024;dez;Loja Norte;9304182,6;15857510,65;0,0;7473100,88;905486,64;0,0;12531913,26;0,0;4977683,380000001;0,0;0,0;534734,5900000001;4158954,56;55622,79;496563,75000000006;55083,16;36174,69;53936,93;165346,43;23728,93;5904991,56;0,0;7289672,16;5927077,76;1720543,96;1222491,75;4074971,97;0,0;0,0;271664,48;1992208,44;1566600,23;362219,58;0,0;2006049,51;2024-12-01
2024;dez;Loja Sul;11487696,19;19159013,92;0,0;8940729,14;1102262,84;0,0;14038785,03;0,0;5973388,04;0,0;0,0;667341,8;5043950,2700000005;70113,03;630035,0499999999;70269,45;45392,59;70114,71;209486,12;28075,89;7086806,86;0,0;8908678,79;7104880,2299999995;2102669,47;1494002,09;4980006,85;0,0;0,0;332000,38;2434669,86;1914535,91;442667,19;0,0;2313007,27;2024-12-01
2025;jan;Loja Sul;7868498,85;13130975,32;0,0;6150649,66;756238,58;0,0;9129247,41;0,0;4019468,04;0,0;0,0;460292,22;3380431,59;47794,03;431066,83999999997;48058,93;31183,829999999994;48032,06;146178,72;19003,17;4718472,85;0,0;4774838,42;4144510,43;1162569,3;788886,34;2657301,39;0,0;0,0;166081,39;1494732,09;1079528,72;290642,38;0,0;1279607,24;2025-01-01
2025;jan;Loja Norte;6742333,76;11443698,21;0,0;5329892,3;645446,66;0,0;8486604,59;0,0;3418547,48;0,0;0,0;367447,15;2845565,65;38228,8;345276,95;38484,43;24793,91;38406,01;114205,72;15859,45;4027106,22;0,0;3490300,26;3086812,69;849812,27;576658,19;1942428,04;0,0;0,0;121401,76000000001;1092615,77;789111,3899999999;212452,94;0,0;992632,59;2025-01-01
2025;jan;Loja Centro;10204529,52;17133751,01;0,0;7983200,03;980257,62;0,0;11970985,14;0,0;5242776,800000001;0,0;0,0;598974,42;4401569,63;62567,09;561342,19;62132,79;40604,28;62217,01;185549,59;24513,76;6109869,26;0,0;6830005,78;5938466,16;1662957,95;1128435,83;3801046,63;0,0;0,0;237565,37;2138088,68;1544175,17;415739,54;0,0;1840462,77;2025-01-01
2025;jan;(Todas as filiais);16539771,97;0,0;0,0;0,0;0,0;81725965,9;0,0;14593917,75;0,0;42808837,18;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2025-01-01
2025;fev;Loja Norte;6742758,3;11462227,99;0,0;5333896,93;660446,26;0,0;8370511,54;0,0;3481284,3899999997;0,0;0,0;391508,63;2943556,0100000002;39876,39;361882,24000000005;40344,43;26224,04;41426,96;120095,6;16583,41;4154885,66;0,0;4051087,5900000003;3416070,38;993921,67;671754,07;2262028,64;0,0;0,0;123383,20999999999;1233833,71;918520,77;137092,51;0,0;1126623,39;2025-02-01
2025;fev;Loja Sul;7869694,53;13219233,29;0,0;6196231,79;750356,14;0,0;9101042,03;0,0;4062888,0900000003;0,0;0,0;478333,7;3511724,2699999996;50524,21;450079,89;49878,68;32703,910000000003;49664,86;150191,58;19372,760000000002;4894088,069999999;0,0;5465770,56;4530460,5;1341009,68;906337,6;3051953,27;0,0;0,0;166470,01;1664701,68;1239277,8399999999;184966,95;0,0;1441514,03;2025-02-01
2025;fev;(Todas as filiais);17088656,68;0,0;0,0;0,0;0,0;84438082,96;0,0;15078233,15;0,0;44229476,34;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2025-02-01
2025;fev;Loja Centro;10412963,29;17392378,0;0,0;8103147,91;994263,76;0,0;12145468,99;0,0;5384385,04;0,0;0,0;633494,4;4584680,95;66046,17;596356,4700000001;66277,06;42821,82;65641,9;199042,7;25537,61;6330949,99;0,0;6516429,16;5397425,7700000005;1598785,6;1080558,44;3638615,32;0,0;0,0;198469,8;1984699,23;1477498,4500000002;220522,16;0,0;1714705,93;2025-02-01
2025;mar;Loja Norte;6428958,84;11139697,66;0,0;5023102,69;630291,49;0,0;8101320,56;0,0;3360976,2199999997;0,0;0,0;387643,30000000005;2945686,94;40104,8;359273,48;40009,27;25799,09;40177,45;121490,8;16643,61;4163207,7;0,0;4163273,9600000004;3398650,04;1004005,06;682723,34;2342678,22;0,0;0,0;133867,34;1238272,91;930378,0800000001;100400,51;0,0;1129598,54;2025-03-01
2025;mar;Loja Centro;10027364,29;16787904,15;0,0;7909323,74;954763,25;0,0;11780318,88;0,0;5241594,71;0,0;0,0;629605,7599999999;4575745,11;65570,06;586852,7499999999;65621,3;42723,009999999995;65514,11;195943,71;25535,76;6336997,09;0,0;6558863,47;5283463,88;1581719,5;1075569,29;3690678,77;0,0;0,0;210895,90999999997;1950787,44;1465726,77;158172,03;0,0;1708777,64;2025-03-01
2025;mar;(Todas as filiais);17127391,49;0,0;0,0;0,0;0,0;84629454,57;0,0;15112408,23;0,0;44329721,81;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2025-03-01
2025;mar;Loja Sul;7782697,76;12851155,21;0,0;6063227,87;744697,34;0,0;9178408,06;0,0;3982536,21;0,0;0,0;479349,37999999995;3541882,23;50180,73;456676,0;50205,37;32732,67;50181,18;150392,31;19567,44;4941936,45;0,0;6074322,33;4900901,63;1464868,69;996110,77;3418027,01;0,0;0,0;195315,86;1806671,55;1357444,9;146486,78;0,0;1590298,4;2025-03-01
2025;abr;Loja Sul;7559798,54;12725367,15;0,0;5883459,95;716388,68;0,0;9314132,43;0,0;4093971,8200000003;0,0;0,0;477566,11999999994;3522952,77;50226,55;448960,07;50386,59;32472,96;50180,73;149131,4;19688,07;4919344,48;0,0;5329563,63;4501919,43;1312438,24;851311,3;3015061,07;0,0;0,0;150753,02000000002;1640547,91;1223759,91;221695,59;0,0;1415916,02;2025-04-01
2025;abr;Loja Norte;6328019,02;10549740,5;0,0;4974275,13;595502,28;0,0;8362795,72;0,0;3410551,46;0,0;0,0;381575,25999999995;2930636,4000000004;39244,63;358529,7;39674,54;25760,100000000002;39774,29;121470,54;16733,47;4151215,88;0,0;3904440,51;3388906,82;961492,85;623671,05;2208834,96;0,0;0,0;110441,65;1201866,13;896527,1699999999;162414,46;0,0;1128099,06;2025-04-01
2025;abr;Loja Centro;9494588,26;15990431,59;0,0;7472267,15;928830,66;0,0;12098839,2;0,0;5201770,88;0,0;0,0;612194,4999999999;4547652,89;63725,91;572226,0099999999;63259,03;41386,100000000006;63365,51;189719,95;25218,98;6331449,65;0,0;6735349,19;5715915,84;1658621,81;1075862,77;3810347,15;0,0;0,0;190517,46000000002;2073277,11;1546552,78;280172,56;0,0;1815913,39;2025-04-01
2025;abr;(Todas as filiais);17051753,3;0,0;0,0;0,0;0,0;84255707,81;0,0;15045658,14;0,0;44133937,95;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2025-04-01
2025;mai;Loja Sul;7539396,33;12812028,85;0,0;5950334,43;725384,39;0,0;8819416,23;0,0;3825848,81;0,0;0,0;464873,08999999997;3459397,25;48555,37;436733,89999999997;48693,01;31594,549999999996;49094,23;145699,06;19289,24;4845104,75;0,0;5295197,61;4340645,9799999995;1288246,98;869985,14;2969660,49;0,0;0,0;167305,0;1589395,71;1196229,38;150574,36;0,0;1404446,53;2025-05-01
2025;mai;Loja Norte;6419349,75;10660919,84;0,0;5064543,05;622361,3;0,0;7685940,33;0,0;3221052,43;0,0;0,0;378956,46;2884505,04;39155,41;354341,04;38927,81;25251,52;39401,59;118452,5;16314,880000000001;4065625,97;0,0;4754386,89;3929415,17;1156675,44;781131,48;2666362,17;0,0;0,0;150217,8;1427067,2;1074055,92;135195,75;0,0;1293096,3;2025-05-01
