_ProdutoUnico;n_periodos;modelo_escolhido;ultimo_real;previsao;var_pct_proximo_mes;status;rank
PC000640;48;ARIMA;41217,67;[41598.04, 41821.69, 41953.19];0,9;ok;"{""ARIMA"": 3488817.818501565, ""ExponentialSmoothing"": 7302738.409243468, ""SARIMAX"": 12399176.160942793, ""Holt"": 10818510.735738272, ""Prophet"": 7260807.623912971, ""Croston"": 5949978.274460434, ""TSB"": 5949978.274460434}"
PC000554;48;Ensemble;34374,09;[37664.49, 38505.21, 46837.24];9,6;ok;"{""ARIMA"": 11868139.343554683, ""ExponentialSmoothing"": 11235619.387098892, ""SARIMAX"": 38651773.66887339, ""Holt"": 23766964.725508153, ""Prophet"": 12138342.826307988, ""Croston"": 32511086.058432847, ""TSB"": 32511086.058432847, ""Ensemble"": 10628341.927207068}"
PC000410;48;Prophet;37131,740000000005;[39202.67, 39602.71, 50432.7];5,6;ok;"{""ARIMA"": 17882338.671142157, ""ExponentialSmoothing"": 6158373.627133899, ""SARIMAX"": 9260721.111688549, ""Holt"": 24548656.17633946, ""Prophet"": 5507816.848876219, ""Croston"": 19202271.134963438, ""TSB"": 19202271.134963438}"
PC000905;48;Prophet;37605,0;[37581.37, 39022.88, 53064.58];-0,1;ok;"{""ARIMA"": 7931640.297150391, ""ExponentialSmoothing"": 976576.1191414539, ""SARIMAX"": 11295841.302030014, ""Holt"": 18800752.212924544, ""Prophet"": 575235.8948117126, ""Croston"": 12041412.460846944, ""TSB"": 12041412.460846944}"
PC000931;48;Prophet;40803,22;[37454.61, 40357.55, 56229.1];-8,2;ok;"{""ARIMA"": 8498252.074623063, ""ExponentialSmoothing"": 10522093.607312698, ""SARIMAX"": 14305864.428766387, ""Holt"": 29706265.07525846, ""Prophet"": 7451802.46101116, ""Croston"": 9927891.706592577, ""TSB"": 9927891.706592577}"
PC000055;48;Prophet;38702,64;[37218.01, 39332.71, 51761.2];-3,8;ok;"{""ARIMA"": 6021086.893120542, ""ExponentialSmoothing"": 4389977.923453557, ""SARIMAX"": 12516174.270404553, ""Holt"": 8124628.601437508, ""Prophet"": 3996974.458575226, ""Croston"": 10753847.305407835, ""TSB"": 10753847.305407835}"
PC000221;48;Prophet;39305,95;[40047.49, 40849.48, 52184.99];1,9;ok;"{""ARIMA"": 4811839.818432391, ""ExponentialSmoothing"": 2769924.968075716, ""SARIMAX"": 4866602.58745882, ""Holt"": 17875290.766077083, ""Prophet"": 2606149.036314753, ""Croston"": 5391049.282635963, ""TSB"": 5391049.282635963}"
PC000224;48;Ensemble;36478,26;[38923.58, 39733.15, 44080.47];6,7;ok;"{""ARIMA"": 4161000.053500853, ""ExponentialSmoothing"": 7402592.686039358, ""SARIMAX"": 23747958.72343036, ""Holt"": 10124279.625263026, ""Prophet"": 4171716.9584148363, ""Croston"": 4200001.20014058, ""TSB"": 4200001.20014058, ""Ensemble"": 2757414.3309704936}"
PC000201;48;ExponentialSmoothing;35096,37;[36882.41, 34990.2, 50799.35];5,1;ok;"{""ARIMA"": 6593036.469394314, ""ExponentialSmoothing"": 3917998.4460007627, ""SARIMAX"": 13642632.469187982, ""Holt"": 8092257.748155286, ""Prophet"": 4970548.220832522, ""Croston"": 7321249.248285878, ""TSB"": 7321249.248285878}"
PC000425;48;ExponentialSmoothing;32869,979999999996;[33574.04, 36133.39, 50688.07];2,1;ok;"{""ARIMA"": 12828039.6349021, ""ExponentialSmoothing"": 5366978.144998201, ""SARIMAX"": 30564846.849754814, ""Holt"": 13105007.692819737, ""Prophet"": 8572689.076700691, ""Croston"": 15483420.290201882, ""TSB"": 15483420.290201882}"
PC000943;48;SARIMAX;36115,17;[35668.49, 37015.4, 52998.0];-1,2;ok;"{""ARIMA"": 5235089.234136746, ""ExponentialSmoothing"": 3151419.1096331873, ""SARIMAX"": 3136961.2431671484, ""Holt"": 13086393.477875719, ""Prophet"": 4759373.42941955, ""Croston"": 6760838.113041614, ""TSB"": 6760838.113041614}"
PC000295;48;Prophet;35484,3;[35101.21, 37243.16, 48475.55];-1,1;ok;"{""ARIMA"": 12216465.356164703, ""ExponentialSmoothing"": 4445156.362368275, ""SARIMAX"": 24300016.748949457, ""Holt"": 32984909.269583408, ""Prophet"": 3426019.3274219125, ""Croston"": 6369378.491778488, ""TSB"": 6369378.491778488}"
PC000545;48;ExponentialSmoothing;36617,86;[33722.62, 33510.32, 49325.33];-7,9;ok;"{""ARIMA"": 10701844.37275624, ""ExponentialSmoothing"": 3374301.8405450885, ""SARIMAX"": 8880493.992448991, ""Holt"": 20930724.710055996, ""Prophet"": 5166688.087530187, ""Croston"": 15669931.621091483, ""TSB"": 15669931.621091483}"
PC000135;48;ARIMA;36218,8;[37083.02, 37497.83, 37696.93];2,4;ok;"{""ARIMA"": 4357813.8107055435, ""ExponentialSmoothing"": 10809388.985160418, ""SARIMAX"": 8454351.20354713, ""Holt"": 12635767.303335974, ""Prophet"": 6582646.436085728, ""Croston"": 7429785.306865811, ""TSB"": 7429785.306865811}"
PC000186;48;Ensemble;38359,19;[35655.85, 35285.54, 44709.38];-7,0;ok;"{""ARIMA"": 17786656.67810423, ""ExponentialSmoothing"": 12114395.432031577, ""SARIMAX"": 58123812.845614396, ""Holt"": 13226631.39960551, ""Prophet"": 10095691.467315901, ""Croston"": 12260297.99225094, ""TSB"": 12260297.99225094, ""Ensemble"": 8650446.32592418}"
PC000448;48;Prophet;34386,14;[31457.75, 31676.04, 48680.69];-8,5;ok;"{""ARIMA"": 6589959.500652482, ""ExponentialSmoothing"": 2643265.087240227, ""SARIMAX"": 3867784.7506997623, ""Holt"": 12270859.501851097, ""Prophet"": 1761585.5139194473, ""Croston"": 7977009.658065051, ""TSB"": 7977009.658065051}"
PC000052;48;ExponentialSmoothing;33335,05;[35728.64, 33810.09, 46893.28];7,2;ok;"{""ARIMA"": 9146320.119780501, ""ExponentialSmoothing"": 1296204.944077499, ""SARIMAX"": 5019968.811747201, ""Holt"": 15679292.857881358, ""Prophet"": 2934174.039417034, ""Croston"": 10694166.593670264, ""TSB"": 10694166.593670264}"
PC000551;48;ExponentialSmoothing;31779,980000000003;[33413.77, 35897.66, 49269.89];5,1;ok;"{""ARIMA"": 10252808.263615523, ""ExponentialSmoothing"": 3500703.151252983, ""SARIMAX"": 5701855.618135539, ""Holt"": 25504772.79171257, ""Prophet"": 3928642.0601775553, ""Croston"": 10791334.863213472, ""TSB"": 10791334.863213472}"
PC000210;48;Holt;38821,15;[39153.9, 39153.94, 39153.97];0,9;ok;"{""ARIMA"": 7701737.375235326, ""ExponentialSmoothing"": 8035968.224464859, ""SARIMAX"": 21049201.48017571, ""Holt"": 4795396.990390705, ""Prophet"": 7948647.215283793, ""Croston"": 6992867.225351903, ""TSB"": 6992867.225351903}"
PC000416;48;ARIMA;43686,55;[43202.5, 42917.17, 42748.97];-1,1;ok;"{""ARIMA"": 13794181.610579932, ""ExponentialSmoothing"": 19220452.43014155, ""SARIMAX"": 19984751.72284859, ""Holt"": 64212452.744158246, ""Prophet"": 57852361.50845995, ""Croston"": 30515103.76492301, ""TSB"": 30515103.76492301}"
PC000980;48;ARIMA;36636,25;[36311.05, 36139.05, 36048.08];-0,9;ok;"{""ARIMA"": 3376063.84435448, ""ExponentialSmoothing"": 5706051.189146146, ""SARIMAX"": 6442988.233078319, ""Holt"": 10495711.882953687, ""Prophet"": 7551244.607063602, ""Croston"": 12021328.171434177, ""TSB"": 12021328.171434177}"
PC000426;48;Prophet;35776,27;[35325.14, 34751.15, 49777.51];-1,3;ok;"{""ARIMA"": 19980617.55304278, ""ExponentialSmoothing"": 13337967.61027758, ""SARIMAX"": 26440449.33473258, ""Holt"": 20037925.927452322, ""Prophet"": 11482323.073799929, ""Croston"": 20221553.81725116, ""TSB"": 20221553.81725116}"
PC000680;48;Ensemble;32366,83;[34132.5, 34498.38, 44051.78];5,5;ok;"{""ARIMA"": 7445365.29518998, ""ExponentialSmoothing"": 4279402.064971428, ""SARIMAX"": 4511381.885239256, ""Holt"": 13853501.098694166, ""Prophet"": 4660069.242289106, ""Croston"": 14671839.755618393, ""TSB"": 14671839.755618393, ""Ensemble"": 4069615.199260067}"
PC000819;48;SARIMAX;32723,18;[32693.69, 32559.98, 41659.64];-0,1;ok;"{""ARIMA"": 8054084.2110206885, ""ExponentialSmoothing"": 7976867.931468688, ""SARIMAX"": 5693309.561534885, ""Holt"": 21289204.652938947, ""Prophet"": 6787507.480826807, ""Croston"": 15219266.727100475, ""TSB"": 15219266.727100475}"
