Produto;Filial;DataEvento;MesHorizonte;QtdComprar;ValorCompra;Urgencia;Classe;Fornecedor;CicloDias;FrequenciaAno
PC000699;Loja Norte;13/11/2026;4;12,0;5062,17;🟡 Planejado;A;Fornecedor Beta;19,0;18,9
PC000699;Loja Norte;28/11/2026;4;12,0;5062,17;🟡 Planejado;A;Fornecedor Beta;19,0;18,9
PC000699;Loja Norte;13/12/2026;5;12,0;5062,18;🟡 Planejado;A;Fornecedor Beta;19,0;18,9
PC000699;Loja Norte;29/12/2026;5;12,0;5399,65;🟡 Planejado;A;Fornecedor Beta;19,0;18,9
PC000699;Loja Norte;14/01/2027;6;12,0;5399,65;🟡 Planejado;A;Fornecedor Beta;19,0;18,9
PC000699;Loja Norte;30/01/2027;6;12,0;5399,65;🟡 Planejado;A;Fornecedor Beta;19,0;18,9
PC000235;Loja Norte;06/09/2026;1;16,0;4837,79;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;15,0;24,9
PC000235;Loja Norte;21/09/2026;2;16,0;4660,53;🟡 Planejado;A;Fornecedor Beta;15,0;25,2
PC000235;Loja Norte;07/10/2026;2;17,0;4899,29;🟡 Planejado;A;Fornecedor Beta;15,0;25,2
PC000235;Loja Norte;22/10/2026;3;16,0;4636,03;🟡 Planejado;A;Fornecedor Beta;14,0;25,3
PC000235;Loja Norte;07/11/2026;3;17,0;4916,47;🟡 Planejado;A;Fornecedor Beta;14,0;25,3
PC000235;Loja Norte;22/11/2026;4;16,0;4626,01;🟡 Planejado;A;Fornecedor Beta;14,0;25,3
PC000235;Loja Norte;07/12/2026;4;16,0;4615,34;🟡 Planejado;A;Fornecedor Beta;14,0;25,3
PC000235;Loja Norte;22/12/2026;5;16,0;4621,76;🟡 Planejado;A;Fornecedor Beta;14,0;25,3
PC000235;Loja Norte;06/01/2027;5;16,0;4617,69;🟡 Planejado;A;Fornecedor Beta;14,0;25,3
PC000235;Loja Norte;21/01/2027;6;16,0;4620,15;🟡 Planejado;A;Fornecedor Beta;14,0;25,3
PC000235;Loja Norte;06/02/2027;6;17,0;4926,5;🟡 Planejado;A;Fornecedor Beta;14,0;25,3
PC000313;Loja Norte;16/08/2026;1;15,0;3841,02;🚨 Urgente (até 7 dias);A;Fornecedor Delta;15,0;24,6
PC000313;Loja Norte;31/08/2026;1;15,0;3791,7;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;15,0;24,6
PC000313;Loja Norte;15/09/2026;2;15,0;3791,71;🟡 Planejado;A;Fornecedor Delta;15,0;24,6
PC000313;Loja Norte;01/10/2026;2;16,0;4044,48;🟡 Planejado;A;Fornecedor Delta;15,0;24,6
PC000313;Loja Norte;16/10/2026;3;15,0;3791,71;🟡 Planejado;A;Fornecedor Delta;15,0;24,6
PC000313;Loja Norte;01/11/2026;3;16,0;4044,49;🟡 Planejado;A;Fornecedor Delta;15,0;24,6
PC000313;Loja Norte;16/11/2026;4;15,0;3791,71;🟡 Planejado;A;Fornecedor Delta;15,0;24,6
PC000313;Loja Norte;02/12/2026;4;16,0;4044,49;🟡 Planejado;A;Fornecedor Delta;15,0;24,6
PC000313;Loja Norte;18/12/2026;5;16,0;4044,49;🟡 Planejado;A;Fornecedor Delta;15,0;24,6
PC000313;Loja Norte;03/01/2027;5;16,0;4044,49;🟡 Planejado;A;Fornecedor Delta;15,0;24,6
PC000313;Loja Norte;18/01/2027;6;15,0;3791,72;🟡 Planejado;A;Fornecedor Delta;15,0;24,6
PC000313;Loja Norte;02/02/2027;6;15,0;3791,71;🟡 Planejado;A;Fornecedor Delta;15,0;24,6
PC000996;Loja Norte;14/08/2026;1;17,0;5085,92;🚨 Urgente (até 7 dias);A;Fornecedor Alfa;16,0;22,8
PC000996;Loja Norte;30/08/2026;1;15,0;4472,96;🔴 Prioritário (até 30 dias);A;Fornecedor Alfa;16,0;22,8
PC000996;Loja Norte;16/09/2026;2;13,0;3781,24;🟡 Planejado;A;Fornecedor Alfa;18,0;20,5
PC000996;Loja Norte;02/10/2026;2;13,0;4015,89;🟡 Planejado;A;Fornecedor Alfa;18,0;20,5
PC000996;Loja Norte;13/10/2026;3;18,0;5517,74;🟡 Planejado;A;Fornecedor Alfa;13,0;27,7
PC000996;Loja Norte;28/10/2026;3;17,0;5098,84;🟡 Planejado;A;Fornecedor Alfa;13,0;27,7
PC000996;Loja Norte;12/11/2026;4;19,0;5674,81;🟡 Planejado;A;Fornecedor Alfa;12,0;29,2
PC000996;Loja Norte;27/11/2026;4;18,0;5377,54;🟡 Planejado;A;Fornecedor Alfa;12,0;29,2
PC000996;Loja Norte;17/12/2026;5;14,0;4255,28;🟡 Planejado;A;Fornecedor Alfa;16,0;22,6
PC000996;Loja Norte;01/01/2027;5;14,0;4163,05;🟡 Planejado;A;Fornecedor Alfa;16,0;22,6
PC000996;Loja Norte;17/01/2027;6;14,0;4143,48;🟡 Planejado;A;Fornecedor Alfa;17,0;22,0
PC000996;Loja Norte;02/02/2027;6;14,0;4312,11;🟡 Planejado;A;Fornecedor Alfa;17,0;22,0
PC000591;Loja Norte;12/09/2026;1;14,0;4453,58;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;16,0;22,8
PC000591;Loja Norte;27/09/2026;2;14,0;4411,04;🟡 Planejado;A;Fornecedor Beta;16,0;22,8
PC000591;Loja Norte;13/10/2026;3;15,0;4705,11;🟡 Planejado;A;Fornecedor Beta;16,0;22,8
PC000591;Loja Norte;28/10/2026;3;14,0;4411,03;🟡 Planejado;A;Fornecedor Beta;16,0;22,8
PC000591;Loja Norte;12/11/2026;4;14,0;4411,04;🟡 Planejado;A;Fornecedor Beta;16,0;22,8
PC000591;Loja Norte;27/11/2026;4;14,0;4411,04;🟡 Planejado;A;Fornecedor Beta;16,0;22,8
PC000591;Loja Norte;12/12/2026;5;14,0;4411,04;🟡 Planejado;A;Fornecedor Beta;16,0;22,8
PC000591;Loja Norte;28/12/2026;5;15,0;4705,11;🟡 Planejado;A;Fornecedor Beta;16,0;22,8
PC000591;Loja Norte;12/01/2027;6;14,0;4411,05;🟡 Planejado;A;Fornecedor Beta;16,0;22,8
PC000591;Loja Norte;28/01/2027;6;15,0;4705,11;🟡 Planejado;A;Fornecedor Beta;16,0;22,8
PC000673;Loja Norte;17/09/2026;2;9,0;3643,47;🟡 Planejado;A;Fornecedor Gamma;24,0;14,9
PC000673;Loja Norte;02/10/2026;2;9,0;3605,73;🟡 Planejado;A;Fornecedor Gamma;24,0;14,9
PC000673;Loja Norte;13/10/2026;3;14,0;5604,73;🟡 Planejado;A;Fornecedor Gamma;17,0;20,9
PC000673;Loja Norte;29/10/2026;3;14,0;5374,13;🟡 Planejado;A;Fornecedor Gamma;17,0;20,9
PC000673;Loja Norte;12/11/2026;4;17,0;6528,27;🟡 Planejado;A;Fornecedor Gamma;15,0;24,5
PC000673;Loja Norte;27/11/2026;4;15,0;5921,75;🟡 Planejado;A;Fornecedor Gamma;15,0;24,5
PC000673;Loja Norte;19/12/2026;5;11,0;4235,22;🟡 Planejado;A;Fornecedor Gamma;21,0;17,3
PC000673;Loja Norte;04/01/2027;5;11,0;4442,84;🟡 Planejado;A;Fornecedor Gamma;21,0;17,3
PC000673;Loja Norte;18/01/2027;6;12,0;4657,86;🟡 Planejado;A;Fornecedor Gamma;20,0;18,5
PC000673;Loja Norte;02/02/2027;6;11,0;4469,26;🟡 Planejado;A;Fornecedor Gamma;20,0;18,5
PC000656;Loja Norte;06/11/2026;3;14,0;5758,42;🟡 Planejado;A;Fornecedor Alfa;17,0;21,2
PC000656;Loja Norte;19/11/2026;4;14,0;6035,48;🟡 Planejado;A;Fornecedor Alfa;16,0;23,1
PC000656;Loja Norte;05/12/2026;4;15,0;6407,94;🟡 Planejado;A;Fornecedor Alfa;16,0;23,1
PC000656;Loja Norte;26/12/2026;5;12,0;5214,35;🟡 Planejado;A;Fornecedor Alfa;19,0;19,0
PC000656;Loja Norte;11/01/2027;6;14,0;5795,36;🟡 Planejado;A;Fornecedor Alfa;18,0;20,0
PC000656;Loja Norte;26/01/2027;6;12,0;5195,54;🟡 Planejado;A;Fornecedor Alfa;18,0;20,0
PC000149;Loja Norte;14/09/2026;2;8,0;3004,79;🟡 Planejado;A;Fornecedor Beta;30,0;12,2
PC000149;Loja Norte;30/09/2026;2;8,0;3077,56;🟡 Planejado;A;Fornecedor Beta;30,0;12,2
PC000149;Loja Norte;13/10/2026;3;13,0;5039,48;🟡 Planejado;A;Fornecedor Beta;21,0;17,4
PC000149;Loja Norte;29/10/2026;3;11,0;4387,99;🟡 Planejado;A;Fornecedor Beta;21,0;17,4
PC000149;Loja Norte;12/11/2026;4;14,0;5269,96;🟡 Planejado;A;Fornecedor Beta;18,0;20,3
PC000149;Loja Norte;28/11/2026;4;13,0;5126,3;🟡 Planejado;A;Fornecedor Beta;18,0;20,3
PC000149;Loja Norte;19/12/2026;5;9,0;3559,71;🟡 Planejado;A;Fornecedor Beta;24,0;15,0
PC000149;Loja Norte;04/01/2027;5;10,0;3792,17;🟡 Planejado;A;Fornecedor Beta;24,0;15,0
PC000149;Loja Norte;20/01/2027;6;9,0;3539,22;🟡 Planejado;A;Fornecedor Beta;25,0;14,6
PC000149;Loja Norte;05/02/2027;6;10,0;3690,99;🟡 Planejado;A;Fornecedor Beta;25,0;14,6
PC000751;Loja Norte;02/09/2026;1;15,0;3630,3;🔴 Prioritário (até 30 dias);A;Fornecedor Gamma;16,0;23,3
PC000751;Loja Norte;19/09/2026;2;14,0;3405,81;🟡 Planejado;A;Fornecedor Gamma;17,0;21,7
PC000751;Loja Norte;05/10/2026;2;14,0;3496,99;🟡 Planejado;A;Fornecedor Gamma;17,0;21,7
PC000751;Loja Norte;15/10/2026;3;18,0;4362,86;🟡 Planejado;A;Fornecedor Gamma;13,0;28,3
PC000751;Loja Norte;30/10/2026;3;17,0;4268,08;🟡 Planejado;A;Fornecedor Gamma;13,0;28,3
PC000751;Loja Norte;12/11/2026;4;21,0;5183,29;🟡 Planejado;A;Fornecedor Gamma;11,0;33,1
PC000751;Loja Norte;27/11/2026;4;20,0;4986,28;🟡 Planejado;A;Fornecedor Gamma;11,0;33,1
PC000751;Loja Norte;19/12/2026;5;15,0;3644,57;🟡 Planejado;A;Fornecedor Gamma;16,0;23,5
PC000751;Loja Norte;04/01/2027;5;15,0;3774,01;🟡 Planejado;A;Fornecedor Gamma;16,0;23,5
PC000751;Loja Norte;18/01/2027;6;16,0;3994,77;🟡 Planejado;A;Fornecedor Gamma;14,0;25,3
PC000751;Loja Norte;03/02/2027;6;17,0;4065,59;🟡 Planejado;A;Fornecedor Gamma;14,0;25,3
PC000668;Loja Norte;04/11/2026;3;10,0;4183,53;🟡 Planejado;A;Fornecedor Beta;23,0;16,0
PC000668;Loja Norte;16/11/2026;4;11,0;4773,98;🟡 Planejado;A;Fornecedor Beta;20,0;18,4
PC000668;Loja Norte;01/12/2026;4;11,0;4765,1;🟡 Planejado;A;Fornecedor Beta;20,0;18,4
PC000668;Loja Norte;24/12/2026;5;8,0;3449,09;🟡 Planejado;A;Fornecedor Beta;28,0;13,2
PC000668;Loja Norte;09/01/2027;5;9,0;3647,46;🟡 Planejado;A;Fornecedor Beta;28,0;13,2
PC000668;Loja Norte;23/01/2027;6;8,0;3549,61;🟡 Planejado;A;Fornecedor Beta;27,0;13,7
PC000668;Loja Norte;08/02/2027;6;9,0;3780,7;🟡 Planejado;A;Fornecedor Beta;27,0;13,7
PC000855;Loja Norte;06/09/2026;1;9,0;3736,78;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;26,0;14,0
PC000855;Loja Norte;22/09/2026;2;9,0;3664,93;🟡 Planejado;A;Fornecedor Beta;27,0;13,8
PC000855;Loja Norte;07/10/2026;2;8,0;3515,77;🟡 Planejado;A;Fornecedor Beta;27,0;13,8
PC000855;Loja Norte;16/10/2026;3;11,0;4691,07;🟡 Planejado;A;Fornecedor Beta;20,0;18,2
PC000855;Loja Norte;31/10/2026;3;11,0;4654,72;🟡 Planejado;A;Fornecedor Beta;20,0;18,2
PC000855;Loja Norte;14/11/2026;4;12,0;5143,29;🟡 Planejado;A;Fornecedor Beta;19,0;19,7
PC000855;Loja Norte;30/11/2026;4;13,0;5352,37;🟡 Planejado;A;Fornecedor Beta;19,0;19,7
PC000855;Loja Norte;22/12/2026;5;10,0;3958,71;🟡 Planejado;A;Fornecedor Beta;25,0;14,8
PC000855;Loja Norte;06/01/2027;5;9,0;3773,65;🟡 Planejado;A;Fornecedor Beta;25,0;14,8
PC000855;Loja Norte;19/01/2027;6;10,0;4213,7;🟡 Planejado;A;Fornecedor Beta;23,0;16,2
PC000855;Loja Norte;03/02/2027;6;10,0;4136,42;🟡 Planejado;A;Fornecedor Beta;23,0;16,2
PC000635;Loja Norte;24/12/2026;5;9,0;3747,89;🟡 Planejado;A;Fornecedor Alfa;26,0;14,0
PC000635;Loja Norte;09/01/2027;5;9,0;3853,91;🟡 Planejado;A;Fornecedor Alfa;26,0;14,0
PC000635;Loja Norte;25/01/2027;6;9,0;3853,9;🟡 Planejado;A;Fornecedor Alfa;26,0;14,0
PC000635;Loja Norte;09/02/2027;6;9,0;3613,04;🟡 Planejado;A;Fornecedor Alfa;26,0;14,0
PC000168;Loja Norte;16/09/2026;2;15,0;3523,23;🟡 Planejado;A;Fornecedor Delta;15,0;24,0
PC000168;Loja Norte;01/10/2026;2;15,0;3435,31;🟡 Planejado;A;Fornecedor Delta;15,0;24,0
PC000168;Loja Norte;13/10/2026;3;18,0;4127,62;🟡 Planejado;A;Fornecedor Delta;13,0;28,7
PC000168;Loja Norte;28/10/2026;3;18,0;4102,75;🟡 Planejado;A;Fornecedor Delta;13,0;28,7
PC000168;Loja Norte;12/11/2026;4;25,0;5921,72;🟡 Planejado;A;Fornecedor Delta;10,0;34,8
PC000168;Loja Norte;27/11/2026;4;21,0;4982,9;🟡 Planejado;A;Fornecedor Delta;10,0;34,8
PC000168;Loja Norte;18/12/2026;5;17,0;3986,9;🟡 Planejado;A;Fornecedor Delta;14,0;26,3
PC000168;Loja Norte;02/01/2027;5;16,0;3771,08;🟡 Planejado;A;Fornecedor Delta;14,0;26,3
PC000168;Loja Norte;18/01/2027;6;16,0;3785,37;🟡 Planejado;A;Fornecedor Delta;14,0;25,7
PC000168;Loja Norte;03/02/2027;6;17,0;3922,65;🟡 Planejado;A;Fornecedor Delta;14,0;25,7
PC000875;Loja Norte;29/08/2026;1;12,0;4031,59;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;20,0;18,6
PC000875;Loja Norte;14/09/2026;2;12,0;4048,06;🟡 Planejado;A;Fornecedor Delta;20,0;18,6
PC000875;Loja Norte;29/09/2026;2;11,0;3799,48;🟡 Planejado;A;Fornecedor Delta;20,0;18,6
PC000875;Loja Norte;15/10/2026;3;12,0;4049,47;🟡 Planejado;A;Fornecedor Delta;20,0;18,6
PC000875;Loja Norte;31/10/2026;3;12,0;4051,17;🟡 Planejado;A;Fornecedor Delta;20,0;18,6
PC000875;Loja Norte;16/11/2026;4;12,0;4049,98;🟡 Planejado;A;Fornecedor Delta;20,0;18,6
PC000875;Loja Norte;01/12/2026;4;11,0;3797,46;🟡 Planejado;A;Fornecedor Delta;20,0;18,6
PC000875;Loja Norte;17/12/2026;5;12,0;4050,2;🟡 Planejado;A;Fornecedor Delta;20,0;18,6
PC000875;Loja Norte;02/01/2027;5;12,0;4050,44;🟡 Planejado;A;Fornecedor Delta;20,0;18,6
PC000875;Loja Norte;18/01/2027;6;12,0;4050,29;🟡 Planejado;A;Fornecedor Delta;20,0;18,6
PC000875;Loja Norte;02/02/2027;6;11,0;3797,23;🟡 Planejado;A;Fornecedor Delta;20,0;18,6
PC000099;Loja Norte;28/08/2026;1;9,0;3031,56;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;27,0;13,3
PC000099;Loja Norte;12/09/2026;1;8,0;2890,95;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;27,0;13,3
PC000099;Loja Norte;27/09/2026;2;8,0;2996,79;🟡 Planejado;A;Fornecedor Beta;27,0;13,5
PC000099;Loja Norte;13/10/2026;3;9,0;3157,9;🟡 Planejado;A;Fornecedor Beta;27,0;13,5
PC000099;Loja Norte;29/10/2026;3;9,0;3140,19;🟡 Planejado;A;Fornecedor Beta;27,0;13,5
PC000099;Loja Norte;13/11/2026;4;8,0;2962,89;🟡 Planejado;A;Fornecedor Beta;27,0;13,6
PC000099;Loja Norte;28/11/2026;4;8,0;2952,82;🟡 Planejado;A;Fornecedor Beta;27,0;13,6
PC000099;Loja Norte;13/12/2026;5;8,0;2962,33;🟡 Planejado;A;Fornecedor Beta;27,0;13,6
PC000099;Loja Norte;28/12/2026;5;8,0;2957,27;🟡 Planejado;A;Fornecedor Beta;27,0;13,6
PC000099;Loja Norte;12/01/2027;6;8,0;2962,05;🟡 Planejado;A;Fornecedor Beta;27,0;13,6
PC000099;Loja Norte;27/01/2027;6;8,0;2959,51;🟡 Planejado;A;Fornecedor Beta;27,0;13,6
PC000665;Loja Norte;06/01/2027;5;7,0;3275,12;🟡 Planejado;A;Fornecedor Gamma;31,0;11,7
PC000665;Loja Norte;21/01/2027;6;8,0;3392,97;🟡 Planejado;A;Fornecedor Gamma;31,0;12,0
PC000665;Loja Norte;06/02/2027;6;8,0;3511,34;🟡 Planejado;A;Fornecedor Gamma;31,0;12,0
PC000300;Loja Norte;15/08/2026;1;11,0;3517,88;🚨 Urgente (até 7 dias);A;Fornecedor Delta;21,0;17,5
PC000300;Loja Norte;31/08/2026;1;11,0;3680,5;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;21,0;17,5
PC000300;Loja Norte;16/09/2026;2;11,0;3435,94;🟡 Planejado;A;Fornecedor Delta;22,0;16,9
PC000300;Loja Norte;01/10/2026;2;10,0;3342,58;🟡 Planejado;A;Fornecedor Delta;22,0;16,9
PC000300;Loja Norte;17/10/2026;3;11,0;3448,61;🟡 Planejado;A;Fornecedor Delta;22,0;16,7
PC000300;Loja Norte;02/11/2026;3;11,0;3512,02;🟡 Planejado;A;Fornecedor Delta;22,0;16,7
PC000300;Loja Norte;18/11/2026;4;11,0;3454,71;🟡 Planejado;A;Fornecedor Delta;22,0;16,6
PC000300;Loja Norte;04/12/2026;4;11,0;3487,24;🟡 Planejado;A;Fornecedor Delta;22,0;16,6
PC000300;Loja Norte;20/12/2026;5;11,0;3459,21;🟡 Planejado;A;Fornecedor Delta;22,0;16,5
PC000300;Loja Norte;04/01/2027;5;10,0;3258,5;🟡 Planejado;A;Fornecedor Delta;22,0;16,5
PC000300;Loja Norte;20/01/2027;6;11,0;3462,4;🟡 Planejado;A;Fornecedor Delta;22,0;16,5
PC000300;Loja Norte;04/02/2027;6;10,0;3253,5;🟡 Planejado;A;Fornecedor Delta;22,0;16,5
PC000440;Loja Norte;03/10/2026;2;11,0;3483,67;🟡 Planejado;A;Fornecedor Delta;20,0;17,9
PC000440;Loja Norte;14/10/2026;3;15,0;4604,85;🟡 Planejado;A;Fornecedor Delta;16,0;23,2
PC000440;Loja Norte;30/10/2026;3;15,0;4659,16;🟡 Planejado;A;Fornecedor Delta;16,0;23,2
PC000440;Loja Norte;12/11/2026;4;21,0;6568,48;🟡 Planejado;A;Fornecedor Delta;12,0;30,3
PC000440;Loja Norte;28/11/2026;4;20,0;6095,5;🟡 Planejado;A;Fornecedor Delta;12,0;30,3
PC000440;Loja Norte;24/12/2026;5;13,0;3835,91;🟡 Planejado;A;Fornecedor Delta;19,0;19,1
PC000440;Loja Norte;09/01/2027;5;13,0;3837,16;🟡 Planejado;A;Fornecedor Delta;19,0;19,1
PC000440;Loja Norte;22/01/2027;6;14,0;4134,99;🟡 Planejado;A;Fornecedor Delta;17,0;21,0
PC000440;Loja Norte;07/02/2027;6;14,0;4224,71;🟡 Planejado;A;Fornecedor Delta;17,0;21,0
PC000773;Loja Norte;29/09/2026;2;6,0;2494,95;🟡 Planejado;A;Fornecedor Beta;37,0;9,9
PC000773;Loja Norte;13/10/2026;3;11,0;4355,2;🟡 Planejado;A;Fornecedor Beta;26,0;13,9
PC000773;Loja Norte;29/10/2026;3;9,0;3678,0;🟡 Planejado;A;Fornecedor Beta;26,0;13,9
PC000773;Loja Norte;12/11/2026;4;11,0;4472,15;🟡 Planejado;A;Fornecedor Beta;22,0;16,4
PC000773;Loja Norte;28/11/2026;4;11,0;4325,17;🟡 Planejado;A;Fornecedor Beta;22,0;16,4
PC000773;Loja Norte;22/12/2026;5;7,0;2900,92;🟡 Planejado;A;Fornecedor Beta;33,0;11,1
PC000773;Loja Norte;07/01/2027;5;7,0;2925,43;🟡 Planejado;A;Fornecedor Beta;33,0;11,1
PC000773;Loja Norte;20/01/2027;6;8,0;3193,11;🟡 Planejado;A;Fornecedor Beta;30,0;12,3
PC000773;Loja Norte;05/02/2027;6;8,0;3251,91;🟡 Planejado;A;Fornecedor Beta;30,0;12,3
PC000153;Loja Norte;29/09/2026;2;9,0;2821,58;🟡 Planejado;A;Fornecedor Gamma;26,0;14,0
PC000153;Loja Norte;13/10/2026;3;14,0;4327,15;🟡 Planejado;A;Fornecedor Gamma;20,0;18,4
PC000153;Loja Norte;29/10/2026;3;12,0;3830,81;🟡 Planejado;A;Fornecedor Gamma;20,0;18,4
PC000153;Loja Norte;12/11/2026;4;16,0;4976,32;🟡 Planejado;A;Fornecedor Gamma;16,0;22,5
PC000153;Loja Norte;27/11/2026;4;14,0;4377,36;🟡 Planejado;A;Fornecedor Gamma;16,0;22,5
PC000153;Loja Norte;21/12/2026;5;10,0;3109,27;🟡 Planejado;A;Fornecedor Gamma;24,0;15,0
PC000153;Loja Norte;06/01/2027;5;10,0;3111,38;🟡 Planejado;A;Fornecedor Gamma;24,0;15,0
PC000153;Loja Norte;20/01/2027;6;10,0;3285,62;🟡 Planejado;A;Fornecedor Gamma;23,0;16,0
PC000153;Loja Norte;04/02/2027;6;10,0;3128,11;🟡 Planejado;A;Fornecedor Gamma;23,0;16,0
PC000312;Loja Norte;08/10/2026;2;6,0;2534,96;🟡 Planejado;A;Fornecedor Gamma;36,0;10,0
PC000312;Loja Norte;23/10/2026;3;6,0;2538,53;🟡 Planejado;A;Fornecedor Gamma;36,0;10,1
PC000312;Loja Norte;08/11/2026;3;7,0;2678,15;🟡 Planejado;A;Fornecedor Gamma;36,0;10,1
PC000312;Loja Norte;23/11/2026;4;6,0;2532,37;🟡 Planejado;A;Fornecedor Gamma;36,0;10,1
PC000312;Loja Norte;09/12/2026;4;7,0;2686,38;🟡 Planejado;A;Fornecedor Gamma;36,0;10,1
PC000312;Loja Norte;24/12/2026;5;6,0;2529,14;🟡 Planejado;A;Fornecedor Gamma;36,0;10,1
PC000312;Loja Norte;08/01/2027;5;6,0;2522,2;🟡 Planejado;A;Fornecedor Gamma;36,0;10,1
PC000312;Loja Norte;23/01/2027;6;6,0;2527,33;🟡 Planejado;A;Fornecedor Gamma;36,0;10,1
PC000312;Loja Norte;08/02/2027;6;7,0;2692,25;🟡 Planejado;A;Fornecedor Gamma;36,0;10,1
PC000621;Loja Norte;13/09/2026;2;15,0;3299,32;🟡 Planejado;A;Fornecedor Gamma;17,0;21,6
PC000621;Loja Norte;28/09/2026;2;13,0;2847,28;🟡 Planejado;A;Fornecedor Gamma;17,0;21,6
PC000621;Loja Norte;13/10/2026;3;21,0;4412,52;🟡 Planejado;A;Fornecedor Gamma;13,0;27,4
PC000621;Loja Norte;29/10/2026;3;18,0;3844,96;🟡 Planejado;A;Fornecedor Gamma;13,0;27,4
PC000621;Loja Norte;12/11/2026;4;24,0;5162,0;🟡 Planejado;A;Fornecedor Gamma;11,0;34,0
PC000621;Loja Norte;27/11/2026;4;21,0;4474,49;🟡 Planejado;A;Fornecedor Gamma;11,0;34,0
PC000621;Loja Norte;20/12/2026;5;14,0;3010,03;🟡 Planejado;A;Fornecedor Gamma;16,0;22,7
PC000621;Loja Norte;04/01/2027;5;14,0;2993,39;🟡 Planejado;A;Fornecedor Gamma;16,0;22,7
PC000621;Loja Norte;18/01/2027;6;15,0;3170,71;🟡 Planejado;A;Fornecedor Gamma;15,0;23,9
PC000621;Loja Norte;02/02/2027;6;15,0;3142,16;🟡 Planejado;A;Fornecedor Gamma;15,0;23,9
PC000876;Loja Norte;13/10/2026;3;14,0;3494,41;🟡 Planejado;A;Fornecedor Beta;16,0;22,6
PC000876;Loja Norte;29/10/2026;3;15,0;3678,14;🟡 Planejado;A;Fornecedor Beta;16,0;22,6
PC000876;Loja Norte;12/11/2026;4;19,0;4671,95;🟡 Planejado;A;Fornecedor Beta;13,0;27,2
