Produto;Filial;Fornecedor;Classe;Volatilidade;EstoqueAtual;DemandaPrevMes(un);CoberturaDias;MinDias;MaxDias;LeadTimeDias;GiroAtual;GiroAlvo;Status;QtdSugerida;CustoUnitario;ValorSugerido;FontePrevisao;ModeloUsado
PC000855;Loja Sul;Fornecedor Beta;A;Baixa;14,0;19,8;21,2;15;30;10,0;17,18;16,22;🟢 OK;0,0;414,17;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000027;Loja Sul;Fornecedor Alfa;A;Baixa;13,0;19,4;20,1;15;30;10,0;18,17;16,22;🟢 OK;0,0;389,02;0,0;1-Config ML (Painel);ARIMA
PC000180;Loja Sul;Fornecedor Gamma;A;Baixa;21,0;31,8;19,8;15;30;10,0;18,41;16,22;🟢 OK;0,0;247,24;0,0;1-Config ML (Painel);Ensemble
PC000729;Loja Sul;Fornecedor Alfa;A;Baixa;22,0;19,1;34,5;15;30;10,0;10,56;16,22;🟡 Estoque excessivo;0,0;367,77;0,0;1-Config ML (Painel);Ensemble
PC000903;Loja Sul;Fornecedor Delta;A;Baixa;47,0;21,4;66,0;15;30;10,0;5,53;16,22;🟡 Estoque excessivo;0,0;344,36;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000673;Loja Sul;Fornecedor Gamma;A;Baixa;52,0;16,7;93,4;15;30;10,0;3,91;16,22;🟡 Estoque excessivo;0,0;391,68;0,0;1-Config ML (Painel);Prophet
PC000425;Loja Sul;Fornecedor Delta;A;Baixa;111,0;14,0;237,2;15;30;10,0;1,54;16,22;🟡 Estoque excessivo;0,0;444,09;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000945;Loja Sul;Fornecedor Alfa;A;Baixa;0,0;24,7;0,0;15;30;10,0;0,0;16,22;🚨 RUPTURA IMINENTE;25,0;356,57;8815,89;1-Config ML (Painel);Prophet
PC000899;Loja Sul;Fornecedor Beta;A;Baixa;35,0;36,2;29,0;15;30;10,0;12,58;16,22;🟢 OK;0,0;165,08;0,0;1-Config ML (Painel);ARIMA
PC000080;Loja Sul;Fornecedor Alfa;A;Baixa;4,0;12,4;9,6;15;30;10,0;37,85;16,22;🚨 RUPTURA IMINENTE;8,0;427,88;3613,37;1-Config ML (Painel);ExponentialSmoothing
PC000611;Loja Sul;Fornecedor Alfa;A;Baixa;8,0;16,8;14,3;15;30;10,0;25,51;16,22;🔴 Comprar agora;9,0;396,99;3481,78;1-Config ML (Painel);Ensemble
PC000520;Loja Sul;Fornecedor Beta;A;Baixa;23,0;15,8;43,6;15;30;10,0;8,38;16,22;🟡 Estoque excessivo;0,0;417,75;0,0;1-Config ML (Painel);Holt
PC000005;Loja Sul;Fornecedor Delta;A;Baixa;51,0;12,9;118,6;15;30;10,0;3,08;16,22;🟡 Estoque excessivo;0,0;364,5;0,0;1-Config ML (Painel);Prophet
PC000668;Loja Sul;Fornecedor Beta;A;Baixa;74,0;9,9;224,6;15;30;10,0;1,62;16,22;🟡 Estoque excessivo;0,0;419,32;0,0;1-Config ML (Painel);Prophet
PC000665;Loja Sul;Fornecedor Gamma;A;Baixa;34,0;11,6;87,7;15;30;10,0;4,16;16,22;🟡 Estoque excessivo;0,0;446,53;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000084;Loja Sul;Fornecedor Alfa;A;Baixa;33,0;13,0;76,0;15;30;10,0;4,8;16,22;🟡 Estoque excessivo;0,0;396,57;0,0;1-Config ML (Painel);ARIMA
PC000312;Loja Sul;Fornecedor Gamma;A;Baixa;60,0;12,5;143,5;15;30;10,0;2,54;16,22;🟡 Estoque excessivo;0,0;403,51;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000371;Loja Sul;Fornecedor Beta;A;Baixa;26,0;14,1;55,5;15;30;10,0;6,58;16,22;🟡 Estoque excessivo;0,0;437,36;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000959;Loja Sul;Fornecedor Alfa;A;Baixa;37,0;21,0;52,9;15;30;10,0;6,9;16,22;🟡 Estoque excessivo;0,0;289,19;0,0;1-Config ML (Painel);ARIMA
PC000378;Loja Sul;Fornecedor Delta;A;Baixa;54,0;24,0;67,6;15;30;10,0;5,4;16,22;🟡 Estoque excessivo;0,0;235,55;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000547;Loja Sul;Fornecedor Beta;A;Baixa;49,0;16,0;91,7;15;30;10,0;3,98;16,22;🟡 Estoque excessivo;0,0;364,25;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000354;Loja Sul;Fornecedor Delta;A;Baixa;20,0;13,5;44,4;15;30;10,0;8,22;16,22;🟡 Estoque excessivo;0,0;328,56;0,0;1-Config ML (Painel);Ensemble
PC000295;Loja Sul;Fornecedor Alfa;A;Baixa;49,0;15,6;94,5;15;30;10,0;3,86;16,22;🟡 Estoque excessivo;0,0;361,86;0,0;1-Config ML (Painel);Ensemble
PC000785;Loja Sul;Fornecedor Alfa;A;Baixa;54,0;20,1;80,5;15;30;10,0;4,53;16,22;🟡 Estoque excessivo;0,0;299,43;0,0;1-Config ML (Painel);ARIMA
PC000683;Loja Sul;Fornecedor Alfa;A;Baixa;53,0;17,7;89,8;15;30;10,0;4,07;16,22;🟡 Estoque excessivo;0,0;291,31;0,0;1-Config ML (Painel);Ensemble
PC000441;Loja Sul;Fornecedor Beta;A;Baixa;67,0;10,8;185,7;15;30;10,0;1,97;16,22;🟡 Estoque excessivo;0,0;436,7;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000373;Loja Sul;Fornecedor Delta;A;Baixa;51,0;13,5;113,2;15;30;10,0;3,22;16,22;🟡 Estoque excessivo;0,0;385,64;0,0;1-Config ML (Painel);SARIMAX
PC000206;Loja Sul;Fornecedor Delta;A;Baixa;42,0;13,9;90,6;15;30;10,0;4,03;16,22;🟡 Estoque excessivo;0,0;348,52;0,0;1-Config ML (Painel);Prophet
PC000996;Loja Sul;Fornecedor Alfa;A;Baixa;32,0;14,6;65,9;15;30;10,0;5,54;16,22;🟡 Estoque excessivo;0,0;298,37;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000473;Loja Sul;Fornecedor Alfa;A;Baixa;21,0;13,2;47,7;15;30;10,0;7,64;16,22;🟡 Estoque excessivo;0,0;396,3;0,0;1-Config ML (Painel);Holt
PC000006;Loja Sul;Fornecedor Beta;A;Baixa;16,0;13,4;35,7;15;30;10,0;10,21;16,22;🟡 Estoque excessivo;0,0;299,18;0,0;1-Config ML (Painel);Prophet
PC000099;Loja Sul;Fornecedor Beta;A;Baixa;57,0;11,3;151,4;15;30;10,0;2,41;16,22;🟡 Estoque excessivo;0,0;352,58;0,0;1-Config ML (Painel);ARIMA
PC000604;Loja Sul;Fornecedor Delta;A;Baixa;21,0;23,6;26,7;15;30;10,0;13,68;16,22;🟢 OK;0,0;164,91;0,0;1-Config ML (Painel);Ensemble
PC000946;Loja Sul;Fornecedor Beta;A;Baixa;30,0;18,6;48,3;15;30;10,0;7,56;16,22;🟡 Estoque excessivo;0,0;236,63;0,0;1-Config ML (Painel);ARIMA
PC000875;Loja Sul;Fornecedor Delta;A;Baixa;23,0;12,0;57,3;15;30;10,0;6,36;16,22;🟡 Estoque excessivo;0,0;331,9;0,0;1-Config ML (Painel);ARIMA
PC000773;Loja Sul;Fornecedor Beta;A;Baixa;24,0;11,7;61,3;15;30;10,0;5,95;16,22;🟡 Estoque excessivo;0,0;402,3;0,0;1-Config ML (Painel);Holt
PC000255;Loja Sul;Fornecedor Delta;A;Baixa;29,0;11,4;76,4;15;30;10,0;4,78;16,22;🟡 Estoque excessivo;0,0;311,02;0,0;1-Config ML (Painel);SARIMAX
PC000771;Loja Sul;Fornecedor Delta;A;Baixa;63,0;22,1;85,4;15;30;10,0;4,28;16,22;🟡 Estoque excessivo;0,0;211,08;0,0;1-Config ML (Painel);Holt
PC000819;Loja Sul;Fornecedor Alfa;A;Baixa;17,0;15,6;32,8;15;30;10,0;11,13;16,22;🟡 Estoque excessivo;0,0;284,1;0,0;1-Config ML (Painel);SARIMAX
PC000245;Loja Sul;Fornecedor Delta;A;Baixa;21,0;12,8;49,2;15;30;10,0;7,42;16,22;🟡 Estoque excessivo;0,0;344,37;0,0;1-Config ML (Painel);ARIMA
PC000032;Loja Sul;Fornecedor Gamma;A;Baixa;25,0;16,1;46,5;15;30;10,0;7,84;16,22;🟡 Estoque excessivo;0,0;271,55;0,0;1-Config ML (Painel);SARIMAX
PC000506;Loja Sul;Fornecedor Gamma;A;Baixa;23,0;19,5;35,4;15;30;10,0;10,3;16,22;🟡 Estoque excessivo;0,0;184,28;0,0;1-Config ML (Painel);SARIMAX
PC000883;Loja Sul;Fornecedor Beta;A;Baixa;45,0;10,5;128,6;15;30;10,0;2,84;16,22;🟡 Estoque excessivo;0,0;289,24;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000920;Loja Sul;Fornecedor Alfa;A;Baixa;7,0;18,7;11,2;15;30;10,0;32,48;16,22;🔴 Comprar agora;12,0;190,38;2224,92;1-Config ML (Painel);Holt
PC000983;Loja Sul;Fornecedor Alfa;A;Baixa;32,0;17,2;55,9;15;30;10,0;6,53;16,22;🟡 Estoque excessivo;0,0;210,52;0,0;1-Config ML (Painel);ARIMA
PC000348;Loja Sul;Fornecedor Delta;A;Baixa;30,0;21,6;41,6;15;30;10,0;8,78;16,22;🟡 Estoque excessivo;0,0;172,0;0,0;1-Config ML (Painel);SARIMAX
PC000860;Loja Sul;Fornecedor Beta;A;Baixa;27,0;10,7;76,0;15;30;10,0;4,8;16,22;🟡 Estoque excessivo;0,0;329,99;0,0;1-Config ML (Painel);SARIMAX
PC000833;Loja Sul;Fornecedor Delta;A;Baixa;10,0;13,3;22,5;15;30;10,0;16,24;16,22;🟢 OK;0,0;265,43;0,0;1-Config ML (Painel);Ensemble
PC000058;Loja Sul;Fornecedor Alfa;A;Baixa;86,0;17,8;144,5;15;30;10,0;2,53;16,22;🟡 Estoque excessivo;0,0;185,65;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000834;Loja Sul;Fornecedor Beta;A;Baixa;15,0;8,8;51,1;15;30;10,0;7,14;16,22;🟡 Estoque excessivo;0,0;338,65;0,0;1-Config ML (Painel);Ensemble
PC000723;Loja Sul;Fornecedor Beta;A;Baixa;14,0;22,1;19,0;15;30;10,0;19,22;16,22;🟢 OK;0,0;142,05;0,0;1-Config ML (Painel);Ensemble
PC000015;Loja Sul;Fornecedor Alfa;A;Baixa;61,0;11,1;164,7;15;30;10,0;2,22;16,22;🟡 Estoque excessivo;0,0;319,86;0,0;1-Config ML (Painel);SARIMAX
PC000007;Loja Sul;Fornecedor Delta;A;Baixa;72,0;9,4;229,0;15;30;10,0;1,59;16,22;🟡 Estoque excessivo;0,0;313,99;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000727;Loja Sul;Fornecedor Alfa;A;Baixa;21,0;12,6;50,1;15;30;10,0;7,28;16,22;🟡 Estoque excessivo;0,0;233,16;0,0;1-Config ML (Painel);ARIMA
PC000434;Loja Sul;Fornecedor Alfa;A;Baixa;36,0;11,4;94,5;15;30;10,0;3,86;16,22;🟡 Estoque excessivo;0,0;302,75;0,0;1-Config ML (Painel);Prophet
PC000621;Loja Sul;Fornecedor Gamma;A;Baixa;11,0;15,3;21,6;15;30;10,0;16,91;16,22;🟢 OK;0,0;213,62;0,0;1-Config ML (Painel);ARIMA
PC000591;Loja Sul;Fornecedor Beta;A;Baixa;42,0;8,6;146,0;15;30;10,0;2,5;16,22;🟡 Estoque excessivo;0,0;314,06;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000471;Loja Sul;Fornecedor Beta;B;Baixa;81,0;10,9;222,3;20;40;10,0;1,64;12,17;🟡 Estoque excessivo;0,0;258,62;0,0;1-Config ML (Painel);ARIMA
PC000563;Loja Sul;Fornecedor Alfa;B;Baixa;40,0;9,6;125,4;20;40;10,0;2,91;12,17;🟡 Estoque excessivo;0,0;352,99;0,0;1-Config ML (Painel);SARIMAX
PC000889;Loja Sul;Fornecedor Gamma;B;Baixa;49,0;9,0;163,5;20;40;10,0;2,23;12,17;🟡 Estoque excessivo;0,0;329,1;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000431;Loja Sul;Fornecedor Gamma;B;Baixa;39,0;14,0;83,8;20;40;10,0;4,35;12,17;🟡 Estoque excessivo;0,0;209,0;0,0;1-Config ML (Painel);SARIMAX
PC000129;Loja Sul;Fornecedor Delta;B;Baixa;42,0;13,9;90,7;20;40;10,0;4,02;12,17;🟡 Estoque excessivo;0,0;172,73;0,0;1-Config ML (Painel);Prophet
PC000355;Loja Sul;Fornecedor Gamma;B;Baixa;13,0;15,9;24,6;20;40;10,0;14,85;12,17;🟢 OK;0,0;223,11;0,0;1-Config ML (Painel);SARIMAX
PC000260;Loja Sul;Fornecedor Gamma;B;Baixa;57,0;11,6;147,1;20;40;10,0;2,48;12,17;🟡 Estoque excessivo;0,0;265,23;0,0;1-Config ML (Painel);ARIMA
PC000168;Loja Sul;Fornecedor Delta;B;Baixa;37,0;11,0;101,2;20;40;10,0;3,61;12,17;🟡 Estoque excessivo;0,0;232,3;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000124;Loja Sul;Fornecedor Beta;B;Baixa;5,0;8,4;17,9;20;40;10,0;20,4;12,17;🔴 Comprar agora;6,0;365,81;2260,22;1-Config ML (Painel);ARIMA
PC000643;Loja Sul;Fornecedor Alfa;B;Baixa;95,0;10,4;274,3;20;40;10,0;1,33;12,17;🟡 Estoque excessivo;0,0;238,26;0,0;1-Config ML (Painel);Ensemble
PC000091;Loja Sul;Fornecedor Beta;B;Baixa;104,0;7,3;430,2;20;40;10,0;0,85;12,17;🟡 Estoque excessivo;0,0;424,69;0,0;1-Config ML (Painel);SARIMAX
PC000207;Loja Sul;Fornecedor Delta;B;Baixa;13,0;7,0;56,0;20;40;10,0;6,51;12,17;🟡 Estoque excessivo;0,0;310,02;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000857;Loja Sul;Fornecedor Alfa;B;Baixa;30,0;20,7;43,5;20;40;10,0;8,39;12,17;🟡 Estoque excessivo;0,0;341,73;0,0;1-Config ML (Painel);Holt
PC000038;Loja Sul;Fornecedor Delta;B;Baixa;24,0;8,0;89,9;20;40;10,0;4,06;12,17;🟡 Estoque excessivo;0,0;328,35;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000868;Loja Sul;Fornecedor Gamma;B;Baixa;23,0;25,9;26,6;20;40;10,0;13,7;12,17;🟢 OK;0,0;80,85;0,0;1-Config ML (Painel);Ensemble
PC000069;Loja Sul;Fornecedor Delta;B;Baixa;79,0;16,7;141,9;20;40;10,0;2,57;12,17;🟡 Estoque excessivo;0,0;164,74;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000059;Loja Sul;Fornecedor Gamma;B;Baixa;55,0;11,6;141,7;20;40;10,0;2,58;12,17;🟡 Estoque excessivo;0,0;220,11;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000153;Loja Sul;Fornecedor Gamma;B;Baixa;30,0;8,1;110,4;20;40;10,0;3,31;12,17;🟡 Estoque excessivo;0,0;316,28;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000540;Loja Sul;Fornecedor Delta;B;Baixa;75,0;8,1;277,6;20;40;10,0;1,32;12,17;🟡 Estoque excessivo;0,0;240,12;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000030;Loja Sul;Fornecedor Beta;B;Baixa;10,0;6,3;47,7;20;40;10,0;7,66;12,17;🟡 Estoque excessivo;0,0;374,38;0,0;1-Config ML (Painel);Ensemble
PC000557;Loja Sul;Fornecedor Gamma;B;Baixa;79,0;8,9;266,9;20;40;10,0;1,37;12,17;🟡 Estoque excessivo;0,0;278,05;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000589;Loja Sul;Fornecedor Beta;B;Baixa;49,0;14,0;104,7;20;40;10,0;3,49;12,17;🟡 Estoque excessivo;0,0;197,26;0,0;1-Config ML (Painel);ARIMA
PC000590;Loja Sul;Fornecedor Alfa;C;Baixa;80,0;7,1;340,0;30;55;10,0;1,07;8,59;🟡 Estoque excessivo;0,0;325,18;0,0;1-Config ML (Painel);ARIMA
PC000931;Loja Sul;Fornecedor Alfa;C;Baixa;69,0;6,5;316,2;30;55;10,0;1,15;8,59;🟡 Estoque excessivo;0,0;264,35;0,0;1-Config ML (Painel);Prophet
PC000886;Loja Sul;Fornecedor Alfa;C;Baixa;13,0;9,5;40,9;30;55;10,0;8,92;8,59;🟢 OK;0,0;212,01;0,0;1-Config ML (Painel);SARIMAX
PC000240;Loja Sul;Fornecedor Alfa;C;Baixa;40,0;24,3;49,3;30;55;10,0;7,4;8,59;🟢 OK;0,0;90,0;0,0;1-Config ML (Painel);ARIMA
PC000617;Loja Sul;Fornecedor Delta;C;Baixa;75,0;4,8;464,0;30;55;10,0;0,79;8,59;🟡 Estoque excessivo;0,0;447,41;0,0;1-Config ML (Painel);Prophet
PC000210;Loja Sul;Fornecedor Beta;C;Baixa;45,0;5,1;266,7;30;55;10,0;1,37;8,59;🟡 Estoque excessivo;0,0;448,73;0,0;1-Config ML (Painel);ARIMA
PC000896;Loja Sul;Fornecedor Beta;C;Baixa;66,0;6,1;324,7;30;55;10,0;1,12;8,59;🟡 Estoque excessivo;0,0;332,02;0,0;1-Config ML (Painel);SARIMAX
PC000334;Loja Sul;Fornecedor Alfa;C;Baixa;35,0;12,9;81,6;30;55;10,0;4,47;8,59;🟡 Estoque excessivo;0,0;448,38;0,0;1-Config ML (Painel);Croston
PC000702;Loja Sul;Fornecedor Gamma;C;Baixa;59,0;8,8;201,8;30;55;10,0;1,81;8,59;🟡 Estoque excessivo;0,0;199,16;0,0;1-Config ML (Painel);ARIMA
PC000947;Loja Sul;Fornecedor Gamma;C;Baixa;57,0;9,5;180,3;30;55;10,0;2,02;8,59;🟡 Estoque excessivo;0,0;202,57;0,0;1-Config ML (Painel);SARIMAX
PC000699;Loja Sul;Fornecedor Beta;C;Baixa;57,0;4,5;382,6;30;55;10,0;0,95;8,59;🟡 Estoque excessivo;0,0;433,7;0,0;1-Config ML (Painel);SARIMAX
PC000318;Loja Sul;Fornecedor Beta;C;Baixa;63,0;6,1;308,1;30;55;10,0;1,18;8,59;🟡 Estoque excessivo;0,0;331,36;0,0;1-Config ML (Painel);Prophet
PC000223;Loja Sul;Fornecedor Alfa;C;Baixa;21,0;9,8;64,2;30;55;10,0;5,69;8,59;🟡 Estoque excessivo;0,0;199,09;0,0;1-Config ML (Painel);ARIMA
PC000149;Loja Sul;Fornecedor Beta;C;Baixa;46,0;5,1;268,5;30;55;10,0;1,36;8,59;🟡 Estoque excessivo;0,0;383,96;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000564;Loja Sul;Fornecedor Alfa;C;Baixa;16,0;15,1;31,7;30;55;10,0;11,5;8,59;🟢 OK;0,0;129,46;0,0;1-Config ML (Painel);Prophet
PC000876;Loja Sul;Fornecedor Beta;C;Baixa;23,0;6,9;99,9;30;55;10,0;3,65;8,59;🟡 Estoque excessivo;0,0;247,67;0,0;1-Config ML (Painel);SARIMAX
PC000558;Loja Sul;Fornecedor Beta;C;Baixa;11,0;8,7;37,8;30;55;10,0;9,66;8,59;🟢 OK;0,0;189,67;0,0;1-Config ML (Painel);SARIMAX
PC000477;Loja Sul;Fornecedor Gamma;C;Baixa;52,0;4,1;379,1;30;55;10,0;0,96;8,59;🟡 Estoque excessivo;0,0;365,07;0,0;1-Config ML (Painel);SARIMAX
PC000843;Loja Sul;Fornecedor Beta;C;Baixa;49,0;8,3;178,1;30;55;10,0;2,05;8,59;🟡 Estoque excessivo;0,0;202,22;0,0;1-Config ML (Painel);ARIMA
PC000165;Loja Sul;Fornecedor Beta;C;Baixa;28,0;26,4;31,9;30;55;10,0;11,46;8,59;🟢 OK;0,0;79,06;0,0;1-Config ML (Painel);ARIMA
PC000978;Loja Sul;Fornecedor Gamma;C;Baixa;11,0;8,9;36,9;30;55;10,0;9,89;8,59;🟢 OK;0,0;197,91;0,0;1-Config ML (Painel);ARIMA
PC000601;Loja Sul;Fornecedor Alfa;C;Baixa;18,0;17,3;31,2;30;55;10,0;11,7;8,59;🟢 OK;0,0;92,81;0,0;1-Config ML (Painel);SARIMAX
PC000841;Loja Sul;Fornecedor Beta;C;Baixa;48,0;9,8;146,3;30;55;10,0;2,49;8,59;🟡 Estoque excessivo;0,0;172,5;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000408;Loja Sul;Fornecedor Delta;C;Baixa;38,0;4,5;255,5;30;55;10,0;1,43;8,59;🟡 Estoque excessivo;0,0;364,11;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000645;Loja Sul;Fornecedor Delta;C;Baixa;41,0;30,8;40,0;30;55;10,0;9,13;8,59;🟢 OK;0,0;47,39;0,0;1-Config ML (Painel);Prophet
PC000336;Loja Sul;Fornecedor Alfa;C;Baixa;29,0;20,1;43,3;30;55;10,0;8,42;8,59;🟢 OK;0,0;295,44;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000263;Loja Sul;Fornecedor Gamma;C;Baixa;14,0;11,7;35,9;30;55;10,0;10,17;8,59;🟢 OK;0,0;145,18;0,0;1-Config ML (Painel);ARIMA
PC000016;Loja Sul;Fornecedor Beta;C;Baixa;22,0;4,0;163,2;30;55;10,0;2,24;8,59;🟡 Estoque excessivo;0,0;416,96;0,0;1-Config ML (Painel);ARIMA
PC000731;Loja Sul;Fornecedor Beta;C;Baixa;44,0;9,1;144,4;30;55;10,0;2,53;8,59;🟡 Estoque excessivo;0,0;143,36;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000884;Loja Sul;Fornecedor Alfa;C;Baixa;30,0;4,9;185,1;30;55;10,0;1,97;8,59;🟡 Estoque excessivo;0,0;344,42;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000755;Loja Sul;Fornecedor Beta;C;Baixa;36,0;3,7;292,3;30;55;10,0;1,25;8,59;🟡 Estoque excessivo;0,0;439,34;0,0;1-Config ML (Painel);Ensemble
PC000704;Loja Sul;Fornecedor Alfa;C;Baixa;60,0;4,7;385,7;30;55;10,0;0,95;8,59;🟡 Estoque excessivo;0,0;231,71;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000765;Loja Sul;Fornecedor Gamma;C;Baixa;32,0;18,9;50,9;30;55;10,0;7,17;8,59;🟢 OK;0,0;74,32;0,0;1-Config ML (Painel);ARIMA
PC000041;Loja Sul;Fornecedor Delta;C;Baixa;46,0;5,3;260,5;30;55;10,0;1,4;8,59;🟡 Estoque excessivo;0,0;246,46;0,0;1-Config ML (Painel);Ensemble
PC000238;Loja Sul;Fornecedor Gamma;D;Baixa;74,0;7,8;283,0;40;75;10,0;1,29;6,35;🟡 Estoque excessivo;0,0;217,16;0,0;1-Config ML (Painel);Ensemble
PC000705;Loja Sul;Fornecedor Alfa;D;Baixa;27,0;6,2;130,8;40;75;10,0;2,79;6,35;🟡 Estoque excessivo;0,0;202,26;0,0;1-Config ML (Painel);SARIMAX
PC000078;Loja Sul;Fornecedor Gamma;D;Baixa;67,0;4,5;447,8;40;75;10,0;0,82;6,35;🟡 Estoque excessivo;0,0;308,4;0,0;1-Config ML (Painel);ARIMA
PC000292;Loja Sul;Fornecedor Delta;D;Baixa;20,0;18,7;32,1;40;75;10,0;11,38;6,35;🔴 Comprar agora;27,0;66,66;1783,53;1-Config ML (Painel);ARIMA
PC000191;Loja Sul;Fornecedor Delta;D;Baixa;16,0;31,0;15,5;40;75;10,0;23,61;6,35;🔴 Comprar agora;62,0;37,77;2327,54;1-Config ML (Painel);ARIMA
PC000370;Loja Sul;Fornecedor Delta;D;Baixa;7,0;12,7;16,5;40;75;10,0;22,08;6,35;🔴 Comprar agora;25,0;112,99;2796,9;1-Config ML (Painel);ARIMA
PC000375;Loja Sul;Fornecedor Gamma;D;Baixa;142,0;12,8;334,0;40;75;10,0;1,09;6,35;🟡 Estoque excessivo;0,0;117,28;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000813;Loja Sul;Fornecedor Beta;D;Baixa;51,0;9,4;163,4;40;75;10,0;2,23;6,35;🟡 Estoque excessivo;0,0;125,15;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000440;Loja Sul;Fornecedor Delta;D;Baixa;47,0;4,4;318,5;40;75;10,0;1,15;6,35;🟡 Estoque excessivo;0,0;305,66;0,0;1-Config ML (Painel);Ensemble
PC000043;Loja Sul;Fornecedor Gamma;D;Baixa;51,0;9,0;170,9;40;75;10,0;2,14;6,35;🟡 Estoque excessivo;0,0;148,89;0,0;1-Config ML (Painel);Prophet
PC000879;Loja Sul;Fornecedor Alfa;D;Baixa;26,0;8,2;95,3;40;75;10,0;3,83;6,35;🟡 Estoque excessivo;0,0;139,52;0,0;1-Config ML (Painel);Ensemble
PC000562;Loja Sul;Fornecedor Beta;D;Baixa;15,0;11,9;37,9;40;75;10,0;9,62;6,35;🔴 Comprar agora;15,0;112,7;1650,88;1-Config ML (Painel);ARIMA
