Produto;n_periodos;modelo_escolhido;ultimo_real;previsao;var_pct_proximo_mes;status;rank
PC004747;48;ExponentialSmoothing;80162,56;[149294.18, 76651.24, 76612.57, 83396.19, 75146.47, 90208.05];86,2;ok;"{""ARIMA"": 485711233.25514466, ""ExponentialSmoothing"": 94913551.1925177, ""SARIMAX"": 146187954.00100085, ""Holt"": 511450504.48132133, ""Prophet"": 158767018.64561215, ""Croston"": 489766841.4469166, ""TSB"": 489766841.4469166}"
PC006539;48;ExponentialSmoothing;71054,12;[143908.98, 79676.68, 76423.5, 76047.18, 79189.79, 83372.63];102,5;ok;"{""ARIMA"": 376590717.61664325, ""ExponentialSmoothing"": 80920991.57979713, ""SARIMAX"": 201761859.87991413, ""Holt"": 620708166.9087211, ""Prophet"": 83482654.41667058, ""Croston"": 389367770.2660993, ""TSB"": 389367770.2660993}"
PC008192;48;ARIMA;79413,86;[79439.99, 79436.38, 79436.88, 79436.81, 79436.82, 79436.82];0,0;ok;"{""ARIMA"": 25337018.525161147, ""ExponentialSmoothing"": 36103820.92022216, ""SARIMAX"": 80119631.62957354, ""Holt"": 29695453.98934744, ""Prophet"": 32596226.818080414, ""Croston"": 26658364.15573209, ""TSB"": 26658364.15573209, ""Ensemble"": 25625874.602947373}"
PC007827;48;Croston;80832,47;[78977.93, 78977.93, 78977.93, 78977.93, 78977.93, 78977.93];-2,3;ok;"{""ARIMA"": 33587106.051067226, ""ExponentialSmoothing"": 33977944.84614598, ""SARIMAX"": 44655498.974906676, ""Holt"": 20485646.94449108, ""Prophet"": 18805685.927584484, ""Croston"": 14024341.50529687, ""TSB"": 14024341.50529687}"
PC007840;48;ExponentialSmoothing;64165,8;[115266.55, 69587.99, 68222.86, 67468.92, 65911.69, 69930.92];79,6;ok;"{""ARIMA"": 482761975.11443967, ""ExponentialSmoothing"": 13564791.098171994, ""SARIMAX"": 149223970.23482984, ""Holt"": 499183798.01696116, ""Prophet"": 15902985.075196346, ""Croston"": 463720692.9852572, ""TSB"": 463720692.9852572}"
PC008362;48;Prophet;66575,27;[121731.16, 63269.82, 66140.61, 61988.34, 66374.36, 66053.5];82,8;ok;"{""ARIMA"": 161451449.45240998, ""ExponentialSmoothing"": 25834356.031349793, ""SARIMAX"": 55842754.694821425, ""Holt"": 245346140.66364375, ""Prophet"": 19578396.64651331, ""Croston"": 171943849.85802737, ""TSB"": 171943849.85802737}"
PC003648;48;SARIMAX;63757,73;[129938.8, 67965.6, 63213.36, 60130.13, 66732.28, 69263.03];103,8;ok;"{""ARIMA"": 506101438.2945061, ""ExponentialSmoothing"": 27159337.755452815, ""SARIMAX"": 10247800.280657543, ""Holt"": 559497130.458739, ""Prophet"": 35330819.20232252, ""Croston"": 518553464.82248193, ""TSB"": 518553464.82248193}"
PC006378;48;Prophet;84591,01;[82079.61, 89094.1, 89600.35, 87787.43, 92457.96, 89101.22];-3,0;ok;"{""ARIMA"": 25698792.906548377, ""ExponentialSmoothing"": 21099675.94314504, ""SARIMAX"": 43246612.61674731, ""Holt"": 21404972.064033985, ""Prophet"": 14445246.995611524, ""Croston"": 58342785.20502878, ""TSB"": 58342785.20502878}"
PC001227;48;ExponentialSmoothing;65784,87;[120704.67, 62058.16, 59919.3, 61725.87, 69721.61, 61578.91];83,5;ok;"{""ARIMA"": 351891042.01849455, ""ExponentialSmoothing"": 15921273.884486346, ""SARIMAX"": 176558086.83432963, ""Holt"": 419828539.38219196, ""Prophet"": 19532055.22879281, ""Croston"": 365833709.372992, ""TSB"": 365833709.372992}"
PC001386;48;Prophet;68167,1;[70289.41, 68075.93, 71264.61, 68264.03, 63085.59, 74577.88];3,1;ok;"{""ARIMA"": 161799793.2725946, ""ExponentialSmoothing"": 16026929.823398212, ""SARIMAX"": 95628022.20984489, ""Holt"": 32279738.372359227, ""Prophet"": 11028365.174394691, ""Croston"": 28334446.62099945, ""TSB"": 28334446.62099945}"
PC004491;48;Ensemble;73348,83;[71621.72, 72101.12, 70316.93, 72405.87, 70925.0, 72933.84];-2,4;ok;"{""ARIMA"": 37653468.939152956, ""ExponentialSmoothing"": 16114958.782441175, ""SARIMAX"": 17502898.512551885, ""Holt"": 16265360.442849318, ""Prophet"": 19744825.448422108, ""Croston"": 14618587.1068075, ""TSB"": 14618587.1068075, ""Ensemble"": 13952846.480273651}"
PC005715;48;ExponentialSmoothing;66912,08;[117090.04, 59822.47, 61280.19, 57776.48, 60845.68, 62687.67];75,0;ok;"{""ARIMA"": 399513931.2814762, ""ExponentialSmoothing"": 7801235.975066396, ""SARIMAX"": 22404722.120433614, ""Holt"": 582617122.7425253, ""Prophet"": 16512957.28105589, ""Croston"": 407898159.8360384, ""TSB"": 407898159.8360384}"
PC004512;48;Prophet;56994,77;[117714.09, 57259.56, 57138.87, 53971.25, 57472.13, 59460.11];106,5;ok;"{""ARIMA"": 356245762.6179557, ""ExponentialSmoothing"": 21303002.286366295, ""SARIMAX"": 28415381.37966306, ""Holt"": 654010617.8945941, ""Prophet"": 18102458.073293444, ""Croston"": 377640502.029447, ""TSB"": 377640502.029447}"
PC007786;48;Prophet;78818,58;[79928.11, 79758.24, 78528.28, 79905.74, 80062.96, 81026.16];1,4;ok;"{""ARIMA"": 89968051.75848591, ""ExponentialSmoothing"": 87481969.17863898, ""SARIMAX"": 82290890.87605093, ""Holt"": 85771747.48608163, ""Prophet"": 79519000.78097454, ""Croston"": 129884207.04391849, ""TSB"": 129884207.04391849, ""Ensemble"": 81778338.37354192}"
PC003968;48;ARIMA;72192,46;[71921.47, 71846.34, 71825.51, 71819.73, 71818.13, 71817.69];-0,4;ok;"{""ARIMA"": 9084706.50713745, ""ExponentialSmoothing"": 18290484.2438878, ""SARIMAX"": 13656528.606169188, ""Holt"": 13049061.934792697, ""Prophet"": 24667839.391354244, ""Croston"": 12274186.543301672, ""TSB"": 12274186.543301672}"
PC008768;48;Prophet;65516,14;[109879.8, 63510.62, 62221.83, 61126.33, 59703.14, 65148.92];67,7;ok;"{""ARIMA"": 397408288.6257729, ""ExponentialSmoothing"": 34878378.572693504, ""SARIMAX"": 88224186.19785506, ""Holt"": 485437040.5646751, ""Prophet"": 20593689.909805972, ""Croston"": 417411107.6546866, ""TSB"": 417411107.6546866}"
PC008544;48;Prophet;76343,45;[77808.64, 73763.34, 75828.56, 76405.05, 77415.5, 80417.73];1,9;ok;"{""ARIMA"": 90741162.67600821, ""ExponentialSmoothing"": 52320555.368237585, ""SARIMAX"": 85612655.50994582, ""Holt"": 97968668.88177194, ""Prophet"": 38363654.73684317, ""Croston"": 86713718.34819631, ""TSB"": 86713718.34819631}"
PC008789;48;ExponentialSmoothing;58038,86;[56341.46, 62935.74, 65848.88, 68772.39, 72044.47, 75891.12];-2,9;ok;"{""ARIMA"": 307557435.4455691, ""ExponentialSmoothing"": 17373553.73449338, ""SARIMAX"": 92786177.42994423, ""Holt"": 229409693.85702586, ""Prophet"": 22791446.360896483, ""Croston"": 20945708.85386135, ""TSB"": 20945708.85386135, ""Ensemble"": 18246781.870464362}"
PC008288;48;Ensemble;72097,43;[74718.85, 72499.18, 73478.23, 73041.74, 73176.05, 74785.84];3,6;ok;"{""ARIMA"": 29892095.506952036, ""ExponentialSmoothing"": 56606944.587634504, ""SARIMAX"": 35111698.404668175, ""Holt"": 40935545.99372243, ""Prophet"": 38695385.12532958, ""Croston"": 43145642.36742192, ""TSB"": 43145642.36742192, ""Ensemble"": 26518766.54476146}"
PC000789;48;ExponentialSmoothing;58083,68;[104922.85, 56988.56, 55266.5, 56037.6, 57018.76, 60003.9];80,6;ok;"{""ARIMA"": 210346310.69843972, ""ExponentialSmoothing"": 42304126.200206615, ""SARIMAX"": 51418576.09686127, ""Holt"": 248252809.28464195, ""Prophet"": 48383610.47591039, ""Croston"": 211150344.22578004, ""TSB"": 211150344.22578004, ""Ensemble"": 43847087.9161433}"
PC008064;48;Prophet;50509,96;[105332.91, 59695.21, 53937.26, 56517.25, 57426.34, 56481.74];108,5;ok;"{""ARIMA"": 499201389.1812323, ""ExponentialSmoothing"": 37261321.58003571, ""SARIMAX"": 67040311.27261302, ""Holt"": 649060362.2229472, ""Prophet"": 20838992.496458698, ""Croston"": 508628669.5841492, ""TSB"": 508628669.5841492}"
PC002176;48;ARIMA;74150,16;[73357.93, 73349.16, 73349.06, 73349.06, 73349.06, 73349.06];-1,1;ok;"{""ARIMA"": 23797832.470888246, ""ExponentialSmoothing"": 35404686.95868983, ""SARIMAX"": 44457174.83398456, ""Holt"": 43852363.6406227, ""Prophet"": 35168524.64215016, ""Croston"": 74334302.74433364, ""TSB"": 74334302.74433364}"
PC008843;48;SARIMAX;53075,72;[60991.56, 56357.25, 62085.65, 65410.71, 68019.59, 66367.8];14,9;ok;"{""ARIMA"": 63147690.5087366, ""ExponentialSmoothing"": 21495879.02615059, ""SARIMAX"": 16162680.05706276, ""Holt"": 55212855.431228854, ""Prophet"": 19251639.837795127, ""Croston"": 28605263.22651841, ""TSB"": 28605263.22651841}"
PC007008;48;Prophet;54864,64;[96807.75, 49423.6, 52396.23, 53194.93, 51428.0, 49526.58];76,4;ok;"{""ARIMA"": 384567608.5009554, ""ExponentialSmoothing"": 29862988.82357089, ""SARIMAX"": 156026135.8365213, ""Holt"": 656745938.3734983, ""Prophet"": 29548716.56741591, ""Croston"": 440103551.22750264, ""TSB"": 440103551.22750264}"
PC002464;48;Ensemble;57864,99;[56819.88, 57654.99, 57296.57, 57276.16, 56806.97, 57277.37];-1,8;ok;"{""ARIMA"": 11861355.047789248, ""ExponentialSmoothing"": 10926446.7421584, ""SARIMAX"": 15731444.822486445, ""Holt"": 13322815.830762198, ""Prophet"": 8792446.025745297, ""Croston"": 8388688.038293615, ""TSB"": 8388688.038293615, ""Ensemble"": 6825666.311784065}"
PC003467;48;Prophet;42875,5;[49124.01, 49099.78, 54994.46, 57065.79, 62285.2, 62791.45];14,6;ok;"{""ARIMA"": 196589227.55015802, ""ExponentialSmoothing"": 27815113.98823929, ""SARIMAX"": 35063169.30831751, ""Holt"": 182001747.21593806, ""Prophet"": 25177465.080353845, ""Croston"": 71724012.5180528, ""TSB"": 71724012.5180528}"
PC008992;48;Prophet;44162,36;[86106.69, 43916.62, 45069.21, 46696.03, 42671.05, 47063.59];95,0;ok;"{""ARIMA"": 192088621.88864073, ""ExponentialSmoothing"": 8703818.434376562, ""SARIMAX"": 21901343.48381756, ""Holt"": 280321689.1956381, ""Prophet"": 5775062.463809113, ""Croston"": 199893571.98063228, ""TSB"": 199893571.98063228}"
PC003091;48;Ensemble;41307,03;[46586.8, 50092.95, 49795.44, 50862.47, 54261.69, 58652.07];12,8;ok;"{""ARIMA"": 76541798.89841822, ""ExponentialSmoothing"": 16346519.229657294, ""SARIMAX"": 18908540.329472337, ""Holt"": 69630665.79288483, ""Prophet"": 15566223.65385062, ""Croston"": 42455622.1599203, ""TSB"": 42455622.1599203, ""Ensemble"": 15444572.822167806}"
PC009472;48;Ensemble;44407,08;[47083.79, 51017.72, 51145.19, 54334.66, 57282.2, 57154.98];6,0;ok;"{""ARIMA"": 55663873.62732623, ""ExponentialSmoothing"": 16531858.541029466, ""SARIMAX"": 16677679.347528279, ""Holt"": 59996151.6746338, ""Prophet"": 19406371.3005884, ""Croston"": 30108659.171653613, ""TSB"": 30108659.171653613, ""Ensemble"": 11418794.20671202}"
PC001600;48;ExponentialSmoothing;43966,2;[82776.44, 44703.97, 43170.7, 46390.29, 44609.03, 45433.87];88,3;ok;"{""ARIMA"": 252406889.30175507, ""ExponentialSmoothing"": 13236687.54000813, ""SARIMAX"": 35462483.21661497, ""Holt"": 303638920.9754346, ""Prophet"": 15537637.047298113, ""Croston"": 261639910.4212151, ""TSB"": 261639910.4212151}"
PC007061;48;ExponentialSmoothing;47623,47;[51598.05, 51406.27, 48192.8, 49267.27, 49226.57, 49002.72];8,3;ok;"{""ARIMA"": 34657453.163629375, ""ExponentialSmoothing"": 22926781.612875476, ""SARIMAX"": 26168776.812519316, ""Holt"": 35170898.48336803, ""Prophet"": 25147737.46953082, ""Croston"": 30507333.595354617, ""TSB"": 30507333.595354617, ""Ensemble"": 22948881.270442832}"
PC006291;48;Croston;48181,32;[50299.17, 50299.17, 50299.17, 50299.17, 50299.17, 50299.17];4,4;ok;"{""ARIMA"": 34295652.1526634, ""ExponentialSmoothing"": 36914177.26345242, ""SARIMAX"": 43059615.09684961, ""Holt"": 29174792.511382844, ""Prophet"": 37937589.85934843, ""Croston"": 20880343.159815777, ""TSB"": 20880343.159815777}"
PC002922;48;Croston;46423,07;[50115.38, 50115.38, 50115.38, 50115.38, 50115.38, 50115.38];8,0;ok;"{""ARIMA"": 22842785.14101024, ""ExponentialSmoothing"": 33115956.228292007, ""SARIMAX"": 32562203.659698933, ""Holt"": 31744080.13483976, ""Prophet"": 25045773.791218817, ""Croston"": 20917887.205186415, ""TSB"": 20917887.205186415, ""Ensemble"": 21447960.623599634}"
PC006869;48;Holt;58467,55;[57218.01, 57379.75, 57516.5, 57632.11, 57729.86, 57812.5];-2,1;ok;"{""ARIMA"": 19134142.13123177, ""ExponentialSmoothing"": 10336744.866506914, ""SARIMAX"": 45501421.0745474, ""Holt"": 9324222.808112783, ""Prophet"": 13558086.376180947, ""Croston"": 21454661.481879994, ""TSB"": 21454661.481879994}"
PC008597;48;ExponentialSmoothing;53482,47;[52061.12, 56355.25, 54850.21, 53146.31, 55197.63, 55007.15];-2,7;ok;"{""ARIMA"": 11543255.857258087, ""ExponentialSmoothing"": 6000414.425969404, ""SARIMAX"": 32661825.086722236, ""Holt"": 11997168.488954008, ""Prophet"": 6130102.748924284, ""Croston"": 29773619.14512755, ""TSB"": 29773619.14512755}"
PC000448;48;Croston;48963,13;[48321.75, 48321.75, 48321.75, 48321.75, 48321.75, 48321.75];-1,3;ok;"{""ARIMA"": 72540856.23857792, ""ExponentialSmoothing"": 31560370.829646233, ""SARIMAX"": 72423982.43970744, ""Holt"": 28469193.72794792, ""Prophet"": 31507591.89732158, ""Croston"": 24017575.102041434, ""TSB"": 24017575.102041434, ""Ensemble"": 25267092.608128205}"
PC009280;48;Croston;41395,77;[47090.23, 47090.23, 47090.23, 47090.23, 47090.23, 47090.23];13,8;ok;"{""ARIMA"": 24785608.042927194, ""ExponentialSmoothing"": 21701205.61757567, ""SARIMAX"": 23744367.379025955, ""Holt"": 30285166.076001447, ""Prophet"": 23204266.951996084, ""Croston"": 15287255.494412286, ""TSB"": 15287255.494412286}"
PC001322;48;SARIMAX;50674,79;[52212.39, 52970.62, 54762.16, 51009.93, 52648.88, 53031.62];3,0;ok;"{""ARIMA"": 12791329.684254223, ""ExponentialSmoothing"": 17342570.677613407, ""SARIMAX"": 6781634.589316125, ""Holt"": 12882122.294288399, ""Prophet"": 22693052.46582997, ""Croston"": 12712559.263451034, ""TSB"": 12712559.263451034}"
PC009675;48;Croston;46153,46;[45815.67, 45815.67, 45815.67, 45815.67, 45815.67, 45815.67];-0,7;ok;"{""ARIMA"": 32540115.02397287, ""ExponentialSmoothing"": 16749175.574106403, ""SARIMAX"": 14403268.795826314, ""Holt"": 13644722.841599442, ""Prophet"": 20616466.07748259, ""Croston"": 10387730.68779968, ""TSB"": 10387730.68779968}"
PC000128;48;SARIMAX;41215,28;[41969.78, 45707.36, 44582.01, 48216.81, 52737.91, 48509.16];1,8;ok;"{""ARIMA"": 14101613.846613595, ""ExponentialSmoothing"": 7729738.689188945, ""SARIMAX"": 5407066.829764349, ""Holt"": 20060097.632862475, ""Prophet"": 13754619.321094945, ""Croston"": 12510574.919229023, ""TSB"": 12510574.919229023}"
