Produto;n_periodos;modelo_escolhido;ultimo_real;previsao;var_pct_proximo_mes;status;rank
PC004439;48;Holt;1064360,51;[1151904.22, 1153613.31, 1154980.58, 1156074.39, 1156949.44, 1157649.49];8,2;ok;"{""ARIMA"": 10423045079.75952, ""ExponentialSmoothing"": 13468832141.905867, ""SARIMAX"": 10487414552.845394, ""Holt"": 8687792034.94398, ""Prophet"": 14752132235.414942, ""Croston"": 10090981002.550665, ""TSB"": 10090981002.550665, ""Ensemble"": 9546259413.76734}"
PC009540;48;ExponentialSmoothing;956124,17;[1678704.83, 919186.35, 957011.18, 940506.7, 963383.67, 945175.93];75,6;ok;"{""ARIMA"": 98099103560.32513, ""ExponentialSmoothing"": 5924061926.389152, ""SARIMAX"": 9316512024.514158, ""Holt"": 122387558544.57268, ""Prophet"": 8568000043.31693, ""Croston"": 98797222302.64098, ""TSB"": 98797222302.64098}"
PC001815;48;Holt;977177,77;[1045125.71, 1046170.85, 1047006.96, 1047675.85, 1048210.96, 1048639.05];7,0;ok;"{""ARIMA"": 3866347037.0301023, ""ExponentialSmoothing"": 7244229807.461029, ""SARIMAX"": 11885680580.281336, ""Holt"": 3417149993.5357456, ""Prophet"": 6256344961.337863, ""Croston"": 3787360980.8229294, ""TSB"": 3787360980.8229294, ""Ensemble"": 3634633306.810999}"
PC003457;48;Ensemble;975865,26;[1004763.96, 1002079.48, 999765.3, 997906.27, 996418.69, 995228.62];3,0;ok;"{""ARIMA"": 4766043706.424357, ""ExponentialSmoothing"": 7378672494.084957, ""SARIMAX"": 5428854304.4870405, ""Holt"": 4246711083.2696342, ""Prophet"": 6807927658.353452, ""Croston"": 5153422338.200812, ""TSB"": 5153422338.200812, ""Ensemble"": 4025733117.2902584}"
PC002501;48;ExponentialSmoothing;926569,57;[914753.53, 882005.63, 922947.4, 861057.88, 964233.17, 1035538.36];-1,3;ok;"{""ARIMA"": 12613566999.358078, ""ExponentialSmoothing"": 4921881375.028433, ""SARIMAX"": 7842057168.61247, ""Holt"": 10527888277.807684, ""Prophet"": 6894302295.614909, ""Croston"": 7489180872.767456, ""TSB"": 7489180872.767456}"
PC008574;48;Ensemble;958991,37;[933879.48, 910915.93, 941912.51, 924757.61, 916532.14, 953237.98];-2,6;ok;"{""ARIMA"": 19113004419.798473, ""ExponentialSmoothing"": 2276374384.1719284, ""SARIMAX"": 11693257593.870674, ""Holt"": 4913368163.497418, ""Prophet"": 2469805830.5179844, ""Croston"": 1914554010.7803688, ""TSB"": 1914554010.7803688, ""Ensemble"": 1757549187.7957942}"
PC006844;48;Holt;903476,34;[936185.74, 938842.74, 940968.33, 942668.81, 944029.19, 945117.49];3,6;ok;"{""ARIMA"": 8207667680.063064, ""ExponentialSmoothing"": 11865779002.24169, ""SARIMAX"": 9079455950.75914, ""Holt"": 8097284484.878334, ""Prophet"": 12986528858.71321, ""Croston"": 8960983460.94258, ""TSB"": 8960983460.94258, ""Ensemble"": 8375015506.952693}"
PC008500;48;Ensemble;822875,48;[836559.19, 811691.59, 840400.57, 838928.89, 852637.22, 871403.15];1,7;ok;"{""ARIMA"": 29432477806.99178, ""ExponentialSmoothing"": 2551083459.627276, ""SARIMAX"": 13592892117.672333, ""Holt"": 16152748584.041052, ""Prophet"": 1634380489.8039954, ""Croston"": 1516916321.102185, ""TSB"": 1516916321.102185, ""Ensemble"": 1374561987.4643319}"
PC001709;48;Holt;793174,19;[777258.78, 777249.21, 777240.77, 777233.33, 777226.76, 777220.97];-2,0;ok;"{""ARIMA"": 20729812643.46953, ""ExponentialSmoothing"": 10120422997.884281, ""SARIMAX"": 37003837670.557076, ""Holt"": 6697683771.448106, ""Prophet"": 10820995681.203726, ""Croston"": 7191359673.578168, ""TSB"": 7191359673.578168, ""Ensemble"": 7012368972.467896}"
PC008017;48;ExponentialSmoothing;697543,89;[1225243.54, 694225.45, 651134.03, 682562.21, 662892.31, 709848.3];75,7;ok;"{""ARIMA"": 50908193573.24503, ""ExponentialSmoothing"": 4134573750.2564793, ""SARIMAX"": 11493689106.611258, ""Holt"": 56545916823.03082, ""Prophet"": 4229098109.0594687, ""Croston"": 51809557452.2947, ""TSB"": 51809557452.2947}"
PC000728;48;ExponentialSmoothing;726613,51;[811710.57, 742495.51, 768604.89, 827899.45, 781329.93, 839351.09];11,7;ok;"{""ARIMA"": 9833761909.933264, ""ExponentialSmoothing"": 1108571863.6848872, ""SARIMAX"": 3469466675.3761826, ""Holt"": 5653840191.168653, ""Prophet"": 2641769111.9843135, ""Croston"": 2733291483.744497, ""TSB"": 2733291483.744497}"
PC000980;48;Croston;729703,06;[770038.02, 770038.02, 770038.02, 770038.02, 770038.02, 770038.02];5,5;ok;"{""ARIMA"": 8412735611.859753, ""ExponentialSmoothing"": 2923765753.822294, ""SARIMAX"": 12406823259.89353, ""Holt"": 3692472450.805753, ""Prophet"": 3319305051.721976, ""Croston"": 2646315514.7778316, ""TSB"": 2646315514.7778316, ""Ensemble"": 2678592334.7372966}"
PC005784;48;ARIMA;736639,68;[743304.68, 740504.33, 741680.92, 741186.56, 741394.27, 741307.0];0,9;ok;"{""ARIMA"": 234979416.79674542, ""ExponentialSmoothing"": 725219965.4231952, ""SARIMAX"": 4703975888.075744, ""Holt"": 1943983768.9813907, ""Prophet"": 1341429483.9380605, ""Croston"": 401520755.1651198, ""TSB"": 401520755.1651198}"
PC005037;48;ExponentialSmoothing;767791,6;[765826.28, 776889.39, 709508.28, 739826.4, 735441.26, 744047.06];-0,3;ok;"{""ARIMA"": 2342028234.8525777, ""ExponentialSmoothing"": 732187988.5582343, ""SARIMAX"": 11053542122.089798, ""Holt"": 1801420789.71688, ""Prophet"": 1128704620.0330899, ""Croston"": 1142017364.5398033, ""TSB"": 1142017364.5398033}"
PC007876;48;Ensemble;713746,18;[1269243.33, 680313.95, 709600.92, 685441.84, 673151.78, 724767.71];77,8;ok;"{""ARIMA"": 49281987068.56075, ""ExponentialSmoothing"": 9636319117.831411, ""SARIMAX"": 10658315952.947401, ""Holt"": 63076817440.261024, ""Prophet"": 9383295408.582766, ""Croston"": 49902872857.45612, ""TSB"": 49902872857.45612, ""Ensemble"": 9202505487.026169}"
PC000927;48;SARIMAX;603790,24;[1163809.2, 697605.17, 653456.04, 636238.08, 690516.01, 650811.73];92,8;ok;"{""ARIMA"": 28297507548.29231, ""ExponentialSmoothing"": 7010065734.977421, ""SARIMAX"": 5564009486.836598, ""Holt"": 32912686264.018066, ""Prophet"": 8288049589.974984, ""Croston"": 29661503890.436565, ""TSB"": 29661503890.436565}"
PC003652;48;Ensemble;626737,53;[685070.56, 698106.17, 728665.38, 758660.36, 793764.23, 812493.98];9,3;ok;"{""ARIMA"": 20539993741.2656, ""ExponentialSmoothing"": 8011399547.456146, ""SARIMAX"": 8850120862.588432, ""Holt"": 19985269014.927223, ""Prophet"": 7506341845.087949, ""Croston"": 8245129914.25066, ""TSB"": 8245129914.25066, ""Ensemble"": 6513621209.114213}"
PC006125;48;ExponentialSmoothing;787701,14;[799689.13, 795374.6, 856328.25, 887769.49, 835941.85, 900136.87];1,5;ok;"{""ARIMA"": 4904837069.664617, ""ExponentialSmoothing"": 2884670989.8947625, ""SARIMAX"": 4051911465.9168677, ""Holt"": 4623936371.668647, ""Prophet"": 3000335774.0194244, ""Croston"": 6358300463.286777, ""TSB"": 6358300463.286777}"
PC005447;48;Ensemble;721537,9;[714856.25, 714856.68, 714857.03, 714857.31, 714857.54, 714857.71];-0,9;ok;"{""ARIMA"": 2586580028.195388, ""ExponentialSmoothing"": 3242003068.9756618, ""SARIMAX"": 5194472280.532038, ""Holt"": 1985236713.0674036, ""Prophet"": 2723992393.2621584, ""Croston"": 1850511207.712465, ""TSB"": 1850511207.712465, ""Ensemble"": 1842337281.0790071}"
PC005103;48;Prophet;588589,1;[1207952.51, 605749.2, 673088.58, 663499.94, 652581.63, 705418.78];105,2;ok;"{""ARIMA"": 45366132050.95708, ""ExponentialSmoothing"": 2975612941.2959313, ""SARIMAX"": 5625280785.237798, ""Holt"": 54081045086.27185, ""Prophet"": 2374188545.414993, ""Croston"": 47181196328.50754, ""TSB"": 47181196328.50754}"
PC008197;48;Ensemble;701231,29;[699896.2, 700131.13, 717257.51, 715403.09, 703987.19, 723897.71];-0,2;ok;"{""ARIMA"": 5033001613.643548, ""ExponentialSmoothing"": 1354047438.6204956, ""SARIMAX"": 7981405050.056187, ""Holt"": 1510211289.2337236, ""Prophet"": 2041399345.1751482, ""Croston"": 1513369238.7519996, ""TSB"": 1513369238.7519996, ""Ensemble"": 1293563135.4095852}"
PC005633;48;Croston;727066,03;[710019.35, 710019.35, 710019.35, 710019.35, 710019.35, 710019.35];-2,3;ok;"{""ARIMA"": 6083532099.087971, ""ExponentialSmoothing"": 7895480608.619342, ""SARIMAX"": 7382407924.846764, ""Holt"": 3542531041.1935487, ""Prophet"": 4075901821.3957934, ""Croston"": 3406017174.527651, ""TSB"": 3406017174.527651, ""Ensemble"": 3436297953.739931}"
PC002817;48;ExponentialSmoothing;599873,9;[1177226.23, 633981.99, 599804.79, 601821.53, 573030.45, 657253.93];96,2;ok;"{""ARIMA"": 46258240009.50419, ""ExponentialSmoothing"": 1303336984.1382594, ""SARIMAX"": 6366678104.263255, ""Holt"": 64179377846.057495, ""Prophet"": 1372976085.067321, ""Croston"": 47834740226.18237, ""TSB"": 47834740226.18237}"
PC002818;48;ExponentialSmoothing;577223,02;[628517.37, 652842.93, 670506.83, 728871.86, 751862.82, 793129.73];8,9;ok;"{""ARIMA"": 11804623141.943697, ""ExponentialSmoothing"": 2818801429.692739, ""SARIMAX"": 7097241087.332901, ""Holt"": 6497875603.005543, ""Prophet"": 2923925697.922437, ""Croston"": 5332237820.279239, ""TSB"": 5332237820.279239}"
PC006530;48;ARIMA;729826,53;[724488.48, 722274.56, 721356.36, 720975.53, 720817.59, 720752.09];-0,7;ok;"{""ARIMA"": 947848199.4766083, ""ExponentialSmoothing"": 1929928612.0219324, ""SARIMAX"": 2842551400.071385, ""Holt"": 1334064400.090494, ""Prophet"": 3035260754.040329, ""Croston"": 1010794728.1676024, ""TSB"": 1010794728.1676024, ""Ensemble"": 987011153.804237}"
PC002366;48;Ensemble;635558,2;[647040.89, 619315.36, 663704.18, 642802.7, 628379.08, 671162.43];1,8;ok;"{""ARIMA"": 8038826812.0789, ""ExponentialSmoothing"": 3425172441.7885246, ""SARIMAX"": 2154259259.089876, ""Holt"": 2406148118.65021, ""Prophet"": 2449762531.600259, ""Croston"": 2128776419.3848197, ""TSB"": 2128776419.3848197, ""Ensemble"": 1969345286.0102422}"
PC006637;48;Croston;697890,4;[674900.42, 674900.42, 674900.42, 674900.42, 674900.42, 674900.42];-3,3;ok;"{""ARIMA"": 3839163443.9223332, ""ExponentialSmoothing"": 6290020472.268411, ""SARIMAX"": 3520671455.5340037, ""Holt"": 3059163422.6157374, ""Prophet"": 4768724690.134569, ""Croston"": 2712498871.7651563, ""TSB"": 2712498871.7651563, ""Ensemble"": 2803988542.7926993}"
PC000555;48;Ensemble;584340,03;[688522.23, 686743.36, 690923.05, 682075.21, 669085.97, 700665.5];17,8;ok;"{""ARIMA"": 4670119004.139266, ""ExponentialSmoothing"": 2487933770.6735234, ""SARIMAX"": 2098096024.3737843, ""Holt"": 5200839985.7516365, ""Prophet"": 2689543960.8822803, ""Croston"": 5095320106.054217, ""TSB"": 5095320106.054217, ""Ensemble"": 1586870501.1793451}"
PC004673;48;SARIMAX;543801,6;[1052926.21, 498652.93, 512760.83, 453766.87, 468158.72, 485808.18];93,6;ok;"{""ARIMA"": 23288881380.746784, ""ExponentialSmoothing"": 10325697834.46254, ""SARIMAX"": 9129867147.422148, ""Holt"": 33704013594.633408, ""Prophet"": 9816735587.156984, ""Croston"": 24683028093.153057, ""TSB"": 24683028093.153057, ""Ensemble"": 9171324692.57293}"
PC008273;48;Prophet;517097,72;[1050545.25, 586713.73, 551193.01, 581177.91, 573555.11, 614230.0];103,2;ok;"{""ARIMA"": 35659721565.78629, ""ExponentialSmoothing"": 3008172579.787392, ""SARIMAX"": 3775197510.4967294, ""Holt"": 38923932028.32123, ""Prophet"": 2438509286.579544, ""Croston"": 35733492293.11025, ""TSB"": 35733492293.11025}"
PC001432;48;SARIMAX;544862,93;[561559.39, 629257.08, 683634.01, 692296.04, 737103.74, 721323.36];3,1;ok;"{""ARIMA"": 6464585866.39373, ""ExponentialSmoothing"": 1621678513.4234333, ""SARIMAX"": 1238726065.6173174, ""Holt"": 6863769139.3159895, ""Prophet"": 2206724214.3783603, ""Croston"": 3865052517.759393, ""TSB"": 3865052517.759393}"
PC004935;48;Prophet;595813,13;[1047808.41, 535148.3, 520727.67, 554656.75, 588400.07, 576093.58];75,9;ok;"{""ARIMA"": 34195848553.597347, ""ExponentialSmoothing"": 6856495433.748794, ""SARIMAX"": 9951705659.168533, ""Holt"": 55817548238.109825, ""Prophet"": 2055288269.2679853, ""Croston"": 35943470334.59493, ""TSB"": 35943470334.59493}"
PC008508;48;Prophet;577671,77;[1057918.38, 546854.83, 591033.44, 559634.42, 570784.45, 558612.74];83,1;ok;"{""ARIMA"": 57470666377.41656, ""ExponentialSmoothing"": 6407406923.968597, ""SARIMAX"": 5962559194.960243, ""Holt"": 77681237879.45512, ""Prophet"": 5725266949.381757, ""Croston"": 61523416323.4317, ""TSB"": 61523416323.4317, ""Ensemble"": 5954127550.612324}"
PC008252;48;Ensemble;629679,6;[632158.84, 623576.85, 629162.54, 623210.33, 634267.68, 634688.43];0,4;ok;"{""ARIMA"": 2073353496.542971, ""ExponentialSmoothing"": 2343640054.328387, ""SARIMAX"": 6247396431.241853, ""Holt"": 2119512557.8757946, ""Prophet"": 2482729670.635049, ""Croston"": 2355236039.8525996, ""TSB"": 2355236039.8525996, ""Ensemble"": 1961424323.3783448}"
PC003737;48;Ensemble;681628,07;[679590.74, 691492.45, 679444.84, 701873.0, 696987.59, 713684.55];-0,3;ok;"{""ARIMA"": 1547023134.755583, ""ExponentialSmoothing"": 1220044282.3126233, ""SARIMAX"": 1650495368.9423916, ""Holt"": 2593954316.3810983, ""Prophet"": 1855331066.540683, ""Croston"": 1182899504.8137548, ""TSB"": 1182899504.8137548, ""Ensemble"": 856371902.6348952}"
PC006829;48;ExponentialSmoothing;587296,89;[600086.56, 603515.31, 661685.2, 661933.9, 625337.24, 695553.26];2,2;ok;"{""ARIMA"": 2899480946.8608723, ""ExponentialSmoothing"": 995868268.8285176, ""SARIMAX"": 7154794308.427563, ""Holt"": 2835742813.333942, ""Prophet"": 1075023708.0957642, ""Croston"": 2833501326.1380086, ""TSB"": 2833501326.1380086}"
PC008647;48;Ensemble;570102,48;[619846.12, 619440.52, 619116.04, 618856.46, 618648.79, 618482.66];8,7;ok;"{""ARIMA"": 3213492108.630838, ""ExponentialSmoothing"": 2629620061.139805, ""SARIMAX"": 3762466202.577952, ""Holt"": 1751387682.5925362, ""Prophet"": 2018072632.640708, ""Croston"": 1674914781.447941, ""TSB"": 1674914781.447941, ""Ensemble"": 1561921453.526986}"
PC000124;48;Prophet;588653,6;[565203.06, 526166.95, 541379.39, 638908.59, 593817.76, 725396.92];-4,0;ok;"{""ARIMA"": 14048701832.911547, ""ExponentialSmoothing"": 2317011926.2535186, ""SARIMAX"": 1908131508.961484, ""Holt"": 9173604075.540823, ""Prophet"": 1811253558.6086228, ""Croston"": 2744302291.9724474, ""TSB"": 2744302291.9724474, ""Ensemble"": 1894265399.1574776}"
PC006098;48;SARIMAX;573570,4;[642392.89, 615236.2, 621665.07, 656702.23, 633832.28, 703560.8];12,0;ok;"{""ARIMA"": 5738257653.878772, ""ExponentialSmoothing"": 1015704448.5175735, ""SARIMAX"": 460483134.30746096, ""Holt"": 3099098595.1288414, ""Prophet"": 560596223.5474681, ""Croston"": 796500942.6346798, ""TSB"": 796500942.6346798}"
PC002257;48;ExponentialSmoothing;518539,3;[520254.78, 565319.84, 623863.79, 632121.28, 649029.06, 727669.49];0,3;ok;"{""ARIMA"": 23472265047.86967, ""ExponentialSmoothing"": 996160605.1633197, ""SARIMAX"": 2176960346.761604, ""Holt"": 16370789955.610468, ""Prophet"": 1173294841.5617292, ""Croston"": 3903475272.3832626, ""TSB"": 3903475272.3832626}"
PC003418;48;Prophet;559939,75;[1014070.26, 544825.27, 559984.55, 531753.01, 536870.21, 550310.47];81,1;ok;"{""ARIMA"": 22647608201.453876, ""ExponentialSmoothing"": 1091626268.2979696, ""SARIMAX"": 10493120673.514845, ""Holt"": 37226928175.6852, ""Prophet"": 694542003.9120077, ""Croston"": 23726927969.558243, ""TSB"": 23726927969.558243}"
PC008269;48;Prophet;538727,12;[949480.86, 510388.45, 493249.23, 515834.2, 498698.79, 555623.56];76,2;ok;"{""ARIMA"": 30541500189.24054, ""ExponentialSmoothing"": 1475929097.8421643, ""SARIMAX"": 1031270165.8600391, ""Holt"": 32720730385.22096, ""Prophet"": 631150787.2954721, ""Croston"": 30764518074.264957, ""TSB"": 30764518074.264957}"
PC006652;48;ExponentialSmoothing;483792,72;[943735.82, 523258.61, 487501.69, 486310.1, 466791.73, 530579.54];95,1;ok;"{""ARIMA"": 34526111725.29681, ""ExponentialSmoothing"": 615632995.3735334, ""SARIMAX"": 5830153437.964236, ""Holt"": 46355762834.889626, ""Prophet"": 912623332.4221715, ""Croston"": 35820420202.448555, ""TSB"": 35820420202.448555}"
