Produto;n_periodos;modelo_escolhido;ultimo_real;previsao;var_pct_proximo_mes;status;rank
PC000547;48;SARIMAX;25171,43;[28383.85, 26585.76, 29793.24, 36401.72, 38903.33, 38202.35];12,8;ok;"{""ARIMA"": 44067305.301853925, ""ExponentialSmoothing"": 26211748.58374007, ""SARIMAX"": 10116365.420663845, ""Holt"": 43475756.48148703, ""Prophet"": 31311132.556104407, ""Croston"": 22290513.76474013, ""TSB"": 22290513.76474013}"
PC000410;48;Ensemble;29287,97;[28214.58, 31891.76, 30586.37, 32953.59, 36068.01, 34706.36];-3,7;ok;"{""ARIMA"": 52575571.612756096, ""ExponentialSmoothing"": 34842495.2947649, ""SARIMAX"": 51160370.53961141, ""Holt"": 52677692.85679712, ""Prophet"": 53933515.8012122, ""Croston"": 44928953.133886576, ""TSB"": 44928953.133886576, ""Ensemble"": 30015823.016412538}"
PC000755;48;Ensemble;34783,35;[33127.33, 33127.34, 33127.35, 33127.36, 33127.37, 33127.37];-4,8;ok;"{""ARIMA"": 19402558.347362597, ""ExponentialSmoothing"": 40960291.67009895, ""SARIMAX"": 34586083.88189814, ""Holt"": 19031133.154733893, ""Prophet"": 54642922.86552546, ""Croston"": 19185402.445070814, ""TSB"": 19185402.445070814, ""Ensemble"": 18967082.975507595}"
PC000295;48;Prophet;16852,190000000002;[20473.92, 24824.92, 21512.18, 29870.89, 27967.69, 38077.83];21,5;ok;"{""ARIMA"": 74248408.25691949, ""ExponentialSmoothing"": 37365504.48472815, ""SARIMAX"": 28767951.112719268, ""Holt"": 69151206.37391783, ""Prophet"": 28344115.342509046, ""Croston"": 37917402.81795464, ""TSB"": 37917402.81795464}"
PC000666;48;Prophet;26116,339999999997;[25307.45, 23472.18, 26817.62, 31963.72, 39199.33, 31515.05];-3,1;ok;"{""ARIMA"": 29195886.139997657, ""ExponentialSmoothing"": 22381780.509828478, ""SARIMAX"": 18495335.146902073, ""Holt"": 28827369.60015737, ""Prophet"": 16399966.726349607, ""Croston"": 40367702.00052685, ""TSB"": 40367702.00052685}"
PC000773;48;Ensemble;23178,89;[28525.09, 28002.64, 28447.37, 28068.8, 28391.06, 28116.73];23,1;ok;"{""ARIMA"": 29227922.068281572, ""ExponentialSmoothing"": 64704679.87446027, ""SARIMAX"": 82465359.33469103, ""Holt"": 29580790.90307812, ""Prophet"": 71070670.49585342, ""Croston"": 27394831.485262513, ""TSB"": 27394831.485262513, ""Ensemble"": 22015045.700323153}"
PC000007;48;Ensemble;23278,53;[25302.28, 25185.4, 26524.5, 27514.86, 29148.52, 28805.42];8,7;ok;"{""ARIMA"": 27215030.5292749, ""ExponentialSmoothing"": 18922012.87891027, ""SARIMAX"": 22868799.277456228, ""Holt"": 26814130.235389266, ""Prophet"": 22279589.64652899, ""Croston"": 20938434.4090265, ""TSB"": 20938434.4090265, ""Ensemble"": 9962005.130341334}"
PC000477;48;ExponentialSmoothing;23075,489999999998;[23605.71, 19699.68, 25346.34, 27017.87, 30390.98, 36274.9];2,3;ok;"{""ARIMA"": 38374500.12003687, ""ExponentialSmoothing"": 6292081.270160288, ""SARIMAX"": 8011259.350834012, ""Holt"": 72173555.09758686, ""Prophet"": 23816614.643425748, ""Croston"": 69265663.99308819, ""TSB"": 69265663.99308819}"
PC000255;48;Ensemble;29210,32;[25041.33, 25539.58, 28008.38, 27754.54, 30190.59, 29441.24];-14,3;ok;"{""ARIMA"": 24839741.877207685, ""ExponentialSmoothing"": 30425502.21562438, ""SARIMAX"": 22033793.521267597, ""Holt"": 23162555.921970647, ""Prophet"": 44212590.485650785, ""Croston"": 20568985.316315312, ""TSB"": 20568985.316315312, ""Ensemble"": 16903865.8798081}"
PC000587;48;Ensemble;21126,23;[24382.84, 24652.63, 25882.25, 26874.68, 28308.39, 28325.05];15,4;ok;"{""ARIMA"": 54036110.90867093, ""ExponentialSmoothing"": 15255360.733795173, ""SARIMAX"": 26857254.070963684, ""Holt"": 49879583.26001012, ""Prophet"": 20690370.270028543, ""Croston"": 14817834.970699986, ""TSB"": 14817834.970699986, ""Ensemble"": 9906738.577991987}"
PC000312;48;Prophet;17449,74;[21207.53, 23506.99, 21965.78, 30802.46, 27581.65, 31017.44];21,5;ok;"{""ARIMA"": 72523921.60555069, ""ExponentialSmoothing"": 23283090.25282083, ""SARIMAX"": 20526496.74091347, ""Holt"": 69593593.78721543, ""Prophet"": 18015874.10725909, ""Croston"": 76801527.00038551, ""TSB"": 76801527.00038551, ""Ensemble"": 18287491.9176887}"
PC000896;48;Prophet;21336,74;[20118.27, 22799.94, 25165.36, 28995.91, 26695.78, 32712.53];-5,7;ok;"{""ARIMA"": 63215265.79980731, ""ExponentialSmoothing"": 3548000.030090218, ""SARIMAX"": 7692795.918190158, ""Holt"": 51261210.201659106, ""Prophet"": 3255485.4108537063, ""Croston"": 30724051.371585447, ""TSB"": 30724051.371585447}"
PC000665;48;ExponentialSmoothing;20753,66;[18736.04, 18585.55, 23764.39, 26503.84, 29427.86, 26258.65];-9,7;ok;"{""ARIMA"": 35125704.809112005, ""ExponentialSmoothing"": 7050537.153759097, ""SARIMAX"": 16839324.900183793, ""Holt"": 32330297.776796747, ""Prophet"": 8497617.645400489, ""Croston"": 25971113.83284242, ""TSB"": 25971113.83284242}"
PC000357;48;ExponentialSmoothing;16951,88;[20430.66, 20168.35, 21649.32, 24085.22, 29138.04, 27689.92];20,5;ok;"{""ARIMA"": 66687179.52561349, ""ExponentialSmoothing"": 21622426.677245058, ""SARIMAX"": 31095808.23775552, ""Holt"": 69130197.42337142, ""Prophet"": 30661155.047271594, ""Croston"": 73801218.54120475, ""TSB"": 73801218.54120475}"
PC000343;48;SARIMAX;22451,97;[31293.86, 30019.69, 35987.07, 34975.34, 45632.8, 46852.39];39,4;ok;"{""ARIMA"": 167580590.48894247, ""ExponentialSmoothing"": 128909513.10638578, ""SARIMAX"": 84066338.20448999, ""Holt"": 165268792.2538749, ""Prophet"": 160842797.75185892, ""Croston"": 161082466.26921168, ""TSB"": 161082466.26921168}"
PC000355;48;Ensemble;21798,77;[24566.78, 21936.37, 24547.85, 26248.05, 27132.93, 32011.49];12,7;ok;"{""ARIMA"": 60419128.26854479, ""ExponentialSmoothing"": 43647832.48897054, ""SARIMAX"": 36608029.67775413, ""Holt"": 50941236.206406526, ""Prophet"": 31113674.10207145, ""Croston"": 37666313.45027008, ""TSB"": 37666313.45027008, ""Ensemble"": 30602170.57034795}"
PC000471;48;ARIMA;23749,96;[23740.05, 23733.22, 23728.53, 23725.3, 23723.08, 23721.55];-0,0;ok;"{""ARIMA"": 15117993.886414789, ""ExponentialSmoothing"": 24097267.171795234, ""SARIMAX"": 18885416.304641347, ""Holt"": 72180275.82621618, ""Prophet"": 24468209.065742508, ""Croston"": 31639095.961073577, ""TSB"": 31639095.961073577}"
PC000371;48;Croston;20832,85;[23175.32, 23175.32, 23175.32, 23175.32, 23175.32, 23175.32];11,2;ok;"{""ARIMA"": 7719437.27591901, ""ExponentialSmoothing"": 14067333.373304194, ""SARIMAX"": 7419457.048217417, ""Holt"": 6097050.134512671, ""Prophet"": 7991360.406410843, ""Croston"": 5706785.120008473, ""TSB"": 5706785.120008473, ""Ensemble"": 5754614.252538496}"
PC000335;48;Croston;21184,239999999998;[23593.58, 23593.58, 23593.58, 23593.58, 23593.58, 23593.58];11,4;ok;"{""ARIMA"": 28273046.9264334, ""ExponentialSmoothing"": 32357855.779022183, ""SARIMAX"": 22273215.34495568, ""Holt"": 28197004.418368008, ""Prophet"": 22991675.61120465, ""Croston"": 7664165.981980317, ""TSB"": 7664165.981980317}"
PC000673;48;Ensemble;21928,7;[23369.39, 23259.01, 23466.87, 24536.35, 25628.17, 25426.14];6,6;ok;"{""ARIMA"": 63970016.2910372, ""ExponentialSmoothing"": 42881764.65692668, ""SARIMAX"": 76010450.35726546, ""Holt"": 43187498.99827483, ""Prophet"": 38123276.14879959, ""Croston"": 32060345.030858163, ""TSB"": 32060345.030858163, ""Ensemble"": 29229237.337}"
PC000172;48;ExponentialSmoothing;19645,22;[16711.77, 21604.64, 25548.08, 23896.1, 30325.11, 32394.14];-14,9;ok;"{""ARIMA"": 65025749.291285716, ""ExponentialSmoothing"": 9199868.14940184, ""SARIMAX"": 14408487.108888261, ""Holt"": 46801617.84449271, ""Prophet"": 9682262.264439875, ""Croston"": 21756982.844885614, ""TSB"": 21756982.844885614}"
PC000729;48;SARIMAX;18485,55;[21979.93, 25574.88, 20932.76, 37158.14, 30657.12, 29648.49];18,9;ok;"{""ARIMA"": 25800866.477166813, ""ExponentialSmoothing"": 28569075.339909926, ""SARIMAX"": 14889786.802715307, ""Holt"": 25675820.990143716, ""Prophet"": 26409514.536412742, ""Croston"": 26892702.038943276, ""TSB"": 26892702.038943276}"
PC000100;48;Ensemble;24082,48;[20962.5, 21319.83, 21752.21, 24086.12, 25367.84, 25010.96];-13,0;ok;"{""ARIMA"": 16693108.489151567, ""ExponentialSmoothing"": 13994750.879485255, ""SARIMAX"": 41627122.19009964, ""Holt"": 16215323.554801553, ""Prophet"": 18847497.648507986, ""Croston"": 21479718.70989951, ""TSB"": 21479718.70989951, ""Ensemble"": 11828356.945030952}"
PC000354;48;Ensemble;16581,08;[21144.67, 23312.73, 21324.96, 26685.91, 27485.89, 27957.12];27,5;ok;"{""ARIMA"": 20948023.096473917, ""ExponentialSmoothing"": 8058360.676247574, ""SARIMAX"": 8348424.643785447, ""Holt"": 20980377.452036977, ""Prophet"": 6851574.227691487, ""Croston"": 24600020.209765743, ""TSB"": 24600020.209765743, ""Ensemble"": 6291668.083986501}"
PC000834;48;SARIMAX;22676,64;[23828.28, 25681.84, 28183.35, 31720.72, 34377.0, 32702.05];5,1;ok;"{""ARIMA"": 100003682.79767044, ""ExponentialSmoothing"": 112377865.50678128, ""SARIMAX"": 88049113.73302583, ""Holt"": 94667061.35764937, ""Prophet"": 121221284.82066213, ""Croston"": 178218441.16880724, ""TSB"": 178218441.16880724, ""Ensemble"": 91955509.00794345}"
PC000889;48;Prophet;14939,59;[19781.79, 20548.18, 23177.49, 27936.98, 25539.44, 25673.38];32,4;ok;"{""ARIMA"": 38246528.58626481, ""ExponentialSmoothing"": 24293700.10551161, ""SARIMAX"": 37840200.13526105, ""Holt"": 51900237.54011264, ""Prophet"": 18147072.984702226, ""Croston"": 44625668.22967979, ""TSB"": 44625668.22967979}"
PC000450;48;SARIMAX;18365,73;[19615.05, 18107.17, 23152.54, 25144.28, 27644.49, 30317.43];6,8;ok;"{""ARIMA"": 65705420.90168015, ""ExponentialSmoothing"": 9239356.831265941, ""SARIMAX"": 4604244.99680337, ""Holt"": 54267914.70262431, ""Prophet"": 16021788.13044518, ""Croston"": 27211206.606860507, ""TSB"": 27211206.606860507}"
PC000771;48;ExponentialSmoothing;19083,62;[18662.91, 15809.75, 20114.69, 23091.3, 24723.54, 25805.06];-2,2;ok;"{""ARIMA"": 67801141.00166774, ""ExponentialSmoothing"": 11215227.679231703, ""SARIMAX"": 34786001.631111525, ""Holt"": 52346384.99185293, ""Prophet"": 11238999.533351362, ""Croston"": 30230387.75851604, ""TSB"": 30230387.75851604}"
PC000005;48;SARIMAX;27293,23;[29326.18, 30543.94, 33468.08, 36655.66, 36548.46, 35419.29];7,4;ok;"{""ARIMA"": 47295588.39089811, ""ExponentialSmoothing"": 19999145.973463584, ""SARIMAX"": 17177544.00836379, ""Holt"": 24752318.209796224, ""Prophet"": 62400295.92939999, ""Croston"": 63825193.71245078, ""TSB"": 63825193.71245078}"
PC000408;48;Prophet;14844,81;[17921.81, 17641.84, 19869.35, 24517.22, 22982.46, 26642.67];20,7;ok;"{""ARIMA"": 32182898.268015277, ""ExponentialSmoothing"": 34532034.11646407, ""SARIMAX"": 29743196.683376145, ""Holt"": 58641604.266703606, ""Prophet"": 21816175.660933204, ""Croston"": 47656560.0003135, ""TSB"": 47656560.0003135}"
PC000860;48;Ensemble;17428,37;[18552.22, 18153.77, 19411.32, 22267.27, 24888.45, 26521.29];6,4;ok;"{""ARIMA"": 31372440.1509535, ""ExponentialSmoothing"": 7548819.346605524, ""SARIMAX"": 6196430.653975901, ""Holt"": 25098512.030432124, ""Prophet"": 6378186.646752998, ""Croston"": 11627069.60143848, ""TSB"": 11627069.60143848, ""Ensemble"": 4188195.4857955165}"
PC000457;48;ExponentialSmoothing;16512,18;[14947.13, 17390.49, 17745.66, 20782.04, 22023.7, 26362.6];-9,5;ok;"{""ARIMA"": 54565812.262862325, ""ExponentialSmoothing"": 5021494.038574946, ""SARIMAX"": 9302541.692684857, ""Holt"": 43434146.131869994, ""Prophet"": 8704532.404008243, ""Croston"": 25038377.46176526, ""TSB"": 25038377.46176526}"
PC000027;48;ExponentialSmoothing;11384,970000000001;[16565.62, 15482.72, 19350.62, 18363.38, 25025.95, 22934.83];45,5;ok;"{""ARIMA"": 37486511.682511516, ""ExponentialSmoothing"": 6044243.614587682, ""SARIMAX"": 11867694.076501185, ""Holt"": 37516723.04341651, ""Prophet"": 6507598.531827095, ""Croston"": 35901503.05706719, ""TSB"": 35901503.05706719}"
PC000210;48;Ensemble;14912,28;[18144.67, 17767.9, 18290.8, 18682.07, 21322.33, 21091.55];21,7;ok;"{""ARIMA"": 31625873.265711978, ""ExponentialSmoothing"": 23829195.82379594, ""SARIMAX"": 11789561.16610422, ""Holt"": 30857103.482228357, ""Prophet"": 26703678.500342246, ""Croston"": 15057378.509118048, ""TSB"": 15057378.509118048, ""Ensemble"": 9620318.725591816}"
PC000091;48;ExponentialSmoothing;11866,55;[16874.18, 15193.9, 17374.34, 15152.93, 23037.29, 24742.29];42,2;ok;"{""ARIMA"": 23220677.17372848, ""ExponentialSmoothing"": 7529150.542311761, ""SARIMAX"": 16539618.829404147, ""Holt"": 45311111.648274474, ""Prophet"": 8928544.459114568, ""Croston"": 25322669.80831189, ""TSB"": 25322669.80831189}"
PC000318;48;Prophet;11605,02;[10617.41, 15455.16, 15669.04, 15327.12, 16536.63, 24183.23];-8,5;ok;"{""ARIMA"": 59846756.12925467, ""ExponentialSmoothing"": 28455623.4591344, ""SARIMAX"": 60341009.59888188, ""Holt"": 61414601.603179246, ""Prophet"": 24457633.999265254, ""Croston"": 51317396.342590414, ""TSB"": 51317396.342590414}"
PC000245;48;Croston;17690,06;[19641.19, 19641.19, 19641.19, 19641.19, 19641.19, 19641.19];11,0;ok;"{""ARIMA"": 11403590.508442016, ""ExponentialSmoothing"": 18334090.84483988, ""SARIMAX"": 13517772.027839966, ""Holt"": 13081667.59008118, ""Prophet"": 22752307.16953422, ""Croston"": 5506350.9228139445, ""TSB"": 5506350.9228139445}"
PC000900;48;ExponentialSmoothing;12809,35;[14794.42, 15396.63, 19653.45, 18886.93, 20007.29, 22945.13];15,5;ok;"{""ARIMA"": 15610318.639173264, ""ExponentialSmoothing"": 11323204.378547879, ""SARIMAX"": 14834452.22917953, ""Holt"": 32718613.969485715, ""Prophet"": 14487870.711074552, ""Croston"": 17941386.45403178, ""TSB"": 17941386.45403178}"
PC000845;48;ExponentialSmoothing;15220,06;[14035.23, 14811.37, 16393.66, 20478.5, 21572.52, 21615.38];-7,8;ok;"{""ARIMA"": 25583175.58638956, ""ExponentialSmoothing"": 6646809.526854745, ""SARIMAX"": 18520224.078091018, ""Holt"": 20484289.288677838, ""Prophet"": 9453135.451914946, ""Croston"": 11557341.511330187, ""TSB"": 11557341.511330187}"
PC000903;48;ExponentialSmoothing;15823,949999999999;[13722.55, 15155.6, 16732.28, 16454.91, 20556.72, 26351.71];-13,3;ok;"{""ARIMA"": 29928878.14419495, ""ExponentialSmoothing"": 7744298.263911798, ""SARIMAX"": 8772134.336031301, ""Holt"": 26342556.94346233, ""Prophet"": 10199321.925896956, ""Croston"": 26700531.400223866, ""TSB"": 26700531.400223866}"
PC000460;48;Prophet;12246,04;[15196.07, 15426.58, 15849.92, 20103.38, 24033.66, 22463.02];24,1;ok;"{""ARIMA"": 69956323.56661613, ""ExponentialSmoothing"": 11128340.809548851, ""SARIMAX"": 27749800.374234963, ""Holt"": 56647492.262570076, ""Prophet"": 10318289.343202073, ""Croston"": 38469999.34902861, ""TSB"": 38469999.34902861}"
PC000059;48;SARIMAX;13919,36;[16704.07, 19451.75, 18074.02, 21707.92, 23540.3, 28161.45];20,0;ok;"{""ARIMA"": 31418542.406576615, ""ExponentialSmoothing"": 34256103.31257871, ""SARIMAX"": 23210715.289863657, ""Holt"": 31659058.070109066, ""Prophet"": 39851664.87441504, ""Croston"": 53420674.488983296, ""TSB"": 53420674.488983296}"
PC000540;48;ExponentialSmoothing;11116,1;[14793.85, 15717.8, 16681.99, 17180.18, 21330.27, 24711.53];33,1;ok;"{""ARIMA"": 110067580.54974394, ""ExponentialSmoothing"": 17110959.22266132, ""SARIMAX"": 39196254.821745716, ""Holt"": 81946855.57554103, ""Prophet"": 21580136.431243856, ""Croston"": 40319831.079188585, ""TSB"": 40319831.079188585}"
PC000434;48;ExponentialSmoothing;16583,190000000002;[12076.64, 15752.43, 18085.03, 19047.28, 20491.81, 24037.57];-27,2;ok;"{""ARIMA"": 93653463.31220506, ""ExponentialSmoothing"": 2632713.81819568, ""SARIMAX"": 7868253.251977499, ""Holt"": 88010199.44206588, ""Prophet"": 3572703.2734716455, ""Croston"": 11288818.393735303, ""TSB"": 11288818.393735303}"
PC000884;48;Croston;17666,39;[18545.99, 18545.99, 18545.99, 18545.99, 18545.99, 18545.99];5,0;ok;"{""ARIMA"": 83114561.5956177, ""ExponentialSmoothing"": 15808260.024964293, ""SARIMAX"": 37477919.7936967, ""Holt"": 80886874.31208842, ""Prophet"": 12433043.51091178, ""Croston"": 7310810.735009491, ""TSB"": 7310810.735009491}"
PC000857;48;ExponentialSmoothing;13179,22;[13694.47, 16744.3, 15576.11, 16503.87, 21075.84, 21760.41];3,9;ok;"{""ARIMA"": 31512957.586587872, ""ExponentialSmoothing"": 14900133.951961039, ""SARIMAX"": 20068761.591763098, ""Holt"": 27938768.23727156, ""Prophet"": 20021690.719438735, ""Croston"": 24172954.263202567, ""TSB"": 24172954.263202567}"
PC000719;48;SARIMAX;12981,79;[16294.82, 16750.89, 17014.93, 23441.15, 25674.51, 26547.25];25,5;ok;"{""ARIMA"": 50915418.85582051, ""ExponentialSmoothing"": 49079178.4945694, ""SARIMAX"": 24999019.09120882, ""Holt"": 50384570.40253896, ""Prophet"": 41068966.57799993, ""Croston"": 94833922.20141377, ""TSB"": 94833922.20141377}"
PC000702;48;Ensemble;11264,75;[9565.58, 12367.51, 14120.46, 15208.65, 17750.34, 18694.59];-15,1;ok;"{""ARIMA"": 32149888.092506543, ""ExponentialSmoothing"": 13721955.788312616, ""SARIMAX"": 12538577.049717471, ""Holt"": 70581110.37279673, ""Prophet"": 14427706.069583943, ""Croston"": 44007319.38970393, ""TSB"": 44007319.38970393, ""Ensemble"": 12405563.949294595}"
PC000946;48;Ensemble;10186,51;[15319.29, 15786.43, 16949.13, 17128.74, 18377.05, 18317.48];50,4;ok;"{""ARIMA"": 25781407.893344942, ""ExponentialSmoothing"": 34360812.74342996, ""SARIMAX"": 43005268.99058785, ""Holt"": 27789049.117983717, ""Prophet"": 24896484.523266256, ""Croston"": 27015073.848469567, ""TSB"": 27015073.848469567, ""Ensemble"": 23634249.708004147}"
PC000953;48;Ensemble;12746,02;[14347.72, 13473.49, 15193.67, 16036.88, 19689.48, 18730.74];12,6;ok;"{""ARIMA"": 43149575.34057913, ""ExponentialSmoothing"": 25218767.27851965, ""SARIMAX"": 30937648.149241716, ""Holt"": 42544393.141129315, ""Prophet"": 24989708.49361291, ""Croston"": 30888224.962502986, ""TSB"": 30888224.962502986, ""Ensemble"": 24406007.498698037}"
PC000207;48;Ensemble;12809,27;[15604.57, 16250.57, 16755.87, 16711.63, 18056.54, 18179.24];21,8;ok;"{""ARIMA"": 18593788.139951423, ""ExponentialSmoothing"": 10442232.783534413, ""SARIMAX"": 7757130.076214616, ""Holt"": 12640984.071728379, ""Prophet"": 11440432.50126987, ""Croston"": 9163057.753264664, ""TSB"": 9163057.753264664, ""Ensemble"": 7737122.834115061}"
PC000617;48;ExponentialSmoothing;16289,939999999999;[10552.65, 10712.7, 17189.51, 15151.04, 19875.69, 26354.33];-35,2;ok;"{""ARIMA"": 58726481.58824649, ""ExponentialSmoothing"": 5722877.687147419, ""SARIMAX"": 8352707.680141691, ""Holt"": 54185976.49031264, ""Prophet"": 6487988.974892412, ""Croston"": 13171169.906767769, ""TSB"": 13171169.906767769}"
PC000876;48;ARIMA;21771,31;[21960.09, 21901.87, 21919.83, 21914.29, 21916.0, 21915.47];0,9;ok;"{""ARIMA"": 18182029.654603776, ""ExponentialSmoothing"": 82577210.75769894, ""SARIMAX"": 25303173.746663693, ""Holt"": 200094039.60917497, ""Prophet"": 86019055.68697755, ""Croston"": 91557929.66239817, ""TSB"": 91557929.66239817}"
PC000441;48;Prophet;11559,59;[14395.91, 11236.64, 14864.12, 16267.2, 18400.49, 20132.34];24,5;ok;"{""ARIMA"": 37528987.63737824, ""ExponentialSmoothing"": 5357189.852460077, ""SARIMAX"": 13018105.398706025, ""Holt"": 143948114.6930327, ""Prophet"": 4562029.131479049, ""Croston"": 20512427.6850786, ""TSB"": 20512427.6850786}"
PC000146;48;Prophet;12397,550000000001;[14709.75, 13498.76, 15782.27, 16931.33, 20649.72, 26650.56];18,7;ok;"{""ARIMA"": 6805873.017672301, ""ExponentialSmoothing"": 6185800.461829926, ""SARIMAX"": 8068538.3101833435, ""Holt"": 19741834.05107602, ""Prophet"": 4248078.362202327, ""Croston"": 10225136.024899065, ""TSB"": 10225136.024899065}"
PC000704;48;Prophet;14155,250000000002;[9701.95, 10360.98, 11864.87, 16195.37, 19514.78, 17507.9];-31,5;ok;"{""ARIMA"": 9873781.776284019, ""ExponentialSmoothing"": 6209043.075780732, ""SARIMAX"": 6601154.862104519, ""Holt"": 9775559.394558612, ""Prophet"": 3845124.4442978464, ""Croston"": 9774338.309114955, ""TSB"": 9774338.309114955}"
PC000206;48;ExponentialSmoothing;11769,400000000001;[11566.38, 10894.31, 14462.21, 18205.97, 20615.88, 20545.09];-1,7;ok;"{""ARIMA"": 19760513.269291274, ""ExponentialSmoothing"": 4494473.984182529, ""SARIMAX"": 9068694.816254508, ""Holt"": 19844173.928334363, ""Prophet"": 4545522.183177059, ""Croston"": 21112182.49233119, ""TSB"": 21112182.49233119}"
PC000180;48;Croston;15640,57;[16042.82, 16042.82, 16042.82, 16042.82, 16042.82, 16042.82];2,6;ok;"{""ARIMA"": 63922525.53162339, ""ExponentialSmoothing"": 20663319.113067087, ""SARIMAX"": 18936637.329157285, ""Holt"": 220840611.19118795, ""Prophet"": 22521190.731063623, ""Croston"": 7554790.772032711, ""TSB"": 7554790.772032711}"
PC000958;48;SARIMAX;13219,03;[11780.33, 13620.46, 13328.18, 16538.07, 20184.9, 18791.78];-10,9;ok;"{""ARIMA"": 8736651.528995845, ""ExponentialSmoothing"": 8148554.862578064, ""SARIMAX"": 3622620.2243305654, ""Holt"": 10238847.989068832, ""Prophet"": 8094664.085679612, ""Croston"": 11160746.737325912, ""TSB"": 11160746.737325912}"
PC000875;48;Prophet;9109,05;[13708.46, 16614.4, 17484.66, 19225.19, 20412.44, 18812.69];50,5;ok;"{""ARIMA"": 23013481.508422792, ""ExponentialSmoothing"": 13740331.294054098, ""SARIMAX"": 17081112.6072863, ""Holt"": 34306775.55276706, ""Prophet"": 9953126.003334047, ""Croston"": 33380889.82164957, ""TSB"": 33380889.82164957}"
