Produto;n_periodos;modelo_escolhido;ultimo_real;previsao;var_pct_proximo_mes;status;rank;_ProdutoUnico
PC000705;10;Média Móvel;2249,81;[2437.29];8,3;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000705
PC000983;11;Média Móvel;2540,1;[2298.19];-9,5;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000983
PC000091;6;Média Móvel;3084,18;[3906.63];26,7;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000091
PC000372;8;Média Móvel;3022,73;[2704.55];-10,5;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000372
PC000958;10;Média Móvel;2056,93;[1958.98];-4,8;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000958
PC000847;10;Média Móvel;1450,39;[1676.0];15,6;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000847
PC000843;5;Média Móvel;3451,18;;;falhou ao treinar;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000843
PC000084;9;Média Móvel;1912,14;[1912.14];0,0;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000084
PC000435;9;Média Móvel;1578,46;[1490.77];-5,6;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000435
PC000369;7;Média Móvel;1841,92;[1893.08];2,8;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000369
PC000590;4;Média Móvel;3089,92;;;falhou ao treinar;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000590
PC000506;13;Média Móvel;985,34;[875.86];-11,1;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000506
PC000357;6;Média Móvel;1726,7;[1726.7];0,0;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000357
PC000459;13;Média Móvel;555,16;[555.16];0,0;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000459
PC000961;9;Média Móvel;549,28;[659.13];20,0;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000961
PC000203;11;Média Móvel;505,3;[574.66];13,7;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000203
PC000558;5;Média Móvel;1237,5;;;falhou ao treinar;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000558
PC000340;11;Média Móvel;451,63;[440.88];-2,4;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000340
PC000810;6;Média Móvel;501,21;[529.06];5,6;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000810
PC000577;15;Holt;67,26;[100.89];50,0;ok;"{""ARIMA"": 313.3890163788903, ""ExponentialSmoothing"": 984.5325515251094, ""SARIMAX"": Infinity, ""Holt"": 188.49616123190597, ""Prophet"": 16141647.493758352, ""Croston"": 284.69518761784593, ""TSB"": 284.69518761784593, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 253.36975810921865}";PC000577
PC000335;48;Holt;21861,7;[21763.93, 21763.97, 21764.01, 21764.04, 21764.06, 21764.08];-0,4;ok;"{""ARIMA"": 1746582.9364193028, ""ExponentialSmoothing"": 2120799.682459313, ""SARIMAX"": 3959172.428064581, ""Holt"": 1516837.0569011269, ""Prophet"": 2862963.5302950446, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 4532135.042544432}";PC000335
PC000118;48;Ensemble;18382,76;[18516.84, 18514.97, 18514.15, 18513.79, 18513.63, 18513.56];0,7;ok;"{""ARIMA"": 6865543.494515366, ""ExponentialSmoothing"": 7054057.305307253, ""SARIMAX"": 13184698.882776445, ""Holt"": 14315918.56781826, ""Prophet"": 8908001.436567131, ""Ensemble"": 6664548.7898489805, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 12144380.117616529}";PC000118
PC000699;48;Ensemble;17640,46;[17904.38, 17904.39, 17904.4, 17904.4, 17904.41, 17904.41];1,5;ok;"{""ARIMA"": 4141417.310001426, ""ExponentialSmoothing"": 4546408.184892167, ""SARIMAX"": 4815126.3379370505, ""Holt"": 3676018.8116678274, ""Prophet"": 4343745.140385239, ""Ensemble"": 3118778.463433508, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 6350703.128690656}";PC000699
PC000235;48;ARIMA;15349,21;[15730.58, 15876.28, 15931.95, 15953.22, 15961.34, 15964.45];2,5;ok;"{""ARIMA"": 1351799.2612751964, ""ExponentialSmoothing"": 4203537.418890736, ""SARIMAX"": 2716665.943609066, ""Holt"": 1581967.5765150806, ""Prophet"": 3958197.6001705234, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 4761149.997231452}";PC000235
PC000313;48;Holt;11605,18;[14078.82, 14078.84, 14078.85, 14078.86, 14078.86, 14078.87];21,3;ok;"{""ARIMA"": 2604129.799148919, ""ExponentialSmoothing"": 4248287.915855399, ""SARIMAX"": 6698193.003912367, ""Holt"": 1972494.345507132, ""Prophet"": 3037899.75539393, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 4603756.297904415}";PC000313
PC000996;48;SARIMAX (c/ sazonalidade+promoção);10653,22;[15760.45, 14149.95, 19163.44, 20210.89, 15646.38, 15193.69];47,9;ok;"{""ARIMA"": 3380057.3927412853, ""ExponentialSmoothing"": 2695333.318074482, ""SARIMAX"": 2875171.846285771, ""Holt"": 3544306.1617883644, ""Prophet"": 3120372.7549577523, ""Ensemble"": 2788586.9200549894, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2032972.610966947}";PC000996
PC000591;48;Holt;14799,47;[13857.4, 13857.42, 13857.43, 13857.44, 13857.45, 13857.46];-6,4;ok;"{""ARIMA"": 1425740.5644652366, ""ExponentialSmoothing"": 6424383.274307615, ""SARIMAX"": 9592162.046308784, ""Holt"": 895124.2177877864, ""Prophet"": 2728851.9203726803, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 11711549.486820156}";PC000591
PC000673;48;Ensemble;11637,88;[11522.74, 11904.02, 16633.33, 19550.14, 13750.93, 14754.88];-1,0;ok;"{""ARIMA"": 4412087.66462358, ""ExponentialSmoothing"": 3537837.992055288, ""SARIMAX"": 3416680.3270915695, ""Holt"": 8178327.052808183, ""Prophet"": 3176865.974361029, ""Ensemble"": 3148531.854744244, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 3766459.575201612}";PC000673
PC000656;48;SARIMAX;11678,32;[11054.08, 13397.51, 16045.55, 17494.05, 14391.66, 15129.73];-5,3;ok;"{""ARIMA"": 1947333.3753406166, ""ExponentialSmoothing"": 1927871.9779831376, ""SARIMAX"": 1376838.5588063232, ""Holt"": 2036357.6408099355, ""Prophet"": 2383094.208994785, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2617737.928414367}";PC000656
PC000149;48;Prophet;10716,66;[11284.75, 10737.17, 15309.08, 17884.92, 13230.34, 12877.34];5,3;ok;"{""ARIMA"": 4731035.237301726, ""ExponentialSmoothing"": 4737195.118286861, ""SARIMAX"": 4829308.546596876, ""Holt"": 5068546.206945281, ""Prophet"": 4159705.3443776057, ""Ensemble"": 4369637.527986085, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 9825316.621819116}";PC000149
PC000751;48;SARIMAX (c/ sazonalidade+promoção);11221,05;[12883.87, 12031.35, 15663.24, 18298.94, 12984.44, 13987.64];14,8;ok;"{""ARIMA"": 1610372.7249696546, ""ExponentialSmoothing"": 1723278.6541958235, ""SARIMAX"": 1739122.8867634581, ""Holt"": 3880993.344582357, ""Prophet"": 2190843.67211969, ""Ensemble"": 1459836.414690488, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1379312.9944662647}";PC000751
PC000668;48;ExponentialSmoothing;9597,56;[11349.49, 10142.13, 14570.31, 16779.3, 12041.04, 12480.89];18,3;ok;"{""ARIMA"": 2929578.166383285, ""ExponentialSmoothing"": 1411223.7547273932, ""SARIMAX"": 4125700.429300228, ""Holt"": 5771478.870077427, ""Prophet"": 1500682.8285875095, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1952472.8001798745}";PC000668
PC000855;48;ExponentialSmoothing;11598,23;[11105.07, 10939.34, 14483.18, 15613.07, 11741.75, 12870.51];-4,3;ok;"{""ARIMA"": 2157902.774957518, ""ExponentialSmoothing"": 1440801.4684237663, ""SARIMAX"": 2162065.951768077, ""Holt"": 3804857.586690814, ""Prophet"": 1472450.7955208204, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1578855.646491236}";PC000855
PC000635;48;Holt;11570,33;[11771.23, 11771.22, 11771.21, 11771.2, 11771.2, 11771.19];1,7;ok;"{""ARIMA"": 1633983.1821124807, ""ExponentialSmoothing"": 2270694.316179998, ""SARIMAX"": 2367850.2446378116, ""Holt"": 1563741.510514737, ""Prophet"": 2151539.6132754046, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2483066.346258475}";PC000635
PC000168;48;Ensemble;11270,58;[10778.57, 10753.04, 12842.22, 15597.22, 11804.04, 11511.07];-4,4;ok;"{""ARIMA"": 1742600.1787779552, ""ExponentialSmoothing"": 1825353.0534348479, ""SARIMAX"": 3309149.671649622, ""Holt"": 2919819.086110096, ""Prophet"": 1845590.0701134496, ""Ensemble"": 1716486.4650302809, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 3098160.9665406942}";PC000168
PC000875;48;ARIMA;11175,54;[11137.62, 11124.68, 11120.27, 11118.77, 11118.25, 11118.08];-0,3;ok;"{""ARIMA"": 964905.3946390505, ""ExponentialSmoothing"": 1856123.1487723447, ""SARIMAX"": 2575824.682398111, ""Holt"": 1091272.836543842, ""Prophet"": 1978540.7443663876, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1754140.0863720116}";PC000875
PC000099;48;ARIMA;10021,31;[10271.09, 10396.44, 10459.34, 10490.91, 10506.75, 10514.7];2,5;ok;"{""ARIMA"": 592635.9244476428, ""ExponentialSmoothing"": 1165654.1906382113, ""SARIMAX"": 729007.4317058463, ""Holt"": 2554051.7735216394, ""Prophet"": 1888829.0771417134, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 947200.217483123}";PC000099
PC000665;48;Prophet;8707,39;[9870.41, 9987.03, 14602.72, 15646.54, 11464.53, 11671.3];13,4;ok;"{""ARIMA"": 4787250.289354975, ""ExponentialSmoothing"": 3403912.5127046644, ""SARIMAX"": 5320758.811668583, ""Holt"": 4103780.126385639, ""Prophet"": 3357570.3777719554, ""Ensemble"": 3454160.129126307, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 4844338.133894716}";PC000665
PC000300;48;ARIMA;10815,43;[10132.62, 9815.78, 9668.77, 9600.55, 9568.89, 9554.2];-6,3;ok;"{""ARIMA"": 1204542.545852589, ""ExponentialSmoothing"": 2010327.9999499917, ""SARIMAX"": 1815082.709506614, ""Holt"": 1401600.1652182608, ""Prophet"": 2271158.3224316672, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1980033.3096421713}";PC000300
PC000440;48;Ensemble;7845,83;[8694.55, 9602.18, 12457.66, 16298.15, 10259.81, 11296.02];10,8;ok;"{""ARIMA"": 1843787.2773258376, ""ExponentialSmoothing"": 839486.7150867019, ""SARIMAX"": 876662.8117483653, ""Holt"": 1550364.4720440197, ""Prophet"": 810312.1895605521, ""Ensemble"": 750623.5191862775, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 900651.198828146}";PC000440
PC000773;48;ExponentialSmoothing;8321,7;[8432.14, 8429.03, 11887.58, 13979.3, 9455.23, 10510.44];1,3;ok;"{""ARIMA"": 1419873.8398399216, ""ExponentialSmoothing"": 1036263.2963832858, ""SARIMAX"": 1354082.8241929451, ""Holt"": 2831354.0567814745, ""Prophet"": 1432995.3389154796, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1178047.1262813772}";PC000773
PC000153;48;SARIMAX;8450,57;[9436.3, 9120.82, 11994.61, 14619.65, 9742.02, 10447.34];11,7;ok;"{""ARIMA"": 1775754.3965955463, ""ExponentialSmoothing"": 1684595.3098997828, ""SARIMAX"": 1223315.887236193, ""Holt"": 1666448.2311805533, ""Prophet"": 1392692.9833574179, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1326368.7014705162}";PC000153
PC000312;48;Ensemble;7376,3;[8181.32, 8291.8, 8345.03, 8370.67, 8383.03, 8388.98];10,9;ok;"{""ARIMA"": 454413.8634904249, ""ExponentialSmoothing"": 583843.8873745131, ""SARIMAX"": 2469841.8816786553, ""Holt"": 551708.937153214, ""Prophet"": 639340.488648476, ""Ensemble"": 259184.1620478594, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2368972.65820879}";PC000312
PC000621;48;Prophet;8363,47;[7660.55, 8917.94, 11290.11, 14014.51, 9375.58, 9841.54];-8,4;ok;"{""ARIMA"": 2005306.2525436794, ""ExponentialSmoothing"": 755185.295956598, ""SARIMAX"": 1052481.2356764732, ""Holt"": 1855596.1360123346, ""Prophet"": 632638.2436536058, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1152953.7257497816}";PC000621
PC000876;48;Ensemble;7870,77;[8196.94, 8380.1, 9962.11, 11994.08, 9052.92, 9389.44];4,1;ok;"{""ARIMA"": 1088108.0316851127, ""ExponentialSmoothing"": 1041826.064197285, ""SARIMAX"": 1268251.5301891319, ""Holt"": 2047510.5575740084, ""Prophet"": 1155301.5176011084, ""Ensemble"": 1034071.4084391937, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1373836.4004124536}";PC000876
PC000600;48;Ensemble;7573,7;[7422.84, 8084.01, 10215.59, 11731.72, 8667.46, 8740.21];-2,0;ok;"{""ARIMA"": 842103.8023496374, ""ExponentialSmoothing"": 813707.7520064465, ""SARIMAX"": 1707266.3693473432, ""Holt"": 2626805.9162247893, ""Prophet"": 904318.8729213703, ""Ensemble"": 809248.2370527136, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2462095.410548882}";PC000600
PC000210;48;ARIMA;7280,42;[7955.08, 8241.98, 8363.99, 8415.87, 8437.94, 8447.32];9,3;ok;"{""ARIMA"": 650286.5791978751, ""ExponentialSmoothing"": 1407054.5449118689, ""SARIMAX"": 1137720.872251416, ""Holt"": 1014472.2735219523, ""Prophet"": 1451385.1922813936, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1238702.6960119854}";PC000210
PC000295;48;ExponentialSmoothing;7165,23;[8114.89, 7580.7, 10241.83, 13334.56, 9693.86, 9402.58];13,3;ok;"{""ARIMA"": 1725735.2977413062, ""ExponentialSmoothing"": 470748.9852407761, ""SARIMAX"": 2066406.4073545097, ""Holt"": 1307267.6751369722, ""Prophet"": 775499.7887372192, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1759043.1840232026}";PC000295
PC000896;48;ARIMA;7687,26;[8048.25, 8239.98, 8341.82, 8395.91, 8424.64, 8439.9];4,7;ok;"{""ARIMA"": 406568.90535877337, ""ExponentialSmoothing"": 918079.4258205659, ""SARIMAX"": 898714.4563910047, ""Holt"": 1357437.4323779673, ""Prophet"": 1293363.205166972, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1145018.8251657519}";PC000896
PC000853;48;SARIMAX;6518,41;[7042.34, 7456.32, 9514.41, 11507.23, 7787.9, 9023.03];8,0;ok;"{""ARIMA"": 553061.2080623783, ""ExponentialSmoothing"": 622930.8583833486, ""SARIMAX"": 338332.39160317095, ""Holt"": 1897086.9272987146, ""Prophet"": 564266.2066754227, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1163224.869890344}";PC000853
PC000802;48;SARIMAX;6530,01;[6745.08, 7608.02, 10409.89, 11408.48, 8230.29, 7850.73];3,3;ok;"{""ARIMA"": 434667.03712148685, ""ExponentialSmoothing"": 327504.8249349029, ""SARIMAX"": 225951.44936302208, ""Holt"": 754718.7951589996, ""Prophet"": 307727.1199871293, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 266549.2985193312}";PC000802
PC000007;48;ExponentialSmoothing;7676,86;[7688.44, 7983.71, 10064.53, 11958.48, 8895.29, 8097.23];0,2;ok;"{""ARIMA"": 1122951.2247914604, ""ExponentialSmoothing"": 791626.6899703696, ""SARIMAX"": 1176086.773434194, ""Holt"": 1022965.221431868, ""Prophet"": 1162128.414099381, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1734488.2637933567}";PC000007
PC000425;48;SARIMAX;5129,65;[6136.15, 6325.39, 9262.22, 10150.24, 7436.82, 8053.48];19,6;ok;"{""ARIMA"": 1435108.969759925, ""ExponentialSmoothing"": 1131378.2721432399, ""SARIMAX"": 1057270.67254031, ""Holt"": 2769782.1216854937, ""Prophet"": 1206592.2033389432, ""Ensemble"": 1110333.430185155, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1067555.042891114}";PC000425
PC000207;48;ARIMA;6790,84;[7096.66, 7228.03, 7284.46, 7308.7, 7319.11, 7323.58];4,5;ok;"{""ARIMA"": 358233.54052850464, ""ExponentialSmoothing"": 406213.55633933673, ""SARIMAX"": 694196.9849455607, ""Holt"": 627591.350884283, ""Prophet"": 732241.121824664, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 691273.8544267855}";PC000207
PC000683;48;Ensemble;6515,47;[6614.42, 7192.77, 8842.52, 10047.64, 7788.86, 7592.04];1,5;ok;"{""ARIMA"": 555118.350928517, ""ExponentialSmoothing"": 547787.4795331658, ""SARIMAX"": 539589.3231031984, ""Holt"": 1678060.4599887663, ""Prophet"": 814682.1775141861, ""Ensemble"": 372532.7571654106, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1017853.0001945408}";PC000683
PC000255;48;ExponentialSmoothing;6587,31;[6256.44, 6631.92, 8886.93, 10901.57, 7733.44, 8098.3];-5,0;ok;"{""ARIMA"": 1385695.0999885094, ""ExponentialSmoothing"": 270466.8606351165, ""SARIMAX"": 563771.5959812192, ""Holt"": 4150382.0457420326, ""Prophet"": 365949.62328474224, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 372515.47103020415}";PC000255
PC000176;48;Ensemble;5712,04;[6543.77, 6849.62, 9424.64, 11628.27, 7313.68, 8022.67];14,6;ok;"{""ARIMA"": 1045652.4886849892, ""ExponentialSmoothing"": 769183.0820025845, ""SARIMAX"": 966738.0256265076, ""Holt"": 1759384.1086376242, ""Prophet"": 929157.9866275922, ""Ensemble"": 745060.0982900398, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1963182.916845657}";PC000176
PC000043;48;Ensemble;6295,94;[6277.41, 6619.28, 7333.96, 7697.53, 6790.28, 6901.93];-0,3;ok;"{""ARIMA"": 205982.11365016285, ""ExponentialSmoothing"": 241529.0493545473, ""SARIMAX"": 395541.1093330171, ""Holt"": 232215.75826647575, ""Prophet"": 271816.4260756427, ""Ensemble"": 73775.27071412229, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 250955.4325536194}";PC000043
PC000016;48;Prophet;6084,13;[6202.14, 6841.61, 9629.95, 11674.35, 8193.73, 8246.28];1,9;ok;"{""ARIMA"": 807981.8812802875, ""ExponentialSmoothing"": 613416.3659046482, ""SARIMAX"": 829088.296552549, ""Holt"": 745123.9813040392, ""Prophet"": 511707.1634074748, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 807570.1868302744}";PC000016
PC000334;48;Holt;6806,89;[6850.82, 6850.84, 6850.85, 6850.85, 6850.86, 6850.86];0,6;ok;"{""ARIMA"": 882614.7064078805, ""ExponentialSmoothing"": 1253509.8830634558, ""SARIMAX"": 1555524.9963572642, ""Holt"": 643555.8737691595, ""Prophet"": 1201479.4417372842, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1631966.7472667012}";PC000334
PC000059;48;ARIMA;7040,15;[6754.27, 6674.51, 6652.27, 6646.06, 6644.33, 6643.84];-4,1;ok;"{""ARIMA"": 325766.5268909726, ""ExponentialSmoothing"": 981786.9151266064, ""SARIMAX"": 994162.1414056638, ""Holt"": 449321.03689415293, ""Prophet"": 862320.2594037531, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1114091.5478904478}";PC000059
PC000886;48;SARIMAX (c/ sazonalidade+promoção);5587,22;[6169.81, 6067.61, 8131.14, 9601.24, 6892.44, 6514.15];10,4;ok;"{""ARIMA"": 292287.9108879699, ""ExponentialSmoothing"": 209704.815521725, ""SARIMAX"": 190850.33074478342, ""Holt"": 514251.48206889426, ""Prophet"": 324376.1235221459, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 159552.58000108504}";PC000886
PC000860;48;Prophet;5554,96;[5635.47, 5769.16, 7937.19, 9853.36, 6337.07, 6542.93];1,4;ok;"{""ARIMA"": 884664.7538248958, ""ExponentialSmoothing"": 529417.5004633884, ""SARIMAX"": 721217.3829003234, ""Holt"": 858559.4431091122, ""Prophet"": 511268.31208083243, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2309185.4541228693}";PC000860
PC000473;48;ARIMA;6359,67;[6409.1, 6430.25, 6439.3, 6443.17, 6444.83, 6445.54];0,8;ok;"{""ARIMA"": 254920.46305236823, ""ExponentialSmoothing"": 449135.4429406889, ""SARIMAX"": 348824.4449326265, ""Holt"": 296646.8337603373, ""Prophet"": 441918.024307801, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 354346.3277018308}";PC000473
