Produto;n_periodos;modelo_escolhido;ultimo_real;previsao;var_pct_proximo_mes;status;rank;_ProdutoUnico
PC000435;11;Média Móvel;1301,24;[1301.24];0,0;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000435
PC000298;7;Média Móvel;1400,81;[1634.28];16,7;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000298
PC000203;12;Média Móvel;705,7;[673.62];-4,5;ok;"{""ARIMA"": Infinity, ""ExponentialSmoothing"": Infinity, ""SARIMAX"": Infinity, ""Holt"": Infinity, ""Prophet"": Infinity, ""Croston"": Infinity, ""TSB"": Infinity}";PC000203
PC000410;48;Prophet;25355,88;[26419.3, 26701.63, 33371.96, 42368.36, 29567.97, 30818.71];4,2;ok;"{""ARIMA"": 12717031.71896653, ""ExponentialSmoothing"": 7558446.660989635, ""SARIMAX"": 6234907.308448203, ""Holt"": 16753926.211541882, ""Prophet"": 4774086.929501397, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 10301929.429490244}";PC000410
PC000845;48;SARIMAX;24150,1;[27908.32, 26359.95, 34683.66, 40705.16, 30067.92, 28154.83];15,6;ok;"{""ARIMA"": 6431934.616723795, ""ExponentialSmoothing"": 5013189.121690831, ""SARIMAX"": 4495011.886097056, ""Holt"": 9195614.029788671, ""Prophet"": 5929490.617857342, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 9561833.851407545}";PC000845
PC000118;48;SARIMAX (c/ sazonalidade+promoção);18401,18;[21412.51, 19202.99, 27422.25, 29870.62, 23485.63, 25468.03];16,4;ok;"{""ARIMA"": 5339651.487068567, ""ExponentialSmoothing"": 5164712.234279332, ""SARIMAX"": 5702359.447684728, ""Holt"": 20163489.63204205, ""Prophet"": 5923342.803734747, ""Ensemble"": 4962483.955072445, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2898922.3943586703}";PC000118
PC000901;48;Holt;19007,31;[20595.97, 20596.0, 20596.02, 20596.04, 20596.05, 20596.06];8,4;ok;"{""ARIMA"": 5432678.813841475, ""ExponentialSmoothing"": 4986239.751790514, ""SARIMAX"": 7258764.132657363, ""Holt"": 3153682.883866679, ""Prophet"": 5580995.359808556, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 9440555.413514012}";PC000901
PC000853;48;Prophet;15390,56;[16624.85, 17525.67, 23458.79, 28110.29, 19923.42, 20148.69];8,0;ok;"{""ARIMA"": 3512543.2937313854, ""ExponentialSmoothing"": 2607867.78150742, ""SARIMAX"": 4135848.9715669253, ""Holt"": 3592776.8179431558, ""Prophet"": 2489627.70541164, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 4364537.0331827765}";PC000853
PC000600;48;ARIMA;17890,49;[17565.84, 17386.33, 17287.07, 17232.18, 17201.83, 17185.05];-1,8;ok;"{""ARIMA"": 3642306.6251080674, ""ExponentialSmoothing"": 8311406.315421482, ""SARIMAX"": 6285513.104562737, ""Holt"": 7955839.398610371, ""Prophet"": 6687932.379769042, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 6266953.938832647}";PC000600
PC000146;48;ARIMA;15868,37;[15589.76, 15462.6, 15404.56, 15378.07, 15365.98, 15360.46];-1,8;ok;"{""ARIMA"": 1308735.4571409153, ""ExponentialSmoothing"": 3319175.172580374, ""SARIMAX"": 3678769.585657734, ""Holt"": 3708686.4189136117, ""Prophet"": 2933873.2994544334, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 3693583.3429819085}";PC000146
PC000357;48;Ensemble;14698,61;[15825.55, 15825.56, 15825.57, 15825.58, 15825.59, 15825.6];7,7;ok;"{""ARIMA"": 3029483.20997637, ""ExponentialSmoothing"": 4282669.215392263, ""SARIMAX"": 3807646.602548813, ""Holt"": 2929110.6726987753, ""Prophet"": 4176578.683167255, ""Ensemble"": 2703000.7988748783, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 5297646.514759328}";PC000357
PC000430;48;Prophet;13909,87;[12905.81, 12756.55, 16917.55, 23642.18, 15452.65, 14763.69];-7,2;ok;"{""ARIMA"": 3094398.088993844, ""ExponentialSmoothing"": 1682430.8501116717, ""SARIMAX"": 3373396.5922305733, ""Holt"": 4445362.59419147, ""Prophet"": 1585994.3891967696, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2194231.851479967}";PC000430
PC000335;48;Prophet;12982,19;[12184.43, 13743.94, 17634.06, 22360.35, 14566.81, 15689.53];-6,1;ok;"{""ARIMA"": 2313857.249657123, ""ExponentialSmoothing"": 942260.1053384314, ""SARIMAX"": 1913607.339503958, ""Holt"": 4260458.675900397, ""Prophet"": 596561.3163553776, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 4316759.913884798}";PC000335
PC000855;48;SARIMAX (c/ sazonalidade+promoção);13328,74;[14642.28, 13458.74, 19079.14, 22824.28, 15724.09, 16341.12];9,9;ok;"{""ARIMA"": 4158957.678935535, ""ExponentialSmoothing"": 3260914.391518127, ""SARIMAX"": 2292256.2389486176, ""Holt"": 3208349.058553037, ""Prophet"": 3627195.7942474503, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 875207.7076096226}";PC000855
PC000027;48;ARIMA;12108,47;[12372.93, 12473.59, 12511.9, 12526.48, 12532.02, 12534.14];2,2;ok;"{""ARIMA"": 2525768.8165236292, ""ExponentialSmoothing"": 4177585.164015446, ""SARIMAX"": 5381933.813686609, ""Holt"": 3786202.4776656996, ""Prophet"": 4006678.247566952, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 5031599.881953164}";PC000027
PC000180;48;Ensemble;11403,56;[12079.54, 12130.77, 13250.81, 15265.93, 12367.26, 12472.22];5,9;ok;"{""ARIMA"": 1750668.1949437943, ""ExponentialSmoothing"": 2522047.09553186, ""SARIMAX"": 3697304.480323881, ""Holt"": 1733878.0493083477, ""Prophet"": 1820563.0004267578, ""Ensemble"": 1592578.3627692668, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 3119223.6021781936}";PC000180
PC000729;48;Ensemble;10648,24;[11300.7, 11303.96, 13854.03, 15808.25, 12026.69, 11803.96];6,1;ok;"{""ARIMA"": 3347076.5761168753, ""ExponentialSmoothing"": 2996575.295946418, ""SARIMAX"": 5332849.735662587, ""Holt"": 6317522.316489053, ""Prophet"": 2803554.0893723406, ""Ensemble"": 2781468.088510061, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 3359093.3290843368}";PC000729
PC000903;48;ExponentialSmoothing;10169,78;[12066.66, 11010.19, 14998.8, 18345.06, 12846.77, 11900.36];18,7;ok;"{""ARIMA"": 2991521.945067599, ""ExponentialSmoothing"": 2223659.623444319, ""SARIMAX"": 9145880.225316903, ""Holt"": 7189340.744074984, ""Prophet"": 2772596.0699269404, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 8057354.72188526}";PC000903
PC000673;48;Prophet;10373,89;[10192.61, 10939.82, 15005.37, 18395.57, 12512.6, 12907.07];-1,7;ok;"{""ARIMA"": 1367326.0788194945, ""ExponentialSmoothing"": 957346.9190115081, ""SARIMAX"": 1771286.175495303, ""Holt"": 2337617.6865338366, ""Prophet"": 673878.9281697316, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2152777.0160290827}";PC000673
PC000425;48;SARIMAX (c/ sazonalidade+promoção);11740,81;[10988.37, 10994.66, 16032.23, 18001.25, 12468.82, 11538.42];-6,4;ok;"{""ARIMA"": 1183738.1110204386, ""ExponentialSmoothing"": 795430.3364513988, ""SARIMAX"": 1318519.3100348806, ""Holt"": 829377.0312559387, ""Prophet"": 779731.1620458585, ""Ensemble"": 504551.6039980494, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 490593.45515268605}";PC000425
PC000945;48;Prophet;12282,75;[12147.22, 11711.26, 15785.75, 18331.53, 12447.2, 13885.07];-1,1;ok;"{""ARIMA"": 1616940.071788532, ""ExponentialSmoothing"": 1515654.2035579125, ""SARIMAX"": 1459053.7270309534, ""Holt"": 2311720.472602923, ""Prophet"": 926190.6716769123, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1447848.6808608193}";PC000945
PC000899;48;ARIMA;11086,35;[11143.88, 11166.87, 11176.05, 11179.72, 11181.18, 11181.77];0,5;ok;"{""ARIMA"": 626150.7860993182, ""ExponentialSmoothing"": 977457.0731569001, ""SARIMAX"": 958715.8075436627, ""Holt"": 1050360.591599815, ""Prophet"": 1143868.1265856493, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1238892.6497991725}";PC000899
PC000080;48;ExponentialSmoothing;9180,5;[9520.8, 10092.14, 12957.02, 15065.41, 10661.59, 11421.42];3,7;ok;"{""ARIMA"": 1082802.4890723152, ""ExponentialSmoothing"": 519487.6064156165, ""SARIMAX"": 2307266.1710673296, ""Holt"": 1166603.6477169094, ""Prophet"": 575655.4006514305, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 3259592.464843685}";PC000080
PC000611;48;Ensemble;10647,61;[11160.33, 11198.42, 11210.2, 11213.85, 11214.98, 11215.33];4,8;ok;"{""ARIMA"": 460733.25027972047, ""ExponentialSmoothing"": 833375.7460830915, ""SARIMAX"": 901499.4384133628, ""Holt"": 475911.57365741255, ""Prophet"": 472691.034950742, ""Ensemble"": 382261.48639522475, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1026216.9570010722}";PC000611
PC000520;48;Holt;10584,1;[10479.53, 10489.98, 10500.37, 10510.7, 10520.99, 10531.22];-1,0;ok;"{""ARIMA"": 1325382.4073855693, ""ExponentialSmoothing"": 2145041.47610496, ""SARIMAX"": 1278173.1580987491, ""Holt"": 652797.0613486388, ""Prophet"": 2671921.8262855494, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1396748.037313544}";PC000520
PC000005;48;Prophet;8967,38;[8895.23, 8304.83, 12109.55, 14497.33, 10301.93, 10892.96];-0,8;ok;"{""ARIMA"": 1021594.050755448, ""ExponentialSmoothing"": 166775.29879620523, ""SARIMAX"": 269131.84681575163, ""Holt"": 2794493.2917292616, ""Prophet"": 83438.69555903236, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 355896.55069290526}";PC000005
PC000668;48;Prophet;6860,43;[7533.09, 8876.42, 11872.08, 14866.15, 9180.65, 9801.31];9,8;ok;"{""ARIMA"": 2431110.9760914133, ""ExponentialSmoothing"": 1969076.3835205424, ""SARIMAX"": 2832607.3832194037, ""Holt"": 5063326.638590631, ""Prophet"": 1576434.3764361392, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2996196.3032199102}";PC000668
PC000665;48;SARIMAX (c/ sazonalidade+promoção);7977,83;[9275.59, 9411.64, 13183.29, 14514.47, 10281.06, 10413.75];16,3;ok;"{""ARIMA"": 1852853.509734422, ""ExponentialSmoothing"": 1038391.725466347, ""SARIMAX"": 1185161.0615491418, ""Holt"": 2115275.0149203674, ""Prophet"": 1150071.988257163, ""Ensemble"": 1002998.3280663638, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 899974.8553074747}";PC000665
PC000084;48;ARIMA;9436,63;[9457.05, 9465.49, 9468.97, 9470.41, 9471.0, 9471.25];0,2;ok;"{""ARIMA"": 333789.5583974024, ""ExponentialSmoothing"": 970364.182278393, ""SARIMAX"": 643413.0204124193, ""Holt"": 573967.5144728236, ""Prophet"": 429884.19963773974, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 830535.0341869364}";PC000084
PC000312;48;SARIMAX (c/ sazonalidade+promoção);8163,42;[8531.82, 9511.44, 12814.62, 14817.88, 9371.75, 9378.26];4,5;ok;"{""ARIMA"": 1691964.2340035809, ""ExponentialSmoothing"": 576439.7719304016, ""SARIMAX"": 541597.5361538158, ""Holt"": 2062012.942881856, ""Prophet"": 517868.02505873656, ""Ensemble"": 465846.664567564, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 347833.027959207}";PC000312
PC000371;48;SARIMAX (c/ sazonalidade+promoção);8020,15;[9398.09, 9160.37, 12710.78, 12876.13, 10355.81, 10457.6];17,2;ok;"{""ARIMA"": 1451385.792427541, ""ExponentialSmoothing"": 779055.7602988197, ""SARIMAX"": 556838.8557101913, ""Holt"": 1773257.9727254363, ""Prophet"": 1252272.079101552, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 522993.5488337952}";PC000371
PC000959;48;ARIMA;8703,61;[9136.12, 9279.21, 9326.55, 9342.21, 9347.39, 9349.1];5,0;ok;"{""ARIMA"": 406432.6519082842, ""ExponentialSmoothing"": 722070.041958618, ""SARIMAX"": 459880.04613055306, ""Holt"": 1376508.041408988, ""Prophet"": 1048141.5779042236, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 629197.1540828884}";PC000959
PC000378;48;SARIMAX (c/ sazonalidade+promoção);8050,13;[8036.05, 7850.37, 11860.32, 14638.12, 8289.64, 9565.34];-0,2;ok;"{""ARIMA"": 1124764.7637887553, ""ExponentialSmoothing"": 1389763.6843106023, ""SARIMAX"": 1181449.1819796588, ""Holt"": 1198341.775848795, ""Prophet"": 1035430.4604324074, ""Ensemble"": 929265.3981544018, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 855457.4628684847}";PC000378
PC000547;48;ExponentialSmoothing;7622,79;[8143.04, 8271.24, 11832.77, 13262.21, 8949.4, 9036.32];6,8;ok;"{""ARIMA"": 1897192.0092971073, ""ExponentialSmoothing"": 1699606.1169088075, ""SARIMAX"": 1775590.1535913423, ""Holt"": 4021122.8041760526, ""Prophet"": 1844674.1260700442, ""Ensemble"": 1753794.287259397, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1734069.3449289997}";PC000547
PC000354;48;Ensemble;9526,25;[8040.93, 8410.63, 10517.36, 11900.41, 9206.84, 8964.35];-15,6;ok;"{""ARIMA"": 553825.3144754306, ""ExponentialSmoothing"": 640295.2610906378, ""SARIMAX"": 994454.2890058375, ""Holt"": 1004990.1025916627, ""Prophet"": 586300.0086258514, ""Ensemble"": 517569.78796707187, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 994248.5494310233}";PC000354
PC000295;48;Ensemble;7944,59;[8826.44, 8646.02, 12315.05, 13416.59, 9237.12, 9549.88];11,1;ok;"{""ARIMA"": 744138.294826578, ""ExponentialSmoothing"": 437140.6354982078, ""SARIMAX"": 387771.03330598207, ""Holt"": 1129546.1082896274, ""Prophet"": 399107.70383715536, ""Ensemble"": 376194.6904510251, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 670239.1045640913}";PC000295
PC000785;48;ARIMA;8455,29;[8502.79, 8526.53, 8538.39, 8544.32, 8547.28, 8548.76];0,6;ok;"{""ARIMA"": 962647.6613303949, ""ExponentialSmoothing"": 1789024.9466452375, ""SARIMAX"": 2052630.0708401694, ""Holt"": 1285639.6129347913, ""Prophet"": 1958242.5321348517, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1641858.10450939}";PC000785
PC000683;48;Ensemble;6612,85;[8365.81, 8158.92, 9411.0, 9729.08, 8488.29, 9132.23];26,5;ok;"{""ARIMA"": 962588.3339607334, ""ExponentialSmoothing"": 935023.2548163891, ""SARIMAX"": 1329517.3256172833, ""Holt"": 1301120.2817070105, ""Prophet"": 1061689.5724383772, ""Ensemble"": 921858.7896999447, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1144012.2988474679}";PC000683
PC000441;48;ExponentialSmoothing;6643,49;[7189.19, 7614.45, 11802.74, 13104.78, 9533.88, 7771.93];8,2;ok;"{""ARIMA"": 890658.4338486763, ""ExponentialSmoothing"": 299786.50073721475, ""SARIMAX"": 856364.4683087231, ""Holt"": 1110303.14756875, ""Prophet"": 426086.57058610074, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 825001.13907299}";PC000441
PC000373;48;SARIMAX;6819,91;[8380.28, 8811.77, 11547.64, 11516.2, 8218.41, 8966.1];22,9;ok;"{""ARIMA"": 655996.2474662588, ""ExponentialSmoothing"": 374120.3946434902, ""SARIMAX"": 137459.8631264679, ""Holt"": 698898.5714133023, ""Prophet"": 768341.3894178249, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 302434.9155637601}";PC000373
PC000206;48;Prophet;6968,71;[8074.61, 7353.49, 10669.13, 12692.91, 8857.46, 8795.48];15,9;ok;"{""ARIMA"": 809428.3778002182, ""ExponentialSmoothing"": 833222.5381870278, ""SARIMAX"": 620959.6724830681, ""Holt"": 1166932.7957724475, ""Prophet"": 540738.4893688315, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1137136.5338718127}";PC000206
PC000996;48;SARIMAX (c/ sazonalidade+promoção);6816,0;[7642.63, 6188.68, 8762.68, 13872.57, 7884.67, 8327.22];12,1;ok;"{""ARIMA"": 814475.1613760041, ""ExponentialSmoothing"": 844412.2867104867, ""SARIMAX"": 551962.8568020395, ""Holt"": 891689.7679431774, ""Prophet"": 1069882.339779922, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 535935.9836686334}";PC000996
PC000473;48;Holt;6641,36;[7966.75, 7963.28, 7960.5, 7958.28, 7956.5, 7955.08];20,0;ok;"{""ARIMA"": 437870.2002748821, ""ExponentialSmoothing"": 558268.9378306865, ""SARIMAX"": 600685.305489489, ""Holt"": 422962.0342112179, ""Prophet"": 561808.9953037681, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 666671.5776222309}";PC000473
PC000006;48;Prophet;6834,43;[7061.47, 7045.58, 9562.77, 11405.42, 7586.42, 7553.03];3,3;ok;"{""ARIMA"": 678415.9437136102, ""ExponentialSmoothing"": 387329.53528878087, ""SARIMAX"": 788979.3843891606, ""Holt"": 1304833.2880759444, ""Prophet"": 287602.0932566751, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 575328.7211838173}";PC000006
PC000099;48;ARIMA;7230,97;[7423.01, 7497.64, 7526.63, 7537.9, 7542.28, 7543.98];2,7;ok;"{""ARIMA"": 751622.4639412846, ""ExponentialSmoothing"": 1153272.6311339147, ""SARIMAX"": 1488135.3473066008, ""Holt"": 1523954.4369864387, ""Prophet"": 1410398.9957148603, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1670785.2359433465}";PC000099
PC000604;48;Ensemble;6787,92;[7286.9, 7037.07, 8883.35, 10083.55, 7860.23, 7807.22];7,4;ok;"{""ARIMA"": 458695.8473869254, ""ExponentialSmoothing"": 524205.0346078703, ""SARIMAX"": 389631.55080742756, ""Holt"": 1299617.5452821478, ""Prophet"": 399958.74467254995, ""Ensemble"": 367510.1457793287, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1258077.8539571706}";PC000604
PC000946;48;ARIMA;6345,77;[6959.36, 7235.13, 7359.07, 7414.78, 7439.81, 7451.07];9,7;ok;"{""ARIMA"": 486833.9932440238, ""ExponentialSmoothing"": 593262.5006360671, ""SARIMAX"": 893541.6201392905, ""Holt"": 991252.8355079464, ""Prophet"": 586476.1465099262, ""Ensemble"": 487404.16547466005, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1095310.920722824}";PC000946
PC000875;48;ARIMA;6164,4;[6742.5, 6959.25, 7040.51, 7070.98, 7082.41, 7086.69];9,4;ok;"{""ARIMA"": 461124.84559847455, ""ExponentialSmoothing"": 697434.5507534898, ""SARIMAX"": 731159.4845674037, ""Holt"": 623900.2679051794, ""Prophet"": 884296.9035550418, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 652388.9227719088}";PC000875
PC000773;48;Holt;7852,42;[7684.33, 7684.32, 7684.31, 7684.31, 7684.3, 7684.3];-2,1;ok;"{""ARIMA"": 652804.3795549608, ""ExponentialSmoothing"": 1390323.26940652, ""SARIMAX"": 867056.6142585082, ""Holt"": 125836.96767226444, ""Prophet"": 1520160.6857919155, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 844108.2720068031}";PC000773
